,P7,P28,P70
0,0.15954285885023214,0.2373339067004879,0.4259069126267586
1,0.2739734731296107,0.4911545918201437,0.44482718805663524
2,0.2475457284568359,0.4445183890646025,0.46693979209175585
3,0.17204430854645303,0.3586883681552581,0.525229887131856
4,0.034088272041135494,0.31125415283852903,0.5158323504001939
5,0.17133344597981415,0.2037724050921549,0.5170242187152521
6,0.19318242231691238,0.4906556548591321,0.5139271704236258
7,0.1607313744723888,0.4826378630515649,0.4729052826024265
8,0.04781867041111139,0.45587015422234356,0.4590734445975448
