,P7,P28,P70
0,29.5,26.5,2.5
1,21.5,1.5,2.5
2,42.5,10.5,12.5
3,39.5,11.5,13.5
4,42.5,0.5,22.5
5,32.5,23.5,2.5
6,20.5,9.5,5.5
7,40.5,8.5,16.5
8,43.5,8.5,6.5
