,P7,P28,P70
0,0.8211950708781416,0.688517373328942,0.8641609482681452
1,0.9117399957384401,0.3021121075100605,0.8973597052786102
2,0.8920118322174309,0.7603348490484029,0.8904661728238497
3,0.9137634457810277,0.7756065502937206,0.6331931308629771
4,0.8857669751429106,0.8498312484310377,0.6242356358009125
5,0.8570940509455505,0.6944931452630556,0.7134445786354414
6,0.8896500600321819,0.6786510764113954,0.7983049764168226
7,0.8902542562019176,0.785908713337328,0.7983049764168226
8,0.8994830693973493,0.778452969986308,0.689617432602647
