,P7,P28,P70
0,0.7326224316800648,0.11131830891299056,0.15241030289604557
1,0.23431373117790844,0.5848379261371756,0.5759538337209752
2,0.5960028295089126,0.3661770114613843,0.1899638134415303
3,0.6717669393716232,0.27121838945323223,0.618203517377557
4,0.31045529212573214,0.3606653080595684,0.36715821602074683
5,0.551710256041284,0.5393488849607556,0.7130362525125387
6,0.381984177481487,0.158755822362006,0.45074301225244245
7,0.33982713562162564,0.13393413168069573,0.5267700743146908
8,0.35816106562272787,0.2809159140359247,0.5746336941512307
9,0.5907754210435641,0.4740472125932833,0.6865878781856841
10,0.3554839665393421,0.47352650385306444,0.7323445488746284
11,0.5702204210243715,0.31996287796914435,0.7480102469673385
12,0.6019910314787942,0.23803881858876963,0.6292719145075885
13,0.5695524401338021,0.46307647414238745,0.5985623128258637
14,0.4803693639278051,0.46556741875141655,0.29279912269408376
15,0.15209174817542695,0.4465369674728474,0.7106824852126237
16,0.3318372796320027,0.3719076854428295,0.7285834369533303
17,0.40697790030079456,0.3010041089463075,0.5279663031312759
18,0.1912837883207012,0.4046912429635396,0.7305781014489331
19,0.673351397744702,0.33345210718506735,0.4735482397328575
20,0.11708844097640166,0.2784676886182252,0.40824397613452146
21,0.7311671000434845,0.5022637292195721,0.31218068404199123
22,0.710176357444328,0.11352416028890648,0.5889623543414043
23,0.7226376890384767,0.47830048914596607,0.2603727326931245
24,0.4489681372285127,0.39701854673356946,0.4865896309168331
25,0.45408719922743934,0.2338476640047862,0.07084265994638839
26,0.6103728142257022,0.1546465640996266,0.7335606537507385
27,0.23249527748763849,0.281246012732849,0.47897631554560527
28,0.6177942360669627,0.2841185574464002,0.4551671252774806
29,0.697280617438291,0.5232460793405442,0.5634345641205885
30,0.16998018531854436,0.1687178117318084,0.25064642155957145
31,0.7121220340339318,0.5416650396955913,0.5714849883733732
32,0.3144092770999348,0.15095854573696105,0.5126912242468933
33,0.26483973224854157,0.6712618953384435,0.43819068790511356
34,0.6046343264872154,0.7722776132243374,0.5352221152076114
35,0.5434812218292061,0.03859719949799733,0.5893517948276112
36,0.46570452888240665,0.4063776553862804,0.5507722461901493
37,0.3076375289469034,0.40169021142653305,0.5178430803050431
38,0.609053450372436,0.3052320183323868,0.4977374059857906
39,0.5128206486081593,0.3738164511349584,0.42417878174454315
40,0.5223823254189256,0.5702389672053364,0.5851830999576294
41,0.7369890747617595,0.5369636537197028,0.38618279879019324
42,0.43288965052132317,0.1082532683098898,0.3793101442704194
43,0.2981296286029882,0.24450575449207115,0.5996156821360225
44,0.0,0.37101464335862494,0.7097491535065873
45,0.5477484488005538,0.37435959408373704,0.45480203879724374
46,0.1498621062657128,0.31567620664986085,0.02028865379849355
47,0.1760198006004671,0.3882556141800875,0.6807055641035983
48,0.33302999724441806,0.6352088628058542,0.4753655316670398
49,0.6662447652391733,0.7280407913203831,0.6397965040192617
50,0.739108488570179,0.5914576949859078,0.8216053183894446
51,0.7170136194460344,0.24984452231801618,0.5266316316709926
52,0.35105956899226454,0.150523010739804,0.17614233479446795
53,0.24013374390213188,0.37691785247988774,0.18764651815250735
54,0.4932734811980012,0.42364642784417494,0.18302171087202107
55,0.30487289846113297,0.5067374557767644,0.5262367321290654
56,0.7103363176252662,0.4607876405063038,0.3183732313406164
57,0.559884436172001,0.5113660205367264,0.36869136334176716
58,0.6491262741782075,0.1400289354372434,0.5104342153398658
59,0.6830810908992929,0.39662934431616065,0.18972969969553322
60,0.5334730484026529,0.4464089549817998,0.8168548277593682
61,0.4468978162561304,0.49929161197821226,0.2581817614804564
62,0.6830251640195508,0.2595842473441251,0.8432198670765477
63,0.4093610082659339,0.2995565152174464,0.45660741097524565
64,0.6042491314329675,0.33252942192716556,0.40736630776252725
65,0.16874938947656415,0.25352215797591865,0.5684488313508108
66,0.6718820081960583,0.19382355595785802,0.05650405512230148
67,0.6000939675330603,0.3623632846989435,0.3345328856658616
68,0.6510833886081586,0.5454193270563057,0.5726537472983392
69,0.5103880956200484,0.2832518385961132,0.5151934243739053
70,0.256100079956012,0.3515507723805568,0.44215853362697893
71,0.26486486486486494,0.47632061904259854,0.6197383199853811
72,0.5881919452961996,0.5548835047585534,0.7496607257019381
73,0.287705171879839,0.2631993182018494,0.5839826135277164
74,0.6747169192233072,0.11613180263239345,0.11610863103535149
75,0.418453114665039,0.20018447984678223,0.20371629401340516
76,0.525051302745768,0.12133077891119501,0.1525591304955021
77,0.41523466748696075,0.3799363110987984,0.3873920404482382
78,0.5073063906236599,0.4152781950879114,0.7031233900418794
79,0.25216291477521247,0.258533580568074,0.5721076119458054
80,0.4241464334409083,0.34313856686329797,0.5468330821852592
81,0.3113298201428371,0.4890296873323144,0.3858209549406658
82,0.36983823527671505,0.3362056676045599,0.4687780066038118
83,0.3258055681462152,0.3899871695841465,0.7543880309571661
84,0.30683639645088573,0.2152579651905145,0.5490828974647506
85,0.26296911656020744,0.6057493613163869,0.5367040471339201
86,0.29917500466136937,0.6590977837385656,0.328070413252756
87,0.34135218332665224,0.16972339177921836,0.19514774111814956
88,0.47254464952239505,0.4889625582504159,0.2677388560848531
89,0.5536177331367432,0.4148420762114043,0.42929857035175284
90,0.5594513367793873,0.3049531412948136,0.5793771244237386
91,0.41318009184250176,0.6025158676654473,0.4392234640390542
92,0.519443186062381,0.4616007814145041,0.5725523128752069
93,0.49638124716687365,0.346668938497811,0.3986097281015604
94,0.4432330465142584,0.36982252019750744,0.626091905802781
95,0.5187490009094807,0.25780814223489423,0.5959492931602007
96,0.37453656307389155,0.5343225258593925,0.5116770722434494
97,0.35285140560072914,0.38679734147762224,0.2130836854635559
98,0.5803907037296108,0.09946447273905676,0.7099186818410913
99,0.5526689883334287,0.48141673100907595,0.33021691776351625
100,0.30358220914004735,0.0868409717541611,0.575545216572848
101,0.28458103932940293,0.3844317419734212,0.542459399685567
102,0.5049453554652931,0.15153771274859326,0.5833726082832861
103,0.29483059236192466,0.13966016213339374,0.4476450374701376
104,0.27701557057621073,0.3674071562186391,0.6403934192980566
105,0.3802166019202735,0.2060196588739007,0.621161197183573
106,0.321650747650883,0.394643922095137,0.2804229311942444
107,0.5610854229633451,0.4622209058486061,0.47324084842073944
108,0.45441783534888897,0.41428697021458055,0.3227262478838835
109,0.6642051444450433,0.7722302004971369,0.39976573745083455
110,0.31011405909168155,0.4696362881029171,0.42314569689617737
111,0.40726658636462043,0.2535630948851254,0.5846563448127837
112,0.5288208031886404,0.4988567053173461,0.23583706018617262
113,0.42745775736288993,0.15495886921549593,0.5546182213277084
114,0.6658689341952725,0.49099854474175814,0.48320312267507276
115,0.32101376582245933,0.34481950713495685,0.5849397025656159
116,0.5830638370437868,0.4466367975995817,0.5901878474333898
117,0.3252236683850558,0.5249409642956022,0.6053719891386193
118,0.4499156696263193,0.4830577287662233,0.4569258418741423
119,0.46850343169010344,0.2601721497179416,0.5566913774003717
120,0.16716902676164802,0.6677345196714969,0.5366128589045167
121,0.21174864994437906,0.5098371593395776,0.6131130515811202
122,0.6411987347475426,0.4862630582149264,0.7143954914453784
123,0.5719714891015897,0.338590127905151,0.4236574878617066
124,0.13960093130443246,0.6240345871596178,0.5406813663859631
125,0.2056115133308966,0.5021308700458661,0.1552880097107426
126,0.361256457650662,0.4847548267135504,0.7391344266132089
127,0.17666855642552476,0.40717874817314403,0.47642772604207106
128,0.5367995099083124,0.20697047814174985,0.3551593681148109
129,0.48316472417238376,0.22447231820647998,0.6530756999783679
130,0.17890598763255455,0.19429838557670742,0.25936196817620893
131,0.17476092270454952,0.5705705029609606,0.4665421435060899
132,0.5267554058311864,0.5457033124644657,0.3916980493584296
133,0.6212247976342194,0.08330906288901278,0.4826444846746854
134,0.4601391918834048,0.05706734173768622,0.7370250653938349
135,0.5124548939792207,0.7062336000035697,0.27815140994342435
136,0.5056638401745097,0.45088587560771054,0.7173976711828836
137,0.6530100429829708,0.1047572314037087,0.04462246064172994
138,0.5154963221073156,0.5448018644959383,0.5803907037296108
139,0.4055898952275787,0.2975869904120136,0.5366863618786105
140,0.6495861830153256,0.4228192656469512,0.2910185378085718
141,0.5989404072987006,0.5884254285104893,0.7305981935944228
142,0.5100156064325413,0.35204127181419087,0.18988852875613907
143,0.5771158629279118,0.29246306421626955,0.45891179160525375
144,0.6076261527666464,0.5420372434589434,0.5073276340392553
145,0.565206081848124,0.5614418313610265,0.3554839665393421
146,0.46748894714569217,0.40478834960468085,0.6009461968917805
147,0.6761720688573819,0.38602133799752786,0.4041427628303471
148,0.8385285554298347,0.3298920822753857,0.7175817048192819
149,0.45338664001122536,0.1997800561856694,0.39567267205058854
150,0.5109459280837428,0.46131904205898416,0.716885893493868
151,0.3464276747102258,0.42731865264120167,0.6817132996358359
152,0.4530069219086809,0.6420174362786613,0.8253257838244197
153,0.7186241463189016,0.3478704888395271,0.5616398599633524
154,0.5900511075547972,0.32260866147220935,0.47180245384721897
155,0.39617809065772003,0.3295957873079923,0.43088313022369157
156,0.7372035287084163,0.21680775335761887,0.6200975114683692
157,0.48232686101843414,0.45748109186825525,0.2809167001163569
158,0.43073537442464876,0.20885320256453418,0.49936675799996644
159,0.15307906881850483,0.3162058351343609,0.5753841899964437
160,0.71223005998819,0.18334174519468827,0.434329149336547
161,0.11483439702731611,0.2962967643111071,0.4948249014750813
162,0.5034427264286705,0.39843374058478825,0.6185530597421347
163,0.6923355551290099,0.05565809302339358,0.13600416292816214
164,0.5575787902532471,0.3475726927436487,0.43081819191752896
165,0.5073790752188955,0.4486700993430136,0.6069446802786516
166,0.6318272078211038,0.7849100500695991,0.3180396720940633
167,0.3021117890765566,0.4192309732747308,0.7340120246636598
168,0.5703775483590732,0.33011082743772396,0.5416741079923854
169,0.447213595499958,0.2572522474598276,0.3075116602428565
170,0.3005900116892631,0.4563705834293247,0.47274883964749903
171,0.177123123728604,0.47518887781536456,0.3593112191109797
172,0.5071677548186024,0.5796766112155188,0.6357111275291075
173,0.6631272464682679,0.11786745468984702,0.35547976240528056
174,0.2343043821784591,0.19980369966242986,0.21381005845166898
175,0.5654045039493147,0.5981585376741655,0.43689433835539254
176,0.25762770161979726,0.12848147721800515,0.532425106675013
177,0.5140926017153205,0.03598175201813304,0.22742550743011705
178,0.5100239195641384,0.34075908826925927,0.3325484029629053
179,0.30731481305231123,0.4729638712587125,0.596843587406258
180,0.20213553900205858,0.552925070385587,0.6038083710227695
181,0.606567078322763,0.23432700846732304,0.6561168566685126
182,0.5852400230409244,0.099980776297915,0.6091289392256777
183,0.44543771943458094,0.4886872518663808,0.40633031185488766
184,0.6102390237972799,0.1443648404528612,0.7158983084056265
