,P7,P28,P70
995,0.959,28.257,54.403
996,38.357,24.804,40.339
997,24.037,25.635,47.116
998,53.764,50.12,39.828
999,24.485,21.544,23.59
1000,25.635,27.042,13.425
1001,26.083,42.641,37.718
1002,16.941,16.685,35.481
1003,77.418,41.234,49.928
1004,34.202,54.403,0.767
1005,42.704,23.398,30.75
1006,46.732,28.129,48.394
1007,24.74,4.283,25.699
1008,16.366,35.672,42.129
1009,13.809,29.983,3.964
1010,28.96,30.238,42.832
1011,19.307,65.335,13.169
1012,29.919,0.959,32.604
1013,19.882,27.553,1.406
1014,10.676,13.809,57.92
1015,26.722,73.774,35.353
1016,23.59,32.028,40.978
1017,32.348,37.654,8.311
1018,37.079,1.279,58.942
1019,1.662,22.631,61.627
1020,21.544,49.481,32.923
1021,14.576,4.731,52.294
1022,28.448,39.764,20.329
1023,25.955,32.923,2.813
1024,38.293,35.736,52.422
1025,35.289,19.37,59.134
1026,29.535,23.718,7.544
1027,56.961,37.398,12.786
1028,38.997,58.751,58.367
1029,30.366,24.868,1.087
1030,25.508,36.12,51.782
1031,7.799,25.572,55.874
1032,32.156,36.503,59.71
1033,23.782,31.837,23.782
1034,47.435,53.445,44.175
1035,37.398,4.347,56.385
1036,2.429,37.91,2.749
1037,52.23,56.13,38.293
1038,35.481,30.814,25.252
1039,30.43,55.043,3.772
1040,29.279,34.522,7.544
1041,3.452,1.47,5.562
1042,29.535,26.658,84.578
1043,12.978,22.311,2.813
1044,25.955,78.377,43.472
1045,28.96,20.777,25.635
1046,27.425,35.928,57.728
1047,35.928,27.298,72.559
1048,3.58,29.407,42.065
1049,24.74,42.257,62.778
1050,32.028,37.143,2.941
1051,33.307,28.64,2.621
1052,35.097,29.152,62.522
1053,25.827,27.106,3.836
1054,34.138,30.622,15.407
1055,30.238,31.709,34.202
1056,14.0,33.499,36.567
1057,54.979,34.969,8.886
1058,65.975,24.357,26.53
1059,22.311,16.494,86.432
1060,53.572,34.586,40.595
1061,27.425,48.075,28.129
1062,28.32,27.873,38.869
1063,28.768,66.358,68.724
1064,18.987,23.973,42.193
1065,17.325,44.558,3.708
1066,27.809,4.155,9.142
1067,33.691,33.754,31.261
1068,23.142,43.6,47.18
1069,22.119,49.481,1.662
1070,32.092,75.18,42.321
1071,6.265,34.266,3.644
1072,0.767,31.069,12.658
1073,27.553,31.581,7.735
1074,42.001,47.499,0.767
1075,18.22,47.755,58.751
1076,16.494,22.95,36.439
1077,31.964,35.8,35.608
1078,38.421,34.522,8.694
1079,23.27,28.448,64.632
1080,27.873,0.959,2.046
1081,23.462,33.754,46.348
1082,36.695,13.553,44.367
1083,21.8,26.594,69.746
1084,0.767,28.257,33.818
1085,68.532,69.235,35.417
1086,22.119,29.535,17.58
1087,21.864,36.567,32.22
1088,33.627,9.461,56.577
1089,53.956,24.229,37.334
1090,16.43,42.193,78.185
1091,20.01,41.746,56.577
1092,25.635,25.955,5.945
1093,30.686,27.617,48.906
1094,28.576,33.691,6.713
1095,2.046,67.701,37.398
1096,23.973,31.197,41.426
1097,57.216,27.362,39.444
1098,52.038,15.023,0.959
1099,14.192,35.033,13.745
1100,16.11,15.79,29.343
1101,38.229,44.622,46.093
1102,37.526,26.147,24.485
1103,59.965,45.581,22.055
1104,23.334,4.283,57.6
1105,22.119,38.741,42.321
1106,24.804,13.553,49.417
1107,23.398,40.595,36.503
1108,42.449,17.069,25.955
1109,42.768,40.019,2.813
1110,40.531,16.11,41.937
1111,37.654,29.791,71.025
1112,26.403,36.376,45.581
1113,24.421,35.353,11.251
1114,37.782,33.563,41.554
1115,22.631,63.098,2.493
1116,30.047,31.069,7.352
1117,35.864,38.869,56.066
1118,40.723,64.952,19.882
1119,32.412,36.056,2.493
1120,25.06,42.704,57.856
1121,29.152,26.658,27.489
1122,16.622,36.503,11.124
1123,24.485,36.759,24.229
1124,18.284,18.412,44.047
1125,33.243,57.792,13.233
1126,24.996,95.062,59.006
1127,21.736,39.7,6.393
1128,27.489,37.271,54.787
1129,37.334,29.279,11.827
1130,20.777,55.554,24.229
1131,17.772,42.96,18.923
1132,87.519,34.394,2.046
1133,20.905,44.942,56.449
1134,35.481,47.371,61.052
1135,50.056,45.326,47.499
1136,1.023,42.896,51.591
1137,7.48,32.22,62.075
1138,18.795,25.06,16.685
1139,29.791,18.475,0.959
1140,2.301,50.504,41.873
1141,41.554,16.622,51.079
1142,29.343,48.714,25.572
1143,13.809,43.791,84.898
1144,14.768,17.964,2.301
1145,30.111,61.308,29.024
1146,36.312,32.987,17.389
1147,24.165,29.855,39.828
1148,7.735,35.417,30.047
1149,48.522,10.676,78.569
1150,24.613,32.796,57.6
1151,24.549,51.782,42.129
1152,20.969,42.001,61.052
1153,51.335,4.219,71.856
1154,1.406,38.229,43.472
1155,8.822,25.572,47.883
1156,41.554,2.046,43.024
1157,12.914,2.046,5.69
1158,72.751,29.343,2.621
1159,42.321,35.608,44.175
1160,15.407,17.708,32.987
1161,23.014,28.96,48.586
1162,17.197,61.819,29.152
1163,37.334,28.512,43.152
1164,86.751,29.024,47.563
1165,9.653,35.033,42.193
1166,33.499,24.868,7.608
1167,20.649,35.097,80.934
1168,63.481,53.253,42.001
1169,36.184,35.161,39.572
1170,34.905,37.782,97.747
1171,32.476,53.7,43.216
1172,5.754,42.129,2.877
1173,68.404,7.032,36.248
1174,74.669,41.682,2.621
1175,35.225,52.869,1.726
1176,35.8,30.558,24.613
1177,15.982,29.471,11.635
1178,13.936,44.111,22.823
1179,28.193,23.334,48.842
1180,4.155,36.951,45.645
1181,21.033,21.8,45.645
1182,57.856,43.024,75.692
1183,5.562,31.133,48.394
1184,28.384,15.471,3.388
1185,28.896,35.289,5.242
1186,60.605,43.472,70.577
1187,24.101,30.686,28.448
1188,26.211,29.216,1.151
1189,28.512,19.562,6.585
1190,26.211,34.202,51.527
1191,64.888,35.928,82.852
1192,31.773,28.065,54.148
1193,44.303,1.726,12.786
1194,23.014,21.033,7.288
1195,33.179,50.951,15.023
1196,102.222,14.768,38.549
1197,21.8,31.517,6.329
1198,34.713,29.983,62.65
1199,17.772,34.138,2.493
1200,26.019,32.54,38.038
1201,71.728,19.37,51.463
1202,30.174,29.407,45.581
1203,56.066,37.207,56.833
1204,18.795,50.823,77.674
1205,21.288,35.992,4.475
1206,31.069,31.837,58.559
1207,24.996,24.485,55.298
1208,18.539,1.79,47.499
1209,25.827,69.491,1.534
1210,16.877,26.467,3.005
1211,26.53,3.772,69.491
1212,15.663,20.265,6.265
1213,43.344,43.6,32.987
1214,27.681,35.672,4.539
1215,31.645,21.672,29.599
1216,12.914,23.909,24.037
1217,28.065,34.266,32.796
1218,25.827,37.462,33.371
1219,19.69,27.042,50.504
1220,26.083,35.033,47.627
1221,1.023,55.107,48.138
1222,1.406,3.516,3.772
1223,16.238,22.503,67.509
1224,15.407,20.457,34.33
1225,20.138,24.932,70.705
1226,29.343,40.787,1.215
1227,46.796,23.526,36.376
1228,10.165,67.381,36.759
1229,33.882,3.644,27.553
1230,11.188,3.708,33.563
1231,44.111,5.178,0.767
1232,21.033,55.938,26.978
1233,33.946,33.754,18.539
1234,5.05,21.288,27.042
1235,21.48,62.331,49.481
1236,53.445,48.266,53.828
1237,20.265,28.32,41.106
1238,42.129,47.307,50.76
1239,35.608,27.425,66.742
1240,37.91,26.786,46.604
1241,20.393,27.425,6.009
1242,40.147,29.216,3.836
1243,19.179,22.567,20.457
1244,20.202,37.271,69.874
1245,2.301,25.827,9.142
1246,3.133,20.969,5.881
1247,24.996,78.824,36.12
1248,9.909,63.098,61.372
1249,23.078,56.769,35.097
1250,36.184,58.239,33.627
1251,81.893,40.787,30.111
1252,28.065,55.682,5.818
1253,28.065,5.114,34.458
1254,18.667,16.174,11.315
1255,22.311,58.687,5.945
1256,19.882,53.572,12.53
1257,43.088,45.326,19.115
1258,46.476,5.178,7.16
1259,28.512,26.594,1.151
1260,28.96,64.057,39.764
1261,1.406,13.936,9.142
1262,48.97,33.946,2.877
1263,43.28,37.079,58.623
1264,18.859,52.486,12.466
1265,67.445,65.783,3.388
1266,45.262,81.445,29.663
1267,40.019,68.084,46.924
1268,52.55,13.425,48.778
1269,30.75,43.024,74.925
1270,31.133,5.434,36.759
1271,39.252,31.389,4.028
1272,41.746,37.398,25.827
1273,35.864,46.924,36.376
1274,2.238,31.197,43.28
1275,1.918,44.75,89.948
1276,59.006,45.901,19.37
1277,47.052,26.467,46.029
1278,41.618,64.76,73.71
1279,4.475,77.482,11.891
1280,8.311,24.293,59.582
1281,27.809,60.093,2.685
1282,53.508,48.138,39.316
1283,49.992,43.6,74.861
1284,24.868,34.586,27.362
1285,39.764,53.445,32.859
1286,61.564,33.307,33.563
1287,31.773,38.038,62.203
1288,32.092,35.672,27.681
1289,39.38,38.549,34.522
1290,30.622,29.855,48.394
1291,43.919,50.823,42.065
1292,55.618,38.613,3.964
1293,2.174,37.207,53.445
1294,6.329,52.55,57.472
1295,43.216,6.968,74.733
1296,4.539,56.769,60.157
1297,23.014,20.457,26.786
1298,49.225,48.075,9.973
1299,7.927,43.663,65.655
1300,17.453,43.855,39.764
1301,37.143,53.445,29.663
1302,39.188,22.119,4.091
1303,32.028,48.202,12.146
1304,31.133,46.348,59.837
1305,14.576,5.498,16.558
1306,7.352,60.029,60.669
1307,33.946,33.627,71.792
1308,4.603,28.512,10.612
1309,28.257,39.892,34.394
1310,67.381,50.951,26.594
1311,36.439,45.581,68.212
1312,57.6,53.572,50.568
1313,28.832,33.754,3.388
1314,49.097,31.645,34.138
1315,23.654,37.079,35.928
1316,8.758,43.855,40.659
1317,65.911,14.832,43.472
1318,51.079,70.45,57.408
1319,2.174,14.256,0.895
1320,39.508,65.975,54.531
1321,28.64,48.075,22.823
1322,8.247,18.923,61.308
1323,33.307,40.339,38.357
1324,58.175,38.293,32.859
1325,5.945,35.161,1.47
1326,3.708,40.403,18.028
1327,7.863,5.178,4.347
1328,26.339,49.609,34.522
1329,22.95,12.019,14.832
1330,66.166,43.727,72.943
1331,35.481,24.037,65.016
1332,6.585,8.119,13.745
1333,77.29,0.895,34.586
1334,30.366,56.641,0.767
1335,45.645,45.709,1.79
1336,2.238,52.294,56.705
1337,26.275,34.458,36.376
1338,29.088,30.047,34.969
1339,29.216,17.261,49.097
1340,60.477,37.334,45.517
1341,38.293,35.608,46.029
1342,22.119,45.901,16.877
1343,83.299,57.664,16.046
1344,53.764,3.005,49.225
1345,24.549,65.847,0.767
1346,4.411,47.947,41.682
1347,39.188,58.879,32.668
1348,53.572,30.75,38.805
1349,48.906,36.056,26.019
1350,49.161,58.623,53.956
1351,44.878,37.207,43.919
1352,1.534,31.709,37.398
1353,14.32,45.581,51.91
1354,37.015,63.737,11.188
1355,40.467,51.015,33.882
1356,143.456,3.069,24.037
1357,41.937,1.343,51.974
1358,2.429,39.828,41.17
1359,74.669,15.599,59.326
1360,5.37,54.787,0.767
1361,57.152,49.481,65.527
1362,45.198,26.467,60.285
1363,27.745,51.846,16.366
1364,14.0,33.563,11.891
1365,37.846,5.69,21.097
1366,61.116,30.366,49.161
1367,1.662,53.892,28.32
1368,48.906,65.591,49.289
1369,44.047,40.531,81.765
1370,34.586,1.215,49.737
1371,13.809,42.768,23.845
1372,71.281,4.667,1.343
1373,19.754,62.65,37.398
1374,26.083,1.406,16.558
1375,3.133,45.262,17.964
1376,58.815,54.915,44.495
1377,45.901,30.75,49.673
1378,3.26,32.092,39.508
1379,22.823,3.58,47.691
1380,38.869,64.568,28.832
1381,40.787,1.406,50.312
1382,4.219,48.714,22.95
1383,2.749,32.092,60.413
1384,28.96,1.598,61.116
1385,38.485,52.997,32.668
1386,61.308,51.015,51.015
1387,53.317,40.339,1.918
1388,13.105,40.531,30.494
1389,6.521,44.942,16.749
1390,42.257,63.354,45.901
1391,35.672,7.288,39.892
1392,14.0,49.161,41.746
1393,23.142,62.586,25.955
1394,7.799,40.019,44.495
1395,9.653,35.736,7.224
1396,1.47,60.093,50.44
1397,0.767,1.982,35.481
1398,50.632,25.572,2.557
1399,6.649,33.627,27.298
1400,133.867,45.709,39.061
1401,14.128,46.796,55.235
1402,48.202,32.284,14.256
1403,39.188,63.545,32.156
1404,33.435,53.7,42.321
1405,2.365,27.17,43.919
1406,90.012,83.683,39.061
1407,16.685,43.6,32.092
1408,25.635,35.992,53.892
1409,6.073,43.727,17.325
1410,61.18,68.596,28.704
1411,28.065,49.737,28.96
1412,37.974,43.536,18.348
1413,34.905,14.895,39.124
1414,53.253,40.147,48.33
1415,28.129,48.394,47.307
1416,7.544,66.614,24.932
1417,53.7,2.174,9.653
1418,1.215,67.317,29.535
1419,22.375,30.366,40.339
1420,1.47,33.499,40.659
1421,20.202,39.572,32.923
1422,2.301,77.098,49.353
1423,50.696,40.275,57.152
1424,33.051,8.375,62.906
1425,71.6,36.887,51.718
1426,39.124,63.481,26.594
1427,17.58,25.891,40.083
1428,3.069,70.45,19.051
1429,19.243,100.496,21.672
1430,5.498,72.495,61.564
1431,24.74,52.294,38.549
1432,44.622,11.891,62.778
1433,82.916,56.769,1.662
1434,3.516,53.189,34.394
1435,28.576,67.637,40.275
1436,51.91,37.718,32.476
1437,1.726,49.161,5.242
1438,58.815,45.453,53.253
1439,1.023,14.192,35.736
1440,13.233,64.952,33.051
1441,49.161,37.782,41.873
1442,71.409,52.613,43.791
1443,23.462,5.818,46.476
1444,25.763,58.111,2.046
1445,1.534,56.961,34.138
1446,3.58,39.38,42.832
1447,4.603,47.947,58.495
1448,56.002,5.434,29.152
1449,5.818,60.157,44.558
1450,68.724,40.978,61.5
1451,1.215,27.106,32.156
1452,30.558,77.482,29.088
1453,21.416,72.176,41.362
1454,26.019,11.763,37.334
1455,70.258,64.696,27.362
1456,28.129,6.393,26.019
1457,3.005,1.662,32.476
1458,22.247,2.429,53.253
1459,2.11,3.964,28.193
1460,40.723,62.65,14.128
1461,67.892,55.618,30.174
1462,22.567,45.645,61.052
1463,35.353,42.193,24.357
1464,24.293,39.828,35.992
1465,24.74,35.672,49.992
1466,37.207,34.713,37.015
1467,32.22,26.019,60.988
1468,17.389,32.412,34.713
1469,122.552,74.285,39.956
1470,4.986,33.499,50.951
1471,39.316,17.9,2.301
1472,29.088,40.659,20.265
1473,41.937,39.828,10.612
1474,22.311,1.406,20.138
1475,46.54,34.777,41.17
1476,65.783,39.572,36.567
1477,20.01,46.476,42.704
1478,29.407,6.585,15.343
1479,12.722,38.549,46.54
1480,104.971,32.668,47.499
1481,44.431,41.618,5.37
1482,12.083,22.247,49.673
1483,33.627,19.051,21.48
1484,3.133,20.585,37.654
1485,36.503,39.828,9.27
1486,48.714,2.429,43.6
1487,80.167,2.621,23.718
1488,48.33,50.312,15.663
1489,21.416,70.769,40.467
1490,37.079,61.5,30.302
1491,3.708,59.006,37.015
1492,8.503,48.266,4.731
1493,4.219,29.855,3.964
1494,13.297,29.471,37.462
1495,4.539,33.435,28.129
1496,30.366,73.454,28.512
1497,1.151,34.713,42.129
1498,9.014,56.385,37.462
1499,29.855,62.97,50.823
1500,3.26,27.042,1.726
1501,33.051,9.845,30.238
1502,33.563,35.672,56.066
1503,26.275,24.677,19.562
1504,94.359,35.928,40.275
1505,34.905,68.724,48.906
1506,32.923,31.389,52.486
1507,61.819,70.13,14.895
1508,6.393,21.288,45.07
1509,29.152,35.033,29.855
1510,45.837,15.407,43.28
1511,4.603,58.303,89.948
1512,45.326,36.951,19.37
1513,4.539,57.472,46.029
1514,44.111,29.855,73.71
1515,22.95,57.344,11.891
1516,15.023,13.361,59.582
1517,15.599,20.138,2.685
1518,17.58,14.768,39.316
1519,31.389,38.166,74.861
1520,26.147,59.454,27.362
1521,17.389,63.034,32.859
1522,1.023,24.357,33.563
1523,12.786,25.955,62.203
1524,10.676,33.371,27.681
1525,45.837,43.088,34.522
1526,66.87,13.553,48.394
1527,36.312,22.631,42.065
1528,29.216,37.271,3.964
1529,41.042,10.676,53.445
1530,4.986,47.116,57.472
1531,52.997,12.722,74.733
1532,19.243,30.814,60.157
1533,65.463,66.997,26.786
1534,4.028,42.641,9.973
1535,0.959,39.956,65.655
1536,49.161,11.635,39.764
1537,45.07,39.061,29.663
1538,3.388,47.371,4.091
1539,35.672,31.453,12.146
1540,4.667,32.412,59.837
1541,55.107,47.691,16.558
1542,7.416,54.34,60.669
1543,15.087,10.293,71.792
1544,50.568,14.384,10.612
1545,43.28,64.824,34.394
1546,52.55,14.256,26.594
1547,25.763,33.499,68.212
1548,73.326,21.864,50.568
1549,43.919,60.221,3.388
1550,44.878,42.385,34.138
1551,23.142,5.818,35.928
1552,20.649,64.312,40.659
1553,52.997,38.805,43.472
1554,65.08,0.767,57.408
1555,63.417,1.151,0.895
1556,20.649,7.288,54.531
1557,22.183,41.746,22.823
1558,20.777,31.773,61.308
1559,42.577,54.467,38.357
1560,32.092,63.801,32.859
1561,12.594,8.247,1.47
1562,67.892,12.466,18.028
1563,48.65,39.764,4.347
1564,54.723,69.043,34.522
1565,69.491,35.8,14.832
1566,47.307,2.813,72.943
1567,14.128,70.322,65.016
1568,32.54,32.412,13.745
1569,3.836,44.558,34.586
1570,52.997,40.723,0.767
1571,23.334,36.887,1.79
1572,45.901,71.217,56.705
1573,45.517,2.046,36.376
1574,48.394,29.279,34.969
1575,71.025,55.362,49.097
1576,34.841,20.457,45.517
1577,46.86,28.768,46.029
1578,29.471,47.052,16.877
1579,59.326,37.207,16.046
1580,4.028,10.868,49.225
1581,95.062,64.185,0.767
1582,8.439,20.074,41.682
1583,35.864,27.425,32.668
1584,44.622,13.361,38.805
1585,58.047,46.157,26.019
1586,33.499,19.562,53.956
1587,2.174,30.558,43.919
1588,33.179,54.212,37.398
1589,40.659,30.111,51.91
1590,36.439,18.092,11.188
1591,34.905,30.111,33.882
1592,43.152,42.129,24.037
1593,29.471,34.01,51.974
1594,3.58,47.052,41.17
1595,32.732,24.549,59.326
1596,1.726,38.357,0.767
1597,3.964,39.38,65.527
1598,3.133,31.069,60.285
1599,78.121,28.257,16.366
1600,46.157,24.101,11.891
1601,25.699,39.061,21.097
1602,2.877,67.573,49.161
1603,49.673,30.75,28.32
1604,30.238,53.828,49.289
1605,60.796,28.512,81.765
1606,28.001,7.48,49.737
1607,35.097,2.365,23.845
1608,14.704,36.823,1.343
1609,43.152,50.951,37.398
1610,43.408,28.32,16.558
1611,41.873,19.243,17.964
1612,2.493,39.956,44.495
1613,51.079,53.572,49.673
1614,51.974,19.37,39.508
1615,27.681,47.947,47.691
1616,1.023,52.486,28.832
1617,46.093,9.653,50.312
1618,75.82,29.663,22.95
1619,56.002,41.873,60.413
1620,59.646,52.997,61.116
1621,32.859,57.472,32.668
1622,16.11,26.722,51.015
1623,44.558,46.412,1.918
1624,57.728,48.33,30.494
1625,55.426,65.975,16.749
1626,76.203,58.559,45.901
1627,29.727,42.896,39.892
1628,86.048,36.951,41.746
1629,39.956,43.216,25.955
1630,40.403,11.763,44.495
1631,1.662,74.989,7.224
1632,29.471,3.772,50.44
1633,40.978,37.718,35.481
1634,2.301,59.71,2.557
1635,50.056,59.07,27.298
1636,44.558,41.746,39.061
1637,38.741,14.959,55.235
1638,42.065,41.234,14.256
1639,51.846,49.928,32.156
1640,17.005,38.293,42.321
1641,2.301,36.184,43.919
1642,28.576,20.649,39.061
1643,56.066,41.746,32.092
1644,37.974,47.052,53.892
1645,59.582,40.339,17.325
1646,6.073,40.531,28.704
1647,37.846,46.348,28.96
1648,59.262,46.093,18.348
1649,15.535,38.741,39.124
1650,2.365,28.704,48.33
1651,69.938,17.964,47.307
1652,11.571,57.344,24.932
1653,44.111,43.344,9.653
1654,78.057,4.091,29.535
1655,54.915,44.495,40.339
1656,23.526,34.522,40.659
1657,7.224,3.069,32.923
1658,88.286,26.85,49.353
1659,45.901,23.909,57.152
1660,53.445,41.937,62.906
1661,25.763,22.823,51.718
1662,106.058,58.111,26.594
1663,8.566,78.505,40.083
1664,16.813,3.644,19.051
1665,23.142,24.932,21.672
1666,30.174,53.189,61.564
1667,29.216,26.722,38.549
1668,42.513,1.023,62.778
1669,55.49,40.083,1.662
1670,39.38,41.298,34.394
1671,2.877,3.452,40.275
1672,45.262,38.805,32.476
1673,52.102,59.965,5.242
1674,2.301,31.389,53.253
1675,28.384,66.166,35.736
1676,42.896,3.772,33.051
1677,5.37,14.959,41.873
1678,2.11,53.189,43.791
1679,48.906,60.924,46.476
1680,16.11,36.823,2.046
1681,56.385,44.111,34.138
1682,0.767,33.307,42.832
1683,22.695,42.193,58.495
1684,6.329,36.823,29.152
1685,70.577,61.883,44.558
1686,4.731,55.171,61.5
1687,53.445,19.115,32.156
1688,62.65,54.531,29.088
1689,3.9,42.385,41.362
1690,44.942,25.891,37.334
1691,40.978,35.033,27.362
1692,18.539,7.48,26.019
1693,41.17,31.069,32.476
1694,35.097,29.407,53.253
1695,5.242,49.865,28.193
1696,40.275,68.212,14.128
1697,43.408,52.358,30.174
1698,79.144,66.742,61.052
1699,4.795,39.7,24.357
1700,23.973,71.984,35.992
1701,42.001,34.138,49.992
1702,58.623,1.726,37.015
1703,42.257,49.928,60.988
1704,45.39,42.065,34.713
1705,35.161,52.997,39.956
1706,1.918,21.672,50.951
1707,28.129,55.682,2.301
1708,50.568,39.252,20.265
1709,47.243,47.243,10.612
1710,28.512,9.717,20.138
1711,41.298,6.457,41.17
1712,49.289,4.859,36.567
1713,15.151,11.635,42.704
1714,58.687,61.18,15.343
1715,50.504,35.225,46.54
1716,31.261,2.557,47.499
1717,46.348,24.549,5.37
1718,41.106,39.124,49.673
1719,93.656,60.093,21.48
1720,15.79,64.824,37.654
1721,34.33,42.768,9.27
1722,52.741,57.152,43.6
1723,1.79,6.265,23.718
1724,51.015,60.541,15.663
1725,19.434,47.18,40.467
1726,44.622,24.549,30.302
1727,4.028,21.224,37.015
1728,27.489,29.024,4.731
1729,24.677,33.371,3.964
1730,18.667,54.02,37.462
1731,34.841,38.038,28.129
1732,53.253,42.513,28.512
1733,32.987,59.454,42.129
1734,38.485,23.59,37.462
1735,48.714,9.781,50.823
1736,39.956,20.265,1.726
1737,32.284,30.686,30.238
1738,30.047,34.394,56.066
1739,23.718,6.968,19.562
1740,44.303,1.47,40.275
1741,26.658,27.425,48.906
1742,87.007,40.978,52.486
1743,44.942,32.987,14.895
1744,1.087,41.618,45.07
1745,50.887,41.682,29.855
1746,1.215,24.996,74.285
1747,30.111,31.069,47.947
1748,29.855,50.696,65.399
1749,30.494,25.188,44.111
1750,40.914,51.271,48.011
1751,10.101,13.425,70.13
1752,48.011,46.285,48.202
1753,60.029,37.526,61.244
1754,22.311,31.581,33.818
1755,40.083,34.586,4.475
1756,1.47,41.042,66.614
1757,21.608,39.572,43.855
1758,71.281,16.941,44.814
1759,2.877,29.216,42.449
1760,52.358,48.714,43.727
1761,51.143,40.147,2.557
1762,52.613,36.439,27.809
1763,34.841,13.809,36.056
1764,39.508,0.767,43.408
1765,52.23,54.467,50.696
1766,42.832,49.481,42.768
1767,30.174,2.749,6.585
1768,39.316,4.923,31.006
1769,47.691,56.577,7.799
1770,48.33,25.188,3.069
1771,52.55,34.266,34.905
1772,39.316,37.974,32.54
1773,22.055,65.847,57.536
1774,29.599,33.051,7.991
1775,40.019,43.855,43.727
1776,60.093,63.865,40.147
1777,28.448,47.691,1.598
1778,33.563,62.97,32.348
1779,53.381,22.567,18.603
1780,58.942,40.851,47.947
1781,45.39,25.316,16.174
1782,3.196,3.133,53.572
1783,48.394,69.427,10.548
1784,24.996,40.083,47.499
1785,46.732,4.475,39.7
1786,21.8,37.398,47.563
1787,19.115,39.572,51.207
1788,55.554,66.23,1.279
1789,36.823,27.745,3.452
1790,38.102,33.499,41.746
1791,60.924,47.819,38.102
1792,24.932,22.375,25.124
1793,50.823,58.942,39.38
1794,66.806,37.782,40.914
1795,29.343,0.959,35.864
1796,93.4,29.216,24.932
1797,78.824,66.934,0.767
1798,7.799,34.586,43.024
1799,31.325,27.17,3.388
1800,14.768,43.663,8.758
1801,3.133,16.685,72.24
1802,115.583,3.516,44.495
1803,23.845,6.329,47.116
1804,15.343,4.603,2.877
1805,50.887,49.737,47.18
1806,49.417,49.289,38.038
1807,25.316,65.399,42.641
1808,2.174,6.84,2.877
1809,49.545,39.508,54.723
1810,4.028,28.768,16.11
1811,49.928,41.618,50.568
1812,48.458,30.75,49.481
1813,115.647,75.244,17.005
1814,52.23,36.951,8.758
1815,46.604,36.248,14.256
1816,17.005,38.613,39.061
1817,40.723,60.669,60.285
1818,63.673,42.257,50.951
1819,43.791,42.385,43.472
1820,44.878,42.96,66.166
1821,44.431,27.042,68.468
1822,6.968,28.32,32.54
1823,32.54,35.225,55.107
1824,11.635,5.242,20.713
1825,30.174,33.882,8.439
1826,119.163,39.316,18.987
1827,50.696,59.39,57.344
1828,0.767,17.517,34.074
1829,2.877,20.713,5.881
1830,27.234,32.54,24.101
1831,48.138,7.416,17.453
1832,39.508,36.503,42.768
1833,20.841,35.161,2.941
1834,50.504,60.732,4.923
1835,42.832,28.384,46.604
1836,39.764,14.32,29.855
1837,37.782,39.828,1.406
1838,1.982,43.28,39.892
1839,3.26,9.078,10.548
1840,49.289,34.138,46.476
1841,29.535,14.832,33.435
1842,6.776,35.928,34.522
1843,55.938,40.914,1.982
1844,48.266,33.371,29.919
1845,55.81,16.174,62.906
1846,13.105,34.841,26.53
1847,46.86,56.066,36.503
1848,42.321,48.842,36.312
1849,63.993,37.015,27.17
1850,45.709,18.412,4.411
1851,73.326,10.868,52.038
1852,21.864,3.26,69.363
1853,57.408,26.147,28.896
1854,4.411,35.672,67.125
1855,29.088,19.115,13.553
1856,34.777,49.225,36.12
1857,2.238,41.682,42.385
1858,1.023,18.028,34.01
1859,53.636,37.271,65.783
1860,61.819,27.362,34.905
1861,12.146,49.992,44.175
1862,121.337,36.376,45.709
1863,31.517,42.577,4.219
1864,56.513,7.416,12.53
1865,129.712,46.924,28.704
1866,36.376,46.093,51.527
1867,34.266,60.221,32.668
1868,26.083,39.061,3.069
1869,63.673,51.974,30.558
1870,63.481,51.974,56.833
1871,29.343,48.458,28.065
1872,30.43,19.69,1.79
1873,17.517,57.728,31.261
1874,62.586,7.48,23.973
1875,15.279,67.317,41.873
1876,46.54,39.764,46.348
1877,50.056,6.84,15.79
1878,49.992,25.763,41.618
1879,40.019,10.484,6.521
1880,39.892,47.499,30.814
1881,23.206,54.276,37.654
1882,20.585,31.709,40.851
1883,17.197,21.736,3.26
1884,7.863,57.728,50.12
1885,69.874,29.535,68.596
1886,51.974,24.677,54.979
1887,1.662,20.585,33.563
1888,48.97,34.202,8.119
1889,61.5,36.503,8.758
1890,39.508,31.197,65.08
1891,2.557,59.646,0.767
1892,36.12,34.202,51.143
1893,2.749,10.101,53.253
1894,2.685,35.992,16.749
1895,43.855,1.215,62.011
1896,27.042,41.17,8.503
1897,3.708,48.65,73.582
1898,39.508,33.179,1.47
1899,42.257,32.987,37.782
1900,44.622,32.732,36.503
1901,23.078,36.184,76.075
1902,39.061,27.937,39.252
1903,57.025,49.289,6.521
1904,1.406,18.795,6.457
1905,59.646,43.919,39.061
1906,48.522,34.522,33.818
1907,47.307,49.609,66.742
1908,3.388,41.298,48.97
1909,3.196,0.767,26.339
1910,8.694,12.914,0.767
1911,39.316,37.59,14.064
1912,57.792,5.626,50.248
1913,35.033,58.047,13.297
1914,32.796,52.741,44.558
1915,1.406,14.959,46.476
1916,15.535,37.718,27.17
1917,53.125,50.12,5.05
1918,35.864,3.772,30.366
1919,62.395,7.352,39.188
1920,63.865,47.499,24.868
1921,3.772,56.321,36.184
1922,38.613,14.0,46.604
1923,21.097,24.996,6.776
1924,47.371,36.567,35.353
1925,6.776,9.909,0.767
1926,51.207,34.074,32.476
1927,3.26,20.01,44.75
