,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,14.576,2.152,1.996,16.131,0.253,0.253,4.551,4.551,5.279,3.516,36.828,0.704,6.436,1.0,19.0,45.0,4.274,1.502,0.666,0.912,140.215,69.37,255.0,10.0,255.0,1.792,1.904,2042.618,134.0,31969.0,13.202,8.017,9.0,3.0,60.0,2.489,2.096,192.32,11.0,3010.0
1,31.069,11.585,1.639,33.953,5.31,0.253,15.17,3.287,13.898,2.846,5.633,0.339,15.423,21.0,12.0,10.389,3.254,4.883,0.205,0.849,100.08,58.952,13.0,8.0,255.0,11.076,1.672,3107.725,101.0,48639.0,15.082,7.475,10.0,4.0,51.0,11.993,1.65,468.341,13.0,7330.0
2,2.877,29.507,0.7,7.708,27.813,0.253,3.287,1.011,3.53,1.038,178.31,0.608,3.373,110.0,1.0,167.005,1.011,3.401,0.294,0.928,205.933,44.872,255.0,99.0,255.0,29.428,0.713,592.103,213.0,9267.0,11.978,4.256,12.0,5.0,23.0,29.537,0.729,34.439,12.0,539.0
3,42.257,46.959,1.921,37.171,39.19,0.253,15.929,3.54,16.974,3.17,177.421,0.384,16.265,155.0,1.0,168.341,3.428,5.355,0.187,0.86,104.912,81.388,255.0,5.0,255.0,46.474,1.687,4430.836,106.0,69347.0,15.991,7.815,12.0,4.0,70.0,47.422,2.092,675.356,14.0,10570.0
4,27.809,61.425,1.354,29.488,54.867,0.253,13.401,2.528,13.552,2.613,0.118,0.402,13.422,217.0,1.0,176.76,2.528,5.187,0.193,0.938,116.816,53.116,106.0,10.0,255.0,61.321,1.459,3246.758,116.0,50815.0,13.97,6.545,11.0,1.0,55.0,61.376,1.435,388.282,13.0,6077.0
5,25.38,71.59,2.142,26.046,66.497,0.253,11.125,4.045,10.599,3.049,14.725,0.47,11.754,263.0,16.0,18.825,3.836,3.476,0.288,0.879,78.902,56.653,16.0,8.0,243.0,72.103,1.821,2001.406,78.0,31324.0,21.234,14.181,13.0,5.0,117.0,71.186,2.107,538.624,17.0,8430.0
6,3.708,82.806,0.745,8.719,80.909,0.253,3.793,1.011,4.177,1.13,0.0,0.613,3.868,320.0,1.0,168.69,1.011,3.696,0.271,0.983,67.276,65.144,18.0,6.0,215.0,83.068,0.525,249.313,31.0,3902.0,26.707,13.357,16.0,7.0,57.0,82.596,0.854,98.971,24.0,1549.0
7,11.571,97.646,1.258,14.972,94.563,0.253,6.321,2.276,6.009,2.452,0.846,0.649,6.366,374.0,1.0,173.157,2.276,2.451,0.408,0.94,92.547,50.66,15.0,12.0,178.0,97.459,1.095,1070.283,104.0,16751.0,14.552,7.136,9.0,4.0,47.0,97.565,1.4,168.296,13.0,2634.0
8,12.274,112.975,1.243,16.698,108.975,0.253,7.08,2.528,6.835,2.287,172.838,0.553,7.24,431.0,1.0,167.905,2.528,2.989,0.335,0.891,124.38,54.521,135.0,9.0,255.0,112.775,1.207,1525.845,120.0,23881.0,13.714,5.622,13.0,4.0,40.0,113.091,1.351,168.232,13.0,2633.0
9,15.727,122.925,0.971,25.233,117.066,0.253,11.631,2.023,11.452,1.749,0.016,0.31,11.655,463.0,1.0,176.269,2.023,6.549,0.153,0.871,125.894,56.879,144.0,4.0,246.0,123.458,0.913,1978.788,138.0,30970.0,15.841,8.472,9.0,1.0,55.0,122.819,1.096,248.994,14.0,3897.0
10,30.302,34.32,2.759,22.802,30.594,0.506,8.091,5.31,8.475,4.553,19.62,0.732,8.766,123.0,22.0,33.232,5.183,1.862,0.537,0.912,175.439,62.916,255.0,8.0,255.0,34.119,2.777,5313.272,180.0,83158.0,13.901,7.882,12.0,3.0,61.0,34.175,2.911,420.996,12.0,6589.0
11,32.732,89.941,2.525,23.456,85.46,0.506,9.102,4.551,9.093,4.583,176.856,0.748,9.447,338.0,3.0,164.476,4.551,1.984,0.504,0.945,155.537,61.333,255.0,13.0,255.0,90.115,2.42,5088.175,153.0,79635.0,13.408,8.231,10.0,2.0,63.0,89.542,2.648,438.63,11.0,6865.0
