,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,12.338,11.558,2.131,14.614,9.608,0.253,3.793,4.551,4.655,3.375,91.611,0.726,5.334,42.0,19.0,58.57,3.793,1.38,0.725,0.894,23.016,22.692,17.0,10.0,174.0,11.707,1.717,283.816,18.0,4442.0,52.87,17.262,36.0,26.0,103.0,11.606,2.187,651.971,49.0,10204.0
1,5.306,18.523,1.08,8.929,16.94,0.253,3.287,1.77,3.5,1.93,3.803,0.836,3.522,67.0,6.0,21.038,1.77,1.813,0.552,0.971,56.831,62.672,17.0,11.0,192.0,18.354,0.671,301.387,18.0,4717.0,60.723,25.263,45.0,20.0,136.0,18.653,1.155,322.024,59.0,5040.0
2,2.174,22.235,0.803,5.537,21.239,0.253,2.023,1.264,2.146,1.29,0.638,0.891,2.261,84.0,5.0,26.565,1.264,1.664,0.601,0.932,90.206,87.185,15.0,11.0,238.0,22.515,0.606,195.962,48.0,3067.0,73.412,26.274,50.0,35.0,122.0,22.17,0.848,159.479,68.0,2496.0
3,43.344,26.271,3.453,27.415,22.25,0.253,8.849,7.08,10.053,5.49,31.016,0.725,11.333,88.0,29.0,38.66,6.164,1.831,0.546,0.938,194.254,78.248,255.0,11.0,255.0,25.979,3.514,8415.055,233.0,131704.0,50.867,30.98,30.0,13.0,197.0,26.398,3.413,2203.566,39.0,34488.0
4,5.306,33.474,1.171,9.496,31.858,0.253,3.54,2.023,3.879,1.742,18.202,0.739,4.077,126.0,9.0,29.745,1.919,2.227,0.449,0.922,24.373,4.754,21.0,16.0,38.0,33.587,1.152,129.257,24.0,2023.0,76.892,26.651,79.0,34.0,145.0,33.247,1.221,407.77,76.0,6382.0
5,54.723,35.54,5.01,38.586,31.1,0.253,11.125,11.884,12.741,5.469,48.239,0.462,15.77,126.0,48.0,48.9,7.05,2.33,0.429,0.799,168.761,79.182,255.0,12.0,255.0,35.542,5.015,9230.019,190.0,144459.0,42.648,21.599,31.0,13.0,187.0,35.208,4.796,2332.567,37.0,36507.0
6,6.201,52.493,1.169,12.949,50.063,0.253,5.31,2.276,5.532,1.427,17.416,0.465,5.777,198.0,10.0,23.199,1.82,3.876,0.258,0.798,70.845,82.452,20.0,11.0,255.0,53.749,0.765,439.077,28.0,6872.0,44.577,17.214,35.0,18.0,121.0,52.241,1.222,276.276,43.0,4324.0
7,11.955,65.481,1.556,16.759,62.452,0.253,6.827,3.034,7.081,2.149,16.096,0.535,7.138,248.0,12.0,22.932,2.626,3.295,0.304,0.88,198.476,69.701,255.0,25.0,255.0,65.906,1.448,2371.415,229.0,37115.0,38.492,39.863,15.0,7.0,221.0,64.495,1.491,459.907,22.0,7198.0
8,23.718,66.532,4.566,27.277,62.705,0.253,9.355,7.838,10.819,2.791,37.315,0.401,12.205,248.0,32.0,39.958,3.984,3.876,0.258,0.764,189.21,73.491,255.0,16.0,255.0,66.829,4.165,4485.146,216.0,70197.0,27.747,21.595,19.0,7.0,157.0,66.012,4.978,657.722,21.0,10294.0
9,1.47,76.891,0.742,4.316,76.105,0.253,1.517,1.011,1.677,1.116,173.839,0.992,1.823,301.0,1.0,146.31,1.011,1.503,0.665,0.979,207.304,41.606,254.0,140.0,255.0,76.913,0.784,304.645,206.0,4768.0,20.957,3.994,20.0,13.0,28.0,76.867,0.758,30.797,20.0,482.0
10,58.942,80.69,3.811,33.79,75.6,0.253,11.378,8.597,11.96,6.275,33.933,0.649,13.35,302.0,33.0,37.304,6.923,1.906,0.525,0.884,161.375,68.185,255.0,10.0,255.0,80.515,3.863,9506.615,172.0,148788.0,28.209,17.608,18.0,3.0,129.0,80.789,3.583,1661.811,23.0,26009.0
11,19.69,91.034,1.648,20.595,87.483,0.253,8.344,3.287,8.063,3.109,10.056,0.583,8.795,346.0,12.0,18.435,3.287,2.593,0.386,0.905,192.584,56.178,255.0,21.0,255.0,91.169,1.579,3789.918,205.0,59316.0,25.37,15.265,18.0,6.0,105.0,90.887,1.764,499.265,20.0,7814.0
12,26.403,96.615,3.408,26.23,93.299,0.253,8.849,7.08,9.805,3.429,41.069,0.482,11.333,369.0,29.0,38.66,4.246,2.86,0.35,0.791,194.199,69.653,255.0,22.0,255.0,96.781,3.413,5124.53,221.0,80204.0,36.932,26.535,19.0,7.0,193.0,96.191,3.502,974.571,27.0,15253.0
13,19.882,105.262,2.255,19.62,102.401,0.253,7.08,4.804,7.221,3.506,28.901,0.649,8.154,405.0,17.0,29.745,4.241,2.06,0.486,0.889,194.386,59.583,255.0,13.0,255.0,105.474,2.148,3862.63,204.0,60454.0,34.82,39.264,14.0,7.0,211.0,104.411,2.042,691.905,22.0,10829.0
14,24.932,109.726,3.411,24.687,104.929,0.253,9.355,6.321,10.745,2.954,35.887,0.514,11.29,415.0,26.0,34.046,3.593,3.637,0.275,0.875,116.779,62.75,175.0,20.0,255.0,109.303,3.617,2909.975,114.0,45544.0,36.915,15.298,26.0,14.0,109.0,109.589,3.587,919.878,33.0,14397.0
15,5.818,123.719,0.907,11.1,121.617,0.253,4.551,1.517,4.972,1.49,4.028,0.593,4.723,481.0,6.0,15.524,1.517,3.338,0.3,0.938,88.978,98.436,255.0,9.0,255.0,124.651,0.679,517.347,24.0,8097.0,57.363,25.888,35.0,14.0,132.0,123.432,1.03,333.525,54.0,5220.0
16,3.388,128.179,1.057,7.054,126.926,0.253,2.276,1.77,2.451,1.76,169.504,0.856,2.688,503.0,1.0,138.814,1.77,1.392,0.718,0.93,14.755,4.201,15.0,8.0,34.0,128.087,1.04,49.965,15.0,782.0,39.528,19.191,29.0,15.0,125.0,128.189,1.183,133.857,37.0,2095.0
17,3.388,2.812,1.205,7.412,1.517,0.506,2.781,1.517,3.051,1.414,14.089,0.775,3.168,6.0,8.0,28.61,1.517,2.157,0.464,0.922,114.717,51.96,154.0,18.0,210.0,3.092,1.222,388.474,122.0,6080.0,69.491,27.544,78.0,32.0,148.0,2.767,1.116,235.32,65.0,3683.0
18,52.486,4.648,4.824,31.2,0.253,0.506,9.608,9.102,11.586,5.768,34.61,0.678,12.178,1.0,38.0,48.366,6.282,2.009,0.498,0.888,177.112,59.692,255.0,31.0,255.0,4.738,4.592,9290.718,182.0,145409.0,35.305,14.716,27.0,13.0,131.0,4.803,4.646,1851.959,32.0,28985.0
