,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,35.481,9.297,1.581,33.299,1.77,0.253,14.665,3.034,15.719,2.874,178.163,0.402,14.881,7.0,1.0,170.218,2.988,5.47,0.183,0.892,63.088,47.532,10.0,4.0,152.0,8.309,1.382,2237.174,78.0,35014.0,17.811,16.639,8.0,0.0,106.0,9.91,1.831,631.589,11.0,9885.0
1,35.097,25.337,1.622,36.961,17.193,0.253,16.435,3.287,16.417,2.722,1.681,0.323,16.559,68.0,9.0,7.017,3.206,6.031,0.166,0.856,40.566,43.375,8.0,4.0,181.0,27.932,1.471,1422.977,16.0,22271.0,25.836,19.242,6.0,2.0,94.0,23.779,1.698,906.268,21.0,14184.0
2,17.9,46.262,1.909,16.785,43.489,0.253,5.815,3.54,5.929,3.844,6.921,0.798,6.245,173.0,14.0,31.759,3.54,1.542,0.648,0.956,66.782,41.815,13.0,8.0,196.0,46.422,1.511,1194.748,71.0,18699.0,15.514,13.91,8.0,1.0,100.0,46.201,2.307,277.554,11.0,4344.0
3,9.845,53.128,1.08,14.491,50.063,0.253,6.068,1.77,6.549,1.914,178.895,0.589,6.198,198.0,6.0,11.768,1.77,3.421,0.292,0.963,123.825,24.531,111.0,62.0,195.0,53.105,1.079,1218.389,120.0,19069.0,15.097,8.644,9.0,4.0,71.0,52.972,1.157,148.553,14.0,2325.0
4,1.726,70.164,0.632,5.476,69.026,0.253,2.276,0.759,2.568,0.856,0.0,0.723,2.399,273.0,1.0,161.565,0.759,3.0,0.333,1.0,22.444,4.2,21.0,13.0,33.0,70.194,0.62,38.72,21.0,606.0,22.481,7.356,16.0,10.0,37.0,70.075,0.665,38.783,22.0,607.0
5,10.868,76.534,1.101,16.785,73.577,0.253,7.08,2.276,7.064,1.959,6.3,0.485,7.24,291.0,7.0,12.095,2.276,3.607,0.277,0.912,105.441,63.886,19.0,14.0,222.0,77.148,0.936,1145.295,130.0,17925.0,19.859,20.407,8.0,3.0,126.0,75.714,1.399,215.705,13.0,3376.0
6,27.042,86.01,2.666,21.556,81.668,0.253,7.838,5.31,7.824,4.401,152.181,0.731,8.821,323.0,1.0,152.7,5.078,1.778,0.563,0.915,120.44,53.265,121.0,8.0,234.0,85.716,2.33,3255.128,120.0,50946.0,13.092,13.333,7.0,1.0,88.0,85.986,3.16,353.843,8.0,5538.0
7,12.21,91.802,1.459,15.539,89.0,0.253,6.068,3.034,5.157,3.015,7.329,0.636,6.115,352.0,1.0,172.875,3.034,1.71,0.585,0.878,89.304,51.222,10.0,5.0,204.0,91.594,1.13,1089.835,106.0,17057.0,13.974,10.284,9.0,0.0,77.0,91.732,1.788,170.532,10.0,2669.0
8,8.055,99.895,0.815,16.008,96.333,0.253,7.332,1.264,7.864,1.304,0.961,0.395,7.372,381.0,1.0,174.094,1.264,6.03,0.166,0.937,10.246,3.141,8.0,4.0,21.0,99.526,0.792,82.487,10.0,1291.0,29.198,18.534,14.0,8.0,112.0,99.365,0.836,235.065,23.0,3679.0
9,3.9,117.905,0.74,9.373,115.801,0.253,4.045,1.011,4.453,1.115,178.475,0.558,4.17,458.0,1.0,165.964,1.011,3.993,0.25,0.976,86.525,30.105,102.0,27.0,152.0,117.876,0.662,337.231,92.0,5278.0,18.754,9.804,27.0,5.0,53.0,117.895,0.852,73.094,17.0,1144.0
