,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,1.406,0.965,0.724,4.316,0.253,0.253,1.517,1.011,1.679,1.067,10.074,0.949,1.823,1.0,5.0,33.69,1.011,1.573,0.636,0.957,16.091,3.927,15.0,10.0,27.0,0.933,0.76,22.618,16.0,354.0,14.455,5.244,12.0,8.0,29.0,1.035,0.742,20.318,13.0,318.0
1,5.114,7.547,0.755,11.963,4.804,0.253,5.31,1.264,5.439,1.197,178.743,0.449,5.364,19.0,1.0,171.87,1.264,4.543,0.22,0.899,138.787,33.994,124.0,51.0,246.0,7.723,0.728,709.412,142.0,11103.0,11.375,4.493,16.0,3.0,25.0,7.565,0.791,58.143,11.0,910.0
2,2.621,27.298,0.953,6.548,26.043,0.253,2.528,1.264,2.777,1.202,172.599,0.768,2.827,103.0,1.0,153.435,1.264,2.311,0.433,0.901,13.561,3.066,12.0,7.0,22.0,27.367,0.962,35.525,13.0,556.0,16.268,7.043,13.0,8.0,41.0,27.26,0.954,42.617,14.0,667.0
3,9.27,33.052,0.948,15.355,29.582,0.253,6.827,1.517,7.272,1.623,179.12,0.494,6.901,117.0,5.0,8.427,1.517,4.48,0.223,0.96,107.545,76.626,17.0,12.0,255.0,33.381,0.753,996.358,122.0,15594.0,20.607,15.357,7.0,1.0,72.0,32.71,1.154,190.914,15.0,2988.0
4,0.959,66.371,0.632,3.453,65.739,0.253,1.264,0.759,1.427,0.856,0.0,1.0,1.474,260.0,1.0,149.036,0.759,1.667,0.6,1.0,19.6,3.089,18.0,15.0,26.0,66.322,0.628,18.785,19.0,294.0,22.667,9.053,14.0,11.0,47.0,66.34,0.688,21.724,21.0,340.0
5,17.836,80.034,0.974,29.636,73.83,0.253,13.653,2.023,13.049,1.74,0.875,0.255,13.691,292.0,5.0,4.236,2.023,7.498,0.133,0.797,87.943,77.875,255.0,3.0,255.0,77.637,0.898,1567.696,54.0,24536.0,19.211,8.218,16.0,5.0,49.0,79.743,1.086,342.47,17.0,5360.0
6,56.577,93.435,2.499,39.699,83.691,0.253,16.688,5.057,15.661,4.6,2.008,0.451,16.918,331.0,12.0,9.462,5.057,3.405,0.294,0.866,134.582,76.836,255.0,4.0,255.0,94.522,2.474,7610.059,158.0,119105.0,14.776,8.932,9.0,1.0,63.0,92.228,2.694,835.538,12.0,13077.0
7,27.617,110.128,1.839,23.926,104.929,0.253,9.355,3.793,9.878,3.56,172.65,0.606,9.916,415.0,1.0,160.641,3.793,2.775,0.36,0.939,128.424,81.911,255.0,8.0,255.0,110.51,1.597,3544.758,140.0,55479.0,14.521,8.248,12.0,1.0,52.0,109.855,2.161,400.805,12.0,6273.0
8,48.778,12.757,3.786,27.476,7.838,0.506,9.608,6.574,9.909,6.268,12.769,0.812,9.819,31.0,19.0,11.889,6.491,1.581,0.633,0.933,140.63,78.163,255.0,9.0,255.0,12.711,3.697,6855.858,153.0,107301.0,11.414,8.625,8.0,1.0,60.0,12.698,3.691,556.45,9.0,8709.0
9,30.366,21.611,2.561,22.261,17.446,0.506,8.091,4.298,8.207,4.711,176.423,0.77,8.477,69.0,2.0,162.646,4.298,1.742,0.574,0.956,167.156,69.813,255.0,15.0,255.0,21.553,2.477,5073.096,172.0,79399.0,10.154,5.5,8.0,0.0,45.0,21.478,2.627,308.159,9.0,4823.0
