,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,1.79,24.056,0.704,5.18,23.009,0.253,2.023,1.011,2.179,1.046,176.269,0.838,2.16,91.0,1.0,159.444,1.011,2.084,0.48,0.933,142.143,43.34,114.0,87.0,242.0,24.112,0.75,254.297,127.0,3980.0,14.179,6.296,12.0,7.0,38.0,24.11,0.782,25.366,13.0,397.0
1,5.306,66.362,0.775,12.111,63.463,0.253,5.31,1.264,5.593,1.208,176.906,0.455,5.405,251.0,1.0,169.216,1.264,4.63,0.216,0.897,10.41,4.48,11.0,2.0,25.0,65.935,0.696,55.204,10.0,864.0,44.06,18.287,37.0,14.0,89.0,66.31,0.849,233.659,43.0,3657.0
2,42.896,79.613,1.498,41.094,69.531,0.253,18.963,3.287,18.622,2.933,177.886,0.319,19.024,275.0,1.0,175.426,3.287,6.349,0.158,0.901,84.227,57.643,8.0,4.0,255.0,80.589,1.638,3611.016,96.0,56516.0,20.308,12.649,11.0,4.0,94.0,78.307,1.524,870.679,16.0,13627.0
3,4.859,92.207,0.659,13.27,89.253,0.253,6.068,1.011,6.686,0.925,0.738,0.347,6.115,353.0,1.0,172.875,1.011,7.226,0.138,0.884,144.855,49.6,186.0,26.0,223.0,92.482,0.608,703.406,156.0,11009.0,24.724,15.983,13.0,4.0,82.0,91.712,0.768,120.056,19.0,1879.0
4,10.293,108.899,0.887,18.389,104.676,0.253,8.344,1.517,8.806,1.488,0.01,0.383,8.405,414.0,1.0,173.089,1.517,5.918,0.169,0.92,88.273,71.17,16.0,9.0,255.0,108.455,0.704,908.057,78.0,14212.0,28.373,17.012,15.0,5.0,83.0,108.919,1.044,291.866,24.0,4568.0
5,27.681,120.707,1.539,28.242,114.032,0.253,12.389,3.287,11.137,3.165,177.028,0.436,12.43,451.0,5.0,4.667,3.287,3.519,0.284,0.861,66.961,37.831,9.0,6.0,167.0,121.214,1.602,1852.534,64.0,28994.0,15.473,10.384,12.0,3.0,73.0,120.588,1.786,428.088,12.0,6700.0
6,8.566,127.887,2.142,11.728,125.915,0.253,3.287,3.54,3.739,2.917,55.143,0.783,4.473,498.0,13.0,42.709,3.287,1.282,0.78,0.908,25.94,29.644,5.0,2.0,124.0,128.452,1.529,222.094,12.0,3476.0,23.507,18.841,21.0,6.0,123.0,127.817,2.429,201.265,19.0,3150.0
7,37.398,3.49,3.311,23.543,0.253,0.506,7.08,6.321,7.541,6.315,23.219,0.848,8.496,2.0,24.0,36.529,6.321,1.194,0.837,0.959,109.162,57.412,103.0,8.0,255.0,3.04,3.512,4080.251,110.0,63860.0,13.568,10.588,8.0,1.0,83.0,3.928,3.152,507.124,11.0,7937.0
8,54.084,16.013,2.615,36.369,8.091,0.506,15.423,5.057,15.014,4.586,177.639,0.514,15.629,32.0,4.0,170.69,5.057,3.274,0.305,0.907,69.78,54.307,12.0,4.0,255.0,16.762,2.971,3771.9,68.0,59034.0,18.764,18.946,8.0,2.0,112.0,15.018,2.037,1014.249,12.0,15874.0
9,71.92,33.147,2.913,40.179,24.273,0.506,17.446,5.057,17.538,5.221,178.681,0.56,17.475,96.0,10.0,176.682,5.057,3.359,0.298,0.943,102.213,71.992,7.0,2.0,255.0,32.949,2.841,7347.136,104.0,114990.0,15.91,15.964,8.0,0.0,135.0,33.358,2.825,1143.633,11.0,17899.0
10,41.298,48.968,2.019,33.57,41.466,0.506,14.665,3.54,15.185,3.463,178.943,0.461,14.743,164.0,2.0,174.094,3.54,4.385,0.228,0.935,143.401,71.683,255.0,4.0,255.0,49.783,2.174,5918.92,159.0,92637.0,17.045,14.718,11.0,0.0,129.0,48.848,1.867,703.533,12.0,11011.0
11,62.203,96.837,3.272,45.655,86.219,0.759,20.227,5.563,19.362,4.09,3.757,0.375,20.267,341.0,15.0,3.576,4.775,4.734,0.211,0.838,100.72,60.657,8.0,3.0,242.0,96.729,3.452,6261.646,121.0,98001.0,20.617,15.583,11.0,4.0,127.0,97.253,3.065,1281.708,15.0,20060.0
12,51.143,59.837,4.194,31.2,54.108,1.011,12.136,6.574,11.589,5.619,13.64,0.66,12.642,214.0,23.0,16.26,6.574,2.062,0.485,0.888,90.028,62.024,10.0,4.0,255.0,59.405,4.459,4601.752,89.0,72022.0,19.474,19.321,11.0,1.0,145.0,60.28,3.533,995.4,12.0,15579.0
13,73.774,77.459,5.901,48.577,67.003,2.023,20.227,7.585,17.94,5.236,165.228,0.393,21.047,265.0,10.0,163.96,6.685,3.426,0.292,0.786,74.078,54.257,8.0,1.0,255.0,77.816,6.022,5462.017,83.0,85486.0,20.715,17.236,11.0,1.0,141.0,76.876,5.798,1527.379,14.0,23905.0
14,41.106,112.821,4.441,28.166,107.205,2.023,10.872,6.321,10.06,5.203,175.642,0.651,11.059,424.0,11.0,169.461,6.321,1.934,0.517,0.873,95.837,66.08,9.0,3.0,255.0,113.484,4.337,3937.321,99.0,61623.0,19.397,19.506,11.0,3.0,125.0,111.879,4.129,796.882,12.0,12472.0
15,50.312,121.787,6.644,32.656,114.79,3.793,13.653,5.563,13.464,4.758,13.645,0.593,14.24,454.0,35.0,16.504,5.373,2.83,0.353,0.912,92.123,68.107,6.0,2.0,255.0,121.602,7.105,4632.357,93.0,72501.0,18.842,19.385,11.0,2.0,143.0,122.001,6.021,947.48,12.0,14829.0
16,23.142,10.06,6.054,20.866,5.815,4.045,8.597,3.54,8.43,3.496,175.693,0.668,8.689,23.0,28.0,8.366,3.54,2.412,0.415,0.945,94.331,56.043,9.0,3.0,249.0,9.763,6.031,2181.842,98.0,34148.0,12.218,6.509,11.0,1.0,59.0,10.163,6.022,282.602,11.0,4423.0
17,67.956,48.282,7.062,39.71,39.696,4.045,16.688,6.574,16.497,5.245,169.032,0.542,17.008,157.0,22.0,168.857,5.899,3.145,0.318,0.878,110.608,73.304,255.0,1.0,255.0,48.472,6.962,7512.365,112.0,117576.0,13.618,12.675,8.0,1.0,112.0,48.615,7.214,924.925,10.0,14476.0
18,14.576,88.439,6.184,19.472,84.196,4.045,7.838,4.045,7.877,2.356,158.82,0.483,8.405,333.0,17.0,158.839,3.096,3.344,0.299,0.785,124.952,51.615,108.0,8.0,237.0,88.256,6.07,1820.268,128.0,28489.0,31.061,20.556,20.0,8.0,124.0,88.572,6.409,452.495,24.0,7082.0
19,33.307,21.31,6.702,28.661,14.918,4.551,12.136,4.045,12.582,3.37,7.976,0.51,12.574,59.0,34.0,15.154,3.8,3.733,0.268,0.889,107.035,51.18,90.0,5.0,250.0,21.577,6.684,3563.032,106.0,55765.0,12.62,8.349,11.0,0.0,62.0,20.778,6.638,420.101,11.0,6575.0
20,26.339,68.923,6.892,26.168,63.21,4.551,10.872,4.804,10.747,3.12,164.304,0.483,11.288,250.0,25.0,164.407,3.674,3.444,0.29,0.816,136.532,59.157,255.0,6.0,255.0,68.232,6.666,3594.084,135.0,56251.0,15.558,13.593,11.0,1.0,123.0,69.536,7.324,409.559,12.0,6410.0
