,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,56.769,6.186,2.882,33.125,0.253,0.253,11.631,6.574,11.963,6.042,173.396,0.65,12.314,1.0,1.0,160.821,6.574,1.98,0.505,0.894,130.038,65.688,255.0,6.0,255.0,5.426,2.542,7378.061,137.0,115474.0,11.923,8.055,9.0,1.0,51.0,6.174,2.938,676.506,9.0,10588.0
1,22.119,16.194,1.58,23.124,12.136,0.253,9.608,3.287,9.463,2.976,8.157,0.52,9.819,48.0,9.0,11.889,3.287,3.18,0.314,0.93,151.043,57.01,255.0,12.0,255.0,16.53,1.533,3339.148,141.0,52261.0,9.925,5.934,7.0,1.0,43.0,15.777,1.83,219.411,9.0,3434.0
2,7.991,28.303,1.065,12.739,25.79,0.253,5.31,2.023,5.202,1.956,4.09,0.619,5.364,102.0,1.0,171.87,2.023,2.66,0.376,0.919,94.12,66.437,40.0,17.0,255.0,28.396,0.849,751.709,73.0,11765.0,13.544,9.098,10.0,3.0,51.0,27.827,1.256,108.172,10.0,1693.0
3,29.216,35.598,1.889,32.41,29.077,0.253,14.412,3.793,14.005,2.656,10.927,0.35,14.728,115.0,13.0,11.889,3.26,5.273,0.19,0.874,119.578,58.381,255.0,20.0,255.0,36.258,1.692,3491.599,110.0,54647.0,9.635,4.93,7.0,1.0,40.0,34.835,2.022,281.324,9.0,4403.0
4,10.548,48.47,1.19,15.181,45.259,0.253,6.321,2.528,5.865,2.29,179.718,0.575,6.446,179.0,1.0,168.69,2.528,2.561,0.39,0.875,34.109,16.324,29.0,8.0,81.0,48.302,1.015,359.594,33.0,5628.0,11.861,5.477,9.0,2.0,33.0,48.346,1.245,125.04,11.0,1957.0
5,14.832,56.138,1.311,17.796,52.338,0.253,7.332,2.528,7.445,2.536,178.495,0.588,7.488,207.0,1.0,168.311,2.528,2.935,0.341,0.937,83.53,56.231,11.0,7.0,224.0,56.545,1.034,1238.196,97.0,19379.0,14.134,8.837,10.0,2.0,60.0,56.028,1.611,209.507,12.0,3279.0
6,5.754,62.598,0.905,11.309,60.429,0.253,4.804,1.517,5.032,1.456,6.201,0.565,4.968,239.0,6.0,14.744,1.517,3.457,0.289,0.928,48.478,32.236,32.0,13.0,197.0,63.037,0.745,278.768,36.0,4363.0,12.122,5.458,11.0,3.0,38.0,62.437,0.871,69.708,11.0,1091.0
7,2.813,69.032,1.017,6.043,68.014,0.253,2.023,1.517,2.233,1.604,163.61,0.968,2.528,269.0,1.0,143.13,1.517,1.392,0.718,0.957,13.182,4.266,12.0,7.0,29.0,69.019,1.073,37.058,12.0,580.0,13.5,6.021,13.0,5.0,32.0,68.969,0.989,37.953,13.0,594.0
8,10.293,74.872,0.874,18.327,70.796,0.253,8.344,1.264,9.247,1.417,0.455,0.385,8.439,280.0,6.0,8.616,1.264,6.525,0.153,0.991,90.832,61.419,14.0,9.0,224.0,75.686,0.8,934.381,98.0,14624.0,10.615,6.852,6.0,1.0,54.0,74.965,0.962,109.194,9.0,1709.0
9,2.493,81.794,0.632,7.498,80.151,0.253,3.287,0.759,3.709,0.856,0.0,0.557,3.373,317.0,1.0,167.005,0.759,4.333,0.231,1.0,47.718,49.101,15.0,9.0,152.0,82.546,0.578,118.906,18.0,1861.0,10.359,3.883,10.0,1.0,18.0,81.68,0.634,25.813,11.0,404.0
10,0.959,87.357,0.632,3.453,86.725,0.253,1.264,0.759,1.427,0.856,0.0,1.0,1.474,343.0,1.0,149.036,0.759,1.667,0.6,1.0,116.8,40.859,39.0,39.0,182.0,87.268,0.589,111.942,123.0,1752.0,7.733,3.936,6.0,0.0,16.0,87.416,0.66,7.412,8.0,116.0
11,38.613,92.217,2.793,28.191,87.483,0.253,9.861,6.068,10.036,4.899,14.437,0.611,10.757,346.0,18.0,23.552,5.942,2.049,0.488,0.864,110.033,52.875,255.0,7.0,255.0,92.37,2.474,4246.375,114.0,66460.0,8.508,5.586,6.0,0.0,54.0,92.172,2.991,328.35,7.0,5139.0
12,5.626,100.582,0.779,12.765,98.103,0.253,5.563,1.264,6.041,1.186,3.506,0.434,5.704,388.0,6.0,12.804,1.264,5.094,0.196,0.921,94.364,42.847,119.0,18.0,174.0,100.282,0.715,530.573,103.0,8304.0,8.591,4.987,6.0,2.0,33.0,100.516,0.828,48.304,7.0,756.0
13,13.809,109.82,0.975,21.78,104.929,0.253,9.861,1.77,10.319,1.704,179.906,0.366,9.942,415.0,6.0,7.306,1.77,6.056,0.165,0.909,134.542,74.614,255.0,10.0,255.0,109.855,0.862,1856.815,130.0,29061.0,10.954,8.334,5.0,1.0,58.0,109.543,1.078,151.172,9.0,2366.0
14,1.151,116.56,0.632,3.959,115.801,0.253,1.517,0.759,1.712,0.856,0.0,0.923,1.696,458.0,1.0,153.435,0.759,2.0,0.5,1.0,12.222,2.439,12.0,8.0,17.0,116.521,0.63,14.057,12.0,220.0,20.389,7.237,17.0,10.0,39.0,116.526,0.682,23.449,19.0,367.0
15,7.544,121.568,1.607,10.569,119.847,0.506,3.793,2.528,4.006,2.397,18.394,0.849,4.298,474.0,10.0,28.072,2.528,1.671,0.598,0.944,65.983,44.027,110.0,14.0,208.0,121.949,1.641,497.476,51.0,7786.0,13.186,6.312,9.0,1.0,39.0,121.463,1.431,99.419,12.0,1556.0
16,33.179,125.233,3.498,25.923,120.1,0.506,9.102,5.563,9.517,4.439,25.576,0.62,10.538,475.0,23.0,30.256,5.256,2.144,0.466,0.861,91.135,57.462,10.0,6.0,255.0,126.026,3.041,3022.108,91.0,47299.0,8.204,5.497,6.0,0.0,37.0,124.617,3.481,272.059,7.0,4258.0
17,1.215,118.603,1.417,3.811,118.077,0.759,1.011,1.264,1.403,1.102,77.179,1.0,1.619,467.0,8.0,51.34,1.011,1.273,0.785,0.974,18.316,3.233,21.0,14.0,26.0,118.591,1.447,22.235,18.0,348.0,16.158,3.962,12.0,12.0,28.0,118.55,1.411,19.615,16.0,307.0
18,50.696,18.637,5.072,35.578,11.884,1.011,13.906,7.585,13.201,4.889,22.555,0.503,14.555,47.0,25.0,17.176,6.237,2.7,0.37,0.768,122.405,65.008,139.0,10.0,255.0,18.92,5.278,6201.969,132.0,97067.0,10.781,6.75,7.0,1.0,43.0,18.537,4.773,546.227,9.0,8549.0
19,54.851,58.814,5.244,39.414,52.085,1.264,15.17,7.585,15.413,4.531,18.425,0.444,16.961,206.0,35.0,26.565,5.266,3.402,0.294,0.837,92.753,59.955,18.0,7.0,255.0,59.712,5.055,5084.788,96.0,79582.0,11.415,8.577,7.0,1.0,57.0,58.176,4.994,625.775,9.0,9794.0
20,66.486,36.492,5.704,47.035,26.548,1.517,19.974,7.332,19.053,4.443,16.708,0.378,20.951,105.0,35.0,17.56,5.319,4.288,0.233,0.829,90.94,55.786,22.0,11.0,255.0,36.41,5.469,6042.938,94.0,94578.0,10.731,6.529,9.0,1.0,52.0,36.518,5.833,713.054,9.0,11160.0
21,53.508,80.907,4.933,31.496,75.094,1.517,11.631,7.08,12.11,5.626,26.332,0.678,13.119,297.0,32.0,27.553,6.729,2.153,0.465,0.902,96.362,59.471,13.0,8.0,255.0,81.355,4.625,5153.346,100.0,80655.0,9.83,8.283,6.0,1.0,62.0,80.148,5.109,525.717,8.0,8228.0
22,9.334,100.207,2.946,15.329,97.091,1.77,6.574,2.276,6.857,1.733,11.838,0.499,6.957,384.0,16.0,19.093,1.994,3.956,0.253,0.882,29.897,15.445,22.0,7.0,85.0,99.673,2.942,278.896,26.0,4365.0,10.548,5.552,7.0,3.0,40.0,99.932,2.895,98.396,10.0,1540.0
23,56.961,111.911,5.334,39.981,103.159,1.77,16.435,7.332,16.258,4.461,19.438,0.448,17.351,408.0,35.0,18.699,5.213,3.645,0.274,0.847,89.586,61.171,10.0,5.0,254.0,111.837,5.382,5100.059,94.0,79821.0,8.755,5.827,6.0,0.0,36.0,112.261,4.929,498.435,7.0,7801.0
