,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,1.151,1.011,0.632,3.959,0.253,0.253,1.517,0.759,1.712,0.856,0.0,0.923,1.696,1.0,1.0,153.435,0.759,2.0,0.5,1.0,43.722,22.135,25.0,17.0,84.0,0.831,0.59,50.284,35.0,787.0,8.056,7.376,3.0,1.0,25.0,1.282,0.681,9.265,6.0,145.0
1,33.946,9.585,2.562,28.278,3.287,0.253,11.125,5.057,10.964,3.942,162.118,0.533,12.118,13.0,1.0,156.644,4.86,2.781,0.36,0.866,99.143,52.452,9.0,4.0,203.0,9.545,2.474,3363.684,110.0,52645.0,7.507,7.586,5.0,0.0,56.0,8.993,2.696,254.68,5.0,3986.0
2,17.453,16.245,2.218,18.276,13.401,0.253,5.563,5.057,5.022,4.425,93.906,0.657,6.173,53.0,1.0,124.992,5.057,1.135,0.881,0.874,98.623,43.794,121.0,7.0,189.0,16.202,1.726,1720.274,106.0,26924.0,6.949,6.144,5.0,0.0,37.0,16.073,2.975,121.206,5.0,1897.0
3,2.365,30.666,0.728,6.339,29.33,0.253,2.528,1.011,2.777,1.084,176.052,0.74,2.723,116.0,1.0,158.199,1.011,2.561,0.391,0.961,96.054,32.121,66.0,23.0,158.0,30.633,0.653,227.078,101.0,3554.0,7.838,3.919,7.0,1.0,17.0,30.799,0.828,18.529,7.0,290.0
4,18.22,43.386,2.19,17.081,40.96,0.253,5.31,4.045,5.724,4.053,20.792,0.785,6.675,162.0,17.0,37.304,4.0,1.412,0.708,0.947,72.73,31.856,75.0,10.0,149.0,43.549,2.084,1324.389,75.0,20728.0,7.716,5.936,5.0,0.0,36.0,43.001,2.425,140.502,6.0,2199.0
5,30.558,50.044,2.738,22.715,46.27,0.253,8.344,5.31,7.872,4.943,19.988,0.744,9.064,183.0,16.0,22.989,5.212,1.593,0.628,0.911,97.586,41.481,102.0,6.0,211.0,49.834,2.588,2980.385,102.0,46646.0,8.142,6.959,5.0,0.0,57.0,50.181,2.983,248.674,6.0,3892.0
6,28.576,62.363,1.539,29.167,55.372,0.253,12.895,3.54,11.282,3.225,178.148,0.422,12.935,219.0,1.0,175.515,3.54,3.498,0.286,0.888,82.257,53.131,9.0,4.0,215.0,63.04,1.525,2349.307,88.0,36769.0,7.908,9.323,2.0,0.0,70.0,61.578,1.626,225.864,5.0,3535.0
7,8.95,73.497,1.035,15.206,69.784,0.253,6.321,2.023,6.425,1.774,172.844,0.486,6.501,276.0,1.0,166.504,2.023,3.622,0.276,0.909,26.579,16.649,14.0,8.0,78.0,73.97,0.918,237.748,20.0,3721.0,19.236,11.303,13.0,2.0,56.0,72.915,1.076,172.066,18.0,2693.0
8,25.635,91.385,2.042,22.174,87.23,0.253,8.597,4.045,8.375,3.897,6.389,0.655,8.689,345.0,6.0,8.366,3.973,2.149,0.465,0.926,100.212,42.565,113.0,11.0,210.0,91.691,1.956,2567.568,105.0,40185.0,8.603,8.951,4.0,0.0,76.0,90.761,2.288,220.433,6.0,3450.0
9,4.859,103.828,1.238,9.557,101.895,0.253,3.54,2.276,3.871,1.598,154.262,0.668,4.208,403.0,1.0,147.265,1.919,2.422,0.413,0.864,29.066,6.902,27.0,13.0,48.0,103.895,1.254,141.141,29.0,2209.0,16.461,8.858,12.0,4.0,51.0,104.084,1.346,79.931,14.0,1251.0
10,8.247,108.629,0.993,13.689,105.941,0.253,5.815,1.77,6.093,1.723,3.12,0.553,5.903,419.0,5.0,9.866,1.77,3.536,0.283,0.921,67.264,42.309,15.0,9.0,147.0,109.081,0.767,554.406,66.0,8677.0,16.016,13.186,6.0,1.0,57.0,108.093,1.277,132.004,10.0,2066.0
11,5.306,125.064,0.663,14.43,121.617,0.253,6.574,1.011,7.382,0.915,178.834,0.32,6.651,481.0,1.0,171.254,1.011,8.065,0.124,0.888,19.373,25.484,9.0,4.0,118.0,123.511,0.548,102.741,9.0,1608.0,21.181,8.521,18.0,2.0,44.0,124.854,0.686,112.325,19.0,1758.0
12,39.7,21.863,4.644,25.637,17.952,0.506,8.091,7.838,8.42,6.003,131.952,0.759,8.946,78.0,3.0,132.709,6.762,1.403,0.713,0.913,90.655,37.671,97.0,9.0,200.0,21.791,4.901,3597.023,98.0,56297.0,5.994,6.421,2.0,0.0,61.0,21.667,3.974,237.812,5.0,3722.0
13,41.873,28.933,3.974,27.956,23.767,0.506,10.114,6.827,10.722,4.972,150.023,0.673,11.666,94.0,2.0,150.101,5.757,2.156,0.464,0.906,90.362,40.393,99.0,6.0,188.0,28.858,3.991,3781.676,97.0,59187.0,7.287,8.049,3.0,0.0,64.0,29.426,4.202,304.965,5.0,4773.0
14,30.75,36.555,2.715,21.581,32.617,0.506,7.585,5.057,7.572,5.171,176.001,0.83,7.935,129.0,5.0,157.521,5.057,1.464,0.683,0.948,103.85,45.631,117.0,6.0,196.0,36.28,2.532,3191.618,114.0,49952.0,10.403,10.879,5.0,0.0,62.0,36.79,3.37,319.724,6.0,5004.0
15,60.029,82.595,3.696,31.225,76.864,0.506,11.125,7.08,11.307,6.76,163.114,0.774,11.886,305.0,3.0,150.709,7.08,1.673,0.598,0.945,102.142,50.978,115.0,5.0,237.0,82.671,3.416,6128.108,111.0,95911.0,9.703,11.52,5.0,0.0,80.0,82.63,4.181,582.135,6.0,9111.0
16,27.809,99.991,3.043,22.123,95.827,0.506,8.091,5.563,8.414,4.208,155.357,0.714,8.34,379.0,9.0,165.964,4.523,1.999,0.5,0.897,91.814,34.485,123.0,10.0,162.0,99.906,3.048,2551.85,96.0,39939.0,8.607,6.845,5.0,1.0,49.0,99.975,3.014,239.218,7.0,3744.0
17,28.448,116.032,2.374,22.506,111.503,0.506,9.355,4.045,9.024,4.014,6.926,0.706,9.628,441.0,12.0,13.671,4.045,2.248,0.445,0.931,101.144,40.055,89.0,8.0,210.0,115.824,2.409,2875.791,99.0,45009.0,8.544,7.572,6.0,0.0,46.0,116.373,2.055,242.924,6.0,3802.0
18,1.598,1.087,2.382,5.031,0.253,1.77,1.77,1.264,2.05,0.993,21.704,0.793,2.175,1.0,12.0,35.538,1.165,2.065,0.484,0.862,11.4,3.082,8.0,7.0,18.0,1.082,2.353,18.21,11.0,285.0,11.28,8.532,5.0,3.0,45.0,0.964,2.309,18.018,10.0,282.0
19,46.285,69.215,4.809,31.2,62.199,1.77,12.642,6.068,11.42,5.16,5.317,0.598,12.682,246.0,18.0,175.426,6.01,2.213,0.452,0.885,92.722,44.18,92.0,5.0,219.0,69.504,4.776,4289.248,99.0,67131.0,10.768,8.316,5.0,1.0,54.0,69.592,4.399,498.115,9.0,7796.0
20,43.791,124.584,4.497,26.909,119.341,1.77,9.608,6.068,9.691,5.753,175.469,0.76,9.874,472.0,20.0,13.325,6.068,1.684,0.594,0.918,77.829,41.703,10.0,4.0,182.0,125.132,4.62,3406.365,85.0,53313.0,8.863,11.048,3.0,0.0,76.0,124.162,4.025,387.899,5.0,6071.0
21,28.193,56.237,4.653,20.545,52.591,2.023,7.585,5.057,7.473,4.804,8.369,0.839,7.85,208.0,24.0,14.931,4.998,1.556,0.643,0.939,105.063,43.711,107.0,7.0,213.0,56.073,4.452,2960.387,109.0,46333.0,12.029,9.553,6.0,2.0,63.0,55.879,4.647,338.956,9.0,5305.0
22,53.317,108.174,6.448,28.697,103.412,2.528,8.849,8.091,8.772,7.739,159.74,0.814,9.681,415.0,13.0,130.764,8.006,1.134,0.882,0.933,83.072,43.65,99.0,5.0,203.0,108.404,6.672,4426.683,94.0,69282.0,10.145,12.543,2.0,0.0,67.0,107.542,5.726,540.605,5.0,8461.0
23,44.111,4.343,6.17,26.378,0.253,2.781,9.102,6.827,8.733,6.431,177.532,0.797,9.518,1.0,16.0,163.009,6.827,1.358,0.736,0.931,71.877,35.195,104.0,5.0,165.0,4.675,6.069,3168.808,73.0,49595.0,5.725,5.945,3.0,0.0,56.0,4.421,6.153,252.38,4.0,3950.0
24,4.347,76.421,4.588,8.694,75.347,3.034,2.276,3.034,3.498,1.582,120.411,0.723,3.793,298.0,12.0,126.87,1.908,2.211,0.452,0.872,7.559,2.076,7.0,3.0,13.0,76.339,4.51,32.841,7.0,514.0,27.324,14.558,20.0,9.0,73.0,76.319,4.71,118.714,23.0,1858.0
25,60.477,96.388,7.725,33.381,90.264,4.045,12.895,8.091,11.555,6.664,164.353,0.682,13.199,358.0,20.0,163.301,7.288,1.734,0.577,0.896,97.651,60.253,14.0,5.0,220.0,96.793,7.969,5902.372,101.0,92378.0,8.353,7.602,5.0,0.0,57.0,95.962,7.214,504.888,6.0,7902.0
26,36.312,44.617,6.934,32.175,38.685,4.804,13.653,4.298,11.878,3.892,176.886,0.441,13.842,153.0,22.0,170.538,4.298,3.052,0.328,0.793,63.092,45.381,12.0,5.0,201.0,43.987,7.022,2289.695,63.0,35836.0,12.257,11.333,5.0,0.0,70.0,44.481,6.743,444.828,9.0,6962.0
27,1.662,89.029,5.99,4.822,88.495,5.057,1.011,1.77,1.949,1.086,83.307,0.898,2.038,350.0,27.0,60.255,1.011,1.796,0.557,0.963,10.077,2.153,10.0,6.0,14.0,89.022,5.971,16.74,10.0,262.0,25.308,10.295,23.0,7.0,59.0,88.989,5.898,42.042,23.0,658.0
28,20.585,115.988,6.864,18.363,112.767,5.057,6.574,3.793,6.996,3.746,176.068,0.767,6.957,446.0,33.0,19.093,3.723,1.867,0.536,0.924,51.286,26.331,32.0,8.0,126.0,116.17,7.055,1055.141,50.0,16514.0,10.342,8.435,6.0,0.0,49.0,116.074,6.907,212.766,8.0,3330.0
29,45.006,65.037,9.926,29.09,59.923,5.563,9.861,8.091,11.004,5.208,144.002,0.668,11.851,237.0,25.0,146.31,6.036,2.113,0.473,0.91,94.53,46.753,93.0,5.0,212.0,65.11,10.17,4252.062,102.0,66549.0,7.01,7.054,5.0,0.0,80.0,64.784,9.427,315.315,5.0,4935.0
30,35.608,18.409,9.142,33.999,11.631,6.068,12.642,7.838,12.072,3.756,149.974,0.387,14.875,46.0,24.0,148.201,4.83,3.214,0.311,0.725,81.253,46.324,9.0,4.0,193.0,18.621,9.212,2891.701,92.0,45258.0,8.341,8.624,2.0,0.0,49.0,17.94,8.815,296.85,6.0,4646.0
31,33.946,36.16,9.287,22.802,32.617,6.321,7.585,5.815,7.796,5.544,10.415,0.82,8.267,129.0,47.0,23.429,5.711,1.406,0.711,0.922,91.36,40.018,114.0,9.0,209.0,36.268,9.215,3099.611,96.0,48512.0,14.056,12.008,5.0,0.0,62.0,35.73,8.906,476.903,10.0,7464.0
32,51.463,75.063,9.908,29.586,69.784,6.321,9.608,7.332,10.042,6.525,177.784,0.739,10.329,276.0,35.0,158.459,6.859,1.539,0.65,0.909,86.0,41.458,87.0,5.0,186.0,75.091,10.008,4423.361,92.0,69230.0,7.749,9.616,3.0,0.0,72.0,74.967,9.192,398.569,5.0,6238.0
33,58.559,11.086,11.365,29.744,6.068,7.08,10.367,7.838,10.157,7.341,175.133,0.832,10.733,24.0,39.0,164.982,7.826,1.384,0.723,0.94,113.07,43.894,118.0,7.0,239.0,11.21,11.408,6617.598,117.0,103572.0,6.123,7.971,2.0,0.0,63.0,10.004,11.211,358.38,4.0,5609.0
34,24.677,122.513,9.604,19.114,119.088,7.08,6.574,5.057,6.706,4.685,161.855,0.849,6.878,471.0,35.0,162.897,4.967,1.431,0.699,0.927,28.718,12.02,20.0,9.0,71.0,122.465,9.713,708.262,26.0,11085.0,16.295,8.37,11.0,3.0,57.0,122.523,9.75,401.891,15.0,6290.0
35,37.462,59.03,11.123,28.166,54.108,7.332,9.608,7.585,10.601,4.499,135.325,0.593,11.935,214.0,31.0,143.616,5.057,2.356,0.424,0.849,94.628,48.422,120.0,6.0,221.0,58.672,10.863,3543.033,102.0,55452.0,8.341,9.913,3.0,0.0,78.0,59.031,11.353,312.312,5.0,4888.0
36,37.974,82.502,11.804,26.071,79.645,7.332,6.321,8.091,8.813,5.486,103.469,0.702,9.964,317.0,29.0,125.707,6.194,1.606,0.623,0.896,75.889,42.266,88.0,5.0,193.0,82.758,12.162,2880.2,86.0,45078.0,8.498,10.284,2.0,0.0,87.0,82.097,10.714,322.535,5.0,5048.0
37,34.777,27.819,10.156,23.604,23.514,7.585,8.344,5.31,8.596,5.151,8.842,0.784,8.649,93.0,41.0,15.255,5.31,1.669,0.599,0.94,89.513,43.998,91.0,8.0,188.0,27.542,10.298,3111.304,91.0,48695.0,6.928,6.505,2.0,0.0,46.0,28.165,9.851,240.815,5.0,3769.0
38,62.65,90.447,12.002,34.53,85.208,7.585,12.136,7.838,12.204,6.536,154.738,0.66,13.802,337.0,33.0,151.557,7.838,1.867,0.536,0.886,117.965,59.394,15.0,4.0,254.0,90.33,12.069,7386.495,123.0,115606.0,7.46,10.076,2.0,0.0,73.0,89.984,11.252,467.127,5.0,7311.0
39,14.0,127.968,10.776,15.922,126.421,7.838,2.781,6.068,6.057,2.943,93.903,0.694,6.152,507.0,55.0,80.538,2.781,2.058,0.486,0.944,58.379,45.958,12.0,5.0,149.0,128.328,11.188,816.881,38.0,12785.0,14.292,13.878,7.0,0.0,81.0,127.487,10.646,199.987,8.0,3130.0
