,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,21.48,4.187,1.922,19.375,0.506,0.253,6.827,4.045,7.003,3.905,169.863,0.719,7.293,2.0,1.0,146.31,4.045,1.793,0.558,0.949,91.369,40.407,104.0,8.0,212.0,3.675,1.701,1961.536,96.0,30700.0,7.908,8.134,5.0,0.0,87.0,4.597,2.434,169.766,6.0,2657.0
1,16.238,10.307,2.215,16.341,7.585,0.253,5.563,3.793,5.705,3.624,5.392,0.764,6.11,30.0,16.0,24.444,3.793,1.574,0.635,0.909,49.78,28.001,16.0,10.0,112.0,10.057,1.853,807.872,51.0,12644.0,12.354,9.437,7.0,0.0,53.0,10.395,2.232,200.498,10.0,3138.0
2,7.48,15.701,1.274,10.952,13.653,0.253,3.793,2.276,4.082,2.333,171.717,0.784,4.298,54.0,1.0,151.928,2.276,1.749,0.572,0.947,85.607,47.874,87.0,10.0,185.0,15.334,1.048,639.959,90.0,10016.0,12.444,8.834,8.0,0.0,58.0,15.639,1.44,93.029,10.0,1456.0
3,13.041,20.775,1.579,14.614,18.205,0.253,5.31,3.034,5.145,3.227,1.252,0.767,5.522,72.0,7.0,15.945,3.034,1.594,0.627,0.94,88.324,46.891,15.0,9.0,182.0,20.895,1.331,1151.237,91.0,18018.0,17.25,17.651,8.0,3.0,100.0,20.579,2.055,224.842,11.0,3519.0
4,21.097,26.621,2.16,18.844,23.261,0.253,7.08,4.045,7.23,3.715,21.6,0.747,7.915,92.0,15.0,26.565,4.045,1.946,0.514,0.935,77.867,39.352,97.0,8.0,162.0,26.642,1.937,1641.812,88.0,25696.0,14.955,15.201,5.0,1.0,92.0,26.437,2.627,315.315,9.0,4935.0
5,14.448,34.297,1.538,15.983,31.1,0.253,6.068,3.034,6.054,3.039,173.584,0.711,6.255,123.0,7.0,14.036,3.034,1.992,0.502,0.928,64.858,24.134,78.0,13.0,134.0,34.473,1.371,936.554,70.0,14658.0,14.655,11.906,8.0,0.0,88.0,33.996,1.822,211.616,11.0,3312.0
6,23.462,46.853,1.763,22.914,42.73,0.253,8.091,3.793,8.701,3.433,0.564,0.562,8.641,169.0,1.0,159.444,3.793,2.535,0.395,0.84,6.986,3.587,4.0,2.0,25.0,47.409,1.862,163.823,6.0,2564.0,9.61,5.029,7.0,0.0,40.0,46.894,1.881,225.353,9.0,3527.0
7,42.257,56.753,3.201,27.956,51.58,0.253,10.114,6.574,10.875,4.948,157.6,0.679,11.307,204.0,4.0,153.435,5.581,2.198,0.455,0.885,44.312,40.285,9.0,4.0,165.0,55.089,2.428,1871.446,27.0,29290.0,11.215,6.738,7.0,1.0,49.0,57.483,3.579,473.644,10.0,7413.0
8,11.379,63.26,1.109,16.279,59.923,0.253,7.08,2.023,7.01,2.067,1.914,0.54,7.151,237.0,5.0,8.13,2.023,3.391,0.295,0.949,83.904,43.778,97.0,6.0,201.0,63.774,1.025,954.252,91.0,14935.0,11.449,6.689,7.0,2.0,49.0,63.121,1.26,130.215,10.0,2038.0
9,6.968,71.903,1.024,11.37,69.531,0.253,4.804,1.77,4.752,1.867,0.657,0.677,4.864,275.0,1.0,171.027,1.77,2.545,0.393,0.948,49.596,35.144,15.0,7.0,125.0,72.086,0.806,345.409,38.0,5406.0,14.927,8.677,9.0,3.0,59.0,71.949,1.209,103.955,13.0,1627.0
