,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-F-Actin,StdDev-F-Actin,Mode-F-Actin,Min-F-Actin,Max-F-Actin,XM-F-Actin,YM-F-Actin,IntDen-F-Actin,Median-F-Actin,RawIntDen-F-Actin
0,11.571,2.028,1.801,13.393,0.253,0.253,4.045,3.54,4.277,3.445,32.866,0.811,5.019,2.0,14.0,40.914,3.54,1.241,0.806,0.943,112.713,89.145,255.0,6.0,255.0,1.396,1.661,1303.495,109.0,20401.0,30.199,14.877,20.0,9.0,93.0,2.336,1.864,349.243,26.0,5466.0
1,19.946,11.057,1.237,24.431,5.815,0.253,11.125,2.276,10.628,2.39,1.771,0.42,11.151,23.0,1.0,176.1,2.276,4.448,0.225,0.95,96.08,41.769,81.0,13.0,230.0,11.538,1.187,1915.341,93.0,29977.0,24.077,12.255,18.0,10.0,152.0,10.839,1.315,479.969,22.0,7512.0
2,10.548,25.026,1.106,15.416,21.492,0.253,6.574,2.023,6.596,2.036,177.171,0.558,6.651,85.0,1.0,171.254,2.023,3.239,0.309,0.943,144.436,98.515,255.0,8.0,255.0,24.268,0.969,1522.715,174.0,23832.0,34.909,26.259,21.0,8.0,161.0,25.677,1.248,368.028,26.0,5760.0
3,46.988,45.455,2.929,32.063,39.19,0.253,12.389,6.321,10.369,5.77,175.717,0.574,12.515,155.0,1.0,171.87,6.166,1.797,0.556,0.865,147.178,78.358,255.0,7.0,255.0,44.827,2.72,6911.764,163.0,108176.0,29.03,25.946,14.0,5.0,217.0,46.394,3.117,1363.3,20.0,21337.0
4,20.202,56.644,1.67,20.953,52.338,0.253,8.597,3.287,8.655,2.972,176.492,0.578,8.831,207.0,1.0,166.759,3.256,2.912,0.343,0.915,157.263,75.292,255.0,5.0,255.0,56.177,1.682,3175.197,170.0,49695.0,34.294,31.366,18.0,8.0,192.0,56.522,1.566,692.416,23.0,10837.0
5,1.79,66.57,0.704,5.328,65.486,0.253,2.023,1.011,2.244,1.015,173.293,0.792,2.261,259.0,1.0,153.435,1.011,2.21,0.452,0.933,13.321,2.763,14.0,8.0,18.0,66.591,0.698,23.832,14.0,373.0,53.821,11.779,53.0,35.0,92.0,66.629,0.725,96.288,53.0,1507.0
6,12.274,71.473,1.23,17.352,68.52,0.253,7.08,2.781,6.928,2.256,8.161,0.512,7.192,271.0,6.0,10.125,2.781,3.071,0.326,0.855,77.359,60.15,17.0,6.0,247.0,71.318,0.956,949.013,56.0,14853.0,46.203,38.265,19.0,8.0,208.0,70.744,1.408,566.801,32.0,8871.0
7,51.718,86.318,2.776,33.519,78.381,0.253,13.653,6.068,12.744,5.167,165.758,0.578,14.392,310.0,1.0,161.565,5.914,2.466,0.405,0.932,143.637,70.018,255.0,6.0,255.0,86.6,2.909,7424.575,156.0,116202.0,28.518,27.341,13.0,5.0,234.0,86.444,2.849,1474.091,19.0,23071.0
8,66.678,103.778,3.036,39.648,94.563,0.253,16.688,6.321,15.246,5.568,165.836,0.533,17.59,374.0,1.0,161.565,6.278,2.738,0.365,0.926,122.666,74.851,255.0,5.0,255.0,103.668,3.1,8174.623,126.0,127941.0,24.222,20.119,16.0,6.0,217.0,103.822,3.271,1614.21,18.0,25264.0
9,21.033,125.782,1.683,20.682,121.364,0.253,7.838,3.54,8.24,3.25,172.82,0.618,8.6,480.0,1.0,155.695,3.54,2.535,0.394,0.927,106.027,36.942,75.0,34.0,235.0,125.846,1.766,2228.804,95.0,34883.0,18.155,6.61,15.0,4.0,62.0,125.501,1.749,381.637,17.0,5973.0
