 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AF8-DAPI,StdDev+AF8-DAPI,Mode+AF8-DAPI,Min+AF8-DAPI,Max+AF8-DAPI,XM+AF8-DAPI,YM+AF8-DAPI,IntDen+AF8-DAPI,Median+AF8-DAPI,RawIntDen+AF8-DAPI,Mean+AF8-Sox2,StdDev+AF8-Sox2,Mode+AF8-Sox2,Min+AF8-Sox2,Max+AF8-Sox2,XM+AF8-Sox2,YM+AF8-Sox2,IntDen+AF8-Sox2,Median+AF8-Sox2,RawIntDen+AF8-Sox2,Mean+AF8-Klf4,StdDev+AF8-Klf4,Mode+AF8-Klf4,Min+AF8-Klf4,Max+AF8-Klf4,XM+AF8-Klf4,YM+AF8-Klf4,IntDen+AF8-Klf4,Median+AF8-Klf4,RawIntDen+AF8-Klf4,Mean+AF8-Sox9,StdDev+AF8-Sox9,Mode+AF8-Sox9,Min+AF8-Sox9,Max+AF8-Sox9,XM+AF8-Sox9,YM+AF8-Sox9,IntDen+AF8-Sox9,Median+AF8-Sox9,RawIntDen+AF8-Sox9
1,3.778,0.798,128.1,8.591,0,129.164,2.273,2.651,2.92,1.647,62.443,0.643,3.492,0,2.651,49.399,2.061,1.773,0.564,0.899,109.73,20.683,105,61,171,0.739,128.139,414.575,108,26006,18.595,3.338,19,10,29,0.838,128.131,70.254,19,4407,4.793,2.688,4,0,13,0.765,128.041,18.11,4,1136,13.274,2.897,13,7,24,0.819,128.087,50.152,13,3146
2,22.908,4.52,126.369,19.22,2.02,129.164,4.798,6.187,6.314,4.619,88.286,0.779,6.548,3.283,0,109.134,4.659,1.367,0.732,0.94,157.974,31.392,154,63,245,4.51,126.332,3618.854,160,227008,17.412,3.179,20,9,28,4.579,126.374,398.873,17,25021,2.212,1.876,1,0,12,4.438,126.413,50.662,2,3178,14.523,3.72,13,5,32,4.547,126.439,332.684,14,20869
3,22.063,14.832,126.064,19.891,12.247,129.164,4.798,6.818,7.537,3.727,114.041,0.701,7.914,12.373,0.253,123.944,3.972,2.022,0.495,0.945,169.653,25.278,157,107,250,14.775,126.056,3743.071,165,234800,53.516,13.542,54,20,94,14.837,126.115,1180.725,54,74066,5.179,4.04,3,0,32,14.875,126.26,114.269,4,7168,23.727,9.189,20,8,75,14.918,125.912,523.488,21,32838
4,11.526,25.31,127.183,13.881,23.484,129.164,3.409,4.419,4.785,3.067,100.332,0.752,5.113,23.484,0,122.905,3.203,1.56,0.641,0.936,209.279,30.185,255,135,255,25.368,127.153,2412.097,207,151309,45.918,12.176,34,22,85,25.305,127.342,529.243,44,33199,6.989,5.472,4,0,38,25.213,127.553,80.553,6,5053,41.488,18.091,21,9,96,25.297,127.484,478.182,39,29996
5,20.915,28.75,126.099,20.261,26.01,129.164,5.177,6.566,7.355,3.621,66.675,0.64,7.424,26.01,5.555,48.447,3.874,2.031,0.492,0.878,180.178,23.058,171,128,255,28.689,126.074,3768.482,176,236394,51.401,11.243,54,24,85,28.842,126.205,1075.065,52,67438,5.572,3.762,4,0,29,28.871,126.228,116.533,5,7310,27.893,11.849,20,9,108,28.897,126.281,583.396,25,36596
6,11.797,35.726,127.365,14.465,33.838,129.164,4.293,4.419,4.697,3.198,59.777,0.708,5.358,35.1,4.419,55.561,3.351,1.469,0.681,0.933,171.936,28.784,167,105,255,35.756,127.435,2028.288,165,127233,52.545,16.617,34,23,95,35.795,127.488,619.854,51,38883,13.082,10.846,7,0,104,35.829,127.587,154.33,11,9681,24.47,8.151,24,8,70,35.817,127.481,288.669,23,18108
7,6.233,44.511,128.412,12.009,42.045,129.164,4.545,1.894,4.386,1.809,175.321,0.543,4.589,42.045,0,172.093,1.894,2.424,0.412,0.916,178.143,25.293,177,127,255,44.508,128.419,1110.391,176,69654,59.194,18.195,47,28,103,44.574,128.472,368.967,58,23145,6.394,5.144,2,0,32,44.668,128.528,39.854,5,2500,38.246,15.263,28,12,82,44.606,128.478,238.39,37,14954
8,13.55,48.526,126.715,16.973,47.095,129.164,3.283,6.313,5.92,2.914,80.4,0.591,6.71,47.852,6.313,70.201,3.283,2.031,0.492,0.914,166.26,28.557,157,95,253,48.542,126.603,2252.873,163,141321,45.365,11.779,47,17,93,48.514,126.705,614.705,44,38560,7.704,5.917,4,0,49,48.513,126.699,104.385,6,6548,36.611,13.603,31,11,94,48.52,126.85,496.084,33,31119
9,9.421,56.433,127.883,12.44,54.418,129.164,4.04,2.778,4.163,2.882,9.623,0.765,4.526,54.544,2.273,30.141,2.778,1.444,0.692,0.941,166.387,25.28,165,104,235,56.472,127.895,1567.61,166,98335,49.838,13.126,34,24,91,56.422,127.914,469.542,49,29454,4.272,2.892,2,0,19,56.565,127.911,40.252,4,2525,28.54,11.932,21,8,98,56.25,127.845,268.886,26,16867
10,13.375,62.748,127.848,15.07,59.973,129.164,5.429,3.03,5.561,3.062,175.932,0.74,5.675,59.973,0,159.146,3.03,1.816,0.551,0.957,186.024,34.077,255,102,255,62.674,127.914,2488.058,184,156074,58.303,20.019,41,22,109,62.929,127.918,779.796,54,48916,7.527,4.394,6,0,31,62.878,127.919,100.671,7,6315,26.219,8.782,23,11,73,62.786,127.883,350.682,24,21998
11,10.601,68.588,127.767,13.302,66.539,129.164,4.04,3.283,4.069,3.317,170.754,0.753,4.575,66.539,0,140.599,3.283,1.227,0.815,0.948,174.591,30.338,160,103,254,68.494,127.765,1850.859,172,116103,59.654,20.726,34,23,115,68.739,127.928,632.4,59,39670,6.42,4.25,4,0,28,68.72,127.832,68.054,6,4269,57.665,32.25,23,11,205,68.828,128.005,611.31,51,38347
12,32.345,73.09,123.966,27.614,70.958,129.164,4.04,11.363,11.783,3.495,98.334,0.533,11.641,71.463,0,102.529,3.823,3.371,0.297,0.938,172.775,31.247,168,91,255,73.021,124.002,5588.478,168,350561,56.238,15.604,61,23,108,73.117,124.081,1819.024,56,114106,6.496,4.963,4,0,51,73.158,124.009,210.125,5,13181,57.774,22.236,43,15,146,73.128,124.105,1868.714,55,117223
13,18.444,82.788,126.489,17.718,80.806,129.164,3.914,5.934,6.224,3.773,100.532,0.738,6.438,81.185,0,115.56,3.843,1.649,0.606,0.939,202.193,29.996,255,104,255,82.756,126.609,3729.313,199,233937,50.841,14.069,40,24,93,82.823,126.604,937.729,48,58823,5.298,3.611,4,0,22,82.823,126.654,97.722,5,6130,44.315,18.195,30,13,111,82.793,126.655,817.37,40,51273
14,16.659,93.089,126.963,15.981,91.033,129.164,4.419,4.924,5.131,4.134,68.385,0.82,5.435,91.917,4.672,59.265,4.274,1.241,0.806,0.942,185.2,31.512,255,99,255,93.132,127.08,3085.228,185,193534,58.072,16.321,75,23,105,93.276,127.006,967.412,59,60685,4.804,3.693,2,0,33,93.347,127.016,80.026,4,5020,37.785,14.467,30,10,93,93.244,126.96,629.451,36,39485
15,30.337,102.743,126.332,22.607,99.745,129.164,6.313,6.313,7.279,5.306,53.659,0.746,8.231,99.871,5.429,41.269,5.828,1.372,0.729,0.944,185.483,27.641,255,110,255,102.83,126.408,5626.945,181,352974,39.543,7.603,41,15,68,102.725,126.261,1199.6,40,75250,3.336,2.681,2,0,21,102.602,126.069,101.197,3,6348,18.669,5.351,16,6,54,102.783,126.314,566.371,18,35528
16,7.716,111.003,127.691,11.83,109.72,129.164,3.03,3.662,3.886,2.528,60.995,0.693,4.596,109.972,3.662,52.815,2.915,1.538,0.65,0.925,157.322,24.069,135,107,215,110.989,127.769,1213.852,154,76144,58.628,14.806,66,30,99,111.024,127.815,452.357,58,28376,5.085,3.595,3,0,22,111.046,127.795,39.232,4,2461,31.397,10.842,26,12,108,110.968,127.671,242.247,29,15196
