 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AF8-DAPI,StdDev+AF8-DAPI,Mode+AF8-DAPI,Min+AF8-DAPI,Max+AF8-DAPI,XM+AF8-DAPI,YM+AF8-DAPI,IntDen+AF8-DAPI,Median+AF8-DAPI,RawIntDen+AF8-DAPI,Mean+AF8-Sox2,StdDev+AF8-Sox2,Mode+AF8-Sox2,Min+AF8-Sox2,Max+AF8-Sox2,XM+AF8-Sox2,YM+AF8-Sox2,IntDen+AF8-Sox2,Median+AF8-Sox2,RawIntDen+AF8-Sox2,Mean+AF8-Klf4,StdDev+AF8-Klf4,Mode+AF8-Klf4,Min+AF8-Klf4,Max+AF8-Klf4,XM+AF8-Klf4,YM+AF8-Klf4,IntDen+AF8-Klf4,Median+AF8-Klf4,RawIntDen+AF8-Klf4,Mean+AF8-Sox9,StdDev+AF8-Sox9,Mode+AF8-Sox9,Min+AF8-Sox9,Max+AF8-Sox9,XM+AF8-Sox9,YM+AF8-Sox9,IntDen+AF8-Sox9,Median+AF8-Sox9,RawIntDen+AF8-Sox9
1,43.935,3.382,123.592,31.813,0,129.164,7.449,11.237,12.338,4.534,118.144,0.546,12.537,1.01,0.126,117.597,5.478,2.721,0.367,0.867,67.499,21.332,56,40,169,3.018,123.844,2965.555,62,186027,16.542,7.722,13,5,68,2.883,124.163,726.758,14,45589,1.194,1.569,0,0,18,2.975,123.996,52.448,1,3290,13.509,5.806,10,3,60,3.168,123.847,593.535,12,37232
2,19.417,9.894,127.293,21.036,5.05,129.164,8.207,4.419,8.015,3.085,153.368,0.551,9.15,5.05,0,152.021,3.579,2.598,0.385,0.92,108.365,26.094,103,51,213,9.78,127.433,2104.09,107,131988,25.947,6.803,20,9,47,9.764,127.381,503.8,25,31603,2.546,2.417,1,0,18,9.713,127.46,49.435,2,3101,24.722,10.717,17,7,100,9.735,127.467,480.031,23,30112
3,16.659,17.494,127.334,16.542,14.899,129.164,4.924,4.167,5.224,4.06,157.263,0.765,5.917,15.025,0,140.194,4.167,1.287,0.777,0.95,150.071,22.24,148,82,228,17.477,127.369,2500.014,148,156824,40.292,10.638,34,16,71,17.495,127.379,671.218,40,42105,2.511,2.283,1,0,14,17.399,127.415,41.831,2,2624,15.407,5.477,13,3,44,17.628,127.268,256.659,14,16100
4,14.06,21.708,126.823,14.983,19.949,129.164,3.662,5.05,5.348,3.348,102.793,0.787,5.477,19.949,0,115.974,3.319,1.597,0.626,0.938,141.695,23.802,124,94,215,21.67,126.915,1992.293,136,124975,35.702,9.186,34,14,63,21.69,126.845,501.983,36,31489,4.862,4.169,2,0,28,21.615,126.787,68.357,4,4288,20.325,7.384,18,6,59,21.68,126.77,285.784,19,17927
5,16.42,26.216,126.5,17.662,23.737,129.164,5.05,5.555,6.778,3.085,122.645,0.661,7.162,23.863,0,130.711,3.173,2.197,0.455,0.925,143.415,21.272,133,95,231,26.243,126.496,2354.835,140,147717,29.651,7.9,27,13,64,26.107,126.582,486.87,28,30541,6.351,5.146,2,0,48,25.966,126.561,104.289,5,6542,24.104,7.888,21,9,59,26.127,126.615,395.78,23,24827
6,18.381,29.919,126.854,16.886,27.272,129.164,4.924,4.924,5.898,3.968,127.311,0.81,6.431,27.398,0,133.409,4.173,1.486,0.673,0.942,140.737,18.744,133,79,202,29.864,126.837,2586.832,140,162270,36.779,9.972,34,14,62,29.803,126.984,676.016,37,42406,4.758,4.529,3,0,58,29.769,126.874,87.455,4,5486,27.29,9.266,26,10,61,29.844,127.041,501.6,26,31465
7,12.594,34.765,127.774,14.435,32.07,129.164,5.303,3.283,4.922,3.258,173.833,0.76,5.551,32.07,0,162.801,3.283,1.511,0.662,0.951,120.896,19.165,123,77,210,34.814,127.747,1522.543,119,95508,33.692,9.921,26,15,67,34.749,127.88,424.316,33,26617,4.141,3.376,2,0,19,34.848,127.899,52.145,3,3271,21.92,8.86,16,8,60,34.747,127.87,276.059,20,17317
8,3.938,38.662,128.186,7.655,37.499,129.164,2.146,2.273,2.465,2.034,124.881,0.844,2.879,37.499,0,127.875,2.146,1.212,0.825,0.952,113.777,25.966,120,65,170,38.651,128.282,448.005,115,28103,25.826,6.247,27,14,50,38.649,128.261,101.691,25,6379,6.66,8.105,3,0,56,38.496,128.314,26.224,4,1645,15.684,5.084,13,6,39,38.661,128.239,61.757,15,3874
9,9.134,41.744,127.841,11.578,39.772,129.164,3.662,2.904,3.9,2.982,159.826,0.856,4.345,39.772,0,144.462,2.904,1.308,0.765,0.97,107.168,12.493,106,70,141,41.742,127.875,978.921,108,61407,28.19,7.564,27,12,54,41.648,127.909,257.504,27,16153,3.154,3.469,0,0,28,41.523,127.901,28.806,2,1807,24.852,11.021,18,8,59,41.575,127.881,227.007,22,14240
10,19.257,50.656,126.781,18.21,48.105,129.164,4.798,5.808,5.728,4.281,103.008,0.73,6.39,48.231,0,119.604,4.543,1.338,0.747,0.914,138.338,21.306,134,76,228,50.675,126.821,2664.021,137,167112,30.262,7.53,27,13,57,50.7,126.887,582.759,30,36556,1.864,1.838,0,0,11,50.522,126.882,35.9,1,2252,58.943,21.054,60,14,158,50.701,126.931,1135.085,60,71203
