 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,10.649,3.319,127.725,13.185,1.136,129.167,4.167,3.535,3.944,3.438,151.68,0.77,4.561,9,1,131.634,3.535,1.147,0.872,0.942,136.205,37.392,97,59,255,3.258,127.796,1450.502,130,90985,48.548,26.23,34,5,130,3.242,127.971,517.006,43,32430,6.067,6.45,1,0,55,3.245,127.911,64.614,4,4053,35.127,17.218,30,11,130,3.223,127.73,374.084,31,23465
2,2.248,9.652,128.69,6.153,8.46,129.167,2.399,1.01,2.576,1.111,0.404,0.746,2.481,67,0,165.256,1.01,2.319,0.431,0.976,103.809,33.295,128,35,162,9.541,128.743,233.346,117,14637,20.61,11.153,16,5,53,9.467,128.791,46.328,17,2906,3.227,3.161,1,0,18,9.512,128.765,7.254,3,455,52.95,16.847,46,24,100,9.621,128.72,119.025,50,7466
3,14.141,16.494,127.464,15.31,14.268,129.167,4.672,4.167,4.287,4.2,24.39,0.758,5.109,113,0,129.987,4.167,1.021,0.98,0.942,149.671,21.871,146,89,215,16.501,127.469,2116.456,149,132758,43.097,18.082,54,9,91,16.563,127.612,609.423,45,38227,14.99,10.002,6,0,58,16.608,127.675,211.968,14,13296,71.55,26.297,79,21,162,16.628,127.608,1011.772,71,63465
4,14.396,24.034,126.66,16.425,22.096,129.167,3.914,5.429,6.07,3.02,111.755,0.671,6.192,175,2,129.207,3.331,2.01,0.498,0.898,145.731,45.09,117,68,255,24.187,126.702,2097.915,130,131595,53.931,21.681,54,9,101,24.061,126.81,776.386,55,48700,34.61,19.342,14,1,96,24.074,126.839,498.242,33,31253,62.135,24.46,50,17,184,24.059,126.724,894.486,60,56108
5,7.142,32.428,127.669,10.555,30.808,129.167,2.904,3.409,3.613,2.517,117.784,0.806,3.965,244,2,127.235,2.766,1.435,0.697,0.928,127.567,33.432,97,70,254,32.502,127.693,911.097,119,57150,67.828,28.128,95,11,119,32.445,127.862,484.436,76,30387,19.219,12.487,11,0,64,32.463,127.97,137.262,18,8610,63.9,19.963,64,22,118,32.429,127.78,456.378,65,28627
6,23.483,36.657,125.631,20.606,34.217,129.167,4.672,7.576,7.967,3.753,109.869,0.695,8.069,279,0,110.136,3.913,2.123,0.471,0.93,131.874,36.716,112,46,255,36.731,125.754,3096.774,124,194250,60.097,24.297,75,10,117,36.739,125.794,1411.252,65,88523,12.36,8.608,8,0,64,36.697,125.909,290.244,11,18206,36.13,15.975,25,10,128,36.688,125.72,848.429,32,53219
7,4.416,40.012,128.151,8.117,38.763,129.167,2.399,2.399,2.415,2.328,115.668,0.842,2.803,308,1,125.838,2.399,1.038,0.964,0.942,122.408,18.644,121,77,174,40.006,128.189,540.553,121,33907,60.3,25.858,68,7,126,40.025,128.317,266.283,67,16703,40.693,24.935,55,0,109,40.041,128.395,179.701,40,11272,32.975,11.68,32,8,66,40.026,128.106,145.616,32,9134
8,23.977,43.717,125.77,21.093,41.288,129.167,4.672,7.576,8.026,3.804,108.654,0.677,8.527,332,0,117.324,4.177,2.11,0.474,0.931,140.536,34.679,143,35,231,43.758,125.866,3369.641,142,211366,78.112,35.397,96,6,169,43.9,125.817,1872.891,84,117480,5.074,4.795,2,0,46,43.837,125.565,121.671,4,7632,29.781,14.303,19,6,104,43.91,125.681,714.068,27,44791
9,30.402,52.885,125.806,22.83,50.252,129.167,5.05,7.955,8.158,4.745,97.073,0.733,8.512,400,0,110.854,5.05,1.719,0.582,0.959,132.568,28.051,119,41,238,52.823,125.842,4030.302,131,252807,72.404,29.906,96,9,143,52.845,126.043,2201.221,78,138075,5.687,4.915,1,0,32,52.899,125.843,172.909,5,10846,37.707,14.803,37,11,118,52.875,125.903,1146.357,37,71907
10,20.741,61.195,126.389,19.455,58.712,129.167,4.419,6.566,6.946,3.802,103.512,0.689,7.346,465,0,118.768,4.241,1.827,0.547,0.931,160.526,45.837,132,56,255,60.97,126.614,3329.435,156,208844,70.812,26.324,81,15,145,61.258,126.614,1468.708,73,92127,6.048,5.121,3,0,34,61.275,126.542,125.449,5,7869,50.198,20.231,34,11,114,61.356,126.487,1041.154,49,65308
11,6.202,66.423,127.893,9.915,64.899,129.167,2.778,3.03,3.361,2.35,126.117,0.793,3.865,514,0,128.367,2.595,1.43,0.699,0.941,137.753,40.013,185,65,239,66.277,127.922,854.279,135,53586,58.774,28.091,22,11,132,66.472,128.09,364.487,57,22863,24.63,17.531,10,1,87,66.47,128.19,152.742,20,9581,27.835,12.179,21,9,75,66.388,128.031,172.622,24,10828
12,10.904,70.418,127.426,13.05,68.561,129.167,3.409,3.914,4.266,3.254,113.316,0.805,4.739,543,0,131.76,3.392,1.311,0.763,0.955,122.297,39.236,108,50,255,70.483,127.537,1333.582,113,83651,69.007,40.749,20,6,185,70.44,127.711,752.488,67,47201,5.493,5.331,2,0,35,70.316,127.773,59.895,4,3757,29.82,13.319,20,8,101,70.496,127.535,325.173,27,20397
13,6.744,75.322,128.288,10.925,73.358,129.167,4.167,2.146,4.049,2.121,6.175,0.71,4.235,581,0,169.695,2.146,1.909,0.524,0.955,112.957,40.992,81,31,225,75.162,128.346,761.735,108,47781,24.449,15.78,8,4,76,75.27,128.503,164.874,20,10342,4.489,4.217,3,0,25,75.242,128.545,30.274,3,1899,59.522,24.394,39,19,139,75.29,128.383,401.393,55,25178
14,23.228,81.054,125.744,20.809,78.788,129.167,4.419,7.576,8.034,3.681,104.071,0.674,8.159,624,0,111.801,3.705,2.183,0.458,0.938,127.384,39.744,109,59,255,80.937,125.957,2958.858,116,185599,58.149,28.321,89,4,125,81.239,125.979,1350.672,61,84723,9.058,7.7,1,0,47,81.324,126.093,210.405,7,13198,27.579,13.944,19,7,110,81.035,125.874,640.59,24,40182
15,27.644,85.84,125.68,21.985,83.207,129.167,5.429,7.071,8.068,4.363,112.814,0.719,8.41,659,0,125.838,4.436,1.849,0.541,0.942,146.911,45.102,98,44,255,85.721,125.863,4061.167,149,254743,57.775,27.65,82,7,144,85.974,125.767,1597.123,61,100182,6.353,6.048,2,0,51,85.966,125.715,175.619,5,11016,23.671,9.442,15,8,74,85.92,125.818,654.364,22,41046
16,7.844,89.428,127.812,10.999,87.879,129.167,3.157,3.157,3.295,3.03,105.774,0.815,3.788,696,0,126.87,3.157,1.087,0.92,0.953,126.888,37.095,111,61,254,89.355,127.954,995.256,119,62429,53.256,26.622,20,11,110,89.585,128.039,417.718,50,26202,6.435,5.879,2,0,27,89.641,128.113,50.473,4,3166,43.553,17.172,37,12,98,89.548,127.988,341.61,40,21428
17,29.541,101.893,124.983,25.169,98.737,129.167,6.187,8.838,10.298,3.653,117.548,0.586,10.439,782,0,122.152,3.892,2.819,0.355,0.906,114.099,27.366,107,27,225,101.826,125.025,3370.582,112,211425,67.849,29.697,89,6,133,101.792,125.305,2004.334,74,125725,7.976,7.459,2,0,50,101.721,125.554,235.626,6,14780,32.862,13.763,29,9,107,101.87,125.165,970.785,30,60894
18,3.587,114.568,128.579,8.129,113.005,129.167,3.157,1.389,3.263,1.399,0.312,0.682,3.278,895,7,15.642,1.389,2.332,0.429,0.949,133.253,24.617,126,48,203,114.572,128.613,477.979,133,29982,52.382,30.346,28,9,119,114.729,128.753,187.895,47,11786,4.52,4.288,2,0,25,114.613,128.742,16.213,3,1017,52.244,28.2,54,12,165,114.65,128.736,187.401,49,11755
19,11.813,122.296,126.113,15.488,120.707,129.167,3.535,5.429,5.994,2.509,117.45,0.619,6.165,956,1,124.992,3.117,2.389,0.419,0.866,136.965,39.808,148,59,255,122.15,126.168,1617.991,130,101491,52.185,25.285,61,6,119,122.231,126.354,616.469,53,38669,29.754,20.459,6,0,110,122.26,126.31,351.494,27,22048,25.785,11.68,21,8,104,122.242,126.214,304.608,24,19107
20,5.851,124.414,128.3,9.915,122.601,129.167,3.662,2.146,3.511,2.122,1.477,0.748,3.739,971,0,168.311,2.146,1.655,0.604,0.95,126.422,26.673,122,60,221,124.33,128.282,739.671,125,46397,46.153,23.932,20,8,105,124.322,128.468,270.029,41,16938,8.534,6.497,2,0,36,124.127,128.383,49.931,7,3132,33.869,14.271,26,15,102,124.545,128.337,198.162,30,12430
