 ,Area,X,Y,Perim,BX,BY,Width,Height,Major,Minor,Angle,Circ,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,33.319,5.377,126.904,23.187,0.884,129.167,8.207,5.051,8.724,4.863,164.433,0.779,9.105,1.136,0,146.31,5.051,1.794,0.557,0.971,133.397,38.025,133,45,255,5.568,126.847,4444.672,134,278799,26.741,16.947,13,3,100,5.518,127.053,890.994,23,55889,7.882,7.289,1,0,64,5.646,127.022,262.616,6,16473,26.631,13.837,19,5,102,5.426,127.049,887.312,23,55658
2,28.632,18.081,126.7,20.292,14.773,129.167,6.818,5.177,6.948,5.247,165.692,0.874,7.316,14.773,1.01,158.749,5.177,1.324,0.755,0.967,79.302,19.582,77,36,144,18.053,126.54,2270.585,78,142426,9.748,4.191,6,1,25,18.132,126.72,279.116,9,17508,2.856,2.433,1,0,14,18.187,126.608,81.768,2,5129,17.278,8.389,16,5,95,18.062,126.582,494.703,16,31031
3,4.464,30.358,128.614,10.045,28.157,129.167,4.167,1.263,4.44,1.28,178.335,0.556,4.319,28.157,0,164.745,1.263,3.469,0.288,0.941,69.214,16.404,56,41,121,30.496,128.659,308.96,67,19380,7.875,4.302,6,2,39,30.488,128.674,35.153,7,2205,3.032,2.483,1,0,12,30.605,128.684,13.535,2,849,28.607,16.406,17,9,115,30.323,128.681,127.697,25,8010
4,33.255,38.805,125.811,24.098,35.101,129.167,6.566,7.576,8.804,4.809,122.064,0.72,9.328,35.48,0,129.508,5.088,1.831,0.546,0.936,197.002,36.411,255,76,255,38.816,125.787,6551.404,197,410947,57.624,28.897,48,8,132,38.91,125.892,1916.302,56,120203,22.094,15.674,4,0,84,39.003,125.871,734.761,19,46089,56.839,25.212,36,10,159,38.764,125.836,1890.22,54,118567
5,21.315,44.246,126.78,18.833,41.919,129.167,5.303,5.556,6.131,4.426,60.346,0.755,6.966,42.172,4.798,43.531,4.645,1.385,0.722,0.949,218.524,38.617,255,93,255,44.338,126.87,4657.772,230,292166,64.911,38.62,27,7,171,44.337,127.186,1383.561,57,86786,23.23,20.031,4,0,95,44.331,127.274,495.149,17,31059,34.26,21.585,17,7,151,44.299,127.081,730.233,27,45805
6,45.595,49.301,124.669,26.98,45.96,129.167,6.566,9.091,9.605,6.044,78.065,0.787,9.567,47.475,8.838,67.496,6.116,1.589,0.629,0.947,214.773,41.731,255,73,255,49.208,124.865,9792.535,228,614252,40.48,16.819,27,7,93,49.282,124.926,1845.678,39,115773,10.463,7.926,2,0,51,49.494,125.254,477.071,9,29925,39.127,17.882,29,10,130,49.28,124.773,1783.965,34,111902
7,2.088,66.436,128.769,6.436,65.025,129.167,2.778,0.884,2.783,0.955,179.215,0.634,2.803,65.025,0,172.235,0.884,2.913,0.343,0.96,122.191,48.77,77,55,238,66.456,128.839,255.187,110,16007,42.145,9.065,41,23,74,66.472,128.795,88.017,41,5521,3.244,2.987,1,0,20,66.724,128.788,6.775,3,425,58.115,17.472,41,29,102,66.285,128.786,121.368,57,7613
8,6.632,71.292,128.145,10.02,69.444,129.167,3.662,2.273,3.668,2.302,9.485,0.83,3.834,69.444,1.136,17.241,2.273,1.593,0.628,0.96,65.899,12.356,61,42,118,71.208,128.067,437.04,63,27414,61.185,15.168,61,20,111,71.219,128.043,405.777,61,25453,12.397,7.69,7,0,48,71.282,127.985,82.214,11,5157,52.224,18.984,48,22,144,71.189,128.077,346.345,49,21725
9,5.149,76.814,128.585,10.759,74.369,129.167,4.672,1.263,4.741,1.383,178.743,0.559,4.714,74.369,0,172.304,1.263,3.428,0.292,0.97,181.879,61.538,255,49,255,76.67,128.645,936.557,194,58747,28.938,20.457,12,6,131,76.564,128.752,149.012,21,9347,6.731,6.903,2,0,30,76.672,128.783,34.658,4,2174,25.065,15.584,17,11,139,76.919,128.531,129.068,21,8096
10,13.041,89.354,127.837,14.522,86.742,129.167,5.177,3.03,5.408,3.07,175.998,0.777,5.431,86.742,0.126,162.408,3.03,1.762,0.568,0.962,188.454,42.922,255,95,255,89.415,127.884,2457.571,185,154155,54.505,30.12,20,7,133,89.376,128.005,710.783,52,44585,22.874,16.28,1,0,89,89.335,127.967,298.295,20,18711,53.351,29.935,25,12,157,89.32,128.005,695.734,47,43641
