 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,7.778,10.915,127.02,11.355,9.848,129.028,2.273,4.293,4.609,2.149,79.706,0.758,4.642,41,17,67.62,2.25,2.145,0.466,0.928,31.893,14.595,21,13,98,10.988,127.403,248.076,27,3891,23.123,12.475,14,9,72,11.036,127.405,179.856,20,2821,2.574,5.887,0,0,62,11.153,127.238,20.019,2,314,25.893,15.349,18,9,110,10.91,126.958,201.406,22,3159
2,7.204,14.432,128.063,10.702,12.373,129.028,4.04,2.273,3.923,2.338,176.758,0.79,4.11,49,0,169.38,2.273,1.678,0.596,0.942,80.212,19.233,75,45,145,14.432,128.146,577.887,76,9064,76.487,35.315,47,24,172,14.268,128.161,551.045,69,8643,3.973,6.407,1,0,47,14.421,128.047,28.627,2,449,11.912,7.153,7,3,43,14.233,128.211,85.816,10,1346
3,17.15,21.812,125.663,18.818,20.2,129.028,3.535,6.818,7.186,3.039,77.006,0.609,7.461,81,27,66.038,3.367,2.365,0.423,0.883,104.312,32.152,84,39,227,21.879,125.882,1789,99,28060,104.58,49.136,43,19,241,21.914,125.843,1793.591,107,28132,6.193,7.579,2,0,67,22.044,125.894,106.218,4,1666,36.416,20.384,23,7,121,21.942,125.77,624.556,31,9796
4,15.875,25.532,126.105,19.889,23.483,129.028,4.798,7.07,8.027,2.518,62.877,0.504,8.405,94,28,57.265,3.334,3.188,0.314,0.831,83.924,23.058,77,50,194,25.657,126.321,1332.314,78,20897,92.51,40.986,136,13,178,25.463,126.162,1468.625,95,23035,14.964,12.594,5,0,71,25.426,126.044,237.556,12,3726,25.944,20.838,16,5,222,25.336,125.833,411.865,21,6460
5,1.849,38.106,128.562,5.173,37.118,129.028,2.02,1.01,2.171,1.084,2.264,0.868,2.157,147,0,159.444,1.01,2.003,0.499,0.951,96.034,23.269,76,58,141,38.063,128.564,177.561,94,2785,61.276,33.296,19,16,124,38.098,128.694,113.295,59,1777,3.241,3.952,1,0,21,37.926,128.565,5.993,2,94,34.724,17.333,34,15,70,38.06,128.665,64.203,34,1007
6,7.204,46.53,128.01,10.493,44.693,129.028,3.788,2.273,3.926,2.337,4.803,0.822,4.18,177,7,25.017,2.273,1.68,0.595,0.938,98.372,27.061,71,55,192,46.617,127.972,708.714,93,11116,94.593,45.052,71,20,176,46.491,128.114,681.491,95,10689,3.177,2.962,3,0,15,46.42,128.111,22.888,3,359,21.991,14.421,11,4,66,46.424,128.086,158.434,18,2485
7,4.272,57.915,128.238,7.759,56.56,129.028,2.778,1.768,2.924,1.86,2.7,0.892,3.051,224,5,24.444,1.768,1.572,0.636,0.957,110.388,30.428,92,59,202,57.896,128.276,471.541,100,7396,48.97,23.728,26,18,125,58.081,128.355,209.184,42,3281,7.716,4.68,5,2,21,57.993,128.249,32.962,7,517,26.657,19.985,13,7,128,57.992,128.157,113.869,21,1786
8,6.822,61.493,127.672,10.616,59.843,129.028,3.535,3.03,4.201,2.068,41.112,0.761,4.496,237,11,38.157,2.5,2.032,0.492,0.877,85.131,19.707,75,49,193,61.531,127.732,580.756,83,9109,51.72,27.368,30,14,138,61.59,127.875,352.827,43,5534,8.607,7.217,4,0,52,61.447,127.67,58.72,7,921,19.196,16.267,9,6,117,61.458,127.877,130.955,15,2054
9,10.839,71.869,127.905,14.951,69.69,129.028,5.555,3.03,5.577,2.474,15.665,0.609,6.102,276,10,24.444,3.03,2.254,0.444,0.897,79.035,17.736,67,48,144,71.845,127.91,856.629,75,13436,55.929,26.624,39,16,126,71.853,128.084,606.194,51,9508,70.824,50.394,14,3,216,71.884,128.155,767.625,65,12040,19.759,10.763,14,4,63,71.816,127.927,214.157,17,3359
10,29.902,90.13,126.146,21.971,87.365,129.028,6.06,6.818,7.209,5.281,64.118,0.778,8.131,350,27,53.842,5.94,1.365,0.733,0.918,96.981,27.419,91,43,231,90.146,126.163,2899.889,92,45484,69.563,27.21,79,14,139,90.177,126.346,2080.048,75,32625,53.051,34.779,47,0,181,90.17,126.474,1586.319,52,24881,14.733,9.679,11,3,75,90.11,126.218,440.556,11,6910
