 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,7.445,1.472,127.808,10.851,0,129.167,2.904,3.283,3.313,2.861,118.682,0.795,3.922,0,0,123.179,2.904,1.158,0.863,0.945,119.413,43.833,102,48,248,1.399,127.69,889.033,109,55766,210.017,56.324,255,47,255,1.322,127.875,1563.58,238,98078,22.593,13.824,15,1,74,1.214,127.957,168.206,20,10551,69.101,29.944,69,26,209,1.285,127.969,514.455,64,32270
2,1.371,5.507,128.833,5.068,4.419,129.167,2.146,0.758,2.19,0.797,179.122,0.671,2.18,35,0,169.992,0.758,2.748,0.364,0.95,68.058,28.033,89,27,144,5.496,128.889,93.31,64,5853,23.756,8.289,16,13,55,5.549,128.881,32.57,22,2043,1.919,1.989,0,0,11,5.53,128.862,2.63,1,165,27.198,5.167,29,18,42,5.476,128.853,37.289,27,2339
3,1.004,9.729,128.821,3.954,8.965,129.167,1.515,0.758,1.558,0.821,178.781,0.807,1.562,71,0,165.964,0.758,1.899,0.527,0.947,87.143,38.806,69,29,220,9.772,128.883,87.523,78,5490,47.746,12.789,34,26,78,9.787,128.857,47.954,46,3008,4.302,2.698,5,0,15,9.758,128.821,4.32,4,271,42.222,8.977,36,27,75,9.688,128.844,42.406,41,2660
4,8.784,12.045,127.422,11.652,10.606,129.167,2.778,3.662,3.952,2.83,83.209,0.813,4.244,89,29,59.621,2.778,1.396,0.716,0.959,87.574,25.143,77,24,178,12.08,127.46,769.259,86,48253,88.535,45.674,68,11,213,12.133,127.746,777.709,85,48783,16.183,12.292,3,0,63,12.14,127.718,142.157,13,8917,37.691,14.235,34,15,98,12.132,127.432,331.088,34,20768
5,10.331,22.358,127.956,13.69,19.823,129.167,4.798,3.03,4.537,2.899,169.607,0.693,4.903,157,0,145.491,3.03,1.565,0.639,0.924,105.796,30.509,79,43,204,22.401,127.96,1092.934,101,68556,140.452,73.412,255,20,255,22.36,128.212,1450.948,141,91013,33.045,25.633,8,0,103,22.399,128.224,341.371,28,21413,48.537,24.211,26,19,170,22.614,128.025,501.414,43,31452
6,3.109,30.202,128.6,7.372,28.662,129.167,2.904,1.263,2.939,1.347,177.265,0.719,3.001,227,0,165.379,1.263,2.182,0.458,0.958,54.123,16.132,40,24,124,30.225,128.63,168.254,53,10554,35.892,12.958,27,16,76,30.141,128.673,111.58,34,6999,10.692,15.659,6,0,106,30.425,128.747,33.24,6,2085,59.446,22.459,40,24,140,30.172,128.54,184.802,53,11592
7,22.765,34.565,126.809,20.23,31.944,129.167,5.934,5.303,5.72,5.067,57.407,0.699,7.004,254,31,33.977,5.281,1.129,0.886,0.909,142.686,45.425,113,58,255,34.46,126.865,3248.305,133,203755,157.974,59.79,211,24,255,34.652,127.057,3596.355,168,225587,18.738,11.819,8,0,77,34.702,127.137,426.582,17,26758,54.635,21.842,37,20,165,34.691,126.995,1243.795,51,78019
8,8.146,45.617,128.178,12.428,43.182,129.167,4.798,2.525,4.242,2.445,175.634,0.663,4.839,342,5,7.496,2.525,1.735,0.576,0.927,78.843,25,69,25,215,45.753,128.239,642.296,76,40289,129.937,71.453,255,36,255,45.693,128.358,1058.531,102,66398,15.99,10.611,6,0,66,45.827,128.258,130.264,13,8171,50.309,17.116,37,20,118,45.673,128.211,409.842,46,25708
9,5.915,50.826,128.181,9.632,49.116,129.167,3.283,2.273,3.202,2.352,172.977,0.801,3.369,389,6,12.995,2.273,1.361,0.735,0.955,45.482,13.6,53,17,93,50.731,128.213,269.009,45,16874,40.466,10.131,41,20,110,50.827,128.238,239.34,40,15013,7.523,5.483,5,0,44,50.563,128.221,44.495,6,2791,42.199,17.958,36,20,155,50.91,128.185,249.591,37,15656
10,5.245,54.558,128.133,8.8,53.157,129.167,2.904,2.273,2.889,2.312,22.846,0.851,3.118,421,11,21.371,2.273,1.25,0.8,0.944,53.131,14.051,49,22,99,54.525,128.142,278.67,52,17480,57.128,17.12,47,26,108,54.686,128.234,299.634,54,18795,8.012,8.236,5,0,75,54.877,128.155,42.024,6,2636,59.957,33.18,46,24,240,54.757,128.221,314.476,51,19726
11,36.906,61.732,125.276,24.781,58.46,129.167,6.439,7.955,8.693,5.406,63.59,0.755,9.316,474,62,57.171,5.688,1.608,0.622,0.952,103.922,31.347,105,26,237,61.755,125.482,3835.361,100,240579,148.795,60.388,183,25,255,61.948,125.565,5491.454,160,344460,13.188,9.088,7,0,64,61.825,125.391,486.732,11,30531,58.091,27.136,41,16,209,61.822,125.374,2143.908,52,134480
12,21.777,68.09,126.715,19.011,65.783,129.167,5.177,5.682,6.34,4.373,57.782,0.757,6.889,525,41,48.715,4.777,1.45,0.69,0.945,115.791,37.61,100,29,255,68.008,126.518,2521.595,109,158171,135.957,52.871,144,27,243,68.164,127.052,2960.74,140,185717,25.649,18.135,6,0,112,68.138,127.242,558.567,21,35037,50.977,26.28,27,13,193,68.198,127.134,1110.12,44,69634
13,8.928,73.651,127.885,11.683,71.717,129.167,3.788,2.904,3.799,2.992,172.83,0.822,4.027,569,0,138.814,2.904,1.27,0.788,0.953,109.605,28.723,106,42,184,73.541,127.905,978.517,108,61379,134.675,35.051,146,55,237,73.678,127.968,1202.33,137,75418,10.346,6.833,6,0,46,73.663,127.878,92.369,9,5794,55.389,12.018,52,28,97,73.669,127.891,494.495,54,31018
14,10.458,85.603,127.94,13.155,83.333,129.167,4.672,2.904,4.621,2.881,3.46,0.759,4.755,660,4,169.287,2.904,1.604,0.624,0.948,85.46,26.942,74,26,169,85.771,128.014,893.752,83,56062,127.793,63.264,41,26,255,85.766,128.105,1336.467,129,83832,13.915,9.926,10,0,69,85.736,128.123,145.52,11,9128,64.434,29.878,50,27,170,85.67,128.03,673.861,53,42269
15,27.899,98.328,126.503,21.105,95.581,129.167,5.556,5.934,6.27,5.666,79.144,0.787,7.163,764,43,49.289,5.556,1.107,0.904,0.96,73.339,24.162,58,18,187,98.282,126.566,2046.087,70,128344,135.121,83.392,255,18,255,98.228,126.95,3769.711,125,236461,45.939,38.378,8,0,169,98.232,127.14,1281.658,34,80394,54.011,31.271,34,14,241,98.287,126.864,1506.842,44,94519
16,16.213,106.664,127.716,17.287,103.788,129.167,6.313,3.535,5.866,3.519,9.26,0.682,6.375,822,7,7.97,3.535,1.667,0.6,0.945,77.908,26.65,60,17,175,106.639,127.625,1263.133,74,79232,122.841,69.157,31,19,255,106.816,127.996,1991.644,126,124929,56.754,45.87,5,0,194,106.861,128.092,920.168,46,57719,55.59,35.656,35,19,255,106.624,127.966,901.293,44,56535
17,16.325,117.817,127.561,17.078,115.278,129.167,5.934,3.788,5.775,3.599,17.755,0.703,6.479,917,28,33.071,3.788,1.605,0.623,0.937,70.514,21.686,62,17,166,117.773,127.597,1151.123,67,72206,111.988,66.393,33,16,255,117.757,127.846,1828.189,105,114676,77.052,59.613,10,1,245,117.701,127.936,1257.856,64,78901,44.389,21.03,42,18,253,117.798,127.459,724.637,40,45454
18,2.391,127.418,128.771,7.624,125.631,129.167,3.283,1.01,3.213,0.948,175.905,0.517,3.305,995,0,173.418,1.01,3.391,0.295,0.906,75.767,23.402,69,32,157,127.401,128.805,181.183,74,11365,74.027,33.262,50,30,170,127.385,128.84,177.022,68,11104,11.453,6.227,9,1,37,127.313,128.85,27.389,11,1718,41.96,14.072,35,22,91,127.477,128.788,100.34,39,6294
19,28.919,124.627,125.328,22.391,121.97,128.788,5.429,7.576,7.245,5.082,89.813,0.725,7.719,975,4,105.173,5.325,1.426,0.701,0.924,74.203,23.144,62,25,181,124.618,125.281,2145.885,71,134604,123.104,69.355,255,13,255,124.616,125.466,3560.071,114,223311,65.368,51.573,15,1,207,124.58,125.535,1890.395,50,118578,57.003,27.921,40,13,228,124.547,125.313,1648.488,52,103404
20,25.842,17.025,125.54,20.149,13.889,128.661,6.061,6.313,6.358,5.175,133.01,0.8,6.562,125,4,120.018,5.186,1.229,0.814,0.932,94.23,33.088,94,30,248,17.024,125.601,2435.125,89,152747,146.321,73.094,255,12,255,17.082,125.863,3781.269,155,237186,14.148,10.566,4,0,64,17.038,125.823,365.619,12,22934,49.114,24.711,31,12,185,16.996,125.688,1269.207,43,79613
21,13.886,89.219,126.142,16.029,86.616,128.661,5.177,4.798,6.067,2.914,41.391,0.679,6.036,687,37,37.349,3.234,2.082,0.48,0.878,106.284,30.568,88,36,233,89.28,126.097,1475.818,104,92573,136.034,45.826,143,37,237,89.388,126.362,1888.929,141,118486,16.97,11.553,8,0,74,89.41,126.475,235.642,15,14781,46.387,13.478,37,18,97,89.12,126.135,644.113,45,40403
22,15.719,8.327,125.306,16.381,6.818,128.409,3.157,6.313,6.336,3.159,85.382,0.736,6.464,58,56,77.593,3.157,2.006,0.499,0.942,84.55,35.901,56,26,251,8.204,124.982,1329.038,78,83366,97.308,48.463,40,21,250,8.225,125.118,1529.591,91,95946,15.892,11.982,7,0,64,8.308,125.2,249.814,12,15670,39.333,17.024,29,14,142,8.384,125.277,618.271,34,38782
23,14.747,39.711,126.194,14.78,37.5,128.409,4.545,4.545,4.9,3.832,134.011,0.848,5.109,301,7,129.987,3.977,1.279,0.782,0.944,165.949,42.867,149,64,255,39.619,126.148,2447.177,166,153503,78.87,12.411,68,47,121,39.665,126.284,1163.064,78,72955,7.749,4.94,6,0,28,39.607,126.377,114.274,7,7168,36.417,8.924,32,17,94,39.712,126.275,537.029,35,33686
24,20.215,27.444,124.991,19.386,25.379,128.283,4.419,6.944,6.733,3.823,92.716,0.676,7.058,206,62,79.695,4.295,1.761,0.568,0.878,99.318,37.553,87,21,231,27.463,124.751,2007.682,96,125935,171.332,77.551,255,26,255,27.379,124.886,3463.429,195,217249,14.824,10.815,4,0,65,27.429,125.046,299.666,13,18797,69.285,34.853,40,22,248,27.294,124.869,1400.587,62,87854
25,26.113,80.424,125.162,20.771,77.525,128.156,6.566,5.808,6.132,5.422,20.545,0.761,6.738,614,42,12.995,5.657,1.131,0.884,0.92,86.785,27.83,92,24,204,80.377,125.23,2266.249,84,142154,122.813,50.744,144,30,251,80.383,125.383,3207.063,127,201168,15.412,10.63,9,0,118,80.662,125.41,402.461,13,25245,57.615,23.007,49,20,219,80.481,125.333,1504.514,53,94373
26,31.263,110.834,124.014,22.465,107.702,127.904,6.061,7.449,7.991,4.981,63.219,0.778,8.042,867,69,67.865,5.351,1.604,0.623,0.928,84.058,34.014,78,20,238,110.754,123.972,2627.882,77,164838,108.284,63.083,34,12,255,110.633,124.03,3385.249,103,212345,91.65,70.693,16,0,255,110.636,124.078,2865.23,77,179726,46.259,26.957,31,12,255,110.668,123.971,1446.182,38,90714
