 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,13.025,2.917,127.817,14.448,0.379,129.167,5.303,3.03,5.355,3.097,7.888,0.784,5.675,3,16,20.854,3.03,1.729,0.578,0.963,130.504,32.414,117,59,255,2.888,127.784,1699.79,127,106622,161.865,72.77,255,32,255,2.973,128.038,2108.262,177,132244,12.487,9.998,5,0,58,3.049,128.119,162.642,10,10202,46.849,20.476,31,15,143,3.053,128,610.204,41,38276
2,19.561,8.31,126.976,18.254,5.934,129.167,5.303,5.303,5.756,4.327,55.576,0.738,6.567,57,41,52.028,4.825,1.33,0.752,0.937,172.532,36.031,189,62,255,8.288,127.013,3374.918,173,211697,163.327,70.065,255,25,255,8.387,127.198,3194.851,178,200402,10.833,9.256,2,0,82,8.581,127.389,211.904,8,13292,31.703,13.068,26,10,92,8.373,127,620.136,28,38899
3,13.184,16.077,127.821,15.741,13.005,129.167,5.556,3.409,5.202,3.227,167.513,0.669,5.793,103,0,163.54,3.409,1.612,0.62,0.932,138.716,43.628,126,45,255,15.935,127.768,1828.859,131,114718,135.89,76.054,255,20,255,15.996,128.122,1791.602,134,112381,28.039,27.204,5,0,156,16.189,128.223,369.668,19,23188,53.516,33.692,29,14,234,16.202,128.016,705.57,43,44258
4,1.307,21.927,128.888,5.543,20.707,129.167,2.399,0.631,2.547,0.653,179.64,0.535,2.452,164,0,168.111,0.631,3.898,0.257,0.937,98.488,43.559,58,40,212,21.961,128.93,128.749,91,8076,33.622,10.334,32,18,61,21.89,128.914,43.953,31,2757,2.585,2.096,1,0,9,22.084,128.908,3.38,2,212,33.037,9.734,27,19,64,22.025,128.899,43.187,32,2709
5,6.935,27.481,128.396,11.861,25,129.167,4.924,1.894,4.691,1.882,179.351,0.619,4.982,198,6,8.746,1.894,2.493,0.401,0.946,161.478,41.995,137,55,255,27.501,128.446,1119.829,161,70243,105.301,65.345,34,21,255,27.598,128.564,730.249,82,45806,5.264,5.5,1,0,31,27.648,128.481,36.508,4,2290,54.453,18.991,48,22,187,27.55,128.424,377.623,50,23687
6,4.767,38.15,128.625,11.282,35.859,129.167,4.924,1.389,4.698,1.292,2.56,0.471,4.95,284,4,5.856,1.389,3.637,0.275,0.899,127.689,32.743,123,55,232,38.234,128.651,608.658,124,38179,96.763,55.854,51,26,253,38.166,128.758,461.24,75,28932,5.1,3.922,3,0,28,38.065,128.731,24.312,4,1525,41.679,13.053,32,20,86,37.961,128.67,198.672,40,12462
7,5.787,48.828,128.538,11.757,46.212,129.167,5.177,1.515,4.778,1.542,0.043,0.526,5.191,366,0,175.815,1.515,3.098,0.323,0.921,117.84,33.675,118,45,250,48.863,128.526,681.944,113,42776,86.54,47.198,30,21,203,49.123,128.646,500.809,75,31414,6.989,4.972,3,0,31,49.194,128.628,40.445,6,2537,60.788,24.026,40,23,142,49.093,128.602,351.781,55,22066
8,16.054,52.886,127.182,18.289,50.252,129.167,6.566,4.798,7.011,2.915,36.364,0.603,7.829,401,38,37.794,3.144,2.405,0.416,0.922,84.978,28.917,67,24,200,53.032,127.266,1364.223,82,85573,39.414,16.167,20,9,82,53.226,127.483,632.746,38,39690,19.559,14.799,9,0,94,53.521,127.747,313.998,17,19696,35.449,23.009,24,16,255,52.767,127.018,569.089,30,35697
9,4.4,60.413,128.593,10.346,58.333,129.167,4.419,1.641,3.89,1.44,3.063,0.517,4.435,462,0,175.101,1.641,2.701,0.37,0.903,115.304,28.754,106,41,234,60.484,128.633,507.345,114,31824,90.736,40.306,47,32,222,60.653,128.698,399.241,81,25043,6.149,3.807,5,0,21,60.33,128.674,27.054,5,1697,47.993,14.166,41,22,100,60.577,128.602,211.171,45,13246
10,36.38,65.269,126.156,25.156,61.49,129.167,8.333,6.692,9.076,5.104,38.133,0.722,9.84,487,43,33.486,5.524,1.778,0.562,0.937,179.303,44.839,255,66,255,65.406,126.262,6523.058,177,409169,150.438,68.818,255,21,255,65.307,126.396,5472.945,149,343299,11.111,9.022,5,0,56,65.172,126.394,404.231,9,25356,39.926,13.176,30,14,105,65.228,126.24,1452.495,38,91110
11,56.18,76.403,124.88,42.548,71.465,129.167,9.217,9.217,10.216,7.002,121.656,0.39,11.45,568,0,138.576,7.808,1.459,0.685,0.847,153.317,44.86,151,35,255,76.362,124.863,8618.295,150,540596,137.731,71.826,255,11,255,76.323,125.281,7742.175,137,485640,10.594,8.559,2,0,56,76.373,125.243,595.489,9,37353,53.617,22.467,34,13,175,76.467,125.104,3013.923,50,189053
12,17.935,83.758,127.206,17.422,81.061,129.167,5.429,4.419,5.285,4.321,156.606,0.743,5.637,642,5,164.407,4.419,1.223,0.818,0.932,152.576,41.682,156,43,255,83.667,127.216,2736.449,153,171648,79.172,23.656,82,33,167,83.862,127.251,1419.941,75,89068,19.599,14.143,12,1,140,83.933,127.313,351.51,15,22049,66.476,26.306,58,21,231,83.914,127.248,1192.238,62,74785
13,28.489,94.404,127.422,23.722,89.394,129.167,9.217,4.419,8.472,4.282,173.651,0.636,9.287,708,0,172.972,4.419,1.979,0.505,0.958,166.478,39.352,160,55,255,94.366,127.479,4742.76,166,297497,139.381,72.011,41,19,255,94.366,127.687,3970.79,146,249074,13.704,12.131,3,0,105,94.208,127.801,390.409,11,24489,70.099,31.17,43,16,178,94.478,127.534,1997.033,66,125267
14,1.849,101.888,128.878,7.446,100.252,129.167,3.283,0.631,3.505,0.672,0.227,0.419,3.305,794,0,173.418,0.631,5.218,0.192,0.932,84.043,29.031,57,33,160,101.841,128.913,155.421,78,9749,20.103,5.341,16,11,39,101.919,128.9,37.177,19,2332,2.009,1.762,1,0,8,102.033,128.918,3.715,2,233,30.621,6.607,27,16,53,101.886,128.878,56.627,30,3552
15,2.742,115.193,128.617,6.719,113.889,129.167,2.652,1.263,2.626,1.33,1.162,0.763,2.699,902,0,169.216,1.263,1.975,0.506,0.964,68.535,23.013,50,26,202,115.215,128.659,187.927,65,11788,27.349,7.267,23,14,55,115.24,128.666,74.992,27,4704,13.087,10.603,13,2,82,115.285,128.613,35.886,11,2251,64.07,51.423,22,15,239,114.891,128.628,175.683,43,11020
16,17.122,121.25,127.484,16.634,118.56,129.167,5.682,3.788,5.83,3.74,14.123,0.778,6.324,939,22,26.053,3.788,1.559,0.641,0.95,102.089,29.335,90,34,222,121.185,127.534,1747.968,98,109644,116.733,63.436,75,24,255,121.245,127.774,1998.691,103,125371,45.071,28.241,18,2,140,121.214,127.782,771.699,38,48406,45.343,21.504,29,14,157,121.079,127.729,776.354,40,48698
