 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AF8-DAPI,StdDev+AF8-DAPI,Mode+AF8-DAPI,Min+AF8-DAPI,Max+AF8-DAPI,XM+AF8-DAPI,YM+AF8-DAPI,IntDen+AF8-DAPI,Median+AF8-DAPI,RawIntDen+AF8-DAPI,Mean+AF8-Sox2,StdDev+AF8-Sox2,Mode+AF8-Sox2,Min+AF8-Sox2,Max+AF8-Sox2,XM+AF8-Sox2,YM+AF8-Sox2,IntDen+AF8-Sox2,Median+AF8-Sox2,RawIntDen+AF8-Sox2,Mean+AF8-Klf4,StdDev+AF8-Klf4,Mode+AF8-Klf4,Min+AF8-Klf4,Max+AF8-Klf4,XM+AF8-Klf4,YM+AF8-Klf4,IntDen+AF8-Klf4,Median+AF8-Klf4,RawIntDen+AF8-Klf4,Mean+AF8-Sox9,StdDev+AF8-Sox9,Mode+AF8-Sox9,Min+AF8-Sox9,Max+AF8-Sox9,XM+AF8-Sox9,YM+AF8-Sox9,IntDen+AF8-Sox9,Median+AF8-Sox9,RawIntDen+AF8-Sox9
1,10.617,1.163,126.847,13.315,0,129.164,2.651,4.672,4.998,2.705,90.679,0.753,4.995,0.253,4.672,69.274,2.651,1.848,0.541,0.961,180.796,31.351,198,83,247,1.156,126.975,1919.519,185,120410,27.853,6.388,27,14,49,1.109,126.905,295.715,27,18550,1.722,1.856,0,0,15,1.159,126.872,18.285,1,1147,2.651,4.672,4.998,2.705,90.679,0.753,4.995,313.235,29,19649
2,13.391,4.163,126.505,15.174,2.651,129.164,3.283,5.303,5.787,2.946,101.283,0.731,5.721,2.778,0,112.036,3.146,1.964,0.509,0.924,180.474,37.419,182,76,255,4.165,126.675,2416.704,183,151598,33.606,8.901,27,13,62,4.071,126.551,450.013,33,28229,2.071,2.382,0,0,18,4.089,126.258,27.738,1,1740,3.283,5.303,5.787,2.946,101.283,0.731,5.721,491.876,35,30855
3,4.639,6.616,128.186,8.412,5.429,129.164,2.525,2.273,2.615,2.259,33.078,0.824,3.041,5.934,2.273,48.366,2.273,1.158,0.864,0.956,180.481,19.36,171,124,227,6.577,128.198,837.249,181,52520,32.275,7.348,32,14,54,6.575,128.215,149.723,32,9392,3.474,3.242,1,0,20,6.588,128.393,16.117,3,1011,2.525,2.273,2.615,2.259,33.078,0.824,3.041,212.453,43,13327
4,31.756,14.315,125.599,24.061,11.237,129.164,5.429,7.828,8.616,4.693,103.411,0.689,9.141,11.237,0,122.593,5.067,1.836,0.545,0.931,156.481,33.038,168,78,248,14.262,125.732,4969.134,160,311710,31.827,9.816,27,13,68,14.306,125.743,1010.677,30,63399,1.705,2.275,0,0,31,14.498,125.451,54.137,1,3396,5.429,7.828,8.616,4.693,103.411,0.689,9.141,847.93,25,53190
5,20.501,19.249,126.859,17.416,16.793,129.164,4.672,4.924,5.512,4.736,117.375,0.849,6.26,16.793,0,138.27,4.672,1.164,0.859,0.98,140.607,26.326,144,71,238,19.205,126.943,2882.563,144,180821,36.081,12.494,27,14,72,19.129,127,739.687,34,46400,1.773,2.222,0,0,24,19.08,126.94,36.347,1,2280,4.672,4.924,5.512,4.736,117.375,0.849,6.26,887.704,38,55685
6,1.738,23.285,128.629,4.964,22.474,129.164,1.641,1.136,1.791,1.236,2.589,0.886,1.864,22.474,0,151.699,1.136,1.449,0.69,0.973,98.055,26.576,77,62,161,23.347,128.694,170.383,89,10688,22.22,3.9,20,14,36,23.308,128.656,38.61,21,2422,1.844,2.131,0,0,12,23.248,128.579,3.204,1,201,1.641,1.136,1.791,1.236,2.589,0.886,1.864,47.107,26,2955
7,2.407,29.937,128.566,6.035,28.787,129.164,2.146,1.389,2.152,1.425,172.409,0.831,2.321,28.787,0,157.62,1.389,1.51,0.662,0.956,115.053,17.381,120,79,153,29.907,128.588,276.952,114,17373,19.974,4.152,20,10,30,29.892,128.574,48.08,20,3016,1.278,1.511,0,0,7,29.92,128.588,3.077,1,193,2.146,1.389,2.152,1.425,172.409,0.831,2.321,93.178,36,5845
8,6.887,44,127.944,10.285,42.676,129.164,3.03,2.778,3.351,2.617,40.686,0.818,3.848,42.802,2.525,41.009,2.778,1.28,0.781,0.97,110.998,37.67,66,54,233,44.197,128.075,764.412,107,47951,20.641,5.416,20,6,37,44.118,128.003,142.151,21,8917,0.926,1.22,0,0,7,44.185,127.846,6.377,0,400,3.03,2.778,3.351,2.617,40.686,0.818,3.848,87.742,12,5504
9,10.49,54.935,127.727,12.545,52.903,129.164,3.914,3.283,4.011,3.33,162.097,0.838,4.484,52.903,0,147.653,3.283,1.204,0.83,0.966,99.771,20.999,92,54,161,55.046,127.694,1046.545,98,65649,20.734,5.329,20,8,42,54.9,127.691,217.49,20,13643,1.453,1.718,0,0,11,54.868,127.72,15.24,1,956,3.914,3.283,4.011,3.33,162.097,0.838,4.484,267.802,24,16799
10,5.851,60.173,128.209,9.275,58.585,129.164,3.156,2.146,3.314,2.248,0.156,0.855,3.4,58.585,1.263,21.801,2.146,1.474,0.678,0.971,116.572,34.955,100,56,204,60.353,128.234,682.01,114,42782,19.15,4.38,20,7,32,60.233,128.21,112.037,19,7028,1.237,1.613,0,0,11,60.195,128.274,7.237,1,454,3.156,2.146,3.314,2.248,0.156,0.855,3.4,94.023,15,5898
11,29.045,64.475,126.019,21.332,61.236,129.164,6.187,6.313,6.804,5.435,55.478,0.802,7.356,61.362,5.303,39.428,5.625,1.252,0.799,0.934,165.89,34.404,155,75,255,64.559,126.05,4818.343,165,302251,40.609,14.435,27,11,86,64.329,125.97,1179.514,40,73990,2.074,2.166,0,0,17,64.439,126.003,60.227,2,3778,6.187,6.313,6.804,5.435,55.478,0.802,7.356,517.159,17,32441
12,1.451,69.38,128.722,4.755,68.559,129.164,1.641,0.884,1.852,0.997,0,0.806,1.864,68.559,0,151.699,0.884,1.857,0.538,1,120.099,38.487,90,68,225,69.435,128.788,174.225,104,10929,23.44,4.775,27,11,34,69.374,128.733,34.003,23,2133,1.231,1.175,1,0,5,69.331,128.733,1.785,1,112,1.641,0.884,1.852,0.997,0,0.806,1.864,26.909,17,1688
13,6.297,73.942,128.446,11.19,71.716,129.164,4.545,1.641,4.69,1.709,1.174,0.632,4.63,71.716,0,168.996,1.641,2.744,0.364,0.967,153.506,46.085,155,64,255,73.791,128.51,966.615,154,60635,24.889,4.743,20,14,44,74.009,128.45,156.721,25,9831,2.152,3.572,0,0,38,74.348,128.447,13.55,1,850,4.545,1.641,4.69,1.709,1.174,0.632,4.63,86.754,13,5442
14,18.03,82.529,126.682,16.794,80.554,129.164,3.914,5.303,5.723,4.011,100.053,0.803,5.956,80.554,0.126,122.005,3.814,1.427,0.701,0.965,136.935,22.34,156,82,186,82.571,126.705,2468.928,141,154874,25.309,7.37,27,10,54,82.406,126.654,456.31,25,28624,1.195,1.52,0,0,10,82.454,126.687,21.553,1,1352,3.914,5.303,5.723,4.011,100.053,0.803,5.956,242.12,13,15188
15,17.456,87.287,125.905,17.404,85.604,129.164,3.535,6.313,6.918,3.213,102.146,0.724,6.889,85.857,0,116.095,3.287,2.153,0.464,0.954,133.348,25.041,128,80,197,87.279,125.907,2327.718,132,146016,21.48,4.003,20,10,36,87.264,125.959,374.961,21,23521,1.576,3.007,0,0,38,87.188,125.915,27.515,1,1726,3.535,6.313,6.918,3.213,102.146,0.724,6.889,224.776,11,14100
16,4.974,89.697,128.138,8.56,88.508,129.164,2.525,2.273,2.702,2.344,30.814,0.853,3.126,88.761,2.146,43.363,2.273,1.153,0.867,0.967,178.801,28.796,173,94,247,89.705,128.153,889.314,181,55786,29.298,7.962,23,16,57,89.735,128.248,145.722,28,9141,2.385,2.481,0,0,13,89.811,128.389,11.86,2,744,2.525,2.273,2.702,2.344,30.814,0.853,3.126,99.89,17,6266
17,23.641,93.877,126.78,19.664,90.907,129.164,5.429,5.555,6.072,4.957,136.701,0.768,6.903,91.412,0,129.806,5.429,1.225,0.816,0.941,173.596,34.144,255,75,255,93.784,126.911,4104.035,173,257443,36.815,11.002,34,15,73,93.915,126.878,870.36,35,54597,2.527,2.39,0,0,13,93.939,126.893,59.733,2,3747,5.429,5.555,6.072,4.957,136.701,0.768,6.903,996.059,39,62482
