 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
11,2.551,70.189,128.708,7.298,68.813,129.167,2.904,1.136,3.05,1.065,3.779,0.602,2.948,545,0,170.134,1.136,2.865,0.349,0.899,81.594,32.476,61,23,189,70.359,128.777,208.126,77,13055,23.038,17.029,12,4,94,70.161,128.847,58.763,17,3686,1.381,1.586,0,0,6,70.102,128.823,3.523,1,221,14.188,5.368,12,5,32,70.153,128.742,36.189,13,2270
12,29.382,75.819,126.568,21.641,72.727,129.167,6.187,5.808,6.468,5.784,143.596,0.788,7.501,576,0,143.902,5.808,1.118,0.894,0.961,161.442,50.46,255,59,255,75.612,126.464,4743.397,150,297537,87.617,43.261,20,8,199,75.873,126.856,2574.316,89,161478,6.946,7.523,0,0,65,75.899,127.047,204.076,5,12801,38.066,19.255,21,6,151,75.935,126.841,1118.426,36,70155
13,17.313,88.967,126.798,16.185,86.995,129.167,4.04,5.05,5.563,3.962,72.7,0.831,5.918,695,39,56.31,3.907,1.404,0.712,0.967,36.89,15.478,20,10,112,89.192,127.184,638.677,35,40062,14.348,6.155,13,1,57,89.11,127.096,248.412,14,15582,2.064,5.767,0,0,101,89.067,126.725,35.726,1,2241,14.887,8.2,12,3,95,89.163,126.748,257.738,13,16167
14,22.367,93.427,126.162,19.769,91.414,129.167,4.672,6.692,7.45,3.822,68.931,0.719,7.776,726,52,57.6,4.178,1.949,0.513,0.941,65.143,23.078,54,15,145,93.403,126.446,1457.054,61,91396,22.259,14.609,20,3,87,93.314,126.725,497.875,18,31230,1.696,2.256,0,0,15,93.257,126.87,37.927,1,2379,14.561,7.943,9,3,64,93.304,126.37,325.683,13,20429
15,16.42,105.121,126.675,15.716,102.651,129.167,4.545,5.05,4.783,4.371,83.161,0.835,5.351,826,0,109.29,4.545,1.094,0.914,0.935,120.851,40.671,87,40,249,105.183,126.709,1984.439,113,124477,78.465,42.213,13,7,179,105.227,126.886,1288.434,79,80819,24.075,18.347,6,0,96,105.178,126.842,395.319,20,24797,22.682,10.205,15,4,71,105.086,126.705,372.442,21,23362
16,8.577,111.015,128.156,12.428,108.712,129.167,4.798,2.525,4.371,2.498,3.168,0.698,4.824,861,4,6.009,2.525,1.75,0.572,0.955,122.173,34.683,129,47,232,111.135,128.139,1047.866,120,65729,62.279,44.18,13,3,172,110.943,128.406,534.16,50,33506,5.243,6.749,0,0,42,110.923,128.458,44.973,3,2821,33,20.251,18,6,111,110.92,128.324,283.038,27,17754
17,4.145,123.079,128.602,9.349,121.212,129.167,3.914,1.389,3.908,1.35,2.485,0.596,3.947,960,4,7.352,1.389,2.894,0.346,0.927,121.842,41.338,108,44,248,123.02,128.637,505.033,115,31679,51.127,31.469,20,9,128,123.107,128.71,211.92,43,13293,3.877,6.419,0,0,50,123.045,128.765,16.07,2,1008,20.773,8.995,13,7,49,123.086,128.569,86.104,19,5401
18,11.399,84.938,125.558,13.647,83.46,128.409,2.778,5.303,5.335,2.72,81.423,0.769,5.376,668,48,80.538,2.778,1.961,0.51,0.954,34.705,10.714,34,12,70,84.913,125.56,395.59,34,24814,9.997,3.431,9,2,23,84.932,125.611,113.955,10,7148,4.182,3.597,2,0,21,84.91,125.709,47.667,3,2990,15.548,13.331,10,3,105,84.94,125.471,177.23,12,11117
19,26.99,114.809,124.627,20.532,111.869,127.904,5.808,6.566,7.137,4.815,54.465,0.805,7.475,893,61,52.549,5.143,1.482,0.675,0.933,116.716,39.692,79,40,255,114.866,124.672,3150.197,109,197601,80.284,44.105,27,6,171,114.872,124.748,2166.881,82,135921,15.2,12.936,2,0,65,114.903,124.781,410.257,12,25734,24.684,14.112,14,4,99,114.828,124.626,666.225,20,41790
20,29.7,10.48,123.795,21.276,7.702,127.651,5.429,7.576,7.547,5.011,79.354,0.824,7.826,73,72,72.15,5.369,1.506,0.664,0.951,134.057,42.655,111,42,255,10.551,123.802,3981.535,127,249748,94.951,47.052,68,6,223,10.556,123.968,2820.065,95,176893,5.793,4.925,2,0,53,10.53,123.989,172.064,5,10793,27.31,12.632,16,6,86,10.626,123.887,811.108,25,50878
21,22.877,1.732,122.823,20.988,0,127.146,4.293,7.702,7.911,3.682,106.284,0.653,8.256,0,16,113.429,4.293,2.148,0.465,0.926,155.829,38.416,160,55,255,1.703,122.807,3564.917,154,223615,99.897,39.74,109,12,196,1.635,122.921,2285.348,103,143352,5.114,4.261,2,0,38,1.58,123.016,117,4,7339,27.134,9.78,19,8,58,1.685,122.654,620.758,26,38938
22,14.539,5.764,124.044,16.782,4.293,127.146,3.03,6.439,6.761,2.738,98.565,0.649,6.518,45,16,98.915,2.936,2.469,0.405,0.9,80.6,31.031,79,28,230,5.695,124.125,1171.864,74,73507,28.56,9.356,20,10,63,5.708,124.131,415.247,27,26047,16.868,9.211,12,1,56,5.799,124.06,245.255,15,15384,22.134,12.16,14,7,80,5.865,123.946,321.809,19,20186
23,24.615,120.844,123.599,19.817,118.56,127.146,4.419,7.323,7.449,4.207,95.547,0.788,7.478,950,16,101.689,4.419,1.771,0.565,0.948,140.407,45.175,122,50,255,120.679,123.709,3456.08,134,216788,64.255,31.775,61,8,149,120.905,123.868,1581.627,61,99210,9.293,7.933,2,0,46,120.9,123.854,228.739,7,14348,25.393,10.75,21,6,78,120.784,123.722,625.046,24,39207
24,13.28,128.409,123.055,19.394,127.146,126.641,2.146,8.46,8.349,2.025,94.813,0.444,8.594,1012,20,100.154,2.146,4.123,0.243,0.936,126.257,39.703,110,29,249,128.401,123.35,1676.674,124,105172,61.771,29.77,20,12,136,128.584,123.193,820.306,62,51455,9.672,8.806,3,0,76,128.658,122.857,128.446,8,8057,22.448,9.495,21,6,83,128.523,123.045,298.103,21,18699
25,28.824,19.32,122.959,20.519,16.414,126.515,5.934,6.692,6.568,5.587,96.841,0.86,6.768,150,74,81.416,5.762,1.176,0.851,0.949,113.035,36.941,100,36,246,19.367,122.894,3258.078,111,204368,72.704,39.324,13,5,168,19.461,123.217,2095.588,73,131449,24.432,20.384,2,0,123,19.45,123.235,704.215,21,44173,19.447,9.745,10,4,82,19.408,123.009,560.544,18,35161
26,10.825,53.831,124.024,14.453,51.894,126.515,3.788,5.177,5.961,2.312,62.109,0.651,5.782,413,61,58.392,2.632,2.578,0.388,0.886,86.476,32.351,111,18,169,53.881,124.254,936.079,88,58717,16.648,7.739,13,3,47,53.764,123.943,180.211,16,11304,1.077,1.684,0,0,15,53.724,123.833,11.654,0,731,12.946,7.383,8,2,55,53.677,123.523,140.132,11,8790
27,10.713,41.216,122.801,12.877,39.394,124.874,3.788,4.167,4.263,3.199,122.472,0.812,4.526,315,35,120.141,3.571,1.333,0.75,0.928,97.552,32.276,86,30,191,41.323,122.683,1045.092,94,65555,45.39,21.803,27,13,120,41.291,122.618,486.269,40,30502,4.174,4.109,1,0,38,41.196,122.618,44.718,3,2805,19.062,14.75,11,4,144,41.012,122.695,204.22,15,12810
28,15.496,57.122,121.966,15.968,55.05,124.874,4.167,5.556,5.969,3.305,64.409,0.764,6.103,442,78,65.556,3.514,1.806,0.554,0.926,135.002,46.263,111,42,254,56.937,121.843,2091.969,129,131222,67.046,31.779,54,10,163,57.25,122.104,1038.938,67,65169,9.572,7.749,2,0,44,57.182,122.051,148.326,8,9304,19.748,8.931,15,5,60,57.182,121.86,306.011,18,19195
29,9.597,69.206,123.407,12.489,66.667,124.874,4.798,2.778,4.926,2.48,17.583,0.773,5.071,528,53,18.886,2.699,1.986,0.504,0.944,117.347,57.303,71,17,255,68.834,123.285,1126.206,109,70643,39.304,20.764,13,5,102,68.739,123.299,377.209,39,23661,1.756,2.397,0,0,17,68.853,123.163,16.851,1,1057,19.937,9.83,12,4,65,69.024,123.368,191.338,18,12002
30,30.306,103.536,120.532,22.434,100.252,123.864,6.061,7.071,7.752,4.977,120.046,0.757,8.125,798,43,122.949,5.234,1.558,0.642,0.921,131.581,37.412,116,44,249,103.528,120.531,3987.721,127,250136,97.953,50.973,139,6,213,103.776,120.685,2968.583,103,186209,7.547,6.806,0,0,38,103.757,120.693,228.723,6,14347,32.803,16.304,18,4,109,103.721,120.45,994.124,30,62358
31,18.557,45.758,120.804,16.874,43.308,123.358,4.924,5.177,5.521,4.28,52.991,0.819,6.036,352,87,52.651,4.457,1.29,0.775,0.929,94.04,28.217,77,39,202,45.661,120.812,1745.066,90,109462,54.247,29.315,27,9,146,45.704,120.975,1006.639,51,63143,5.802,6.042,0,0,50,45.685,120.939,107.674,4,6754,20.521,11.33,12,3,108,45.763,120.621,380.812,18,23887
32,44.718,96.421,118.678,27.804,93.182,123.358,6.566,9.091,9.378,6.071,97.323,0.727,9.261,760,46,101.004,6.282,1.545,0.647,0.933,156.074,43.776,255,49,255,96.492,118.568,6979.308,151,437788,65.802,32.363,61,6,162,96.435,118.69,2942.518,64,184574,7.24,6.653,0,0,48,96.369,118.593,323.738,5,20307,26.193,11.645,18,3,76,96.341,118.582,1171.306,25,73472
33,31.119,108.979,119.175,22.73,106.692,123.358,4.924,7.955,8.074,4.907,93.36,0.757,8.159,850,47,111.801,4.924,1.645,0.608,0.949,139.196,39.465,143,43,249,109.036,119.155,4331.674,136,271711,99.842,46.65,130,14,223,109.085,119.376,3107.009,102,194892,6.896,6.018,3,0,42,109.16,119.247,214.598,6,13461,30.279,15.791,19,7,118,109.06,119.149,942.264,27,59105
34,36.061,86.498,118.034,29.819,84.091,122.601,5.682,10.859,11.373,4.037,73.828,0.51,11.607,666,137,67.62,5.065,2.817,0.355,0.852,108.301,40.563,89,23,255,86.503,118.25,3905.475,101,244977,60.159,35.136,27,5,156,86.738,118.922,2169.4,52,136079,7.855,8.289,0,0,59,86.764,119.043,283.261,5,17768,19.265,10.681,11,2,101,86.547,118.337,694.73,17,43578
35,19.928,125.15,118.788,19.208,122.98,122.475,4.167,6.944,6.409,3.959,97.505,0.679,6.973,991,108,84.806,4.167,1.619,0.618,0.906,107.648,32.449,91,37,235,125.229,118.791,2145.184,103,134560,64.817,30.678,27,8,151,125.189,118.956,1291.654,62,81021,8.806,7.247,3,0,50,125.154,119.113,175.492,7,11008,28.113,13.641,19,6,120,125.102,118.949,560.225,25,35141
36,28.712,81.198,118.524,20.963,78.156,122.222,5.808,6.818,6.832,5.351,63.397,0.821,7.321,628,107,57.68,5.795,1.277,0.783,0.942,123.808,41.348,91,42,255,81.192,118.492,3554.762,117,222978,81.49,41.536,116,5,178,81.272,118.679,2339.727,84,146763,8.499,7.91,0,0,53,81.381,118.726,244.011,7,15306,22.257,10.199,18,2,116,81.135,118.513,639.028,21,40084
37,26.576,61.446,118.431,20.975,59.343,122.096,4.419,7.702,7.664,4.415,85.537,0.759,7.85,477,117,78.871,4.419,1.736,0.576,0.94,119.335,45.66,99,40,255,61.673,118.708,3171.416,109,198932,60.189,35.185,13,6,146,61.385,119.167,1599.562,55,100335,10.449,9.212,1,0,46,61.399,119.169,277.681,8,17418,20.698,13.747,11,3,145,61.391,118.665,550.07,18,34504
38,9.406,68.097,120.317,12.415,66.288,121.843,4.04,3.535,3.741,3.201,22.776,0.767,4.122,528,78,27.35,3.493,1.169,0.856,0.913,146.329,39.515,125,56,255,68.171,120.241,1376.355,141,86334,75.098,31.638,89,10,142,68.28,120.415,706.367,82,44308,5.666,4.502,6,0,32,68.261,120.468,53.295,5,3343,27.837,13.841,14,5,80,68.305,120.322,261.835,26,16424
39,30.864,32.33,117.672,22.422,29.924,121.591,5.05,8.207,8.048,4.883,86.189,0.771,8.242,248,60,95.274,5.049,1.648,0.607,0.951,138.056,50.41,96,18,255,32.184,117.568,4260.986,135,267277,79.721,43.216,27,7,206,32.279,117.693,2460.521,77,154340,7.521,7.191,1,0,45,32.385,117.896,232.135,6,14561,25.824,12.998,21,5,99,32.404,117.64,797.047,23,49996
40,44.495,23.087,116.281,26.881,19.823,121.086,6.692,9.343,9.938,5.701,67.503,0.774,10.015,161,134,56.31,5.906,1.743,0.574,0.95,141.368,37.554,136,47,255,23.079,116.297,6290.143,138,394559,85.556,39.326,109,5,182,23.132,116.403,3806.777,90,238786,7.529,7.127,1,0,87,23.082,116.457,334.994,6,21013,22.833,11.555,14,5,103,23.078,116.509,1015.949,21,63727
41,34.977,116.307,117.081,23.358,113.257,120.959,6.187,7.955,8.588,5.186,64.6,0.806,8.686,900,124,57.465,5.58,1.656,0.604,0.951,117.826,34.795,89,37,238,116.373,117.131,4121.237,113,258511,89.809,43.447,116,6,194,116.431,117.402,3141.285,96,197042,13.783,12.254,1,0,84,116.422,117.409,482.077,11,30239,17.101,8.944,12,3,85,116.297,116.96,598.152,15,37520
42,13.152,76.82,117.351,17.126,75.252,120.707,3.662,6.566,6.454,2.595,105.915,0.563,7.035,605,67,111.038,3.129,2.488,0.402,0.807,40.122,12.213,31,14,92,76.836,117.164,527.703,38,33101,12.721,5.709,9,3,32,76.787,117.194,167.313,11,10495,4.166,5.134,0,0,48,76.798,117.103,54.793,3,3437,14.555,6.109,12,4,46,76.832,117.236,191.434,13,12008
43,41.912,15.177,115.695,27.478,11.869,120.581,6.439,9.975,9.691,5.507,102.731,0.698,10.071,115,68,97.927,5.999,1.76,0.568,0.919,160.824,43.95,255,56,255,15.269,115.634,6740.446,155,422805,98.967,43.851,130,10,208,15.265,115.824,4147.892,101,260183,9.07,7.5,2,0,56,15.279,115.83,380.142,7,23845,20.848,8.518,16,5,84,15.277,115.7,873.777,19,54809
44,14.332,70.54,117.481,14.927,68.182,120.202,4.293,4.798,4.574,3.989,60.031,0.808,5.09,544,106,60.255,4.272,1.147,0.872,0.934,145.047,39.853,127,37,255,70.567,117.455,2078.816,139,130397,71.564,40.53,13,5,168,70.495,117.972,1025.658,70,64336,4.761,4.419,0,0,25,70.391,117.989,68.233,4,4280,22.745,10.272,13,7,73,70.466,117.743,325.986,21,20448
45,20.534,50.25,116.586,18.542,47.98,119.571,5.177,6.187,5.671,4.61,70.577,0.751,6.269,392,125,80.727,4.945,1.23,0.813,0.906,97.83,35.974,103,18,243,50.063,116.656,2008.798,92,126005,31.305,14.985,34,3,78,50,116.512,642.806,30,40321,4.489,4.576,0,0,28,49.95,116.308,92.178,3,5782,11.437,7.162,8,1,77,49.983,116.438,234.845,10,14731
46,15.081,37.773,116.553,14.958,35.606,118.687,4.924,4.293,4.724,4.065,176.176,0.847,5.116,282,91,164.249,4.127,1.162,0.861,0.936,54.516,19.572,48,18,127,37.857,116.483,822.172,50,51572,24.045,8.495,19,7,54,37.833,116.604,362.637,23,22747,1.482,1.796,0,0,15,37.94,116.541,22.351,1,1402,15.928,8.717,9,3,58,37.836,116.294,240.217,14,15068
47,18.11,4.78,115.705,16.948,2.652,118.434,4.293,5.682,5.62,4.103,110.153,0.792,6.024,24,89,123.024,4.293,1.37,0.73,0.927,95.579,37.012,76,34,255,4.671,115.813,1730.973,87,108578,57.233,31.172,34,8,144,4.801,115.869,1036.515,52,65017,65.864,47.555,24,2,206,4.855,115.852,1192.828,51,74822,18.562,9.938,13,3,97,4.742,115.783,336.173,17,21087
48,2.886,0.501,116.434,7.298,0,117.929,1.136,3.03,3.059,1.201,89.562,0.681,3.072,0,113,80.538,1.136,2.548,0.393,0.955,110.11,32.878,71,48,220,0.476,116.53,317.728,105,19930,72.762,27.427,38,29,131,0.467,116.405,209.959,70,13170,20.602,10.966,10,1,65,0.435,116.402,59.449,19,3729,17.088,6.383,14,5,44,0.471,116.561,49.309,16,3093
49,21.905,91.231,114.218,18.172,88.763,117.424,5.05,6.439,6.123,4.555,109.706,0.834,6.562,717,93,101.094,4.612,1.344,0.744,0.934,152.96,43.93,255,53,255,91.153,114.307,3350.527,145,210167,91.099,45.123,27,13,220,91.406,114.187,1995.486,90,125170,9.525,8.964,3,0,72,91.391,114.261,208.636,7,13087,16.607,8.273,14,3,66,91.238,114.283,363.769,15,22818
50,30.992,120.027,112.005,22.927,116.919,116.288,5.682,8.207,8.71,4.531,67.082,0.741,8.654,939,165,66.801,4.847,1.922,0.52,0.938,141.086,43.899,123,54,255,120.214,112.053,4372.502,131,274272,75.265,35.951,109,10,184,120.065,112.306,2332.6,78,146316,4.186,4.839,0,0,56,120.121,112.395,129.722,3,8137,18.632,8.639,13,5,60,119.975,112.059,577.427,16,36220
51,51.541,43.898,111.638,28.352,40.278,116.035,7.702,8.712,8.961,7.323,112.74,0.806,9.192,326,108,127.185,7.648,1.224,0.817,0.951,149.162,45.179,128,54,255,43.913,111.533,7687.972,141,482240,73.558,34.378,75,9,167,43.918,111.697,3791.281,75,237814,6.021,6.334,0,0,52,44.019,111.725,310.331,4,19466,21.275,11.983,16,4,113,43.921,111.729,1096.537,18,68782
52,24.934,28.257,112.194,19.805,25.758,115.909,5.177,6.692,6.711,4.73,106.284,0.799,6.917,220,105,111.413,4.913,1.419,0.705,0.948,147.969,44.839,103,46,255,28.08,112.238,3689.394,143,231423,70.545,30.315,82,8,160,28.392,112.306,1758.936,74,110332,8.793,9.096,1,0,97,28.189,112.399,219.253,7,13753,23.793,9.876,17,6,95,28.324,112.143,593.242,22,37212
53,33.686,56.528,111.33,22.896,53.914,115.404,5.429,8.46,8.301,5.167,87.004,0.807,8.573,443,176,80.676,5.365,1.606,0.622,0.953,136.736,44.237,118,41,255,56.41,111.546,4606.087,130,288924,69.219,36.757,20,5,164,56.657,111.47,2331.692,69,146259,10.134,9.429,0,0,64,56.613,111.436,341.371,7,21413,27.156,14.126,19,3,102,56.652,111.402,914.78,25,57381
54,31.518,10.992,110.609,23.45,8.081,114.899,6.313,8.333,9.244,4.341,119.852,0.72,9.039,73,113,118.355,4.48,2.13,0.47,0.933,109.053,35.621,88,41,249,11.059,110.52,3437.109,104,215598,79.397,38.357,116,7,166,10.996,110.816,2502.401,84,156967,11.523,10.02,2,0,73,11.005,110.844,363.164,9,22780,23.916,12.835,14,3,113,10.98,110.807,753.764,22,47281
55,30.657,64.924,111.253,21.363,61.995,114.646,5.808,6.944,7.415,5.264,117.938,0.844,7.711,495,120,129.685,5.589,1.408,0.71,0.952,153.972,47.246,255,48,255,64.907,111.198,4720.297,148,296088,83.002,38.103,82,10,217,65.012,111.507,2544.568,81,159612,7.566,6.987,1,0,71,65.201,111.384,231.959,6,14550,30.313,13.777,17,5,109,64.925,111.332,929.303,28,58292
56,15.065,105.261,112.019,15.285,103.03,114.268,4.419,4.798,4.962,3.866,126.596,0.81,5.191,821,118,131.055,4.034,1.284,0.779,0.922,92.046,23.533,78,39,176,105.24,111.934,1386.701,89,86983,61.164,28.037,34,10,159,105.433,112.013,921.46,55,57800,4.637,3.923,2,0,25,105.355,112.077,69.859,4,4382,18.616,7.748,12,5,82,105.361,112.012,280.455,17,17592
57,25.747,35.531,110.448,19.7,33.081,113.889,4.924,7.071,6.981,4.696,98.303,0.834,7.161,277,121,99.13,4.861,1.487,0.673,0.946,144.201,41.513,135,60,255,35.472,110.432,3712.702,142,232885,66.274,36.659,34,4,176,35.566,110.637,1706.327,61,107032,8.795,8.868,1,0,63,35.644,110.658,226.443,6,14204,37.391,20.246,17,5,128,35.594,110.594,962.702,32,60387
58,42.279,75.659,109.264,26.327,72.727,113.763,6.061,8.838,9.221,5.838,97.15,0.767,8.947,592,122,98.931,5.813,1.58,0.633,0.945,166.779,44.337,255,59,255,75.731,109.26,7051.208,164,442298,77.808,37.71,75,7,180,75.634,109.372,3289.627,75,206347,5.245,5.565,0,0,51,75.624,109.024,221.756,3,13910,25.779,12.499,21,5,88,75.563,109.287,1089.921,23,68367
59,14.109,128.544,107.939,23.378,127.399,113.131,1.894,10.101,10.816,1.661,88.91,0.324,10.151,1016,207,84.289,1.894,6.512,0.154,0.831,116.576,36.67,97,30,241,128.557,108.017,1644.758,112,103170,58.092,29.908,26,9,129,128.711,108.052,819.605,56,51411,22.059,17.819,6,0,102,128.785,107.867,311.224,18,19522,18.452,12.414,13,3,127,128.629,107.768,260.336,15,16330
60,20.247,1.862,110.169,18.075,0,113.005,4.04,5.808,6.085,4.236,91.127,0.779,6.284,3,128,112.443,4.04,1.436,0.696,0.95,137.711,37.947,117,61,254,1.834,110.106,2788.181,134,174893,85.62,36.59,89,8,178,1.801,110.506,1733.524,89,108738,23.724,16.931,15,0,121,1.797,110.532,480.339,20,30130,18.756,8.119,13,5,76,1.914,110.32,379.743,17,23820
61,31.486,100.505,108.608,22.164,98.106,112.626,4.924,7.828,8.014,5.002,93.944,0.805,8.117,787,131,105.333,4.924,1.602,0.624,0.956,126.42,44.584,124,37,255,100.47,108.384,3980.451,119,249680,83.178,44.807,27,6,182,100.583,108.814,2618.939,83,164277,29.148,22.415,3,0,121,100.514,108.826,917.761,25,57568,22.884,15.29,11,3,157,100.44,109.06,720.524,19,45196
62,26.958,94.913,108.832,21.529,92.172,112.5,5.429,7.197,7.495,4.579,73.293,0.731,7.461,736,186,66.038,4.749,1.637,0.611,0.914,152.918,44.383,136,49,255,95.003,108.748,4122.401,146,258584,102.798,48.049,109,10,226,94.934,109.061,2771.266,107,173832,7.176,6.189,4,0,39,95.028,109.153,193.443,6,12134,18.744,9.725,14,3,78,94.907,108.998,505.304,16,31696
