 ,Area,X,Y,Perim,BX,BY,Width,Height,Major,Minor,Angle,Circ,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,9.151,1.585,127.417,11.522,0,129.167,3.409,3.535,4.093,2.847,132.448,0.866,4.478,0,0,139.574,2.946,1.438,0.696,0.957,60.098,11.098,60,34,93,1.616,127.371,549.942,59,34496,7.613,4.443,6,0,43,1.49,127.507,69.667,7,4370,1.446,1.581,0,0,8,1.586,127.336,13.232,1,830,16.507,14.782,10,4,137,1.427,127.671,151.052,13,9475
2,12.499,7.949,128.034,14.953,5.051,129.167,5.934,2.652,5.805,2.742,1.75,0.702,6,5.051,1.01,8.471,2.652,2.117,0.472,0.957,130.987,34.968,124,42,255,8.014,128.094,1637.169,127,102694,17.691,10.917,20,1,54,7.903,128.248,221.118,16,13870,3.142,3.939,0,0,32,7.726,128.144,39.266,2,2463,35.659,20.862,23,5,127,7.998,128.168,445.696,31,27957
3,20.374,22.266,127.322,17.94,19.318,129.167,6.061,4.167,6.342,4.09,13.253,0.796,6.585,19.823,3.535,32.471,4.167,1.55,0.645,0.957,181.88,38.423,255,79,255,22.276,127.33,3705.655,179,232443,20.027,8.783,13,2,51,22.335,127.552,408.041,20,25595,7.524,6.851,1,0,47,22.32,127.639,153.3,6,9616,54.754,25.775,67,9,161,22.358,127.518,1115.572,54,69976
4,26.066,34.001,127.144,21.48,30.556,129.167,7.828,4.798,7.447,4.456,17.92,0.71,8.192,30.934,3.409,24.59,4.798,1.671,0.598,0.954,146.179,37.022,141,53,255,34.117,127.153,3810.22,139,239002,26.93,12.966,13,2,74,34.042,127.343,701.951,28,44031,6.278,6.538,0,0,46,34.042,127.579,163.631,4,10264,40.643,17.883,34,8,106,33.948,127.252,1059.376,39,66451
5,19.529,41.797,127.259,17.256,38.763,129.167,5.682,4.167,5.935,4.19,157.869,0.824,6.518,38.763,0.126,148.465,4.167,1.416,0.706,0.97,144.386,40.182,133,62,255,41.851,127.282,2819.747,139,176873,27.658,12.912,13,5,82,41.726,127.438,540.138,28,33881,11.949,10.267,2,0,65,41.786,127.63,233.346,10,14637,27.602,18.97,14,5,132,41.643,127.441,539.054,21,33813
6,18.334,48.15,127.451,17.601,45.202,129.167,6.439,3.914,6.349,3.677,18.767,0.744,6.844,45.707,3.535,29.876,3.914,1.727,0.579,0.948,189.838,42.893,255,84,255,48.145,127.44,3480.408,186,218314,17.503,6.802,13,4,42,48.142,127.63,320.885,17,20128,4.673,4.293,1,0,38,48.187,127.736,85.673,4,5374,41.171,19.013,25,10,130,48.163,127.629,754.816,36,47347
7,20.534,55.138,127.332,21.154,51.894,129.167,7.955,4.545,7.982,3.275,24.715,0.577,8.809,52.02,4.04,27.3,3.896,2.437,0.41,0.913,153.534,48.354,255,51,255,55.252,127.327,3152.604,144,197752,28.709,17.083,13,1,96,55.27,127.535,589.495,26,36977,14.412,13.278,0,0,80,55.285,127.63,295.935,11,18563,27.068,18.14,16,6,165,55.029,127.338,555.809,22,34864
8,38.58,65.732,125.995,25.256,62.374,129.167,6.692,7.197,7.544,6.511,76.975,0.76,8.361,63.889,6.692,51.746,6.692,1.159,0.863,0.949,202.142,51.918,255,66,255,65.878,125.908,7798.658,223,489183,22.81,14.463,13,4,84,65.311,126.419,879.994,18,55199,5.973,7.032,0,0,55,65.077,126.771,230.445,3,14455,20.638,12.006,12,5,98,65.368,126.498,796.202,17,49943
9,5.612,72.312,128.361,10.137,70.454,129.167,3.914,1.894,3.66,1.952,5.024,0.686,3.932,70.454,0,174.472,1.894,1.875,0.533,0.936,136.27,33.798,108,70,249,72.449,128.388,764.7,130,47967,22.551,10.16,13,4,48,72.34,128.49,126.549,21,7938,5.804,5.274,1,0,25,72.181,128.548,32.57,4,2043,36.801,18.512,25,13,128,72.243,128.473,206.515,32,12954
10,20.773,76.191,126.62,18.044,73.611,129.167,5.177,5.051,6.149,4.301,50.026,0.802,6.966,73.737,4.798,43.531,4.782,1.43,0.7,0.948,162.028,43.202,255,69,255,76.372,126.798,3365.751,158,211122,35.932,18.135,34,6,108,76.316,126.811,746.414,34,46820,11.811,9.684,4,0,59,76.408,126.887,245.351,10,15390,38.533,17.666,26,10,115,76.232,126.615,800.427,35,50208
11,16.963,80.621,126.584,16.56,78.409,129.167,4.293,5.303,5.971,3.617,64.309,0.777,6.238,78.788,5.177,54.058,3.794,1.651,0.606,0.931,159.164,44.858,255,52,255,80.572,126.705,2699.829,154,169351,33.822,15.553,27,6,96,80.645,126.723,573.712,31,35987,7.347,6.511,2,0,46,80.633,126.787,124.62,6,7817,35.464,16.126,23,9,109,80.681,126.772,601.563,32,37734
12,16.086,85.823,127.443,15.71,83.46,129.167,5.051,3.914,5.228,3.918,17.466,0.819,5.743,83.712,3.157,33.341,3.914,1.334,0.749,0.969,149.59,40.425,129,71,255,85.689,127.478,2406.253,141,150936,28.822,14.201,13,3,67,85.905,127.692,463.615,28,29081,12.338,9.518,2,0,53,86.115,127.772,198.465,11,12449,33.945,24.348,16,8,232,86.006,127.675,546.037,28,34251
13,22,93.597,127.368,19.233,90.53,129.167,6.692,4.293,6.857,4.085,13.464,0.747,7.236,90.909,3.535,29.249,4.293,1.679,0.596,0.955,153.381,40.403,150,55,255,93.609,127.351,3374.424,148,211666,27.069,15.062,9,2,65,93.671,127.721,595.521,27,37355,9.738,9.235,0,0,62,93.741,127.818,214.247,7,13439,49.104,31.262,22,9,210,93.572,127.679,1080.292,39,67763
14,21.713,102.285,127.043,18.981,99.621,129.167,6.061,4.798,6.381,4.333,33.936,0.757,7.222,99.874,4.293,36.469,4.798,1.473,0.679,0.945,159.284,44.316,255,65,255,102.27,127.146,3458.583,153,216945,30.99,16.079,13,3,70,102.413,127.263,672.889,31,42208,6.515,7.062,0,0,59,102.449,127.404,141.455,5,8873,61.328,36.557,26,9,207,102.381,127.222,1331.637,55,83529
15,14.029,111.143,127.984,16.333,108.207,129.167,6.313,2.652,6.517,2.741,4.807,0.661,6.591,108.207,1.894,16.699,2.652,2.377,0.421,0.968,133.567,38.985,126,42,255,111.029,128.046,1873.831,130,117539,20.083,12.535,6,2,55,110.936,128.207,281.747,17,17673,8.251,9.08,0,0,50,110.703,128.28,115.756,5,7261,26.656,15.666,13,6,131,110.881,128.063,373.956,24,23457
16,31.693,120.348,126.531,22.103,116.793,129.167,6.692,6.061,6.828,5.91,140.156,0.815,7.697,117.045,0,131.009,6.061,1.155,0.866,0.965,150.351,40.59,255,53,255,120.455,126.599,4765.095,144,298898,32.13,17.465,13,2,88,120.189,126.885,1018.309,32,63875,8.291,8.668,0,0,59,120.114,127,262.76,6,16482,25.68,17.837,15,4,134,120.179,126.809,813.866,21,51051
17,22,127.575,125.209,19.664,125.252,129.04,4.04,7.071,7.233,3.873,77.47,0.715,7.518,125.631,6.692,60.852,4.04,1.868,0.535,0.957,137.759,41.435,111,48,255,127.569,125.274,3030.742,130,190108,32.661,17.868,13,4,90,127.815,125.258,718.547,30,45072,5.657,6.951,0,0,60,127.919,125.227,124.461,4,7807,24.774,15.641,13,4,156,127.822,125.184,545.032,21,34188
18,34.993,12.67,125.069,23.641,9.091,128.535,7.323,7.197,8.678,5.134,42.991,0.787,8.935,9.596,7.576,42.709,5.347,1.69,0.592,0.949,131.504,37.216,129,62,255,12.645,124.996,4601.751,127,288652,25.724,12.842,13,1,64,12.748,125.256,900.177,27,56465,10.124,9.686,0,0,60,12.873,125.36,354.284,8,22223,45.302,30.513,20,7,248,12.77,125.124,1585.262,36,99438
19,39.011,27.073,123.729,24.22,23.485,127.904,6.818,7.955,8.071,6.154,60.889,0.836,8.338,24.495,8.586,57.995,6.311,1.312,0.762,0.951,136.226,31.582,123,71,255,27.129,123.672,5314.256,133,333345,24.408,10.479,27,1,55,27.119,123.954,952.18,25,59727,9.275,7.996,1,0,57,27.096,123.836,361.84,8,22697,33.72,19.903,17,5,201,27.08,123.723,1315.456,29,82514
20,40.557,56.987,122.575,25.039,53.283,126.515,7.323,7.955,8.992,5.743,54.595,0.813,9.039,54.293,9.975,48.965,5.988,1.566,0.639,0.955,193.194,41.653,255,93,255,57.071,122.641,7835.373,192,491486,20.5,9.033,27,3,53,56.978,122.606,831.418,20,52152,5.141,5.371,0,0,37,56.759,122.639,208.508,4,13079,26.003,12.15,19,5,104,56.99,122.453,1054.609,24,66152
21,26.241,70.295,122.157,21.929,67.803,126.263,4.924,8.207,8.668,3.854,72.382,0.686,8.516,69.192,11.111,74.521,4.143,2.249,0.445,0.927,133.089,34.477,100,74,249,70.225,122.198,3492.364,125,219064,29.831,14.422,13,4,77,70.325,122.351,782.794,29,49102,23.713,19.355,3,0,108,70.395,122.365,622.256,19,39032,29.959,18.274,15,4,151,70.254,121.967,786.158,25,49313
22,31.884,104.913,122.196,22.582,101.894,126.136,5.682,7.576,8.017,5.064,66.104,0.786,8.38,102.651,10.227,59.184,5.532,1.583,0.632,0.942,142.228,36.683,119,78,255,104.864,122.225,4534.873,136,284457,28.512,15.246,13,1,77,104.845,122.354,909.089,27,57024,22.937,19.134,3,0,114,104.825,122.464,731.333,18,45874,31.492,18.749,17,8,197,104.912,122.256,1004.12,25,62985
23,27.118,115.805,121.654,23.432,112.752,126.01,5.934,8.333,8.367,4.127,69.163,0.621,8.81,113.131,11.49,64.537,4.786,2.028,0.493,0.855,137.65,43.121,255,67,255,115.634,121.592,3732.757,125,234143,24.987,12.844,13,3,65,115.867,121.722,677.592,22,42503,12.378,10.344,4,0,55,115.871,121.721,335.663,10,21055,74.79,36.751,38,14,228,115.874,121.717,2028.136,70,127218
