 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,3.954,4.313,128.578,8.918,2.273,129.167,3.662,1.389,3.592,1.401,174.082,0.625,3.739,18,0,168.311,1.389,2.563,0.39,0.958,64.153,17.911,70,28,125,4.262,128.657,253.641,61,15910,8.448,2.472,7,3,16,4.346,128.582,33.399,8,2095,0.508,0.913,0,0,5,4.188,128.596,2.009,0,126,13.508,4.145,11,6,28,4.349,128.542,53.406,13,3350
2,2.248,23.436,128.768,6.836,21.97,129.167,2.904,0.884,3.03,0.945,179.598,0.604,2.948,174,0,170.134,0.884,3.208,0.312,0.959,93.624,23.114,71,43,160,23.386,128.805,210.453,95,13201,11.057,3.676,11,4,21,23.399,128.824,24.854,11,1559,0.312,0.688,0,0,3,23.416,128.834,0.701,0,44,23.553,7.92,22,7,57,23.418,128.798,52.944,22,3321
3,32.889,32.884,126.902,30.964,25.884,129.167,13.258,4.798,13.443,3.115,163.9,0.431,13.788,205,0,164.055,3.434,4.316,0.232,0.921,107.956,26.512,92,37,193,33.108,126.8,3550.553,107,222714,13.891,4.175,13,4,28,32.959,126.831,456.872,13,28658,0.278,0.793,0,0,12,31.976,127.016,9.135,0,573,27.857,9.557,25,8,83,32.951,126.835,916.167,27,57468
4,10.586,56.017,128.422,18.71,51.389,129.167,8.207,2.146,8.456,1.594,174.272,0.38,8.37,407,0,168.69,2.146,5.305,0.188,0.828,82.64,19.983,91,35,141,55.913,128.484,874.797,83,54873,5.536,2.243,6,0,15,55.847,128.514,58.604,5,3676,0.209,0.586,0,0,4,56.347,128.396,2.216,0,139,16.021,5.974,11,3,38,55.756,128.527,169.593,15,10638
5,3.651,71.92,128.74,10.15,69.697,129.167,4.545,1.01,4.492,1.035,0.129,0.445,4.573,552,4,6.34,1.01,4.34,0.23,0.944,32.341,6.217,33,19,48,71.991,128.744,118.068,32,7406,1.712,1.168,1,0,5,71.884,128.724,6.249,2,392,0.096,0.362,0,0,2,72.021,128.719,0.351,0,22,6.878,2.063,6,3,12,71.832,128.735,25.109,7,1575
6,2.997,80.261,128.792,9.361,78.03,129.167,4.167,0.884,4.376,0.872,177.658,0.43,4.197,618,0,173.089,0.884,5.018,0.199,0.933,48.112,8.824,42,29,75,80.147,128.806,144.197,47,9045,1.92,1.232,2,0,6,80.324,128.76,5.755,2,361,0.186,0.477,0,0,2,80.651,128.826,0.558,0,35,7.266,2.105,7,2,13,80.303,128.802,21.777,7,1366
7,3.364,89.181,128.783,10.119,86.869,129.167,4.545,0.884,4.682,0.915,179.419,0.413,4.573,688,0,173.66,0.884,5.118,0.195,0.944,55.204,18.327,43,26,139,88.927,128.814,185.695,51,11648,4.1,1.878,3,0,11,89.146,128.822,13.79,4,865,0.161,0.471,0,0,3,89.372,128.806,0.542,0,34,11.246,5.272,9,4,43,89.223,128.807,37.831,10,2373
8,22.239,97.309,127.234,22.429,93.182,129.167,8.838,4.04,9.366,3.023,164.874,0.556,9.45,739,3,157.203,3.3,3.098,0.323,0.919,66.221,16.752,63,26,132,97.168,127.208,1472.71,65,92378,6.158,2.432,6,0,17,97.177,127.24,136.96,6,8591,0.153,0.499,0,0,9,96.647,127.248,3.412,0,214,13.902,5.035,13,3,42,97.285,127.16,309.167,13,19393
9,25.476,105.654,126.781,19.891,102.146,129.167,6.944,4.924,7.351,4.412,162.175,0.809,7.389,809,8,160.017,4.643,1.666,0.6,0.948,84.387,21.584,86,24,185,105.745,126.654,2149.823,85,134851,11.65,6.289,6,1,33,105.82,126.651,296.796,10,18617,0.217,0.612,0,0,7,105.942,126.959,5.516,0,346,20.643,9.614,15,3,66,105.759,126.724,525.902,19,32988
10,21.602,112.218,125.936,19.565,109.722,129.167,5.177,6.566,7.303,3.766,122.453,0.709,7.854,873,2,126.501,4.212,1.939,0.516,0.933,92.065,24.433,79,31,190,112.137,125.812,1988.759,91,124748,9.591,5.394,6,0,33,112.2,125.71,207.185,8,12996,0.146,0.457,0,0,4,112.383,125.451,3.157,0,198,32.724,15.806,20,6,80,112.13,125.735,706.894,30,44341
11,9.613,118.271,128.148,13.512,115.278,129.167,5.429,2.399,5.403,2.266,169.781,0.662,5.637,913,0,164.407,2.399,2.385,0.419,0.951,71.685,16.202,69,29,124,118.225,128.178,689.118,71,43226,3.94,1.613,4,0,10,118.346,128.184,37.879,4,2376,0.149,0.483,0,0,4,118.666,128.119,1.435,0,90,13.818,4.368,13,2,30,118.32,128.249,132.83,13,8332
12,17.281,10.407,127.617,17.047,7.323,129.04,6.313,3.283,6.538,3.365,1.628,0.747,6.523,58,1,165.426,3.283,1.943,0.515,0.963,103.322,20.283,87,50,177,10.429,127.59,1785.544,101,112001,14.698,4.533,13,4,29,10.5,127.694,254.007,14,15933,0.609,1.071,0,0,8,10.115,127.802,10.522,0,660,18.922,9.658,12,3,74,10.638,127.76,326.991,17,20511
13,28.505,46.439,127.132,25.434,40.657,129.04,10.354,4.545,10.466,3.468,163.911,0.554,10.9,322,1,161.775,4.021,3.018,0.331,0.921,95.839,21.819,99,38,214,46.429,127.149,2731.857,94,171360,12.994,5.618,13,2,33,46.373,127.241,370.385,13,23233,0.423,0.984,0,0,18,45.867,127.195,12.068,0,757,22.586,9.526,22,2,56,46.355,127.223,643.794,22,40383
14,21.474,126.226,126.782,20.113,122.348,129.04,6.692,5.177,6.69,4.087,146.551,0.667,7.73,969,1,141.633,4.829,1.637,0.611,0.915,168.296,40.377,140,58,255,126.246,126.791,3614.019,164,226695,1.947,1.206,2,0,6,126.229,126.847,41.8,2,2622,1.43,1.848,0,0,13,126.319,127.03,30.705,1,1926,8.628,3.398,7,1,32,126.163,126.831,185.28,8,11622
15,29.525,18.908,126.313,23.623,14.52,128.662,9.217,4.545,9.271,4.055,168.327,0.665,9.591,115,7,163.951,4.168,2.287,0.437,0.942,114.445,27.028,97,44,214,18.862,126.377,3378.983,113,211952,19.658,8.458,13,3,46,18.756,126.372,580.408,19,36407,0.596,1.06,0,0,10,18.853,126.197,17.6,0,1104,28.183,13.69,17,6,103,18.821,126.275,832.088,25,52194
16,27.15,66.511,126.34,21.08,62.5,128.662,7.576,4.924,7.697,4.491,165.287,0.768,7.832,495,14,159.228,4.75,1.714,0.584,0.947,41.573,8.682,39,22,89,66.629,126.273,1128.693,41,70799,3.229,1.51,3,0,10,66.369,126.355,87.666,3,5499,0.132,0.446,0,0,4,66.916,126.368,3.571,0,224,12.765,3.826,11,4,35,66.484,126.364,346.568,12,21739
17,16.006,78.237,126.374,18.124,75.126,128.662,6.566,4.419,7.587,2.686,153.29,0.612,7.536,596,5,148.707,2.88,2.825,0.354,0.907,63.361,13.701,60,27,110,78.195,126.369,1014.148,62,63614,4.278,1.768,4,0,10,78.282,126.395,68.472,4,4295,0.141,0.622,0,0,13,78.604,126.25,2.264,0,142,11.396,4.086,11,3,37,78.213,126.444,182.411,11,11442
18,25.316,56.254,125.174,22.182,52.273,127.778,8.333,4.924,9.066,3.555,157.892,0.647,9.102,414,16,156.28,3.799,2.55,0.392,0.923,82.46,22.267,87,23,183,55.988,125.226,2087.569,82,130946,12.689,6.66,6,0,38,56.07,125.378,321.236,11,20150,0.575,1.088,0,0,10,56.101,125.259,14.555,0,913,38.149,16.559,21,8,92,56.142,125.28,965.779,35,60580
19,35.057,87.563,124.75,24.59,82.828,127.273,8.965,5.808,9.42,4.738,162.037,0.729,9.343,657,20,161.075,5.357,1.988,0.503,0.921,76.313,22.532,80,22,169,87.617,124.808,2675.31,75,167813,7.316,3.747,6,0,20,87.497,124.839,256.462,7,16087,0.198,0.588,0,0,7,88.085,124.533,6.951,0,436,20.044,9.812,15,3,57,87.373,124.766,702.685,18,44077
20,44.367,6.427,124.356,33.877,0.126,127.146,13.889,5.177,13.72,4.117,168.202,0.486,14.243,1,21,167.196,4.754,3.332,0.3,0.87,82.439,19.973,78,35,160,6.8,124.206,3657.574,81,229427,11.024,3.485,13,1,29,6.426,124.293,489.123,11,30681,1.001,1.551,0,0,16,6.913,123.971,44.399,0,2785,21.548,7.899,18,5,64,6.321,124.328,956.022,20,59968
21,34.515,74.635,122.93,23.924,70.328,126.136,8.46,6.313,8.879,4.949,151.304,0.758,9.269,557,34,155.879,5.097,1.794,0.557,0.936,73.722,14.829,78,30,123,74.664,122.852,2544.52,74,159609,5.434,3.09,6,0,19,74.939,122.453,187.56,5,11765,0.143,0.448,0,0,5,74.564,122.878,4.942,0,310,14.445,7.79,10,3,67,74.855,122.453,498.577,12,31274
