 ,Area,X,Y,Perim,BX,BY,Width,Height,Major,Minor,Angle,Circ,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,5.07,1.377,128.278,9.053,0,129.167,3.157,2.146,3.084,2.093,16.344,0.777,3.4,0.253,1.768,31.329,2.146,1.474,0.678,0.954,140.267,20.118,135,103,214,1.318,128.268,711.102,138,44605,75.928,27.542,82,14,149,1.485,128.391,384.925,80,24145,6.604,5.829,4,0,34,1.677,128.424,33.479,5,2100,26.179,9.973,21,6,57,1.485,128.382,132.719,25,8325
2,17.425,38.061,126.491,17.379,35.732,129.167,4.672,5.682,6.265,3.541,118.688,0.725,6.517,35.732,0,125.538,3.925,1.769,0.565,0.909,157.178,41.153,151,54,255,38.062,126.441,2738.808,153,171796,45.1,24.113,27,8,123,38.216,126.289,785.855,38,49294,2.842,3.391,0,0,26,38.431,125.998,49.517,2,3106,12.555,6.54,10,1,58,38.084,126.369,218.775,11,13723
3,7.907,41.974,127.754,11.06,40.278,129.167,3.157,3.283,3.558,2.83,124.747,0.812,4.066,40.278,0,126.158,2.995,1.257,0.795,0.954,47.081,9.797,38,28,81,42.012,127.608,372.283,46,23352,6.113,2.278,6,1,13,42.015,127.564,48.337,6,3032,0.415,0.81,0,0,4,41.952,127.601,3.284,0,206,5.151,2.045,4,1,14,41.876,127.717,40.732,5,2555
4,3.236,50.077,128.482,7.076,48.737,129.167,2.525,1.641,2.511,1.641,172.302,0.812,2.655,48.737,0,154.654,1.641,1.53,0.654,0.955,38.744,4.563,39,26,53,50.102,128.479,125.385,39,7865,5.532,1.833,6,1,11,50.138,128.481,17.903,6,1123,0.512,0.852,0,0,4,50.208,128.439,1.658,0,104,5.596,2.309,5,1,13,50.111,128.465,18.11,5,1136
5,4.049,61.424,128.581,8.739,59.47,129.167,3.662,1.263,3.76,1.371,176.94,0.666,3.767,59.47,0,166.43,1.263,2.742,0.365,0.977,52.433,8.894,50,34,79,61.367,128.625,212.318,51,13318,8.583,2.927,6,2,18,61.282,128.649,34.754,8,2180,0.579,0.932,0,0,4,61.385,128.653,2.344,0,147,6.449,3.115,6,1,24,61.354,128.663,26.113,6,1638
6,9.262,67.501,127.878,12.009,65.53,129.167,3.914,2.904,3.863,3.053,170.966,0.807,4.272,65.53,0,145.84,2.904,1.265,0.79,0.945,131.919,30.995,133,65,239,67.476,127.894,1221.891,133,76645,50.489,31.136,20,11,136,67.604,128.007,467.649,40,29334,3.367,3.399,0,0,17,67.646,128.094,31.183,3,1956,14.415,6.306,13,3,55,67.472,127.891,133.516,13,8375
7,2.041,80.016,128.73,6.214,78.662,129.167,2.525,1.136,2.461,1.056,174.895,0.664,2.575,78.662,0,168.69,1.136,2.331,0.429,0.938,129.812,34.641,77,72,213,79.871,128.766,264.896,135,16616,37.594,26.719,15,10,119,79.845,128.841,76.714,27,4812,2.156,2.675,0,0,15,79.888,128.805,4.4,1,276,20.086,7.833,16,6,46,80.032,128.715,40.987,19,2571
8,12.674,86.687,128.027,15.249,83.333,129.167,6.061,2.525,6.044,2.67,173.725,0.685,6.247,83.333,0,165.964,2.525,2.264,0.442,0.975,68.792,9.574,66,44,105,86.578,128.061,871.879,68,54690,12.596,3.759,13,4,34,86.566,128.122,159.645,13,10014,2.161,3.512,0,0,40,85.806,128.163,27.389,1,1718,20.146,13.907,13,5,128,86.913,128.039,255.33,17,16016
9,1.929,91.712,128.876,7.489,90.025,129.167,3.409,0.631,3.589,0.684,0.349,0.432,3.43,90.025,0,173.66,0.631,5.246,0.191,0.96,83.091,18.131,67,48,127,91.599,128.893,160.283,80,10054,13.669,5.302,11,5,29,91.461,128.896,26.368,13,1654,0.975,1.345,0,0,9,91.674,128.908,1.881,0,118,11.587,5.336,7,4,34,91.546,128.891,22.351,11,1402
10,7.142,97.625,128.367,11.621,95.328,129.167,4.672,1.768,4.876,1.865,1.697,0.665,4.755,95.328,1.01,10.713,1.768,2.614,0.383,0.962,76.482,16.258,61,43,120,97.781,128.415,546.244,75,34264,14.775,6.509,13,3,43,97.832,128.479,105.521,13,6619,1.123,1.421,0,0,7,97.922,128.534,8.019,1,503,12.567,7.865,9,2,64,97.724,128.383,89.755,11,5630
