 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,20.39,2.373,126.519,18.611,0,129.167,4.924,5.934,6.721,3.863,55.284,0.74,7.324,4,47,54.118,4.312,1.74,0.575,0.934,91.579,20.252,82,46,161,2.438,126.639,1867.295,90,117129,44.535,14.32,41,17,95,2.302,126.461,908.068,44,56960,44.316,20.14,61,3,131,2.605,126.742,903.604,45,56680,32.184,16.735,26,10,171,2.282,126.63,656.229,28,41163
2,24.519,7.78,126.356,19.233,5.429,129.167,4.924,5.934,6.321,4.939,80.192,0.833,6.62,48,45,55.098,4.924,1.28,0.781,0.957,128.663,28.275,110,64,240,7.891,126.332,3154.708,123,197884,78.41,35.878,116,13,166,7.847,126.641,1922.535,83,120594,107.305,64.093,17,2,252,7.825,126.741,2631.023,112,165035,40.333,18.33,24,11,165,7.825,126.444,988.927,37,62032
3,10.506,13.559,127.947,13.524,11.364,129.167,4.672,2.904,4.702,2.845,10.949,0.722,5.008,94,22,33.69,2.904,1.653,0.605,0.943,119.513,19.191,109,75,194,13.533,127.967,1255.593,118,78759,62.571,23.892,54,13,122,13.526,128.119,657.361,63,41234,140.822,70.363,255,6,255,13.532,128.176,1479.469,136,92802,39.384,17.026,24,12,110,13.72,128.048,413.764,35,25954
4,9.677,27.915,127.928,12.502,25.884,129.167,4.293,3.03,4.132,2.982,9.158,0.778,4.441,205,9,14.826,3.03,1.386,0.722,0.956,102.297,22.412,85,49,155,27.895,127.936,989.916,105,62094,44.54,17.775,34,13,92,27.979,128.036,431.014,40,27036,33.428,17.666,11,1,86,28.356,127.973,323.483,35,20291,47.175,22.612,31,15,144,27.836,127.971,456.505,42,28635
5,6.026,32.137,127.965,9.515,30.682,129.167,2.778,2.904,2.843,2.699,101.619,0.837,3.276,252,23,62.447,2.778,1.053,0.949,0.946,113.836,17.864,100,81,174,32.152,128.03,685.993,111,43030,51.852,18.765,34,20,100,32.204,128.067,312.467,49,19600,14.333,6.013,11,2,35,32.051,128.021,86.375,13,5418,35.016,10.995,34,16,83,32.202,127.977,211.011,33,13236
6,19.45,34.565,125.365,20.335,32.828,129.167,3.535,7.955,8.267,2.996,75.948,0.591,8.426,264,63,70.75,3.232,2.76,0.362,0.929,141.226,35.31,137,73,255,34.657,125.474,2746.779,134,172296,73.794,31.376,47,13,185,34.691,125.664,1435.261,72,90029,50.942,28.795,16,1,142,34.732,125.711,990.792,49,62149,40.302,14.296,38,15,127,34.621,125.492,783.847,38,49168
7,3.268,39.602,128.495,7.15,38.258,129.167,2.652,1.515,2.698,1.542,5.088,0.803,2.726,303,5,13.392,1.515,1.749,0.572,0.949,60.722,6.81,59,44,79,39.629,128.521,198.449,60,12448,22.098,3.968,20,12,33,39.564,128.492,72.218,22,4530,15.756,4.358,14,5,28,39.624,128.484,51.493,16,3230,56.722,27.964,39,21,168,39.418,128.439,185.376,47,11628
8,11.415,43.02,127.391,13.302,41.414,129.167,3.535,4.04,4.344,3.346,67.234,0.811,4.851,331,30,51.34,3.466,1.298,0.77,0.953,138.377,25.769,150,67,228,43.089,127.403,1579.522,139,99078,65.958,28.395,27,22,147,43.138,127.579,752.887,64,47226,22.239,10.503,14,4,61,43.079,127.556,253.848,20,15923,40.19,14.476,28,15,106,43.151,127.564,458.753,38,28776
9,20.199,48.074,125.897,19.504,46.338,129.167,3.914,7.449,7.387,3.481,85.855,0.667,7.686,372,59,75.735,3.875,2.122,0.471,0.912,133.982,29.733,129,70,246,47.996,125.723,2706.27,129,169755,58.903,18.123,75,20,109,48.009,126.055,1189.767,59,74630,35.97,19.825,24,3,129,48.243,125.637,726.55,31,45574,32.65,11.44,30,13,83,48.065,125.931,659.497,30,41368
10,3.683,51.237,128.481,7.864,49.874,129.167,3.03,1.641,2.946,1.592,11.375,0.748,3.194,395,8,18.435,1.641,1.85,0.54,0.931,141.827,36.798,111,56,226,51.157,128.523,522.299,140,32762,60.056,30.554,26,17,137,51.219,128.543,221.166,50,13873,6.987,5.483,3,0,29,51.208,128.513,25.731,5,1614,44.749,20.891,21,13,118,51.258,128.467,164.795,41,10337
