 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,6.552,1.284,128.02,10.747,0,129.167,3.283,2.904,3.602,2.316,37.341,0.713,4.383,0,23,41.496,2.768,1.555,0.643,0.967,129.618,45.79,100,63,255,1.165,128.112,849.289,112,53273,25.173,5.452,20,11,45,1.241,128.035,164.938,25,10346,0.856,1.303,0,0,7,1.163,127.993,5.612,0,352,34.981,28.034,22,10,230,1.367,128.148,229.201,28,14377
2,36.077,8.233,123.801,27.301,6.313,129.167,4.167,10.732,11.201,4.101,90.112,0.608,10.945,52,0,101.31,4.167,2.731,0.366,0.939,178.846,44.379,255,77,255,8.27,123.977,6452.259,173,404728,41.798,18.933,20,12,105,8.243,124.072,1507.942,37,94588,0.912,1.43,0,0,19,8.237,123.803,32.889,0,2063,35.199,22.867,28,6,254,8.188,124.022,1269.877,30,79655
3,18.461,17.577,127.642,22.86,12.753,129.167,8.46,3.914,6.274,3.747,179.527,0.444,8.475,101,0,176.583,3.914,1.674,0.597,0.838,162.438,29.349,167,79,250,17.541,127.634,2998.778,161,188103,38.573,17.145,27,13,100,17.746,127.811,712.107,33,44668,2.315,3.087,0,0,31,17.847,127.831,42.741,1,2681,35.291,17.729,23,8,139,17.882,127.739,651.51,31,40867
4,15.368,25.148,127.057,15.144,23.232,129.167,3.914,4.545,4.961,3.944,70.984,0.842,5.431,189,35,54.462,3.88,1.258,0.795,0.97,165.446,25.744,150,93,242,25.176,127.109,2542.623,165,159490,28.332,7.484,27,12,54,25.134,126.994,435.414,27,27312,1.445,1.988,0,0,16,25.287,126.895,22.207,1,1393,27.285,9.271,23,8,91,25.055,126.973,419.328,25,26303
5,2.806,29.765,128.664,7.119,28.283,129.167,2.904,1.136,2.984,1.197,179.032,0.696,2.972,224,0,167.735,1.136,2.493,0.401,0.964,195.222,25.073,182,128,248,29.785,128.68,547.758,196,34359,20.909,5.578,19,10,37,29.845,128.636,58.667,20,3680,1.369,1.771,0,0,11,29.974,128.671,3.842,1,241,25.699,10.069,25,8,78,29.81,128.667,72.107,24,4523
6,12.307,38.228,127.535,13.838,36.364,129.167,4.167,3.788,4.284,3.658,42.676,0.808,4.918,294,29,48.122,3.788,1.171,0.854,0.964,167.383,28.198,158,103,253,38.238,127.533,2060.052,164,129220,36.083,12.388,27,13,68,38.225,127.696,444.086,34,27856,1.053,1.627,0,0,17,38.366,127.577,12.961,0,813,37.013,15.148,25,9,94,38.302,127.7,455.533,35,28574
7,28.234,43.914,126.126,21.659,40.657,129.167,5.556,6.818,7.04,5.106,109.455,0.756,7.862,332,0,119.859,5.556,1.379,0.725,0.953,187.277,40.077,201,56,255,43.902,126.237,5287.505,193,331667,10.609,3.608,9,2,32,43.93,126.042,299.538,10,18789,1.137,1.688,0,0,14,43.895,126.304,32.092,1,2013,16.77,12.555,14,5,207,43.8,126.44,473.468,15,29699
8,35.535,50.295,126.135,24.08,47.348,129.167,6.439,7.197,7.597,5.956,64.353,0.77,8.475,388,56,56.547,6.439,1.276,0.784,0.966,190.594,36.163,255,67,255,50.384,126.315,6772.793,189,424834,8.888,3.734,6,1,28,50.164,125.945,315.831,8,19811,1.264,2.409,0,0,30,49.885,124.679,44.925,0,2818,12.742,7.081,10,2,88,50.153,125.928,452.775,11,28401
9,44.415,59.261,125.243,25.965,56.187,129.167,6.061,8.586,9.01,6.277,89.013,0.828,9.269,460,67,65.879,6.061,1.435,0.697,0.977,188.63,39.575,255,72,255,59.23,125.229,8378.014,191,525524,42.076,22.645,20,11,136,59.23,125.506,1868.794,35,117223,1.486,2.336,0,0,28,59.337,125.721,66.001,1,4140,31.005,20.057,20,6,170,59.243,125.737,1377.072,25,86379
10,33,77.663,125.626,23.322,74.747,129.167,5.556,7.955,8.089,5.195,84.743,0.762,8.346,600,0,107.613,5.21,1.557,0.642,0.953,171.614,32.12,162,84,255,77.629,125.717,5663.327,167,355241,28.428,8.167,27,8,56,77.604,125.713,938.119,28,58845,1.198,1.731,0,0,14,77.751,125.836,39.537,1,2480,67.423,27.292,49,19,173,77.568,125.777,2224.975,65,139565
