 ,Area,X,Y,Perim,BX,BY,Width,Height,Major,Minor,Angle,Circ,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,22.526,3.84,126.122,18.272,1.389,129.167,4.798,6.187,6.081,4.717,85.268,0.848,6.47,3.157,6.187,72.979,4.727,1.289,0.776,0.945,169.938,36.363,157,87,255,3.887,126.178,3828.091,167,240123,38.217,15.049,47,8,91,3.93,126.246,860.895,38,54001,9.093,6.963,6,0,41,3.975,126.193,204.841,8,12849,27.004,10.253,28,7,74,3.877,126.212,608.291,26,38156
2,20.055,9.413,127.128,18.136,6.692,129.167,5.682,4.545,5.529,4.618,2.885,0.766,5.989,6.692,0.253,161.565,4.545,1.197,0.835,0.929,183.723,39.718,255,82,255,9.478,127.239,3684.612,183,231123,36.834,14.148,38,8,82,9.429,127.251,738.714,37,46337,6.525,5.84,0,0,51,9.391,127.391,130.87,5,8209,24.923,9.035,19,6,74,9.282,127.25,499.836,24,31353
3,7.987,23.043,128.311,13.259,20.455,129.167,5.556,2.146,4.785,2.125,3.574,0.571,5.568,20.455,0,176.1,2.146,2.252,0.444,0.929,160.772,36.866,151,70,254,23.113,128.317,1284.097,160,80547,13.375,4.476,13,3,27,23.086,128.368,106.829,13,6701,5.405,5.277,0,0,24,22.929,128.583,43.172,4,2708,19.98,7.769,15,7,42,23.25,128.42,159.582,19,10010
4,7.27,28.627,128.136,10.894,26.894,129.167,3.914,2.273,3.915,2.364,12.709,0.77,4.295,26.894,1.768,24.305,2.273,1.656,0.604,0.968,147.208,37,120,83,255,28.492,128.135,1070.153,138,67127,26.623,13.141,12,6,62,28.661,128.332,193.538,25,12140,7.075,6.883,0,0,34,28.778,128.447,51.43,5,3226,19.36,8.583,13,5,57,28.824,128.283,140.738,17,8828
5,12.451,39.041,128.132,15.932,35.732,129.167,6.439,2.399,6.396,2.478,179.792,0.616,6.539,35.732,0,169.992,2.399,2.581,0.387,0.952,156.481,26.685,139,88,255,39.04,128.184,1948.329,155,122212,38.452,11.688,34,11,74,39.117,128.231,478.761,39,30031,9.06,6.525,6,0,33,39.009,128.31,112.807,8,7076,25.174,10.755,21,7,112,39.181,128.214,313.44,23,19661
6,4.081,47.098,128.612,9.349,45.076,129.167,3.914,1.389,3.868,1.344,179.124,0.587,3.965,45.076,0,170.838,1.389,2.879,0.347,0.943,101.047,21.798,91,53,151,46.978,128.645,412.393,100,25868,11.297,5.056,7,2,28,47.041,128.687,46.105,10,2892,3.676,4.432,1,0,27,46.958,128.805,15.002,2,941,18.902,7.63,13,7,49,46.993,128.677,77.144,17,4839
7,8.641,67.509,128.185,12.785,64.899,129.167,5.177,2.399,4.699,2.341,1.918,0.664,5.201,64.899,0.126,174.428,2.399,2.007,0.498,0.931,166.397,42.779,255,95,255,67.659,128.245,1437.78,153,90187,30.53,12.844,20,7,66,67.497,128.284,263.796,29,16547,16.601,11.435,3,0,57,67.537,128.359,143.448,14,8998,26.482,12.609,19,8,131,67.543,128.22,228.819,24,14353
8,4.862,74.344,128.651,11.369,71.843,129.167,5.05,1.263,4.945,1.252,0.131,0.473,5.076,71.843,0.505,5.711,1.263,3.949,0.253,0.941,97.315,32.407,76,59,196,74.293,128.724,473.181,83,29681,15.37,5.08,13,7,33,74.357,128.713,74.737,14,4688,1.908,3.232,0,0,37,74.646,128.793,9.278,1,582,23.4,10.215,16,7,63,74.346,128.727,113.78,21,7137
9,19.178,80.706,126.953,17.927,77.904,129.167,5.05,5.05,5.474,4.461,121.126,0.75,5.837,77.904,0.631,141.147,5.05,1.227,0.815,0.907,163.339,36.038,255,89,255,80.823,127.008,3132.597,155,196497,40.243,15.096,50,10,81,80.741,127.068,771.794,40,48412,4.767,4.086,2,0,32,80.688,127.032,91.429,4,5735,37.342,15.753,23,10,109,80.702,127.008,716.172,34,44923
10,5.691,97.27,128.47,11.535,94.697,129.167,4.924,1.768,4.495,1.612,177.231,0.538,4.95,94.697,0.631,5.856,1.768,2.788,0.359,0.885,164.936,37.963,255,96,255,97.133,128.483,938.709,158,58882,33.045,19.735,13,7,106,97.391,128.64,188.07,27,11797,6.541,6.542,0,0,27,97.496,128.747,37.225,4,2335,26.162,12.655,15,8,63,97.459,128.578,148.9,22,9340
11,25.125,103.297,127.271,21.302,99.747,129.167,7.828,4.672,7.655,4.179,15.123,0.696,8.188,99.747,2.525,17.038,4.672,1.832,0.546,0.943,191.819,37.811,255,83,255,103.247,127.246,4819.442,191,302307,21.944,8.329,20,6,56,103.282,127.483,551.345,21,34584,6.962,6.584,0,0,42,103.224,127.708,174.918,5,10972,23.961,9.345,24,6,77,103.339,127.472,602.026,23,37763
12,15.878,61.908,127.2,16.073,58.838,129.04,5.556,4.167,5.402,3.742,161.685,0.772,5.838,58.838,0.758,158.429,4.133,1.444,0.693,0.941,133.302,32.744,124,78,255,61.923,127.138,2116.631,125,132769,20.496,8.543,20,4,48,62.138,127.262,325.444,20,20414,16.006,13.229,4,0,63,62.257,127.337,254.151,12,15942,23.349,8.571,18,7,54,62.015,127.193,370.752,22,23256
13,27.867,120.19,126.663,21.929,116.035,129.04,8.207,5.05,8.549,4.15,20.074,0.728,8.749,116.035,3.535,20.266,4.441,2.06,0.485,0.944,169.018,38.676,149,85,255,120.211,126.776,4710.015,169,295443,17.295,6.725,13,3,41,120.292,126.877,481.949,17,30231,4.082,4.344,0,0,27,120.376,127.045,113.748,3,7135,25.027,11.206,23,4,81,120.222,126.839,697.44,24,43748
14,31.693,52.577,126.002,21.628,49.116,128.661,6.944,5.429,7.066,5.711,13.563,0.851,7.375,49.621,5.303,38.047,5.429,1.237,0.808,0.967,170.676,39.953,255,76,255,52.428,125.97,5409.24,166,339303,35.03,16.696,13,5,96,52.643,126.157,1110.216,35,69640,7.657,7.169,0,0,61,52.765,126.14,242.688,6,15223,52.928,25.58,62,8,146,52.611,126.144,1677.455,51,105221
15,13.71,33.066,126.009,15.241,31.061,128.409,4.545,4.924,5.156,3.386,53.753,0.742,5.423,31.566,5.682,65.225,3.689,1.523,0.657,0.907,120.222,20.815,116,75,179,33.035,126.022,1648.281,120,103391,16.613,6.907,13,2,36,33.067,126.202,227.766,16,14287,6.841,5.795,2,0,39,32.974,126.196,93.788,5,5883,20.083,9.012,20,4,65,32.97,126.096,275.338,19,17271
16,47.125,87.68,123.249,27.699,84.47,128.409,6.818,9.848,10.042,5.975,107.394,0.772,10.107,86.49,0.758,102.995,6.461,1.681,0.595,0.941,177.162,31.418,168,90,255,87.602,123.25,8348.776,177,523690,23.712,8.072,27,5,57,87.778,123.209,1117.437,24,70093,4.148,3.731,0,0,28,87.88,123.191,195.483,3,12262,22.113,8.774,20,4,68,87.838,123.112,1042.079,21,65366
17,18.381,42.331,125.406,17.157,39.141,127.525,6.187,4.04,6.306,3.712,11.295,0.785,6.29,39.141,4.293,10.408,3.9,1.699,0.589,0.939,137.465,29.298,129,81,244,42.195,125.396,2526.793,134,158497,22.956,10.276,13,4,61,42.341,125.658,421.958,22,26468,5.665,5.392,0,0,34,42.564,125.849,104.135,4,6532,18.582,7.774,16,3,56,42.168,125.569,341.562,18,21425
18,29.987,19.576,123.494,21.942,16.035,126.389,7.071,5.808,7.266,5.254,19.569,0.783,7.411,16.162,6.944,23.07,5.536,1.383,0.723,0.933,158.148,39.353,135,69,255,19.481,123.485,4742.441,156,297477,34.87,18.894,15,3,97,19.631,123.698,1045.65,34,65590,5.836,5.831,0,0,37,19.675,123.707,174.998,4,10977,23.29,10.977,14,4,87,19.653,123.575,698.412,22,43809
19,14.412,26.867,124.52,15.698,24.116,126.389,5.429,3.788,5.837,3.144,17.881,0.735,5.783,24.621,6.439,36.119,3.084,1.857,0.539,0.943,103.264,28.529,84,53,188,26.937,124.494,1488.221,99,93351,17.717,9.18,10,5,54,26.836,124.587,255.33,15,16016,5.956,5.891,3,0,42,26.781,124.531,85.833,4,5384,19.529,7.189,15,5,50,26.761,124.504,281.444,18,17654
20,22.415,70.993,123.435,18.093,68.434,126.389,4.924,5.808,5.968,4.782,99.824,0.86,6.149,70.202,2.778,109.179,4.849,1.248,0.801,0.954,164.06,36.085,136,88,255,70.905,123.322,3677.374,157,230669,37.224,16.362,20,6,99,70.94,123.452,834.367,36,52337,28.388,20.501,7,0,97,70.961,123.503,636.317,24,39914,24.808,10.279,16,6,69,71.115,123.462,556.064,23,34880
21,33.447,95.915,122.214,23.623,93.308,126.263,5.303,8.207,8.399,5.07,96.179,0.753,8.346,94.823,2.904,100.46,5.197,1.656,0.604,0.928,173.729,43.135,255,82,255,95.824,122.306,5810.681,170,364484,36.163,14.366,34,7,107,95.917,122.376,1209.551,35,75871,7.919,5.965,5,0,42,96.012,122.521,264.864,7,16614,21.399,9.168,18,5,87,95.994,122.321,715.741,20,44896
22,24.551,65.239,121.875,20.427,63.005,125.631,4.293,7.702,7.703,4.058,80.316,0.739,8.03,64.52,11.237,73.56,4.293,1.898,0.527,0.947,161.674,39.868,255,88,255,65.144,121.77,3969.26,152,248978,38.606,16.011,20,8,82,65.253,122.062,947.828,39,59454,17.168,12.601,4,0,81,65.284,122.156,421.48,15,26438,29.15,14.667,19,8,90,65.344,122.026,715.662,25,44891
23,12.706,78.082,123.167,14.57,76.01,125.631,4.04,4.798,4.936,3.278,116.205,0.752,5.501,76.894,3.662,121.866,3.637,1.506,0.664,0.903,144.935,33.455,120,81,253,78.007,123.192,1841.533,139,115513,25.985,11.434,20,8,71,78.077,123.24,330.163,23,20710,19.423,14.907,7,1,71,77.992,123.359,246.785,15,15480,22.811,7.75,18,9,54,78.088,123.179,289.829,22,18180
24,13.662,1.378,121.212,16.708,0,125,3.409,6.313,5.461,3.186,104.738,0.615,6.415,0.126,4.167,100.204,3.409,1.714,0.583,0.907,166.32,36.799,255,87,255,1.325,121.298,2272.339,161,142536,31.246,13.789,27,5,82,1.223,121.383,426.901,31,26778,6.984,6.055,0,0,34,1.129,121.396,95.414,6,5985,19.068,8.286,15,5,66,1.275,121.38,260.512,17,16341
25,21.921,59.742,122.256,18.677,56.692,125,5.934,5.682,6.93,4.028,136.478,0.79,7,57.449,4.293,129.144,4.196,1.721,0.581,0.936,155.703,34.703,139,88,255,59.8,122.219,3413.084,148,214091,35.041,17.599,20,4,92,59.834,122.287,768.112,33,48181,9.909,8.743,2,0,51,59.737,122.302,217.213,8,13625,50.083,27.574,29,9,170,59.714,122.29,1097.844,44,68864
26,9.757,108.539,122.821,13.025,106.313,124.874,3.914,4.04,4.316,2.878,54.097,0.723,4.596,106.439,7.071,37.185,3.377,1.5,0.667,0.885,110.208,23.517,94,56,181,108.482,122.725,1075.254,111,67447,18.667,9.33,10,4,54,108.516,122.799,182.124,16,11424,13.837,12.907,5,0,62,108.469,122.81,134.999,9,8468,26.268,15.466,18,5,99,108.451,122.634,256.287,22,16076
27,12.355,13.925,121.215,14.675,12.5,124.242,3.283,5.682,5.697,2.761,101.162,0.721,5.849,13.131,4.924,103.736,2.978,2.063,0.485,0.921,66.09,14.08,63,35,112,13.996,121.032,816.56,64,51220,8.781,3.151,6,2,25,13.863,121.296,108.487,8,6805,3.839,3.268,3,0,24,13.846,120.884,47.428,3,2975,13.996,6.249,12,5,80,13.869,121.192,172.925,13,10847
28,15.241,42.93,121.408,16.221,40.151,123.485,5.934,3.914,5.854,3.315,19.171,0.728,6.229,40.151,8.965,17.7,3.502,1.766,0.566,0.912,89.224,27.2,69,37,173,43.014,121.318,1359.839,84,85298,12.913,6.63,9,1,47,43.002,121.357,196.807,11,12345,6.004,6.33,0,0,36,43.071,121.187,91.508,4,5740,19.64,15.029,14,4,125,42.991,121.536,299.331,15,18776
29,20.007,126.639,119.653,19.577,125,123.485,3.662,7.702,7.777,3.275,81.963,0.656,7.931,125.505,13.384,76.185,3.588,2.374,0.421,0.929,96.529,23.14,106,43,180,126.576,119.315,1931.303,95,121144,14.43,5.989,13,2,42,126.542,119.307,288.713,13,18110,1.71,2,0,0,17,126.598,119.419,34.212,1,2146,13.727,8.266,10,4,105,126.545,119.228,274.636,12,17227
30,17.202,9.229,120.902,15.685,6.692,122.98,5.177,4.293,5.253,4.169,20.239,0.879,5.44,6.818,9.343,21.801,4.293,1.26,0.794,0.953,144.908,40.057,144,73,255,9.138,120.801,2492.66,139,156356,24.397,11.509,20,5,71,9.296,120.871,419.663,21,26324,2.816,3.275,0,0,26,9.453,120.861,48.432,2,3038,15.278,5.467,13,3,42,9.288,120.888,262.807,14,16485
31,33.766,121.616,118.354,23.623,119.318,122.601,4.924,8.838,8.886,4.838,87.702,0.76,8.911,120.581,15.404,82.674,4.924,1.837,0.544,0.954,158.801,37.446,137,68,255,121.59,118.453,5362.019,156,336341,16.342,5.364,13,5,37,121.584,118.531,551.808,16,34613,2.224,2.756,0,0,28,121.621,118.671,75.088,1,4710,19.574,8.362,17,3,78,121.522,118.421,660.932,18,41458
32,41.163,114.399,118.648,25.661,110.606,122.475,7.576,7.702,8.315,6.303,135.013,0.786,8.638,110.985,7.828,142.125,6.565,1.319,0.758,0.937,188.692,40.995,255,95,255,114.406,118.736,7767.093,186,487203,29.994,11.642,27,6,68,114.554,118.675,1234.629,29,77444,7.709,6.684,2,0,41,114.583,118.571,317.33,6,19905,19.34,8.989,15,3,97,114.385,118.638,796.106,18,49937
33,28.106,76.895,119.246,21.96,73.106,122.222,7.955,5.429,8.284,4.32,163.716,0.732,8.122,73.106,8.838,168.341,4.58,1.918,0.521,0.921,150.293,47.302,255,63,255,76.91,119.101,4224.16,148,264967,34.077,18.174,13,7,117,76.864,119.286,957.76,31,60077,5.605,5.474,1,0,35,76.873,119.251,157.541,4,9882,22.947,10.274,20,7,113,76.779,119.246,644.958,21,40456
