 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,12.786,8.61,127.527,17.514,4.924,129.167,7.071,3.409,7.606,2.14,158.188,0.524,7.508,39,4,160.346,2.372,3.553,0.281,0.893,145.65,33.78,153,66,232,8.415,127.596,1862.226,145,116811,25.304,8.485,27,7,52,8.409,127.691,323.531,25,20294,0.823,1.678,0,0,19,8.851,127.55,10.522,0,660,15.362,5,14,5,41,8.483,127.633,196.408,15,12320
2,19.29,16.178,127.96,23.378,10.48,129.167,10.354,2.652,9.937,2.472,175.304,0.444,10.503,83,1,170.311,2.652,4.02,0.249,0.934,147.36,37.696,166,53,239,15.868,128.057,2842.592,153,178306,29.463,12.876,20,6,70,16.038,128.18,568.34,28,35650,0.89,1.355,0,0,19,16.135,128.1,17.17,0,1077,24.279,10.085,17,6,70,16.246,128.105,468.334,23,29377
3,7.078,24.087,128.547,13.642,21.086,129.167,5.934,1.515,6.085,1.481,179.485,0.478,5.982,167,6,7.275,1.515,4.108,0.243,0.947,79.572,21.764,62,42,162,23.853,128.61,563.238,74,35330,12.09,3.603,13,4,23,23.826,128.578,85.578,12,5368,0.441,0.786,0,0,5,23.819,128.554,3.125,0,196,14.815,4.731,13,5,29,23.968,128.568,104.868,14,6578
4,2.933,31.902,128.775,8.782,29.924,129.167,3.914,0.884,3.992,0.936,179.713,0.478,3.947,237,0,172.648,0.884,4.266,0.234,0.953,56.217,8.142,54,39,81,31.884,128.78,164.906,56,10344,8.223,2.085,7,4,13,31.924,128.776,24.121,8,1513,0.429,0.813,0,0,4,31.868,128.723,1.259,0,79,13.223,3.517,12,5,22,31.862,128.766,38.787,13,2433
5,4.528,38.408,128.51,9.201,36.364,129.167,3.788,1.515,3.692,1.561,176.547,0.672,3.84,288,1,170.538,1.515,2.365,0.423,0.936,74.229,12.785,77,45,122,38.464,128.539,336.078,73,21081,11.525,2.937,13,4,20,38.367,128.536,52.179,12,3273,0.585,0.996,0,0,6,38.259,128.531,2.646,0,166,15.641,4.097,14,5,30,38.437,128.518,70.815,15,4442
6,4.639,43.112,128.594,10.685,40.53,129.167,4.545,1.389,4.566,1.294,173.236,0.511,4.656,321,0,167.471,1.389,3.53,0.283,0.927,101.134,22.343,87,56,186,43.091,128.643,469.179,97,29430,15.11,5.174,13,6,38,43.158,128.663,70.098,14,4397,0.704,1.112,0,0,7,43.124,128.626,3.268,0,205,22.034,8.297,17,9,51,42.991,128.688,102.221,20,6412
7,12.913,51.37,128.049,18.697,46.591,129.167,7.828,2.778,7.108,2.313,171.318,0.464,7.893,369,1,172.648,2.778,3.073,0.325,0.891,136.001,30.029,137,62,227,51.332,128.071,1756.21,137,110161,24.727,8.376,20,10,57,51.316,128.11,319.307,23,20029,1.046,1.764,0,0,18,51.921,127.862,13.503,0,847,43.041,19.745,26,9,103,51.296,128.138,555.793,39,34863
8,4.225,57.788,128.704,11.086,55.05,129.167,4.924,1.136,4.925,1.092,176.582,0.432,4.965,436,0,172.694,1.136,4.508,0.222,0.901,85.374,10.208,83,62,121,57.725,128.712,360.677,84,22624,15.045,3.286,13,8,24,57.799,128.706,63.562,15,3987,1.042,1.329,0,0,9,57.701,128.664,4.4,1,276,20.079,5.255,20,9,41,57.818,128.687,84.829,20,5321
9,22.223,68.824,127.31,18.493,65.53,129.167,6.692,4.293,6.53,4.334,176.846,0.817,6.835,519,4,168.275,4.293,1.507,0.664,0.965,201.701,31.008,255,98,255,68.825,127.245,4482.487,201,281171,35.606,9.12,34,13,76,68.762,127.419,791.292,35,49635,1.109,1.461,0,0,16,68.781,127.401,24.647,1,1546,49.448,17.546,43,15,112,68.627,127.472,1098.897,47,68930
10,6.488,78.238,128.684,15.126,74.747,129.167,6.944,1.136,7.204,1.147,179.834,0.356,6.963,592,0,175.84,1.136,6.281,0.159,0.948,196.956,35.839,255,108,255,78.232,128.695,1277.944,196,80161,32.796,7.937,27,19,69,78.407,128.705,212.797,31,13348,1.69,2.339,0,0,22,77.843,128.691,10.968,1,688,18.693,6.015,15,6,45,78.145,128.645,121.288,18,7608
