 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AF8-DAPI,StdDev+AF8-DAPI,Mode+AF8-DAPI,Min+AF8-DAPI,Max+AF8-DAPI,XM+AF8-DAPI,YM+AF8-DAPI,IntDen+AF8-DAPI,Median+AF8-DAPI,RawIntDen+AF8-DAPI,Mean+AF8-Sox2,StdDev+AF8-Sox2,Mode+AF8-Sox2,Min+AF8-Sox2,Max+AF8-Sox2,XM+AF8-Sox2,YM+AF8-Sox2,IntDen+AF8-Sox2,Median+AF8-Sox2,RawIntDen+AF8-Sox2,Mean+AF8-Klf4,StdDev+AF8-Klf4,Mode+AF8-Klf4,Min+AF8-Klf4,Max+AF8-Klf4,XM+AF8-Klf4,YM+AF8-Klf4,IntDen+AF8-Klf4,Median+AF8-Klf4,RawIntDen+AF8-Klf4,Mean+AF8-Sox9,StdDev+AF8-Sox9,Mode+AF8-Sox9,Min+AF8-Sox9,Max+AF8-Sox9,XM+AF8-Sox9,YM+AF8-Sox9,IntDen+AF8-Sox9,Median+AF8-Sox9,RawIntDen+AF8-Sox9
11,28.153,68.873,125.894,21.615,66.16,129.164,5.429,7.449,7.592,4.722,108.261,0.757,8.192,66.16,0,114.59,4.984,1.608,0.622,0.955,174.548,27.697,155,106,255,68.857,125.887,4914.008,169,308252,67.014,17.316,54,31,115,68.926,126.008,1886.616,65,118346,5.339,3.501,3,0,33,68.906,125.754,150.297,5,9428,56.872,20.822,55,20,142,69.02,126.066,1601.103,53,100436
12,5.787,77.272,128.178,9.644,75.756,129.164,3.03,2.273,3.222,2.286,5.102,0.782,3.446,75.756,0.126,151.557,2.273,1.409,0.71,0.944,149.273,24.191,145,99,222,77.342,128.186,863.808,150,54186,54.088,12.907,68,31,93,77.416,128.203,312.996,54,19634,17.595,11.174,6,0,58,77.637,128.282,101.819,15,6387,70.099,20.863,72,34,190,77.236,128.208,405.648,68,25446
13,16.675,81.808,126.996,15.667,79.544,129.164,4.293,4.798,5.169,4.107,111.73,0.854,5.534,79.922,0.126,124.778,4.293,1.259,0.795,0.959,180.156,35.776,166,106,255,81.923,127.007,3004.069,172,188443,61.56,17.795,54,28,121,81.87,127.123,1026.507,58,64392,9.161,6.245,5,0,51,81.779,127.215,152.752,8,9582,49.852,22.64,40,18,181,81.793,127.137,831.271,44,52145
14,13.853,85.681,127.04,14.861,83.836,129.164,3.788,4.419,5.023,3.511,67.104,0.788,5.725,83.836,4.419,48.576,3.499,1.43,0.699,0.95,191.06,30.839,164,123,255,85.703,127.132,2646.788,191,166031,76.419,19.371,96,34,133,85.686,127.108,1058.645,75,66408,11.181,7.713,8,0,59,85.613,127.036,154.888,9,9716,43.415,17.234,33,15,185,85.575,126.988,601.442,41,37728
15,17.201,96.334,127.027,16.154,94.064,129.164,4.293,4.672,5.211,4.203,118.046,0.828,5.895,94.064,0,133.264,4.244,1.24,0.807,0.972,162.958,19.128,157,109,210,96.316,127.042,2803.031,163,175832,65.64,13.274,61,38,110,96.335,127.174,1129.075,63,70826,11.702,5.383,11,2,41,96.234,127.099,201.278,11,12626,72.796,32.588,50,21,255,96.397,127.221,1252.159,65,78547
16,12.371,100.718,127.533,14.238,98.988,129.164,4.167,3.914,4.745,3.32,39.342,0.767,5.631,98.988,3.914,42.274,3.914,1.429,0.7,0.969,153.116,18.469,146,111,219,100.695,127.579,1894.141,150,118818,52.671,7.253,54,34,84,100.746,127.535,651.578,52,40873,16.635,5.882,17,4,38,100.921,127.585,205.789,16,12909,37.816,15.16,28,13,135,100.788,127.655,467.804,34,29345
17,5.516,112.765,128.261,9.871,110.73,129.164,3.662,2.273,3.169,2.216,170.151,0.711,3.681,110.73,0,174.094,2.273,1.43,0.699,0.943,169.191,20.921,161,112,223,112.761,128.31,933.217,168,58540,57.353,15.667,41,32,100,112.864,128.333,316.344,53,19844,10.09,6.408,7,0,42,112.884,128.326,55.652,9,3491,30.254,7.506,25,14,54,112.752,128.316,166.876,29,10468
18,18.779,118.427,126.806,19.085,115.528,129.164,4.924,6.06,6.308,3.79,115.882,0.648,7.147,115.654,0,122.005,4.5,1.664,0.601,0.886,183.826,31.466,176,111,255,118.434,126.947,3452.09,179,216547,97.841,23.882,93,38,166,118.268,126.907,1837.373,97,115257,12.074,6.207,9,1,48,118.267,126.937,226.736,11,14223,47.601,14.634,43,16,109,118.336,126.783,893.905,45,56074
19,67.066,124.966,123.556,34.346,121.462,129.164,7.071,11.868,12.648,6.751,94.639,0.714,12.579,122.598,0,109.344,6.881,1.873,0.534,0.941,199.544,31.292,255,111,255,124.983,123.738,13382.61,202,839481,62.358,13.739,54,30,135,125.056,123.303,4182.085,61,262339,6.103,3.948,5,0,59,124.75,124.247,409.331,6,25677,56.189,19.556,43,17,187,124.928,123.706,3768.386,53,236388
20,1.881,128.789,128.315,5.93,128.027,129.164,1.263,2.146,2.165,1.106,107.146,0.672,2.49,128.027,0,120.466,1.263,1.956,0.511,0.933,179.169,21.627,176,127,218,128.812,128.325,337.036,184,21142,52.847,8.147,47,35,75,128.819,128.332,99.411,52,6236,6.11,3.183,5,0,14,128.814,128.385,11.494,6,721,51.288,16.442,29,27,92,128.871,128.285,96.478,50,6052
21,4.623,14.946,128.432,9.718,13.005,129.037,3.914,1.389,4.12,1.429,0.396,0.615,4.013,13.005,0.126,167.276,1.389,2.884,0.347,0.959,193.828,33.053,223,111,255,14.939,128.473,896.073,202,56210,43.11,5.624,43,30,61,14.963,128.434,199.301,43,12502,7.748,5.698,5,0,47,15.053,128.353,35.821,7,2247,53.017,23.713,50,21,168,15.027,128.351,245.101,50,15375
22,5.053,72.97,128.355,9.57,71.084,129.037,3.788,1.515,4.01,1.604,0.401,0.693,3.89,71.084,0.126,166.866,1.515,2.499,0.4,0.971,177.858,19.317,181,111,235,72.951,128.379,898.799,179,56381,44.792,6.932,48,25,66,72.91,128.374,226.354,45,14199,4.871,3.448,3,0,23,72.975,128.433,24.614,4,1544,49.726,9.876,43,28,74,72.913,128.376,251.286,49,15763
23,35.821,90.32,124.916,24.153,87.751,128.785,5.303,8.459,8.983,5.077,79.244,0.772,9.12,89.266,8.838,68.051,5.186,1.769,0.565,0.964,185.188,27.77,175,120,255,90.278,124.894,6633.557,179,416118,71.513,20.813,89,28,134,90.347,125.054,2561.644,73,160690,13.218,7.615,8,0,53,90.445,125.159,473.463,12,29700,49.385,22.438,36,15,215,90.332,125.07,1768.984,46,110967
24,37.781,107.948,124.975,25.156,104.796,128.785,6.818,8.459,9.139,5.264,54.092,0.75,9.877,104.922,8.838,57.529,5.817,1.736,0.576,0.953,185.643,26.334,189,110,249,108.034,125.048,7013.842,187,439973,63.411,14.426,61,32,124,108.026,125.108,2395.757,62,150284,10.393,5.076,9,0,45,108.045,125.248,392.672,10,24632,66.683,23.776,74,19,153,108.08,125.106,2519.367,66,158038
25,34.306,25.75,121.196,30.711,23.484,127.775,5.555,12.373,12.512,3.491,107.744,0.457,13.182,23.863,1.389,110.171,4.384,3.584,0.279,0.83,147.577,32.26,150,75,243,25.589,121.57,5062.806,150,317586,46.455,10.944,41,25,87,25.697,121.44,1593.706,44,99972,17.86,13.814,5,0,78,25.354,122.433,612.697,14,38434,36.309,18.246,28,14,236,25.803,120.894,1245.607,32,78136
26,52.782,18.353,123.285,32.971,13.257,127.27,9.091,10.101,9.791,6.864,127.241,0.61,10.744,15.909,1.894,109.926,8.413,1.426,0.701,0.81,183.643,30.662,190,90,255,18.274,123.356,9693.103,185,608041,48.063,11.69,41,22,99,18.364,122.899,2536.855,46,159135,8.625,5.009,6,0,44,18.539,122.883,455.242,8,28557,53.7,16.202,51,19,167,18.29,123.243,2834.404,52,177800
27,38.897,30.138,123.205,24.227,27.146,127.017,5.934,7.954,8.486,5.836,100.172,0.833,8.752,27.903,2.273,116.565,5.781,1.454,0.688,0.971,184.364,35.522,255,92,255,29.959,123.402,7171.281,185,449849,48.558,11.103,54,21,82,30.217,123.34,1888.784,48,118482,16.552,11.209,5,0,70,29.955,123.853,643.831,15,40387,52.164,22.587,34,12,142,30.513,123.237,2029.022,49,127279
28,36.937,78.794,121.462,26.518,76.64,127.017,4.545,10.353,10.545,4.46,91.746,0.66,10.43,78.029,2.146,96.953,4.516,2.365,0.423,0.942,180.242,31.222,255,108,255,78.714,121.357,6657.517,174,417621,77.527,22.645,61,31,147,78.877,121.314,2863.577,76,179630,10.157,6.411,5,0,55,78.845,121.56,375.152,9,23533,52.903,17.315,55,17,184,78.699,121.407,1954.065,51,122577
29,33.429,74.397,121.951,27.14,71.716,126.891,4.545,10.858,10.394,4.095,98.581,0.57,11.12,73.736,2.273,102.458,4.545,2.538,0.394,0.937,184.706,25.29,182,110,255,74.432,121.808,6174.616,183,387329,60.175,11.386,68,32,94,74.421,121.996,2011.598,60,126186,11.22,6.718,11,0,59,74.613,121.757,375.072,10,23528,104.913,30.856,103,35,247,74.392,122.041,3507.184,102,220003
30,23.578,102.467,123.014,19.916,100.25,126.891,4.167,7.197,7.266,4.132,90.262,0.747,7.51,101.639,9.469,73.393,4.126,1.759,0.569,0.954,150.548,22.884,142,94,224,102.438,122.914,3549.541,150,222660,64.781,16.539,61,27,124,102.528,122.861,1527.374,62,95811,7.566,4.517,6,0,28,102.534,123.48,178.386,7,11190,41.32,13.661,33,15,107,102.519,122.852,974.219,39,61112
31,29.811,115.76,122.53,21.972,113.381,126.765,5.05,8.081,7.977,4.758,85.101,0.776,8.199,115.149,10.48,80.248,5.05,1.676,0.597,0.955,179.403,26.144,186,95,249,115.809,122.639,5348.128,182,335484,70.233,15.326,61,35,128,115.879,122.577,2093.697,70,131336,8.408,4.452,7,0,49,115.783,122.814,250.649,8,15723,62.649,20.26,59,23,161,115.881,122.372,1867.598,59,117153
32,15.049,1.993,123.834,17.034,0.253,126.639,4.04,5.555,5.304,3.613,84.949,0.652,5.869,1.263,2.525,108.825,4.04,1.468,0.681,0.837,88.811,8.703,87,62,119,1.981,123.854,1336.506,89,83838,17.986,3.637,20,9,37,2.07,123.878,270.671,18,16979,2.933,2.283,2,0,11,1.884,123.813,44.142,3,2769,20.769,7.054,19,8,68,2.051,123.823,312.55,19,19606
33,32.728,10.117,123.065,22.76,7.323,126.512,5.808,7.702,7.883,5.286,68.386,0.794,8.187,9.722,10.353,70.168,5.511,1.491,0.671,0.961,192.762,26.994,255,116,255,10.164,123.019,6308.7,191,395740,65.84,13.507,68,27,103,10.174,122.963,2154.816,66,135170,6.207,3.944,4,0,36,10.298,123.066,203.127,5,12742,39.33,16.13,29,12,161,10.03,122.654,1287.199,35,80745
34,24.805,57.601,122.548,20.378,55.428,125.881,4.672,7.071,7.51,4.206,70.82,0.751,7.962,56.059,10.353,62.622,4.448,1.786,0.56,0.948,163.718,27.013,156,98,248,57.625,122.542,4061.025,162,254745,58.793,14.338,61,27,122,57.655,122.601,1458.363,58,91482,10.063,6.45,7,0,56,57.687,122.653,249.612,9,15658,38.537,11.951,36,15,129,57.56,122.543,955.918,37,59964
35,13.471,66.334,122.376,17.095,64.519,125.755,3.788,6.313,6.408,2.677,107.768,0.579,7.003,65.276,3.409,115.641,3.074,2.394,0.418,0.873,143.671,20.136,139,94,210,66.251,122.415,1935.333,142,121402,52.098,8.206,47,34,82,66.362,122.386,701.794,51,44023,10.775,5.36,8,1,43,66.13,122.558,145.148,10,9105,37.567,13.413,31,16,108,66.34,122.404,506.048,34,31744
36,23.211,37.275,121.246,18.942,34.848,124.871,4.545,6.944,6.744,4.382,84.054,0.813,7.082,36.615,11.237,78.69,4.545,1.539,0.65,0.957,177.323,23.695,170,112,253,37.264,121.23,4115.816,175,258182,51.804,12.316,61,24,88,37.351,121.319,1202.406,53,75426,5.459,3.683,4,0,24,37.336,121.318,126.719,5,7949,67.379,25.905,59,19,153,37.394,121.445,1563.928,63,98104
37,20.596,52.035,122.14,18.253,49.241,124.492,5.303,5.303,5.628,4.659,146.546,0.777,5.917,49.494,5.429,140.194,5.14,1.208,0.828,0.917,207.13,43.23,255,101,255,51.959,122.159,4266.144,213,267612,45.265,10.886,41,22,86,51.968,122.016,932.292,44,58482,8.796,5.01,7,0,42,51.842,122.009,181.175,8,11365,94.326,31.246,80,32,229,52.086,122.156,1942.778,89,121869
38,7.237,5.411,122.923,10.019,3.788,124.24,3.283,2.651,3.482,2.646,14.983,0.906,3.681,3.788,7.197,30.964,2.651,1.316,0.76,0.955,97.775,18.516,80,63,136,5.556,122.944,707.644,94,44390,23.341,4.687,20,12,42,5.501,122.909,168.932,23,10597,2.456,1.989,2,0,12,5.422,122.878,17.775,2,1115,23.579,5.447,19,9,46,5.439,122.855,170.654,23,10705
39,35.119,95.722,120.422,24.14,92.927,124.24,5.555,8.586,8.689,5.146,91.42,0.757,8.793,94.064,5.05,105.832,5.555,1.689,0.592,0.951,201.596,29.51,255,108,255,95.683,120.351,7079.872,200,444115,74.105,21.351,75,27,142,95.65,120.503,2602.518,75,163254,8.078,4.949,7,0,40,95.611,120.824,283.695,7,17796,50.205,18.975,46,14,142,95.55,120.3,1763.165,48,110602
40,31.835,85.719,119.969,23.413,82.953,124.113,5.555,8.333,8.854,4.578,104.87,0.73,8.47,85.099,5.05,100.305,4.512,1.934,0.517,0.931,193.545,25.728,194,106,255,85.739,119.949,6161.56,192,386510,48.434,7.461,47,29,74,85.689,119.958,1541.912,48,96723,4.613,3.103,3,0,22,85.863,119.884,146.853,4,9212,28.349,7.525,26,11,64,85.571,120.1,902.498,28,56613
41,44.78,62.631,118.237,31.094,59.847,123.861,5.303,12.5,12.244,4.657,95.776,0.582,12.607,61.615,5.303,97.481,5.303,2.629,0.38,0.916,188.683,28.989,192,109,255,62.596,118.06,8449.185,189,530011,66.752,15.872,68,28,122,62.679,118.24,2989.116,66,187505,13.534,7.898,8,0,49,62.718,119.16,606.065,12,38018,41.13,14.818,33,14,135,62.628,118.143,1841.789,39,115534
42,11.095,41.275,120.036,14.705,39.267,122.598,4.04,5.05,6.023,2.346,55.462,0.645,6.062,39.393,11.49,54.324,2.655,2.568,0.389,0.885,166.809,24.874,152,112,245,41.179,119.908,1850.796,167,116099,52.435,11.517,47,28,91,41.359,120.081,581.786,52,36495,9.445,5.152,6,0,32,41.095,119.772,104.8,9,6574,35.184,11.327,30,18,123,41.323,120.064,390.376,33,24488
43,22.988,44.096,117.955,22.028,42.171,122.598,3.788,8.964,9.347,3.132,76.075,0.595,9.423,42.802,15.53,72.051,3.42,2.985,0.335,0.949,188.666,28.65,174,112,255,44.096,117.905,4337.004,186,272057,56.129,15.143,47,26,103,44.091,118,1290.275,54,80938,6.846,4.165,5,0,36,44.187,118.405,157.375,6,9872,92.946,42.002,98,24,224,44.12,117.957,2136.611,87,134028
44,48.143,14.31,117.051,26.849,10.858,121.841,6.944,9.217,9.364,6.546,105.402,0.839,9.702,13.005,7.323,108.199,6.789,1.43,0.699,0.966,188.762,27.133,181,105,255,14.202,117.178,9087.66,186,570062,45.529,8.089,47,20,81,14.205,117.196,2191.912,45,137497,5.34,3.31,4,0,25,14.284,117.132,257.105,5,16128,43.4,12.944,35,19,136,14.337,116.972,2089.424,41,131068
45,28.185,48.213,117.105,26.992,46.464,121.841,4.798,10.48,10.257,3.499,80.292,0.486,10.649,46.842,17.803,79.756,4.581,2.932,0.341,0.825,168.231,18.557,169,118,236,48.212,117.172,4741.521,167,297432,60.326,14.284,61,24,105,48.269,117.116,1700.26,59,106656,10.583,6.392,6,0,37,48.531,117.884,298.266,10,18710,54.473,19.961,48,19,189,48.314,117.171,1535.297,51,96308
46,40.284,108.762,117.792,23.801,105.679,121.841,6.313,7.954,8.223,6.237,70.427,0.894,8.277,107.068,15.277,68.523,6.313,1.318,0.758,0.973,181.65,26.749,176,97,255,108.799,117.773,7317.624,178,459029,51.82,9.439,54,25,85,108.66,117.844,2087.543,52,130950,8.852,5.724,6,0,56,108.796,117.529,356.58,8,22368,29.742,11.183,25,9,107,108.6,117.966,1198.149,27,75159
47,29.03,72.18,116.358,25.821,69.822,121.714,4.672,10.606,10.71,3.451,106.282,0.547,10.996,70.579,7.449,105.313,3.835,3.103,0.322,0.931,185.621,30.09,178,113,255,72.148,116.367,5388.492,181,338016,51.934,11.027,54,26,95,72.287,116.273,1507.622,52,94572,6.488,3.559,4,0,25,72.312,116.227,188.349,6,11815,63.434,18.977,57,17,160,72.356,116.238,1841.47,63,115514
48,33.079,119.51,117.523,23.087,116.79,121.714,5.429,8.333,8.38,5.026,76.521,0.78,9.052,117.548,15.782,67.011,5.429,1.667,0.6,0.949,182.117,28.673,255,100,255,119.566,117.49,6024.176,176,377892,56.131,10.059,61,25,88,119.447,117.628,1856.726,57,116471,5.414,3.818,4,0,30,119.534,117.653,179.087,5,11234,38.517,10.891,37,15,85,119.349,117.585,1274.079,38,79922
49,23.195,7.514,117.701,20.365,5.303,121.462,5.177,6.818,6.904,4.278,117.494,0.703,7.552,5.808,7.702,128.211,4.832,1.614,0.62,0.925,173.71,27.701,164,100,251,7.551,117.696,4029.189,173,252748,62.351,17.361,68,25,113,7.676,117.628,1446.215,63,90720,5.89,4.36,4,0,34,7.64,117.532,136.619,5,8570,49.948,19.643,39,17,157,7.714,117.648,1158.535,45,72674
50,19.56,92.36,116.799,19.294,90.402,120.957,4.167,7.071,6.934,3.592,99.3,0.66,7.389,91.917,8.207,106.887,4.038,1.931,0.518,0.912,154.034,24.767,159,75,217,92.38,116.842,3012.949,156,189000,54.752,16.648,41,25,115,92.51,116.766,1070.968,52,67181,5.267,4.549,3,0,36,92.469,116.96,103.03,4,6463,44.688,24.74,28,9,163,92.623,116.616,874.106,36,54832
51,12.339,1.445,118.014,13.942,0.126,120.578,3.03,5.05,5.122,3.067,88.191,0.798,5.351,0.126,13.636,70.71,3.03,1.67,0.599,0.964,118.714,23.169,102,66,181,1.428,118.148,1464.787,115,91885,19.066,3.536,20,11,31,1.491,117.985,235.249,19,14757,3.897,2.562,3,0,16,1.375,118.078,48.08,3,3016,23.222,7.622,20,10,82,1.461,118.029,286.533,22,17974
52,27.34,82.42,115.072,26.474,79.922,120.326,4.924,10.606,9.014,3.862,102.707,0.49,11.03,81.69,8.838,105.945,4.246,2.334,0.428,0.853,189.436,28.667,193,113,255,82.339,115.129,5179.132,189,324883,65.483,16.28,54,28,120,82.357,115.221,1790.297,63,112304,8.57,4.733,6,0,39,82.411,114.965,234.309,8,14698,46.037,14.262,39,15,123,82.358,115.14,1258.647,44,78954
53,16.228,99.239,116.555,18.161,97.725,120.326,2.904,7.323,7.861,2.629,82.22,0.618,7.454,98.735,16.161,79.261,2.703,2.991,0.334,0.932,181.22,27.912,192,112,255,99.193,116.418,2940.925,179,184482,60.534,15.456,61,29,110,99.313,116.575,982.381,60,61624,6.9,4.364,5,0,30,99.325,116.392,111.973,6,7024,52.091,19.217,42,13,164,99.358,116.468,845.363,49,53029
54,37.032,20.216,113.015,31.056,17.55,119.821,5.303,12.5,11.58,4.072,77.452,0.483,13.136,18.813,21.843,72.087,4.957,2.844,0.352,0.84,175.148,28.18,172,97,255,20.127,112.668,6486.114,175,406869,54.971,11.869,54,27,108,20.207,112.968,2035.685,54,127697,12.081,8.118,7,0,63,20.085,112.767,447.383,10,28064,39.293,15.247,28,13,170,20.359,112.814,1455.111,37,91278
55,15.208,34.544,116.67,17.988,32.322,119.568,3.914,6.818,6.674,2.901,105.486,0.591,7.013,33.585,9.596,103.536,3.42,2.3,0.435,0.827,136.59,15.628,134,91,196,34.551,116.724,2077.293,135,130307,54.909,11.811,54,28,93,34.53,116.713,835.065,54,52383,7.517,4.328,6,0,30,34.527,116.555,114.317,7,7171,45.332,19.178,34,18,131,34.481,116.67,689.423,40,43247
56,29.763,102.794,115.344,22.028,100.503,119.315,4.672,7.954,8.244,4.597,85.077,0.771,8.122,101.387,17.803,78.341,4.672,1.793,0.558,0.943,201.291,28.296,255,121,255,102.83,115.355,5991.002,198,375811,74.445,20.081,61,32,135,102.743,115.324,2215.697,73,138989,10.621,6.14,9,0,59,102.871,115.096,316.105,10,19829,52.712,20.113,45,17,185,102.659,115.345,1568.87,49,98414
57,3.093,128.627,117.828,7.489,128.027,119.315,1.136,2.904,3.19,1.235,88.226,0.693,3.035,128.28,9.848,106.928,1.136,2.584,0.387,0.977,158.361,18.629,147,111,207,128.645,117.892,489.756,157,30722,63.227,11.035,63,42,105,128.651,117.783,195.539,62,12266,4.479,2.794,3,0,16,128.627,117.838,13.853,4,869,53.392,12.296,47,32,93,128.678,117.822,165.122,52,10358
58,40.348,58.372,113.886,25.704,55.302,118.684,6.187,9.217,9.078,5.659,98.82,0.767,9.41,57.196,19.697,78.389,5.899,1.604,0.623,0.953,180.566,28.061,161,101,255,58.302,113.774,7285.47,176,457012,49.287,7.806,48,24,78,58.411,113.909,1988.642,49,124746,5.669,3.725,3,0,33,58.422,113.547,228.729,5,14348,69.704,27.069,81,16,156,58.695,114.159,2812.436,70,176422
59,29.508,51.95,114.502,23.992,49.62,118.432,4.924,8.712,8.844,4.248,80.032,0.644,9.144,50.883,19.444,72.316,4.59,2.082,0.48,0.915,167.149,28.08,162,85,255,51.875,114.486,4932.197,165,309393,72.137,23.815,42,28,144,51.854,114.472,2128.609,70,133526,10.271,7.074,5,0,49,51.846,114.736,303.08,9,19012,53.394,31.465,32,17,255,51.87,114.361,1575.533,44,98832
60,34.689,67.46,114.37,23.475,64.14,118.432,6.187,7.954,8.275,5.337,71.751,0.791,8.231,64.14,17.676,48.731,5.632,1.55,0.645,0.928,188.058,25.764,173,103,255,67.426,114.33,6523.497,186,409214,48.041,8.225,47,26,80,67.431,114.338,1666.48,48,104537,10.182,5.451,7,0,48,67.654,114.663,353.216,10,22157,38.93,15.864,37,16,255,67.478,114.472,1350.439,36,84712
61,15.431,114.64,116.434,15.919,112.119,118.432,4.924,4.293,5.501,3.571,152.066,0.765,6.095,112.371,11.111,140.042,3.753,1.54,0.649,0.925,178.65,27.734,171,109,255,114.752,116.423,2756.816,175,172933,66.729,19.413,61,31,138,114.514,116.389,1029.727,62,64594,5.259,3.92,4,0,28,114.282,116.349,81.158,4,5091,54.034,20.045,44,21,219,114.508,116.432,833.822,50,52305
