 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,18.605,2.165,127.119,16.93,0,129.167,4.798,4.798,5.427,4.365,43.109,0.816,6.192,0,31,39.207,4.798,1.243,0.804,0.973,151.206,47.539,255,52,255,2.036,127.021,2813.115,141,176457,112.65,56.809,54,11,243,2.361,127.394,2095.811,110,131463,13.055,10.771,2,0,65,2.444,127.53,242.88,10,15235,34.518,15.124,28,11,122,2.41,127.326,642.2,31,40283
2,18.525,8.693,126.987,18.254,6.313,129.167,4.798,5.177,5.297,4.453,81.301,0.699,5.989,59,39,55.305,4.795,1.189,0.841,0.927,152.583,40.582,136,69,255,8.755,127.009,2826.586,147,177302,105.854,51.234,37,15,235,8.782,127.36,1960.924,102,123002,13.904,9.158,13,0,57,8.716,127.243,257.562,13,16156,34.074,11.171,31,13,80,8.758,127.122,631.216,32,39594
3,3.794,14.15,128.763,10.907,11.616,129.167,4.924,1.01,5.016,0.963,178.929,0.401,4.95,92,4,5.856,1.01,5.209,0.192,0.928,163.588,42.77,156,66,255,14.142,128.777,620.694,161,38934,45.958,22.67,27,14,118,14.145,128.854,174.376,39,10938,8.067,5.873,6,0,34,14.312,128.872,30.609,6,1920,28.13,7.115,25,13,62,14.122,128.792,106.733,27,6695
4,11.415,19.638,127.947,13.555,17.172,129.167,4.924,2.778,5.078,2.862,177.992,0.781,5.116,136,13,15.751,2.778,1.774,0.564,0.966,78.362,26.952,81,23,195,19.414,128.01,894.47,78,56107,44.362,20.302,30,11,95,19.453,128.103,506.372,41,31763,36.203,19.872,22,4,97,19.442,128.1,413.238,32,25921,37.627,14.864,26,15,109,19.758,127.875,429.499,34,26941
5,8.178,26.22,128.185,11.831,23.864,129.167,4.419,2.273,4.481,2.324,175.668,0.734,4.596,189,0,164.055,2.273,1.928,0.519,0.96,89.261,27.852,77,48,202,26.348,128.215,730.01,83,45791,44.156,14.623,42,12,84,26.227,128.23,361.123,43,22652,9.181,5.039,5,0,32,26.226,128.166,75.088,9,4710,40.4,20.724,30,15,187,26.088,128.278,330.402,36,20725
6,12.291,42.51,127.73,14.7,40.278,129.167,4.798,3.409,4.54,3.447,9.666,0.715,4.974,321,18,23.962,3.409,1.317,0.759,0.928,177.001,44.012,255,79,255,42.414,127.774,2175.602,174,136468,68.201,29.168,27,15,141,42.515,127.939,838.289,65,52583,12.99,6.721,14,0,41,42.767,127.971,159.661,13,10015,50.938,16.875,38,15,119,42.534,127.878,626.098,49,39273
7,2.216,55.044,128.83,7.951,53.157,129.167,3.535,0.884,3.499,0.806,177.321,0.441,3.556,421,0,173.884,0.884,4.338,0.231,0.906,145.698,42.134,103,62,255,55.002,128.855,322.862,143,20252,31.942,13.784,20,10,74,55.036,128.902,70.783,29,4440,3.194,2.383,1,0,11,54.971,128.882,7.078,3,444,24.784,8.826,19,11,52,55.005,128.83,54.921,23,3445
8,4.815,60.155,128.616,11.578,57.954,129.167,5.05,1.515,4.611,1.329,5.398,0.451,5.065,459,0,175.711,1.515,3.468,0.288,0.874,147.397,55.427,100,51,255,60.153,128.692,709.652,133,44514,62.712,26.972,34,13,142,59.906,128.691,301.93,58,18939,7.291,5.315,5,0,27,59.709,128.678,35.105,6,2202,32.285,12.163,23,15,84,60.118,128.657,155.437,29,9750
9,7.636,66.096,127.612,10.795,64.394,129.167,3.409,3.283,4.009,2.425,135.186,0.823,4.122,511,1,130.03,2.5,1.653,0.605,0.931,55.848,17.441,51,16,108,65.938,127.759,426.47,56,26751,28.795,6.175,27,14,50,66.078,127.665,219.891,28,13793,4.006,2.706,4,0,15,66.092,127.562,30.593,4,1919,21.182,7.254,20,6,66,66.13,127.674,161.75,20,10146
10,4.113,71.931,128.63,9.675,69.697,129.167,4.167,1.263,4.068,1.287,176.566,0.552,4.184,552,0,174.806,1.263,3.161,0.316,0.95,41.833,10.864,44,15,85,71.804,128.651,172.064,42,10793,36.283,12.37,27,14,66,71.842,128.673,149.235,35,9361,4.322,4.351,1,0,26,72.018,128.745,17.776,3,1115,35.95,17.102,28,18,132,71.912,128.673,147.864,32,9275
11,3.81,76.826,127.876,7.951,76.01,129.167,1.515,2.904,3.057,1.587,98.063,0.757,3.219,602,0,115.56,1.515,1.926,0.519,0.974,34.9,14.92,20,12,93,76.805,128.118,132.974,31,8341,12.519,5.125,8,4,30,76.79,128.134,47.699,11,2992,2,3.377,0,0,26,76.999,128.33,7.62,1,478,41.021,19.749,31,14,139,76.777,128.019,156.297,35,9804
12,6.393,84.867,128.163,9.958,83.081,129.167,3.409,2.273,3.473,2.344,172.268,0.81,3.573,659,1,147.995,2.273,1.482,0.675,0.957,98.13,30.606,60,30,197,84.839,128.225,627.326,97,39350,39.698,8.25,37,20,66,84.876,128.204,253.784,39,15919,5.953,5.561,3,0,32,85.069,128.311,38.054,4,2387,40.162,14.85,32,15,117,84.941,128.14,256.749,39,16105
13,2.901,87.499,128.324,6.436,86.616,129.167,1.768,1.894,1.993,1.854,90.484,0.88,2.276,686,0,123.69,1.768,1.075,0.93,0.958,33.401,10.728,27,11,67,87.399,128.342,96.913,32,6079,41.852,15.421,35,13,88,87.4,128.422,121.432,42,7617,3.918,3.141,2,0,19,87.385,128.291,11.367,3,713,37.071,14.632,23,15,78,87.376,128.425,107.562,33,6747
14,14.252,95.423,127.349,15.415,93.055,129.167,4.798,3.914,5.149,3.524,146.616,0.754,5.71,738,0,144.904,3.914,1.461,0.684,0.919,39.043,14.139,32,10,97,95.305,127.505,556.447,37,34904,22.011,10.204,13,4,78,95.427,127.554,313.711,20,19678,3.098,2.397,2,0,12,95.493,127.442,44.16,3,2770,34.399,19.795,24,9,155,95.575,127.193,490.271,28,30753
15,21.65,104.77,126.997,18.432,102.146,129.167,5.682,5.05,6.038,4.565,37.261,0.801,6.768,811,32,36.656,5.05,1.323,0.756,0.96,117.926,53.071,98,19,249,104.588,127.317,2553.033,114,160143,68.582,31.513,35,12,157,104.9,127.245,1484.762,68,93134,10.497,7.739,6,0,48,104.812,127.272,227.256,9,14255,42.616,16.96,30,12,120,104.879,127.115,922.624,39,57873
16,34.355,32.78,125.313,22.287,29.545,128.661,6.566,6.944,7.102,6.159,57.059,0.869,7.424,238,50,41.553,6.35,1.153,0.867,0.954,136.287,40.77,95,49,255,32.922,125.375,4682.195,130,293698,58.004,29.792,20,4,135,32.834,125.505,1992.744,58,124998,48.794,32.252,6,0,151,32.807,125.488,1676.323,47,105150,41.555,19.187,32,11,137,32.623,125.4,1427.625,38,89550
17,18.477,117.72,126.401,17.348,114.773,128.535,5.934,4.293,6.121,3.844,18.868,0.772,6.607,909,29,26.075,4.11,1.592,0.628,0.926,57.885,23.743,45,14,150,117.663,126.396,1069.547,54,67089,31.948,14.859,20,7,83,117.88,126.376,590.308,27,37028,3.452,3.073,1,0,21,117.787,126.285,63.785,3,4001,22.626,7.688,19,10,71,117.768,126.425,418.053,21,26223
18,32.65,47.674,124.702,22.317,44.318,127.904,6.818,6.566,6.644,6.257,41.049,0.824,7.147,362,60,57.995,6.371,1.062,0.942,0.942,141.012,40.887,106,58,255,47.504,124.571,4603.983,136,288792,99.016,55.749,33,10,244,47.581,124.925,3232.841,94,202785,37.557,26.897,8,0,134,47.581,125.016,1226.211,32,76916,31.557,14.291,27,9,173,47.761,124.778,1030.329,29,64629
19,30.721,54.365,124.512,22.595,51.01,127.904,6.313,6.818,7.747,5.049,121.565,0.756,8.327,406,13,130.696,5.135,1.534,0.652,0.942,133.537,40.83,130,51,255,54.524,124.51,4102.345,128,257326,77.83,38.489,82,6,168,54.27,124.729,2390.981,75,149978,35.711,26.996,5,0,146,54.111,124.794,1097.063,30,68815,49.992,24.343,29,11,163,54.244,124.492,1535.777,45,96334
20,28.074,14.937,124.648,21.172,11.49,127.273,7.071,5.177,7.094,5.038,174.704,0.787,7.206,91,42,11.113,5.168,1.408,0.71,0.938,152.706,43.222,126,74,255,14.957,124.681,4287.1,146,268915,113.844,58.758,185,9,231,14.884,124.856,3196.094,116,200480,28.818,20.426,3,0,96,14.891,124.836,809.051,26,50749,34.765,13.095,26,11,91,14.901,124.658,976.014,32,61222
21,46.966,25.878,122.842,28.352,21.843,127.02,8.46,7.955,8.862,6.748,135.474,0.734,9.455,177,30,145.886,7.266,1.313,0.761,0.912,119.885,41.541,108,31,255,25.629,122.751,5630.47,116,353180,70.874,37.772,54,6,205,25.507,123.01,3328.654,62,208795,37.728,31.132,8,0,147,25.186,123.202,1771.929,27,111147,40.817,13.981,38,13,124,26.068,122.716,1917.003,39,120247
22,7.254,86.744,125.607,11.417,84.848,127.02,3.914,2.904,4.437,2.082,29.589,0.699,4.591,672,39,31.504,2.369,2.131,0.469,0.863,26.2,7.967,25,11,53,86.758,125.705,190.047,25,11921,23.771,7.844,20,8,48,86.672,125.607,172.431,23,10816,2.132,2.048,1,0,12,86.85,125.673,15.464,2,970,26.338,8.013,21,11,61,86.552,125.519,191.051,25,11984
23,24.439,73.843,123.735,18.973,71.212,126.641,5.429,6.061,6.15,5.059,116.809,0.853,6.313,565,26,143.13,5.226,1.216,0.823,0.944,99.962,37.611,83,30,252,74.044,123.403,2443,94,153241,65.713,33.325,40,19,193,74.008,123.566,1605.986,56,100738,9.035,7.68,4,0,54,73.929,123.539,220.816,7,13851,37.061,15.743,27,14,130,73.915,123.582,905.741,33,56814
24,21.761,124.183,123.682,18.228,121.338,126.389,5.303,5.808,6.232,4.446,130.762,0.823,6.567,965,26,127.972,4.672,1.402,0.713,0.941,107.002,40.631,83,45,252,124.432,123.601,2328.487,96,146058,103.809,46.326,68,25,209,124.113,123.814,2258.995,97,141699,12.552,9.77,5,0,55,124.013,123.784,273.138,10,17133,34.383,15.465,23,11,125,124.132,123.832,748.216,31,46933
25,31.39,62.414,123.226,22.404,58.586,125.884,7.576,5.429,7.903,5.057,164.081,0.786,7.964,466,32,154.654,5.327,1.563,0.64,0.947,136.467,39.047,116,41,255,62.398,123.231,4283.736,130,268704,100.016,52.986,20,6,239,62.225,123.34,3139.531,96,196932,24.95,19.18,7,0,95,62.175,123.309,783.177,21,49126,50.883,25.77,32,14,201,62.262,123.192,1597.218,45,100188
26,21.793,5.743,122.226,19.287,3.157,125.505,5.177,6.692,6.576,4.22,113.946,0.736,6.869,38,30,107.103,4.469,1.558,0.642,0.912,152.996,40.249,125,66,255,5.715,122.236,3334.25,147,209146,96.308,39.677,137,15,198,5.836,122.334,2098.84,96,131653,44.963,27.248,47,0,139,5.988,122.292,979.872,43,61464,41.745,17.419,40,11,115,5.951,122.159,909.742,39,57065
27,14.922,80.128,122.922,15.032,77.778,124.874,5.05,4.167,5.489,3.461,35.898,0.83,5.675,617,62,32.276,3.661,1.586,0.631,0.954,109.604,36.438,83,41,255,80.117,122.849,1635.495,102,102589,93.228,50.835,27,16,224,80.033,122.969,1391.133,82,87261,21.129,16.043,9,0,75,80.024,123.041,315.289,17,19777,39.046,17.079,23,12,129,80.017,122.823,582.64,36,36547
28,44.798,39.803,120.178,26.24,35.859,124.116,7.702,7.702,8.305,6.868,133.736,0.818,8.875,294,46,129.806,7.307,1.209,0.827,0.949,184.588,47.003,255,60,255,39.908,120.065,8269.097,186,518692,106.93,49.623,82,13,240,39.798,120.455,4790.188,106,300472,12.568,9.414,7,0,84,39.854,120.339,562.999,10,35315,62.296,27.459,38,17,176,39.686,120.498,2790.7,56,175051
29,3.284,128.5,122.104,6.823,127.525,123.232,1.768,2.273,2.357,1.774,106.38,0.886,2.6,1014,47,119.055,1.768,1.329,0.752,0.949,41.175,14.867,36,19,105,128.602,122.163,135.222,38,8482,16.845,6.757,13,7,44,128.617,122.187,55.319,15,3470,2.485,2.816,0,0,23,128.733,122.225,8.162,2,512,30.078,20.123,17,6,122,128.427,122.118,98.778,23,6196
30,13.216,101.677,121.225,13.548,99.369,123.106,4.672,3.914,4.437,3.793,179.576,0.905,4.78,787,58,167.8,3.914,1.17,0.855,0.951,98.153,31.357,84,41,209,101.777,121.312,1297.202,94,81369,57.977,28.888,28,13,141,101.792,121.29,766.23,52,48063,7.739,5.739,3,0,29,101.807,121.129,102.285,7,6416,42.604,20.103,34,12,177,101.721,121.288,563.063,38,35319
31,15.273,69.615,120.57,15.223,67.172,122.727,5.177,3.914,4.99,3.897,179.04,0.828,5.3,532,76,12.381,3.914,1.281,0.781,0.944,79.846,44.042,41,18,251,69.863,120.559,1219.452,67,76492,54.301,33.644,27,11,166,69.803,120.642,829.314,44,52020,8.603,7.11,3,0,41,69.928,120.566,131.396,7,8242,34.86,14.446,26,12,118,69.783,120.481,532.406,31,33396
32,20.358,118.539,120.332,17.126,115.783,122.475,5.682,4.419,5.791,4.476,2.803,0.872,5.82,917,74,12.529,4.414,1.294,0.773,0.959,126.115,34.55,110,52,242,118.622,120.368,2567.477,122,161049,106.032,51.559,41,23,221,118.478,120.431,2158.623,103,135403,9.553,8.107,7,0,50,118.341,120.428,194.479,7,12199,36.128,17.23,24,9,123,118.401,120.399,735.51,32,46136
33,35.089,111.6,118.955,23.753,108.333,122.348,6.061,7.197,7.939,5.627,107.679,0.782,8.41,861,55,125.838,5.777,1.411,0.709,0.937,115.547,52.803,76,19,255,111.644,119.358,4054.407,111,254319,68.608,38.998,26,10,175,111.672,119.532,2407.385,61,151007,6.01,6.037,1,0,41,111.634,119.616,210.868,4,13227,31.989,14.789,24,9,183,111.599,119.119,1122.443,29,70407
34,27.07,10.768,119.109,19.879,8.081,122.222,5.556,6.187,6.405,5.381,61.836,0.861,6.829,70,104,56.31,5.556,1.19,0.84,0.961,153.418,45.01,255,57,255,10.746,119.275,4153.01,150,260504,84.79,36.118,89,12,189,10.812,119.291,2295.264,85,143974,11.502,7.142,8,0,47,10.785,119.218,311.351,10,19530,66.001,21.538,59,21,172,10.776,119.072,1786.628,61,112069
35,25.364,84.08,119.495,20.014,80.303,122.222,7.071,5.177,6.957,4.642,22.523,0.796,7.433,636,87,20.898,5.063,1.499,0.667,0.939,137.146,46.611,109,39,255,84.208,119.325,3478.574,131,218199,45.568,19.921,27,8,112,84.132,119.417,1155.794,44,72499,9.475,6.346,5,0,46,84.138,119.418,240.329,8,15075,30.427,12.172,26,10,88,84.156,119.405,771.746,27,48409
36,30.067,17.966,118.253,21.394,14.773,121.465,6.313,6.566,7.395,5.177,46.479,0.826,7.772,122,108,46.975,5.615,1.429,0.7,0.947,131.775,36.307,117,49,255,18.086,118.363,3962.07,125,248527,105.012,50.86,144,10,215,18.01,118.435,3157.387,108,198052,20.812,12.321,8,0,78,18.085,118.334,625.764,20,39252,35.97,13.543,30,10,101,18.001,118.259,1081.52,33,67840
37,22.989,92.28,119.442,20.366,88.636,121.338,7.702,4.293,8.279,3.535,15.556,0.697,8.113,702,89,20.973,4.049,2.342,0.427,0.914,85.652,39.267,55,13,223,92.19,119.456,1969.022,80,123510,46.962,25.345,27,6,127,92.361,119.503,1079.591,42,67719,9.146,8.071,3,0,63,92.313,119.491,210.262,7,13189,49.486,22.315,40,9,158,92.31,119.491,1137.62,46,71359
38,38.5,50.848,118.016,24.768,46.465,121.212,8.333,6.566,8.619,5.687,157.386,0.789,8.662,371,73,149.323,5.816,1.515,0.66,0.942,146.715,42.637,123,52,255,50.981,118.108,5648.596,137,354317,101.413,45.791,130,8,224,50.804,118.255,3904.439,106,244912,19.439,13.014,6,0,80,50.847,118.168,748.391,18,46944,43.6,18.418,38,11,190,50.796,118.162,1678.619,41,105294
39,33.399,60.116,117.41,23.118,56.566,120.454,7.071,6.187,7.012,6.065,169.128,0.785,7.389,448,98,16.887,6.177,1.156,0.865,0.938,139.283,37.005,125,28,255,60.09,117.427,4651.905,137,291798,91.587,47.465,27,13,224,60.124,117.639,3058.896,90,191874,23.82,16.951,5,0,82,60.126,117.676,795.564,21,49903,33.824,14.49,19,8,102,60.204,117.396,1129.697,31,70862
40,18.668,2.257,117.366,18.851,0,119.949,5.05,6.187,6.339,3.75,45.977,0.66,7.222,0,122,53.531,4.324,1.69,0.592,0.882,231.633,38.472,255,102,255,2.203,117.356,4324.197,255,271242,55.303,24,38,23,151,2.26,117.131,1032.418,47,64760,5.545,6.284,2,0,46,2.225,116.943,103.513,4,6493,26.319,13.791,18,6,113,2.357,117.261,491.323,22,30819
41,10.155,105.83,117.686,12.193,103.535,119.318,4.419,3.157,4.466,2.896,17.646,0.858,4.596,820,96,20.925,3.093,1.542,0.648,0.943,118.849,37.277,142,48,223,105.936,117.675,1206.937,115,75707,81.689,29.806,61,22,158,105.968,117.828,829.569,81,52036,7.093,5.093,3,0,30,105.698,117.829,72.027,6,4518,38.557,11.05,37,17,113,105.914,117.721,391.557,37,24561
42,32.761,123.969,114.596,22.299,120.581,117.424,6.818,6.439,6.718,6.21,39.708,0.828,7.459,973,144,56.041,6.394,1.082,0.924,0.948,105.415,53.629,46,16,255,123.766,114.794,3453.513,100,216627,58.672,36.242,20,12,164,124.021,114.928,1922.152,46,120570,5.449,5.739,1,0,48,124.055,114.984,178.521,4,11198,28.711,15.24,16,8,114,123.807,114.826,940.622,24,59002
43,31.071,24.007,113.759,22.884,20.707,117.298,6.566,7.071,7.861,5.033,52.193,0.746,8.216,167,145,43.755,5.154,1.562,0.64,0.931,150.474,45.884,120,54,255,23.96,113.828,4675.436,145,293274,96.158,56.172,30,6,230,24.054,113.698,2987.762,86,187412,14.672,12.186,2,0,69,24.007,113.763,455.868,11,28595,48.141,21.15,34,15,136,24.105,113.72,1495.794,43,93826
44,14.46,31.386,114.917,14.718,29.167,117.172,4.293,4.545,4.565,4.033,61.286,0.839,4.931,232,123,39.806,4.198,1.132,0.883,0.936,109.241,27.114,88,53,192,31.443,114.866,1579.586,107,99082,58.63,27.432,27,14,138,31.396,114.98,847.759,54,53177,9.467,6.68,7,0,64,31.404,114.98,136.896,8,8587,38.654,12.423,32,17,106,31.381,114.927,558.918,37,35059
45,24.838,37.055,113.801,19.43,34.343,116.667,5.556,5.556,6.399,4.943,140.393,0.827,7.058,274,101,132.825,5.113,1.295,0.772,0.955,134.424,37.958,117,56,255,36.917,113.834,3338.809,127,209432,71.104,31.63,27,13,160,37.106,113.866,1766.078,73,110780,40.93,24.51,18,1,132,37.1,113.832,1016.619,39,63769,43.329,26.169,31,14,255,37.27,113.817,1076.195,36,67506
46,12.738,68.559,115.175,15.032,65.783,116.667,5.303,3.157,5.111,3.173,174.781,0.708,5.451,521,104,166.608,3.144,1.611,0.621,0.911,87.677,26.573,77,40,223,68.62,115.113,1116.816,83,70054,82.005,37.389,68,20,192,68.638,115.172,1044.566,75,65522,18.384,9.95,12,0,57,68.582,115.114,234.175,17,14689,44.926,16.528,43,19,179,68.678,115.165,572.262,43,35896
47,16.58,116.986,113.922,16.412,114.141,115.909,5.682,3.914,5.91,3.572,162.373,0.774,6.002,905,113,157.751,3.664,1.654,0.604,0.93,115.095,39.216,105,44,255,117.141,113.978,1908.267,107,119699,86.34,36.202,123,18,178,117.018,113.941,1431.515,86,89794,17.667,11.24,4,0,58,116.922,113.905,292.922,16,18374,57.82,23.215,45,14,154,116.922,113.972,958.653,55,60133
48,25.874,85.303,112.581,19.626,82.197,115.151,6.313,5.682,6.177,5.333,17.719,0.844,6.411,657,146,32.125,5.588,1.158,0.863,0.946,142.502,38.964,144,60,255,85.252,112.549,3687.114,137,231280,103.079,46.086,68,12,228,85.351,112.668,2667.084,102,167297,12.161,9.354,3,0,54,85.404,112.708,314.651,10,19737,44.282,20.324,33,12,241,85.347,112.551,1145.751,41,71869
49,30.768,6.201,111.409,21.572,2.904,115.025,6.187,6.566,7.23,5.418,53.892,0.831,7.677,27,163,53.696,5.628,1.334,0.749,0.956,141.659,43.85,255,44,255,6.008,111.386,4358.616,133,273401,101.635,46.997,47,22,212,6.339,111.484,3127.144,94,196155,14.883,10.695,5,0,63,6.383,111.534,457.94,12,28725,46.295,19.51,32,14,140,6.3,111.433,1424.437,43,89350
