 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,10.729,1.79,127.597,12.958,0,129.167,3.535,3.535,3.843,3.554,148.421,0.803,4.575,0,0,129.401,3.535,1.081,0.925,0.953,89.722,23.926,81,33,177,1.847,127.627,962.638,88,60383,91.189,41.032,27,17,175,1.728,127.972,978.373,93,61370,45.988,26.14,18,0,121,1.691,128.049,493.411,48,30950,49.678,15.889,33,21,95,1.684,127.789,532.996,48,33433
2,7.381,5.638,127.957,10.968,4.167,129.167,3.409,2.778,3.685,2.55,32.44,0.771,4.319,33,21,37.875,2.778,1.445,0.692,0.957,89.38,23.79,75,32,194,5.62,127.977,659.736,87,41383,73.393,21.601,89,19,118,5.525,128.058,541.732,77,33981,10.834,6.678,9,0,32,5.409,128.159,79.966,10,5016,35.587,8.28,35,17,78,5.644,128.048,262.68,35,16477
3,5.054,16.612,128.49,11.134,14.646,129.167,4.545,1.894,4.094,1.572,9.367,0.512,4.608,116,6,9.462,1.894,2.605,0.384,0.829,76.309,20.448,80,29,151,16.631,128.488,385.642,75,24190,35.833,16.076,40,9,75,16.623,128.655,181.088,34,11359,2.483,2.312,0,0,10,16.92,128.696,12.547,2,787,28.287,6.485,26,15,53,16.571,128.48,142.954,27,8967
4,22.973,21.938,127.013,20.371,18.434,129.167,7.576,5.05,7.797,3.751,29.051,0.696,8.36,146,29,25.017,4.177,2.079,0.481,0.944,100.502,26.177,83,40,196,21.952,126.999,2308.815,97,144824,98.475,39.665,77,22,198,21.736,127.111,2262.232,96,141902,29.745,17.557,13,0,82,21.764,127.185,683.315,27,42862,50.838,13.272,47,22,105,21.856,127.04,1167.894,50,73258
5,42.151,30.592,125.921,28.715,25.758,129.167,10.859,7.197,11.179,4.801,33.223,0.642,12.085,205,44,27.368,5.006,2.329,0.429,0.951,103.224,36.492,83,25,231,30.432,125.651,4351.012,99,272924,72.216,27.058,54,11,159,30.515,125.69,3043.99,68,190939,10.947,6.566,9,0,43,31.55,126.477,461.431,10,28944,39.341,8.114,37,16,82,30.683,125.976,1658.261,39,104017
6,3.38,47.915,128.748,9.718,45.96,129.167,4.293,1.01,4.361,0.987,2.958,0.45,4.323,364,0,173.29,1.01,4.419,0.226,0.924,86.802,22.197,83,36,158,47.979,128.77,293.369,86,18402,46.509,22.768,27,19,119,47.749,128.829,157.19,40,9860,3.759,3.441,1,0,18,47.665,128.835,12.706,3,797,34.561,9.658,29,17,65,47.872,128.79,116.809,33,7327
7,3.428,55.506,128.52,8.086,54.167,129.167,3.03,1.515,3.029,1.441,13.607,0.659,3.283,429,10,22.62,1.515,2.102,0.476,0.929,98.065,22.978,122,44,164,55.596,128.527,336.126,98,21084,60.567,18.664,41,31,108,55.556,128.617,207.599,57,13022,5.837,3.125,5,0,15,55.54,128.537,20.007,5,1255,33.837,6.302,34,19,54,55.55,128.542,115.98,34,7275
8,30.529,67.583,126.753,22.46,64.394,129.167,7.071,5.808,7.511,5.176,22.201,0.761,8.006,515,44,37.954,5.808,1.451,0.689,0.947,108.233,26.938,96,32,206,67.652,126.785,3304.278,107,207266,93.815,36.845,48,21,179,67.471,126.781,2864.098,93,179655,4.693,3.137,3,0,32,67.49,126.614,143.289,4,8988,132.014,50.235,181,24,255,67.435,126.778,4030.302,128,252807
9,19.115,78.062,127.216,17.81,75.126,129.167,6.313,4.293,6.726,3.618,25.731,0.757,7.126,596,31,29.745,3.953,1.859,0.538,0.958,107.418,35.81,87,28,212,78.163,127.317,2053.261,106,128794,78.902,36.339,103,15,177,78.206,127.365,1508.197,76,94604,6.063,3.832,6,0,24,78.118,127.45,115.9,6,7270,60.517,19.441,49,22,119,78.147,127.236,1156.767,59,72560
10,17.839,84.652,127.435,18.82,81.692,129.167,6.944,3.914,6.818,3.332,25.18,0.633,7.851,647,29,27.801,3.914,2.046,0.489,0.931,96.037,25.644,111,34,208,84.706,127.438,1713.23,95,107465,74.602,32.849,61,16,157,84.702,127.528,1330.856,69,83480,8.567,5.992,3,0,32,84.695,127.466,152.822,7,9586,37.725,8.395,37,19,75,84.63,127.473,672.984,37,42214
11,13.168,92.057,128.002,16.394,89.394,129.167,6.439,2.904,6.467,2.593,11.389,0.616,6.829,708,18,19.44,2.904,2.494,0.401,0.953,100.546,29.215,115,31,177,92.185,128.089,1324.017,99,83051,91.104,57.254,34,13,232,92.225,128.266,1199.683,78,75252,17.607,14.832,4,0,72,92.342,128.29,231.848,13,14543,54.615,17.901,36,19,131,92.248,128.104,719.185,52,45112
