 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,1.53,0.876,128.75,5.038,0,129.167,1.894,0.884,2.026,0.962,5.514,0.758,2.09,0,7,25.017,0.884,2.107,0.475,0.97,100.146,35.553,100,36,188,0.824,128.81,153.268,98,9614,30.719,10.507,29,17,67,0.889,128.812,47.014,29,2949,1.198,1.374,0,0,6,0.941,128.75,1.833,1,115,22.125,6.027,20,12,47,0.936,128.77,33.861,21,2124
2,24.631,5.876,126.893,19.338,2.904,129.167,6.187,4.798,6.617,4.739,24.879,0.828,7.355,24,33,34.509,4.798,1.396,0.716,0.972,117.751,41.988,103,24,255,5.999,127.043,2900.287,111,181925,88.244,41.381,130,8,182,6.054,127.154,2173.513,94,136337,6.821,5.428,2,0,32,6.109,127.185,168.015,6,10539,30.658,10.119,31,12,78,5.952,127.036,755.135,29,47367
3,20.342,12.622,126.754,18.389,10.101,129.167,5.303,5.556,6.271,4.13,52.212,0.756,6.788,84,39,46.507,4.454,1.519,0.659,0.926,84.261,27.793,86,28,212,12.557,126.876,1714.059,79,107517,76.709,35.228,75,9,147,12.67,126.872,1560.44,80,97881,9.198,6.984,3,0,41,12.605,126.813,187.114,8,11737,52.466,18.492,56,16,180,12.621,126.818,1067.267,52,66946
4,12.228,18.75,127.664,14.121,16.54,129.167,4.924,3.283,5.117,3.042,26.146,0.771,5.717,131,23,30.53,3.283,1.682,0.594,0.95,100.243,29.996,90,35,201,18.76,127.742,1225.733,97,76886,88.467,40.755,109,12,175,18.951,127.81,1081.743,92,67854,12.536,10.173,2,0,55,19.132,127.782,153.284,10,9615,35.658,13.507,41,10,88,18.917,127.713,436.019,34,27350
5,27.181,23.818,126.272,20.575,20.455,129.167,6.439,5.682,7.209,4.801,37.842,0.807,7.711,165,41,39.685,5.082,1.502,0.666,0.95,103.276,37.514,74,38,246,23.732,126.416,2807.184,94,176085,113.161,46.915,123,10,230,23.909,126.381,3075.89,118,192940,10.632,7.836,2,0,39,23.958,126.391,288.984,9,18127,54.832,23.506,39,12,156,23.925,126.245,1490.405,51,93488
6,2.551,35.378,128.853,9.287,33.207,129.167,4.167,0.758,4.508,0.721,178.892,0.372,4.197,263,0,173.089,0.758,6.256,0.16,0.896,75.425,37.029,54,22,182,35.606,128.913,192.391,68,12068,16.556,7.016,13,4,37,35.455,128.904,42.231,15,2649,1.312,2.155,0,0,13,34.939,128.946,3.348,1,210,19.025,6.697,17,5,51,35.546,128.85,48.528,18,3044
7,1.371,44.089,128.861,5.29,42.929,129.167,2.273,0.631,2.481,0.704,179.282,0.616,2.328,340,0,167.471,0.631,3.526,0.284,0.983,54.419,25.15,29,19,141,44.042,128.918,74.61,49,4680,14.163,4.251,13,6,26,44.123,128.89,19.418,14,1218,1.558,2.05,0,0,10,44.268,128.846,2.136,1,134,42.593,20.576,29,16,112,44.226,128.808,58.396,34,3663
8,14.3,51.485,127.642,15.131,48.99,129.167,5.05,3.662,4.913,3.706,5.187,0.785,5.273,388,0,163.301,3.662,1.326,0.754,0.958,121.756,46.556,105,42,255,51.687,127.668,1741.129,111,109215,80.446,40.051,78,6,186,51.531,127.926,1150.39,81,72160,12.608,9.475,0,0,46,51.552,128.048,180.29,11,11309,38.375,14.664,32,13,105,51.504,127.761,548.763,35,34422
9,30.832,56.559,124.513,23.389,54.04,129.167,5.05,8.965,8.254,4.756,91.832,0.708,9.036,445,71,82.776,5.05,1.735,0.576,0.929,88.319,27.635,85,18,193,56.591,124.417,2723.073,86,170809,102.441,50.532,149,5,214,56.733,124.641,3158.471,111,198120,11.253,9.871,2,0,75,56.685,124.632,346.95,9,21763,35.375,15.122,28,9,149,56.595,124.472,1090.702,33,68416
10,3.141,60.711,128.676,8.265,58.965,129.167,3.535,1.263,3.291,1.215,0.09,0.578,3.556,467,0,173.884,1.263,2.708,0.369,0.929,106.604,33.756,122,44,197,60.737,128.721,334.802,105,21001,35.675,17.704,27,12,94,60.735,128.771,112.042,30,7028,5.898,5.478,4,0,34,60.745,128.636,18.525,5,1162,29.137,13.246,20,10,78,60.456,128.705,91.508,26,5740
11,23.228,65.111,125.91,21.172,62.5,129.167,5.556,7.197,8.312,3.558,58.881,0.651,8.38,503,57,59.184,3.761,2.336,0.428,0.918,100.736,30.539,85,36,234,65.152,126.029,2339.87,97,146772,78.698,33.64,96,7,157,65.279,126.17,1827.982,81,114663,13.431,9.538,3,0,57,65.269,126.128,311.973,12,19569,24.301,11.305,18,8,124,65.165,126.051,564.45,22,35406
12,24.71,71.494,126.198,19.725,68.813,129.167,5.177,6.061,6.626,4.748,110.153,0.798,7.04,551,0,122.55,5.032,1.395,0.717,0.936,95.752,26.337,88,35,210,71.482,126.222,2366.063,93,148415,100.148,46.155,75,9,207,71.5,126.443,2474.709,102,155230,11.179,8.368,1,0,49,71.453,126.566,276.231,10,17327,25.554,11.746,17,8,119,71.515,126.313,631.455,22,39609
13,2.567,75.897,128.711,7.224,74.369,129.167,3.03,1.136,2.934,1.114,179.97,0.618,3.072,589,0,170.538,1.136,2.635,0.38,0.939,91.422,28.313,65,36,150,75.87,128.766,234.653,92,14719,33.28,15.377,20,13,74,75.889,128.81,85.418,29,5358,2.137,2.005,1,0,9,75.91,128.82,5.484,2,344,18.118,4.19,19,10,32,75.962,128.728,46.503,18,2917
14,11.207,82.089,127.946,13.851,79.545,129.167,4.798,2.778,5.108,2.794,171.657,0.734,5.262,630,0,149.744,2.778,1.828,0.547,0.955,84.935,28.296,83,25,199,81.941,127.926,951.893,81,59709,87.792,52.89,18,6,192,82.209,128.244,983.921,90,61718,8.057,7.492,0,0,34,82.304,128.335,90.297,6,5664,38,18.767,27,9,100,82.228,128.163,425.88,33,26714
15,7.429,92.305,128.134,11.787,90.025,129.167,4.167,2.652,3.822,2.475,165.037,0.672,4.319,713,0,142.125,2.652,1.544,0.648,0.923,87.835,28.26,70,35,197,92.399,128.098,652.531,85,40931,60.848,36.615,17,7,159,92.345,128.368,452.041,55,28355,20.7,19.801,4,0,111,92.225,128.46,153.779,14,9646,29.273,17.058,19,9,118,92.083,128.349,217.468,24,13641
16,36.3,96.619,125.159,24.929,93.687,129.167,5.934,8.207,8.895,5.196,69.893,0.734,9.182,748,62,58.496,5.525,1.712,0.584,0.939,122.285,36.471,114,41,254,96.644,125.164,4438.997,116,278443,105.521,44.859,147,9,202,96.659,125.427,3830.451,113,240271,8.845,6.936,0,0,39,96.672,125.439,321.076,7,20140,23.069,8.623,17,5,75,96.606,125.27,837.428,22,52529
17,30.96,105.664,127.111,23.692,101.263,129.167,8.081,4.924,8.294,4.753,169.638,0.693,8.538,803,0,156.468,4.924,1.745,0.573,0.941,118.023,43.621,86,22,255,105.774,127.057,3653.955,110,229200,91.634,44.604,123,13,210,105.652,127.374,2836.98,94,177954,9.156,7.735,0,0,42,105.688,127.477,283.453,8,17780,71.529,32.626,64,15,178,105.503,127.312,2214.517,66,138909
18,18.302,114.006,127.045,16.764,111.616,129.167,4.798,4.419,5.194,4.487,144.984,0.818,5.982,886,0,134.145,4.419,1.158,0.864,0.956,105.025,30.518,93,38,213,113.947,127.033,1922.136,101,120569,99.675,46.804,137,12,187,114.15,127.32,1824.219,108,114427,21.39,14.986,4,0,74,114.175,127.38,391.477,21,24556,51.401,20.574,39,13,131,114.087,127.255,940.718,50,59008
19,20.661,120.57,127.067,17.97,117.803,129.167,5.429,4.798,5.431,4.844,155.064,0.804,6.166,934,0,137.49,4.798,1.121,0.892,0.948,93.363,36.199,72,30,244,120.477,127.033,1928.976,84,120998,85.74,42.104,123,12,182,120.733,127.339,1771.482,96,111119,10.237,8.312,3,0,59,120.707,127.383,211.505,8,13267,30.565,10.985,25,8,74,120.612,127.201,631.503,29,39612
20,12.626,38.302,126.667,14.57,35.353,128.535,5.556,3.283,5.652,2.845,17.35,0.747,5.83,280,28,17.65,3.106,1.987,0.503,0.95,57.482,17.09,60,15,109,38.323,126.633,725.785,57,45526,32.404,15.188,13,6,91,38.346,126.727,409.141,31,25664,4.249,4,3,0,30,38.255,126.688,53.646,3,3365,23.693,14.235,11,4,123,38.413,126.846,299.156,19,18765
21,17.76,126.176,125.619,16.338,123.864,128.283,4.672,5.05,5.423,4.17,46.219,0.836,5.903,981,45,41.532,4.439,1.301,0.769,0.955,61.558,19.081,67,20,153,126.218,125.502,1093.253,60,68576,49.447,24.5,27,6,130,126.357,125.678,878.161,48,55084,8.838,7.476,3,0,45,126.348,125.631,156.951,7,9845,32.303,19.782,21,9,214,125.969,125.506,573.68,27,35985
