 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,29.222,2.004,124.511,24.049,0,129.167,3.914,9.47,9.93,3.747,84.293,0.635,9.633,15,75,79.426,3.813,2.65,0.377,0.943,93.403,32.647,91,20,232,2.141,124.464,2729.418,90,171207,139.232,60.83,192,18,250,2.15,124.966,4068.643,152,255212,9.744,8.058,2,0,59,2.188,125.186,284.728,8,17860,55.17,26.888,28,13,210,2.166,124.848,1612.188,52,101127
2,18.094,9.06,126.193,17.81,7.071,129.167,4.545,5.934,6.178,3.729,111.278,0.717,6.385,56,0,114.538,4.167,1.657,0.604,0.899,91.125,35.443,96,19,198,8.879,126.224,1648.855,94,103427,113.581,59.813,34,13,251,8.844,126.286,2055.19,115,128915,8.356,8.35,4,0,63,8.877,126.147,151.196,6,9484,53.6,24.793,33,14,173,8.964,126.253,969.86,49,60836
3,5.58,16.975,128.382,9.706,15.025,129.167,3.788,1.768,3.803,1.868,178.596,0.744,3.863,119,1,168.69,1.768,2.036,0.491,0.963,36.437,9.84,32,16,74,17.008,128.387,203.311,35,12753,13.846,4.587,11,5,31,17.165,128.381,77.256,13,4846,1.711,1.912,0,0,12,17.183,128.206,9.549,1,599,32.629,9.512,29,17,91,17.016,128.385,182.06,31,11420
4,4.033,21.275,128.343,8.221,19.823,129.167,3.03,1.894,2.834,1.812,13.362,0.75,3.124,157,6,14.036,1.894,1.564,0.639,0.922,37.316,10.026,40,18,70,21.26,128.328,150.51,37,9441,15.992,3.379,13,8,26,21.261,128.292,64.502,16,4046,1.296,1.407,0,0,6,21.312,128.426,5.229,1,328,27.233,8.192,24,13,55,21.224,128.409,109.842,25,6890
5,6.616,61.402,128.062,10.42,59.47,129.167,3.409,2.652,3.453,2.44,157.631,0.766,3.865,471,1,141.633,2.652,1.415,0.707,0.929,101.405,32.66,86,41,233,61.331,128.119,670.896,96,42083,95.619,53.29,47,16,217,61.344,128.242,632.619,86,39682,9.07,7.534,6,0,56,61.344,128.2,60.006,7,3764,39.431,15.762,30,17,103,61.421,128.092,260.878,36,16364
6,15.863,67.193,126.702,18.118,65.404,129.167,4.293,5.429,5.846,3.455,78.514,0.607,6.238,523,41,54.058,3.949,1.692,0.591,0.858,78.727,22.335,69,26,195,67.251,126.797,1248.801,76,78333,44.896,18.963,27,14,98,67.272,126.901,712.17,41,44672,5.041,4.045,3,0,30,67.23,126.63,79.966,4,5016,33.721,17.099,27,12,194,67.133,126.69,534.893,30,33552
7,12.483,74.719,127.545,13.943,72.601,129.167,4.293,3.662,4.174,3.807,5.028,0.807,4.656,583,29,49.399,3.662,1.096,0.912,0.943,109.102,30.768,96,47,254,74.641,127.625,1361.895,105,85427,117.209,53.346,168,21,235,74.761,127.735,1463.096,123,91775,23.206,15.789,8,0,70,74.756,127.795,289.67,21,18170,58.041,23.207,37,19,126,74.702,127.626,724.51,53,45446
8,3.236,82.393,128.495,7.137,80.934,129.167,2.778,1.641,2.674,1.541,168.516,0.798,2.879,641,0,164.745,1.641,1.736,0.576,0.935,77.094,23.375,74,15,153,82.316,128.557,249.496,75,15650,78.754,30.106,99,19,139,82.278,128.582,254.868,82,15987,30.153,15.257,36,4,84,82.273,128.617,97.582,30,6121,26.557,7.04,26,14,52,82.394,128.496,85.944,25,5391
9,30.497,95.652,126.699,21.733,92.424,129.167,7.071,5.556,7.201,5.392,26.172,0.811,7.8,734,35,29.055,5.556,1.336,0.749,0.956,93.645,26.742,94,28,235,95.506,126.717,2855.935,91,179143,102.213,50.133,144,11,240,95.489,127.065,3117.244,111,195534,8.616,6.418,4,0,42,95.543,126.941,262.76,8,16482,32.219,12.592,23,8,90,95.6,126.813,982.582,30,61634
10,3.938,106.559,128.653,9.527,104.419,129.167,4.167,1.263,4.008,1.251,178.81,0.545,4.197,827,4,6.911,1.263,3.205,0.312,0.943,42.567,12.32,45,19,97,106.487,128.687,167.616,41,10514,30.636,10.574,20,15,63,106.542,128.712,120.635,28,7567,8.449,5.595,5,0,35,106.435,128.718,33.271,7,2087,36.093,24.6,20,10,148,106.475,128.68,142.125,26,8915
