 ,Area,X,Y,Perim,BX,BY,Width,Height,Major,Minor,Angle,Circ,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
24,38.596,17.967,118.278,24.503,14.141,122.348,7.197,7.828,7.864,6.249,69.003,0.808,7.931,16.793,14.52,76.185,6.465,1.258,0.795,0.93,178.423,39.28,158,68,255,17.862,118.356,6886.445,176,431963,27.136,10.953,20,7,64,17.779,118.17,1047.339,25,65696,4.771,3.883,3,0,24,17.975,118.071,184.148,4,11551,27.061,12.493,16,5,88,17.933,118.282,1044.454,25,65515
25,55.877,64.407,115.462,30.373,60.985,121.338,6.692,11.49,11.719,6.071,76.766,0.761,11.821,62.879,19.318,76.409,6.181,1.93,0.518,0.956,138.093,39.117,130,26,254,64.343,115.389,7716.285,134,484016,14.724,4.74,13,4,33,64.508,115.381,822.714,14,51606,25.512,11.149,25,3,99,64.584,115.314,1425.521,25,89418,39.496,24.69,33,7,255,64.679,115.353,2206.928,36,138433
26,41.322,90.628,116.246,28.562,86.995,121.212,7.449,9.47,9.729,5.408,65.879,0.637,10.13,88.51,17.298,67.27,5.879,1.799,0.556,0.886,111.661,38.907,84,37,241,90.773,116.355,4614.074,105,289425,14.919,4.331,13,4,33,90.777,116.374,616.501,15,38671,5.613,3.651,4,0,27,90.422,116.335,231.959,5,14550,24.258,9.399,18,6,88,90.726,116.626,1002.382,23,62876
27,24.328,127.404,117.251,19.812,125,120.833,4.293,6.944,6.872,4.508,87.149,0.779,7.111,127.146,15.152,73.496,4.293,1.524,0.656,0.971,168.539,43.502,255,45,255,127.433,117.296,4100.193,168,257191,24.156,7.353,20,7,49,127.524,117.241,587.662,23,36862,9.547,4.9,9,0,31,127.493,117.121,232.246,9,14568,27.815,13.926,18,6,95,127.668,117.178,676.667,24,42445
28,63.067,82.018,114.778,32.138,77.146,120.328,9.596,10.859,10.527,7.628,51.295,0.767,11.381,80.05,19.697,70.56,7.678,1.38,0.725,0.939,73.938,18.759,71,37,169,82.184,114.735,4663.081,71,292499,11.594,3.525,13,3,28,82.036,114.788,731.174,11,45864,25.487,11.644,26,2,83,82.135,115.138,1607.421,24,100828,23.494,10.552,19,4,137,82.112,114.692,1481.701,22,92942
29,59.449,106.258,115.49,29.393,102.399,120.328,7.828,9.975,10.062,7.522,105.685,0.865,10.381,104.293,8.838,108.435,7.788,1.338,0.748,0.974,172.326,34.57,180,64,255,106.149,115.579,10244.496,171,642602,29.928,7.943,27,11,68,106.208,115.501,1779.167,29,111601,7.551,4.318,5,0,35,106.351,115.47,448.901,7,28158,30.086,11.515,29,7,80,106.179,115.537,1788.541,29,112189
30,24.439,44.672,115.845,20.014,42.045,119.444,5.177,7.197,7.707,4.038,60.904,0.767,7.972,42.55,16.667,60.593,4.286,1.909,0.524,0.958,95.438,22.932,81,44,174,44.705,115.855,2332.441,92,146306,20.271,4.156,20,9,35,44.709,115.886,495.42,20,31076,7.65,4.62,7,0,48,44.54,115.855,186.97,7,11728,30.723,10.845,26,11,102,44.667,115.964,750.862,28,47099
31,37.879,50.387,113.905,23.506,46.97,117.803,6.944,7.323,7.66,6.296,52.36,0.861,7.809,47.98,18.561,67.166,6.446,1.217,0.822,0.953,164.398,40.736,255,60,255,50.297,113.991,6227.171,162,390609,22.989,6.718,20,6,47,50.457,113.877,870.811,23,54623,13.747,7.001,8,1,59,50.546,113.803,520.704,13,32662,43.949,21.567,26,10,177,50.454,113.639,1664.718,39,104422
32,31.151,12.803,114.056,21.769,9.217,117.172,7.576,5.934,7.851,5.052,151.048,0.826,8.026,9.217,13.636,160.71,5.269,1.554,0.644,0.949,192.694,35.382,255,75,255,12.803,114.083,6002.641,192,376525,27.638,10.919,20,6,68,12.8,114.194,860.943,26,54004,8.281,5.231,6,0,39,12.833,114.117,257.977,7,16182,26.158,12.16,16,6,101,12.77,114.237,814.838,24,51112
33,22.686,23.091,113.643,18.124,20.202,116.288,5.556,5.429,5.527,5.226,13.132,0.868,5.911,20.202,16.54,19.983,5.365,1.058,0.945,0.956,50.746,9.317,48,31,88,23.039,113.677,1151.203,49,72211,17.947,5.299,20,5,46,23.105,113.483,407.132,18,25538,14.852,8.429,9,0,87,23.02,113.757,336.939,14,21135,30.674,32.669,13,5,255,23.625,113.546,695.862,21,43649
34,36.556,37.532,112.713,23.61,33.838,116.162,7.449,6.944,8.629,5.394,41.569,0.824,8.915,34.217,19.192,37.519,5.68,1.6,0.625,0.956,167.829,46.976,255,44,255,37.648,112.851,6135.089,170,384833,26.714,7.547,20,10,57,37.628,112.801,976.556,26,61256,11.032,6.157,9,0,45,37.515,112.822,403.274,10,25296,34.807,15.138,30,10,104,37.552,112.573,1272.38,32,79812
35,46.488,99.926,111.395,26.45,96.843,116.035,6.692,9.343,9.268,6.387,97.899,0.835,9.559,98.737,13.131,102.2,6.548,1.451,0.689,0.961,137.187,35.822,126,39,255,99.877,111.434,6377.458,137,400036,32.005,10.907,27,10,71,99.889,111.625,1487.839,31,93327,8.494,4.722,6,0,37,99.764,111.62,394.873,8,24769,35.267,15.8,31,9,137,99.784,111.491,1639.481,32,102839
36,34.531,118.975,111.222,23.549,116.035,115.151,5.556,8.586,8.724,5.04,103.754,0.782,8.986,117.298,14.015,107.162,5.186,1.731,0.578,0.961,174.725,44.873,255,43,255,119.086,111.328,6033.409,174,378455,23.645,7.649,20,5,54,118.853,111.337,816.48,23,51215,7.614,4.573,6,0,32,118.808,111.312,262.903,7,16491,27.502,12.267,19,5,84,118.704,111.423,949.662,25,59569
37,35.392,113.25,110.353,22.97,109.975,114.141,6.313,7.576,7.743,5.82,112.934,0.843,8.091,112.121,15.152,112.964,5.932,1.33,0.752,0.966,159.591,41.196,146,33,255,113.194,110.427,5648.182,159,354291,35.05,11.32,27,12,72,113.345,110.389,1240.479,34,77811,11.542,6.503,7,0,45,113.402,110.434,408.487,10,25623,31.221,15.021,25,5,100,113.476,110.251,1104.955,28,69310
38,28.457,8.816,110.279,20.58,5.682,113.636,6.566,6.313,7.257,4.993,142.841,0.844,7.298,6.313,16.288,142.734,5.04,1.454,0.688,0.952,125.617,37.98,110,38,234,8.625,110.378,3574.658,124,224226,19.444,8.881,20,1,59,8.453,110.347,553.322,19,34708,11.594,9.613,4,0,75,8.333,110.44,329.924,9,20695,19.736,21.505,11,3,255,8.561,110.783,561.628,15,35229
39,35.44,125.293,109.491,22.613,122.348,113.257,6.313,7.197,7.245,6.228,105.701,0.871,7.501,123.232,16.288,126.098,6.313,1.163,0.86,0.969,148.257,32.928,141,68,251,125.23,109.477,5254.154,147,329575,23.752,7.375,20,8,49,125.316,109.622,841.749,23,52800,17.856,8.43,16,1,79,125.265,109.565,632.81,16,39694,32.914,14.932,20,8,86,125.254,109.591,1166.46,30,73168
40,25.906,1.928,109.702,21.197,0,113.131,4.545,7.828,7.155,4.61,79.57,0.725,7.964,0,23.864,64.654,4.545,1.552,0.644,0.971,97.307,40.674,47,30,207,1.63,109.534,2520.846,91,158124,22.243,6.395,20,8,48,1.803,109.793,576.231,21,36145,7.104,5.369,4,0,40,2.138,109.442,184.037,6,11544,23.511,13.927,16,5,138,1.835,109.809,609.072,20,38205
41,1.865,128.925,111.695,6.658,128.535,113.131,0.758,2.904,3.128,0.759,94.438,0.529,2.972,128.662,16.035,102.265,0.758,4.119,0.243,0.932,108.308,52.287,80,38,220,128.997,111.583,202.02,92,12672,20.556,4.66,20,12,34,128.931,111.765,38.341,20,2405,15.761,7.22,13,5,44,128.936,111.826,29.397,15,1844,26.786,8.062,27,14,58,128.935,111.816,49.963,26,3134
42,21.634,75.149,109.226,18.812,72.222,112.247,5.303,6.692,6.172,4.463,109.892,0.768,6.81,74.495,16.919,100.685,4.623,1.383,0.723,0.922,148.261,37.109,147,66,249,75.108,109.19,3207.413,151,201190,10.822,3.792,11,2,27,75.007,109.231,234.111,10,14685,9.626,5.16,9,0,36,75.028,109.344,208.237,9,13062,26.18,14.317,14,6,102,74.999,109.389,566.363,23,35526
43,62.366,42.532,105.476,31.013,38.384,110.985,7.955,10.48,10.254,7.744,74.93,0.815,10.996,40.657,28.662,68.443,7.955,1.324,0.755,0.952,179.614,44.46,255,36,255,42.493,105.315,11201.794,186,702650,27.902,10.11,20,6,69,42.431,105.542,1740.124,27,109152,9.684,6.283,5,0,57,42.472,105.524,603.955,8,37884,38.883,20.475,30,9,255,42.547,105.483,2424.97,35,152110
44,43.219,20.552,106.302,24.947,17.172,110.606,6.692,8.207,8.217,6.697,88.769,0.873,8.304,19.697,26.768,81.254,6.692,1.227,0.815,0.966,155.453,40.844,151,66,255,20.392,106.277,6718.558,151,421432,32.393,14.069,20,4,85,20.552,106.318,1400.013,30,87818,6.949,5.11,4,0,39,20.516,106.345,300.319,6,18838,32.274,19.852,11,3,194,20.482,106.225,1394.848,29,87494
45,34.898,30.696,106.989,22.582,27.399,110.48,6.313,7.197,7.091,6.266,85.619,0.86,7.475,30.303,25.884,74.32,6.313,1.132,0.884,0.96,154.634,34.459,151,31,255,30.697,106.865,5396.327,156,338493,27.628,12.987,20,6,76,30.869,107.252,964.153,23,60478,12.345,8.314,6,0,59,30.773,107.33,430.806,10,27023,33.634,29.554,17,6,255,30.679,106.783,1173.729,27,73624
46,68.966,91.512,105.405,31.222,86.49,110.227,9.343,9.596,9.546,9.198,51.2,0.889,9.961,89.394,27.904,59.534,9.343,1.038,0.964,0.976,178.485,39.316,173,72,255,91.544,105.432,12309.379,178,772125,29.451,8.425,27,8,61,91.386,105.258,2031.085,28,127403,7.621,4.705,4,0,33,91.432,105.281,525.583,7,32968,31.715,14.237,27,5,132,91.265,105.178,2187.239,30,137198
47,40.398,51.173,105.951,24.429,47.601,109.848,7.071,7.955,8.724,5.896,55.929,0.851,8.825,48.737,27.02,56.083,6.213,1.48,0.676,0.958,142.845,36.284,126,43,255,51.107,105.894,5770.57,137,361968,31.167,11.387,20,9,66,51.357,106.144,1259.084,30,78978,9.331,5.96,4,0,41,51.471,106.361,376.938,8,23644,38.738,18.478,21,8,123,51.518,106.19,1564.903,36,98161
48,42.661,57.913,104.511,27.516,55.177,109.722,5.682,10.354,11.006,4.935,103.98,0.708,10.788,56.692,19.444,106.314,5.191,2.23,0.448,0.941,167.042,41.719,255,62,255,57.941,104.295,7126.232,165,447004,26.379,8.814,27,6,54,58.06,104.479,1125.345,26,70589,8.471,5.116,8,0,32,58.069,104.839,361.394,8,22669,32.829,12.809,31,6,85,57.99,104.722,1400.539,32,87851
49,24.344,71.562,106.765,19.7,68.434,109.596,6.692,5.303,6.985,4.437,149.251,0.788,7.346,68.561,20.833,151.232,4.95,1.574,0.635,0.937,160.144,41.055,156,62,255,71.587,106.717,3898.508,159,244540,11.72,4.04,13,2,33,71.497,106.788,285.318,11,17897,6.654,4.457,5,0,33,71.41,106.964,161.989,6,10161,24.734,12.439,13,5,80,71.452,107.082,602.121,22,37769
50,28.282,35.824,104.638,21.641,33.333,108.46,4.545,7.702,8.126,4.431,86.186,0.759,7.996,34.596,20.707,105.573,4.545,1.834,0.545,0.94,170.13,32.356,171,55,254,35.826,104.654,4811.519,171,301810,27.264,7.551,27,8,59,35.782,104.81,771.077,27,48367,10.552,6.542,6,0,51,35.687,104.775,298.438,9,18720,30.24,11.92,22,7,100,35.779,104.754,855.236,28,53646
51,49.915,79.775,103.267,28.432,75.758,108.207,8.081,9.722,10.783,5.894,57.015,0.776,10.609,76.389,30.177,51.766,5.995,1.829,0.547,0.957,154.374,36.634,151,67,255,79.763,103.175,7705.604,149,483346,17.662,6.39,13,4,42,79.695,103.601,881.588,17,55299,9.839,7.319,5,0,47,79.982,104.224,491.116,8,30806,27.183,20.252,12,4,219,79.492,103.757,1356.857,21,85111
52,21.936,3.09,104.663,19.927,0,107.828,6.313,6.187,7.994,3.494,39.888,0.694,7.875,0.126,27.146,41.1,3.639,2.288,0.437,0.929,73.235,16.231,85,35,117,2.954,104.603,1606.528,74,100772,13.76,5.191,13,3,39,3.282,104.863,301.85,13,18934,10.575,7.708,5,0,57,2.821,104.792,231.975,9,14551,22.99,27.429,12,3,255,2.826,104.859,504.316,15,31634
53,43.602,110.639,103.72,25.23,106.944,107.702,7.449,7.828,8.121,6.836,130.911,0.861,8.561,108.207,22.222,127.208,7.139,1.188,0.842,0.954,171.089,36.7,169,47,255,110.592,103.766,7459.823,170,467929,32.064,9.752,34,10,73,110.618,103.836,1398.036,32,87694,9.093,5.603,6,0,47,110.388,103.904,396.483,8,24870,32.871,13.946,26,8,132,110.555,103.694,1433.237,30,89902
54,38.357,98.368,101.661,24.368,95.328,106.187,6.061,8.712,8.411,5.806,79.752,0.812,8.77,97.348,22.98,96.613,5.795,1.449,0.69,0.96,138.867,28.392,144,61,242,98.368,101.618,5326.532,138,334115,26.223,9.487,20,7,64,98.2,101.821,1005.826,25,63092,16.76,8.8,10,0,57,98.102,101.767,642.87,16,40325,38.039,23.397,22,8,249,98.243,101.881,1459.063,33,91522
55,42.693,66.02,102.356,25.021,62.247,105.934,7.702,7.323,8.224,6.609,144.956,0.857,8.697,62.247,24.369,152.319,6.946,1.244,0.804,0.955,152.166,45.34,153,26,255,65.856,102.346,6496.451,152,407500,22.311,8.5,20,6,70,66.208,102.527,952.531,20,59749,9.202,6.574,5,0,45,66.144,102.573,392.864,8,24643,31.948,21.697,17,4,255,66.083,102.539,1363.968,26,85557
56,26.48,126.556,102.152,19.799,123.485,104.924,5.808,5.556,6.329,5.327,151.626,0.849,6.984,123.99,25,139.399,5.356,1.188,0.842,0.963,145.21,38.748,138,36,255,126.536,102.081,3845.166,143,241194,24.524,7.094,20,9,49,126.617,102.281,649.406,24,40735,26.425,11.502,21,2,74,126.568,102.337,699.736,25,43892,29.593,13.342,24,7,75,126.481,102.211,783.623,28,49154
57,60.708,8.103,98.64,29.75,3.283,103.03,9.217,8.712,9.346,8.271,165.939,0.862,9.709,3.409,31.944,20.556,8.15,1.13,0.885,0.966,172.01,41.519,255,59,255,8.008,98.565,10442.355,172,655013,26.201,7.55,27,8,60,7.956,98.775,1590.634,26,99775,7.171,4.865,4,0,43,8.118,98.876,435.366,6,27309,27.039,15.826,19,5,222,7.968,98.776,1641.506,23,102966
58,47.89,118.014,98.518,26.437,114.015,102.778,7.702,8.586,9.067,6.725,55.731,0.861,9.121,116.793,34.975,68.051,6.875,1.348,0.742,0.964,160.268,36.483,165,75,255,118.051,98.512,7675.298,158,481445,29.924,10.489,20,9,70,118.11,98.449,1433.061,28,89891,11.583,6.613,7,0,57,117.759,98.268,554.693,10,34794,28.732,15.082,20,4,136,117.887,98.397,1375.988,26,86311
59,35.695,84.706,98.361,24.35,81.439,102.273,6.566,7.197,7.526,6.039,67.068,0.757,8.475,82.071,33.965,56.547,6.494,1.246,0.802,0.947,131.203,33.008,121,63,255,84.656,98.361,4683.232,128,293763,22.039,7.786,20,6,55,84.619,98.501,786.668,21,49345,21.327,11.336,17,0,71,84.488,98.52,761.272,20,47752,31.914,23.83,18,6,255,84.474,98.27,1139.151,25,71455
60,36.253,72.01,98.077,22.822,68.434,101.768,6.692,7.197,7.784,5.93,53.233,0.875,7.907,68.561,33.081,38.517,6.136,1.313,0.762,0.968,172.085,38.02,204,61,255,71.91,97.967,6238.538,175,391322,23.739,10.139,20,5,67,72.003,98.354,860.592,21,53982,13.174,8.454,6,0,51,71.969,98.458,477.581,12,29957,31.91,15.781,21,6,107,72.16,98.205,1156.831,28,72564
61,34.467,18.638,97.717,23.309,15.657,101.136,6.061,7.071,7.33,5.987,96.02,0.797,7.81,16.414,28.409,124.461,6.061,1.224,0.817,0.94,144.682,36.71,143,61,250,18.452,97.753,4986.755,141,312802,21.017,8.937,13,4,55,18.655,98.183,724.398,20,45439,5.424,4.585,2,0,36,18.675,98.253,186.954,4,11727,26.494,21.423,13,3,246,18.746,98.003,913.154,20,57279
62,40.876,30.584,97.371,24.743,26.641,101.136,7.955,7.449,7.601,6.847,157.744,0.839,8.018,26.641,32.197,7.237,6.741,1.11,0.901,0.948,148.225,35.625,152,68,255,30.504,97.303,6058.837,148,380050,24.067,10.84,13,6,71,30.403,97.417,983.746,22,61707,11.077,7.654,6,0,49,30.442,97.557,452.791,9,28402,34.86,20.147,19,6,213,30.575,97.562,1424.931,29,89381
63,28.776,49.452,98.25,21.276,46.212,101.01,7.071,5.934,7.885,4.647,36.231,0.799,8.265,46.465,33.333,34.418,5,1.697,0.589,0.953,158.526,34.898,155,73,255,49.435,98.194,4561.688,157,286139,34.594,14.787,20,10,80,49.512,98.434,995.479,32,62443,18.864,11.8,9,0,76,49.552,98.493,542.816,16,34049,43.716,27.256,39,7,240,49.922,98.439,1257.968,39,78908
