 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AF8-DAPI,StdDev+AF8-DAPI,Mode+AF8-DAPI,Min+AF8-DAPI,Max+AF8-DAPI,XM+AF8-DAPI,YM+AF8-DAPI,IntDen+AF8-DAPI,Median+AF8-DAPI,RawIntDen+AF8-DAPI,Mean+AF8-Sox2,StdDev+AF8-Sox2,Mode+AF8-Sox2,Min+AF8-Sox2,Max+AF8-Sox2,XM+AF8-Sox2,YM+AF8-Sox2,IntDen+AF8-Sox2,Median+AF8-Sox2,RawIntDen+AF8-Sox2,Mean+AF8-Klf4,StdDev+AF8-Klf4,Mode+AF8-Klf4,Min+AF8-Klf4,Max+AF8-Klf4,XM+AF8-Klf4,YM+AF8-Klf4,IntDen+AF8-Klf4,Median+AF8-Klf4,RawIntDen+AF8-Klf4,Mean+AF8-Sox9,StdDev+AF8-Sox9,Mode+AF8-Sox9,Min+AF8-Sox9,Max+AF8-Sox9,XM+AF8-Sox9,YM+AF8-Sox9,IntDen+AF8-Sox9,Median+AF8-Sox9,RawIntDen+AF8-Sox9
1,17.759,2.132,126.939,17.133,0.253,129.164,4.419,4.924,5.541,4.081,67.346,0.76,6.344,0.379,4.672,47.42,4.419,1.358,0.736,0.945,160.981,32.84,161,77,255,2.2,127.105,2858.842,159,179333,54.105,18.499,41,21,113,1.976,127.158,960.844,53,60273,4.02,2.952,3,0,18,1.961,127.193,71.386,3,4478,41.938,18.006,28,13,159,1.954,127.041,744.772,39,46719
2,21.441,7.555,127.221,18.223,4.672,129.164,6.06,4.419,6.464,4.223,16.4,0.811,6.724,4.924,3.914,34.287,4.419,1.531,0.653,0.961,135.299,28.436,145,73,228,7.597,127.33,2900.992,138,181977,49.68,21.825,34,18,136,7.502,127.504,1065.213,44,66820,4.228,3.276,3,0,27,7.458,127.469,90.644,4,5686,27.035,11.006,22,6,88,7.566,127.336,579.666,25,36362
3,11.574,14.032,127.913,14.3,11.363,129.164,5.177,3.156,4.752,3.101,176.394,0.711,5.232,11.363,0,171.674,3.156,1.533,0.653,0.942,126.97,27.992,111,75,234,14.016,128.051,1469.49,123,92180,40.153,13.071,28,17,90,13.886,128.041,464.711,38,29151,3.32,3.437,1,0,31,14.003,127.833,38.419,3,2410,27.386,17.706,18,10,152,13.934,127.965,316.949,22,19882
4,3.953,24.929,128.496,8.696,23.232,129.164,3.283,1.768,3.068,1.641,174.176,0.657,3.343,23.232,0,169.114,1.768,1.87,0.535,0.889,144.722,15.041,137,109,195,24.888,128.522,572.157,143,35891,51.831,10.42,54,29,78,25.06,128.487,204.912,52,12854,3.496,2.512,2,0,13,25.042,128.488,13.821,3,867,37.827,13.38,36,20,105,24.914,128.525,149.547,35,9381
5,25.172,29.229,126.732,20.064,26.388,129.164,5.682,5.303,6.175,5.19,35.633,0.786,7.058,27.272,5.177,47.175,5.303,1.19,0.84,0.956,182.719,29.256,171,103,255,29.293,126.74,4599.338,180,288513,78.058,28.055,48,28,160,29.273,126.834,1964.857,77,123254,5.141,3.68,4,0,33,29.285,126.818,129.413,4,8118,61.455,28.669,33,16,179,29.248,126.899,1546.918,55,97037
6,16.34,34.192,126.612,16.32,32.196,129.164,3.914,5.429,5.664,3.673,78.627,0.771,5.793,33.585,5.429,69.59,3.717,1.542,0.648,0.938,163.552,22.92,153,103,252,34.205,126.591,2672.454,163,167641,82.129,24.077,96,25,143,34.101,126.625,1341.99,85,84182,7.746,4.906,7,0,29,34.026,126.471,126.576,7,7940,47.763,19.115,49,12,140,34.112,126.689,780.449,46,48957
7,4.703,38.023,128.228,8.887,36.742,129.164,2.651,2.146,2.837,2.111,19.108,0.748,3.314,36.868,2.146,40.365,2.146,1.344,0.744,0.935,157.8,21.489,137,114,220,38.063,128.264,742.094,154,46551,61.546,17.066,41,29,114,38.058,128.263,289.434,59,18156,5.569,4.103,4,0,34,38.153,128.316,26.192,5,1643,39.712,17.771,25,14,114,38.1,128.25,186.755,36,11715
8,9.071,42.268,128.054,12.397,40.024,129.164,4.419,2.778,4.257,2.713,176.739,0.742,4.512,40.151,1.389,17.928,2.778,1.569,0.637,0.944,180.116,29.894,168,103,246,42.342,128.081,1633.783,176,102486,75.026,27.239,47,23,146,42.139,128.169,680.544,73,42690,3.988,2.991,2,0,17,42.122,128.069,36.171,3,2269,66.12,26.737,76,13,162,42.077,128.192,599.752,68,37622
9,38.403,50.386,125.252,25.964,47.852,129.164,5.303,8.838,9.076,5.388,82.009,0.716,9.616,49.115,8.838,66.801,5.297,1.685,0.594,0.949,196.35,31.926,255,114,255,50.356,125.337,7540.439,195,473006,61.315,16.771,68,23,107,50.374,125.219,2354.707,62,147709,6.236,4.875,4,0,50,50.357,125.335,239.474,5,15022,59.192,23.108,58,14,137,50.344,125.213,2273.166,58,142594
10,44.668,56.533,125.074,27.877,53.282,129.164,7.323,9.091,8.854,6.424,79.843,0.722,9.543,55.049,9.091,72.284,7.165,1.378,0.726,0.912,183.185,27.475,180,94,255,56.524,125.08,8182.516,182,513283,76.071,25.281,47,25,154,56.58,125.22,3397.937,77,213150,7.556,5.268,4,0,50,56.612,125.275,337.53,6,21173,71.454,33.241,28,13,220,56.521,125.255,3191.701,69,200213
11,8.64,61.514,128.05,12.292,59.216,129.164,4.293,2.778,4.124,2.668,167.401,0.719,4.419,59.216,0,143.13,2.778,1.546,0.647,0.943,192.172,26.543,198,106,249,61.505,128.077,1660.422,194,104157,66.446,20.192,48,32,129,61.474,128.173,574.118,61,36014,5.45,3.573,3,0,19,61.45,128.145,47.091,5,2954,68.404,30.723,37,24,186,61.536,128.241,591.032,61,37075
12,18.508,65.837,127.093,17.2,63.382,129.164,5.429,4.798,5.898,3.995,41.731,0.786,6.411,63.382,3.662,32.125,4.431,1.476,0.677,0.94,179.206,26.159,180,88,255,65.799,127.174,3316.763,179,208058,39.603,7.905,40,19,75,66.014,127.155,732.976,39,45979,3.358,2.622,2,0,15,65.998,127.06,62.156,3,3899,38.011,11.135,33,16,88,65.923,126.982,703.516,36,44131
13,8.178,71.463,127.714,12.04,69.695,129.164,3.283,3.662,3.714,2.804,107.891,0.709,4.31,69.695,0,121.827,3.205,1.324,0.755,0.924,169.628,37.354,255,98,255,71.452,127.855,1387.216,159,87019,69.361,20.615,41,30,118,71.403,127.712,567.231,69,35582,5.476,4.122,3,0,28,71.433,127.754,44.78,5,2809,39.986,10.733,35,18,76,71.468,127.655,327.009,38,20513
14,24.662,75.716,126.671,19.965,72.852,129.164,6.313,5.555,6.916,4.54,35.768,0.777,7.298,72.852,5.05,37.266,5.073,1.523,0.657,0.948,164.679,26.602,166,93,255,75.686,126.7,4061.232,162,254758,69.17,21.451,75,26,130,75.816,126.795,1705.839,70,107006,8.54,5.159,8,0,37,75.858,126.762,210.604,8,13211,76.777,30.556,40,18,182,75.806,126.749,1893.439,75,118774
15,5.468,80.937,128.248,9.096,79.417,129.164,3.156,2.02,3.287,2.118,8.46,0.83,3.449,79.417,1.389,23.749,2.02,1.552,0.644,0.969,153.746,22.509,143,77,211,80.935,128.297,840.677,156,52735,41.315,8.306,41,24,62,80.934,128.29,225.907,41,14171,3.201,2.454,2,0,12,80.887,128.292,17.504,3,1098,31.504,10.243,21,14,77,80.911,128.334,172.264,29,10806
16,12.02,84.969,127.416,13.794,82.826,129.164,4.04,4.04,4.039,3.789,64.988,0.794,4.765,82.826,2.525,32.005,3.675,1.066,0.938,0.944,167.432,29.726,154,100,255,85.012,127.424,2012.522,164,126244,66.899,19.802,82,22,121,84.904,127.494,804.123,66,50442,6.969,4.716,5,0,31,84.941,127.542,83.773,6,5255,52.602,22.933,43,15,139,84.879,127.53,632.273,47,39662
17,27.611,89.048,125.529,20.944,86.614,129.164,4.798,7.449,7.811,4.501,75.756,0.791,7.809,88.129,7.449,67.166,4.44,1.736,0.576,0.957,162.054,27.812,153,86,255,88.992,125.499,4474.436,160,280678,64.744,23.393,34,26,134,89.093,125.74,1787.635,64,112137,13.038,9.101,5,0,80,89.148,126.02,359.976,11,22581,54.665,34.499,26,12,255,89.103,125.702,1509.344,43,94680
18,39.407,93.962,124.555,27.576,90.402,129.164,6.566,9.343,9.893,5.072,70.086,0.651,10.339,90.655,9.091,61.557,5.657,1.951,0.513,0.891,160.224,24.365,157,84,248,94.036,124.569,6314.025,158,396074,59.107,16.51,61,23,123,93.98,124.621,2329.249,58,146112,21.105,13.329,8,0,84,94.049,124.673,831.685,19,52171,23.4,8.786,20,8,109,93.897,124.585,922.154,22,57846
19,13.63,106.721,127.912,15.488,103.659,129.164,5.934,3.03,5.655,3.069,178.946,0.714,6.042,103.659,0,169.16,3.03,1.843,0.543,0.964,164.125,21.771,161,96,233,106.783,127.94,2237.027,163,140327,59.557,17.45,41,26,109,106.842,127.991,811.759,59,50921,17.903,8.614,14,0,53,106.998,128.004,244.017,17,15307,26.789,8.902,23,11,75,106.797,127.901,365.141,25,22905
20,14.331,112.597,127.623,15.07,109.972,129.164,5.05,3.409,5.195,3.513,176.672,0.793,5.439,109.972,2.02,21.801,3.409,1.479,0.676,0.956,130.623,24.479,136,76,200,112.513,127.746,1872.014,131,117430,51.234,15.855,33,22,99,112.58,127.84,734.251,50,46059,14.89,9.422,6,0,47,112.394,128.037,213.393,13,13386,34.175,19.37,24,12,199,112.406,127.534,489.772,28,30723
21,66.795,119.164,123.714,38.792,115.528,129.164,7.702,13.384,13.61,6.249,90.066,0.558,14.142,115.906,0.126,110.376,7.617,2.178,0.459,0.857,156.088,28.416,141,87,249,119.309,123.826,10425.903,154,654009,61.138,12.185,61,29,104,119.214,123.727,4083.694,61,256167,8.851,5.609,6,0,99,119.337,124.327,591.176,8,37084,31.955,14.754,26,7,221,119.055,123.856,2134.411,29,133890
22,58.649,125.531,124.106,33.489,121.462,129.164,7.828,10.985,12.072,6.186,61.932,0.657,12.996,122.346,10.985,57.7,6.897,1.952,0.512,0.935,187.484,27.091,175,97,255,125.586,124.164,10995.733,185,689754,80.375,21.419,68,30,156,125.773,124.318,4713.878,79,295698,9.067,5.827,5,0,72,125.383,123.738,531.778,8,33358,36.961,13.63,33,12,117,125.8,124.332,2167.729,35,135980
23,46.597,99.89,124.401,28.642,97.22,128.911,6.06,10.48,10.408,5.7,80.999,0.714,10.657,98.988,10.732,76.293,6.06,1.826,0.548,0.942,157.745,23.507,159,85,244,99.96,124.495,7350.447,158,461088,53.532,10.152,54,21,91,99.919,124.319,2494.451,54,156475,16.044,9.003,10,0,64,100.179,124.065,747.594,15,46896,31.66,16.653,25,10,235,99.734,124.572,1475.245,28,92541
24,27.101,45.213,124.361,21.794,42.676,128.28,4.798,7.954,7.926,4.353,73.383,0.717,8.654,43.56,8.838,66.801,4.727,1.821,0.549,0.934,170.167,26.364,153,94,255,45.177,124.346,4611.629,165,289284,50.187,12.223,55,20,89,45.293,124.37,1360.099,51,85318,2.814,2.611,2,0,37,45.303,124.426,76.248,2,4783,28.772,13.896,24,8,127,45.354,124.429,779.732,25,48912
25,11.382,17.289,126.238,13.96,14.772,128.154,4.672,3.788,5.167,2.805,38.953,0.734,5.581,14.899,4.798,37.648,3.155,1.842,0.543,0.906,109.913,17.572,101,75,177,17.275,126.261,1251.059,106,78478,22.06,4.227,20,12,40,17.352,126.283,251.095,22,15751,3.913,2.767,3,0,20,17.373,126.303,44.541,3,2794,22.563,8.969,19,8,96,17.32,126.247,256.818,21,16110
26,56.369,23.274,121.918,32.288,20.58,128.027,5.934,12.5,12.322,5.825,90.034,0.679,12.563,21.59,1.136,95.768,5.934,2.115,0.473,0.95,177.76,34.147,178,69,255,23.397,121.833,10020.175,178,628558,49.674,15.022,61,15,99,23.344,121.925,2800.114,50,175649,4.954,3.801,3,0,31,23.373,121.875,279.264,4,17518,87.172,41.979,42,11,221,23.368,121.8,4913.817,85,308240
27,27.324,68.401,123.297,21.485,65.403,127.27,5.934,7.197,7.398,4.702,57.86,0.744,7.91,66.539,9.091,65.48,5.052,1.573,0.636,0.916,153.596,21.043,148,88,229,68.385,123.354,4196.831,154,263264,65.502,20.672,75,23,125,68.467,123.496,1789.771,69,112271,5.362,3.86,4,0,32,68.381,123.437,146.519,5,9191,61.172,28.244,35,15,174,68.407,123.456,1671.453,56,104849
28,10.665,39.7,125.352,12.519,37.752,127.144,4.167,3.535,4.053,3.351,6.251,0.855,4.354,37.752,3.283,163.142,3.428,1.21,0.827,0.934,160.371,20.851,164,103,224,39.689,125.305,1710.335,159,107288,78.206,24.522,103,29,137,39.687,125.338,834.061,81,52320,5.593,4.406,2,0,27,39.669,125.37,59.653,5,3742,35.247,17.066,24,11,120,39.643,125.264,375.901,30,23580
29,32.68,108.999,122.943,23.031,105.553,126.512,6.439,7.576,7.35,5.661,107.519,0.774,7.66,108.457,10.227,81.469,5.822,1.298,0.77,0.914,172.833,28.654,176,96,252,109.079,122.886,5648.195,173,354307,64.186,16.155,61,28,116,108.883,122.96,2097.618,64,131582,21.64,12.461,24,0,80,108.678,123.194,707.182,20,44361,33.705,10.968,30,11,105,109.096,122.959,1101.496,31,69096
30,55.397,10.049,120.812,30.551,6.06,126.007,7.828,10.227,10.948,6.443,62.871,0.746,11.316,6.313,13.257,54.537,6.749,1.699,0.588,0.953,172.188,33.181,168,78,255,10.085,120.822,9538.677,171,598354,56.42,19.292,41,20,117,9.884,120.72,3125.464,54,196058,4.521,3.652,3,0,33,9.959,120.774,250.473,4,15712,29.893,13.215,20,7,148,9.974,120.83,1655.99,27,103879
31,29.843,83.828,122.186,22.133,80.68,125.881,6.06,6.818,6.809,5.58,124.661,0.766,7.81,82.195,3.283,124.461,6.06,1.22,0.82,0.934,158.168,34.965,156,89,252,83.626,122.316,4720.143,158,296091,58.772,17.387,47,27,115,83.71,122.385,1753.919,54,110022,7.082,5.499,4,0,58,83.553,122.491,211.337,6,13257,36.542,11.707,31,12,133,83.912,122.244,1090.512,35,68407
32,36.602,77.817,121.64,24.768,74.62,125.628,6.566,8.081,8.417,5.537,63.252,0.75,8.716,75.377,10.606,51.47,5.952,1.52,0.658,0.939,156.913,26.678,145,91,251,77.919,121.712,5743.286,153,360272,45.36,9.504,47,20,75,77.755,121.72,1660.262,45,104147,5.519,4.394,3,0,60,77.678,121.512,202.011,5,12672,26.912,12.588,22,7,178,77.777,121.649,985.011,24,61789
