 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AF8-DAPI,StdDev+AF8-DAPI,Mode+AF8-DAPI,Min+AF8-DAPI,Max+AF8-DAPI,XM+AF8-DAPI,YM+AF8-DAPI,IntDen+AF8-DAPI,Median+AF8-DAPI,RawIntDen+AF8-DAPI,Mean+AF8-Sox2,StdDev+AF8-Sox2,Mode+AF8-Sox2,Min+AF8-Sox2,Max+AF8-Sox2,XM+AF8-Sox2,YM+AF8-Sox2,IntDen+AF8-Sox2,Median+AF8-Sox2,RawIntDen+AF8-Sox2,Mean+AF8-Klf4,StdDev+AF8-Klf4,Mode+AF8-Klf4,Min+AF8-Klf4,Max+AF8-Klf4,XM+AF8-Klf4,YM+AF8-Klf4,IntDen+AF8-Klf4,Median+AF8-Klf4,RawIntDen+AF8-Klf4,Mean+AF8-Sox9,StdDev+AF8-Sox9,Mode+AF8-Sox9,Min+AF8-Sox9,Max+AF8-Sox9,XM+AF8-Sox9,YM+AF8-Sox9,IntDen+AF8-Sox9,Median+AF8-Sox9,RawIntDen+AF8-Sox9
1,5.611,0.8,127.27,9.78,0,129.164,1.894,3.662,3.734,1.913,92.552,0.737,3.798,0,0,105.422,1.894,1.952,0.512,0.958,101.696,13.582,107,71,137,0.762,127.319,570.659,102,35797,15.844,2.936,13,9,26,0.782,127.306,88.906,16,5577,1.153,1.438,0,0,7,0.854,127.227,6.472,1,406,14.491,4.812,13,7,47,0.77,127.256,81.318,14,5101
2,37.303,7.39,126.533,24.602,3.03,129.164,8.712,5.808,8.768,5.417,17.267,0.774,9.355,3.03,3.914,21.371,5.808,1.619,0.618,0.959,102.37,20.696,116,41,149,7.637,126.626,3818.729,104,239546,25.468,7.293,20,8,57,7.765,126.491,950.019,25,59594,1.611,2.133,0,0,26,7.157,126.438,60.084,1,3769,21.935,8.388,17,5,95,7.704,126.435,818.247,21,51328
3,9.74,15.857,128.115,13.764,13.384,129.164,5.429,2.525,5.235,2.369,9.42,0.646,5.75,13.384,1.894,19.231,2.525,2.21,0.453,0.936,103.864,16.881,103,62,139,15.831,128.167,1011.665,104,63461,26.769,7.313,25,10,57,15.912,128.25,260.74,26,16356,1.918,1.728,1,0,9,16.037,128.154,18.683,2,1172,19.44,5.257,20,8,33,15.738,128.158,189.353,19,11878
4,18.954,20.916,126.776,18.271,18.055,129.164,6.06,4.924,6.911,3.492,35.545,0.713,7.355,18.055,4.167,34.509,3.961,1.979,0.505,0.932,83.346,14.629,91,49,126,21.121,126.839,1579.774,84,99098,27.917,8.537,20,10,55,21.228,126.973,529.147,27,33193,1.848,1.734,1,0,10,20.907,126.895,35.024,1,2197,20.828,8.137,17,8,81,21.15,126.911,394.776,19,24764
5,15.113,29.898,127.422,16.917,27.525,129.164,5.682,4.167,6.145,3.131,32.873,0.664,6.899,27.525,3.914,34.563,3.742,1.962,0.51,0.919,98.77,16.899,82,59,144,30.039,127.517,1492.669,99,93634,38.83,11.491,34,17,79,30.051,127.58,586.824,36,36811,1.92,1.821,1,0,12,29.988,127.519,29.014,2,1820,24.361,9.606,19,7,69,30.077,127.619,368.154,22,23094
6,6.137,36.572,128.434,10.968,34.343,129.164,4.419,1.641,4.641,1.684,0.265,0.641,4.533,34.343,1.01,12.875,1.641,2.756,0.363,0.948,149.179,26.568,149,69,219,36.527,128.466,915.586,150,57434,49.104,14.926,39,25,122,36.553,128.486,301.375,47,18905,1.974,2.223,0,0,17,36.66,128.363,12.116,1,760,54.299,21.27,31,15,121,36.629,128.523,333.258,53,20905
7,26.208,42.68,126.903,22.477,38.762,129.164,8.207,4.672,8.658,3.854,19.081,0.652,9.116,39.141,4.672,30.828,4.199,2.247,0.445,0.935,146.156,24.063,147,64,244,42.67,126.893,3830.43,146,240280,40.762,14.279,27,14,89,42.521,127.033,1068.29,38,67013,1.908,1.908,0,0,16,42.531,126.977,50.009,1,3137,67.431,32.57,44,12,171,42.415,127.074,1767.214,64,110856
8,13.439,52.543,128.251,18.322,48.736,129.164,7.702,2.02,8.182,2.091,0.601,0.503,7.849,48.736,1.515,11.129,2.02,3.913,0.256,0.948,140.096,29.48,149,65,204,52.493,128.294,1882.71,146,118101,48.764,19.938,28,14,133,52.288,128.37,655.324,45,41108,1.514,1.892,0,0,18,52.228,128.308,20.341,1,1276,35.725,17.166,28,9,109,52.549,128.392,480.095,31,30116
9,8.816,78.657,128.358,14.713,75.63,129.164,6.313,1.894,5.664,1.982,0.738,0.512,6.324,75.63,0,176.566,1.894,2.858,0.35,0.929,159.879,23.474,170,89,229,78.675,128.358,1409.438,163,88413,50.506,15.528,41,22,102,78.481,128.461,445.247,47,27930,2.552,2.135,2,0,13,78.426,128.425,22.493,2,1411,27.882,13.243,19,5,93,78.382,128.393,245.802,25,15419
10,19.162,85.544,127.164,20.125,82.826,129.164,5.808,5.682,5.464,4.465,51.181,0.595,7.046,84.468,5.682,53.746,5.303,1.224,0.817,0.86,137.562,19.035,144,88,189,85.526,127.189,2635.916,139,165349,49.344,11.035,41,23,91,85.455,127.196,945.508,48,59311,2.521,2.241,2,0,20,85.473,127.018,48.303,2,3030,78.017,27.199,69,23,255,85.336,127.163,1494.933,74,93776
11,11.829,97.629,127.421,14.927,95.579,129.164,4.924,4.167,5.378,2.8,42.594,0.667,5.982,96.21,4.167,44.145,2.97,1.921,0.521,0.912,133.942,15.692,128,100,185,97.633,127.378,1584.349,133,99385,48.222,7.929,47,29,73,97.666,127.481,570.404,48,35781,2.518,2.243,1,0,18,97.835,127.562,29.779,2,1868,38.863,22.338,34,15,223,97.691,127.621,459.69,34,28836
12,40.603,103.486,126.509,27.712,98.988,129.164,10.101,6.566,9.594,5.388,25.144,0.664,10.975,98.988,4.293,23.025,6.176,1.781,0.562,0.921,148.451,25.044,146,78,244,103.421,126.548,6027.556,146,378104,61.149,23.389,48,21,136,103.27,126.633,2482.829,55,155746,4.259,3.712,2,0,31,103.083,126.435,172.918,3,10847,43.567,26.117,22,8,252,103.168,126.576,1768.968,36,110966
13,6.935,120.961,128.327,12.083,118.937,129.164,4.672,2.02,4.76,1.855,10.736,0.597,4.877,119.063,1.768,21.251,2.02,2.566,0.39,0.913,136.166,15.631,130,102,193,120.929,128.336,944.249,136,59232,42.66,7.837,41,27,69,120.953,128.366,295.827,42,18557,6.386,3.438,4,0,19,120.818,128.313,44.286,6,2778,34.055,28.295,22,12,188,121.057,128.217,236.158,24,14814
14,11.924,127.174,127.891,15.187,124.113,129.164,5.177,3.156,5.446,2.788,161.956,0.65,6.063,124.113,0,148.627,3.156,1.953,0.512,0.939,128.845,16.998,118,75,184,127.211,127.89,1536.381,128,96376,57.475,19.265,68,20,106,127.138,128.043,685.342,58,42991,3.382,2.81,3,0,17,126.99,128.091,40.332,3,2530,80.293,40.046,29,11,255,127.096,128.086,957.432,78,60059
15,32.553,74.159,124.301,25.895,71.589,128.911,5.05,9.469,9.748,4.252,79.027,0.61,9.99,71.842,9.722,69.274,4.507,2.292,0.436,0.888,149.194,22.639,144,76,243,74.104,124.206,4856.666,146,304655,51.795,15.888,47,22,103,74.261,124.478,1686.072,50,105766,2.432,2.351,1,0,21,74.24,124.492,79.166,2,4966,68.592,29.547,41,13,221,74.337,124.376,2232.834,65,140064
16,52.384,114.888,124.394,27.865,110.73,128.911,8.207,9.091,9.53,6.999,56.543,0.848,9.703,112.497,8.964,57.758,7.142,1.362,0.734,0.966,149.23,23.278,143,84,245,114.836,124.522,7817.231,146,490369,33.293,6.496,34,16,57,114.948,124.459,1744.035,33,109402,2.833,2.461,1,0,17,114.746,124.293,148.4,2,9309,28.072,9.491,24,10,151,114.975,124.209,1470.542,26,92246
17,37.16,62.422,125.305,27.982,58.963,128.785,8.459,7.954,10.188,4.644,44.667,0.596,11.094,58.963,8.081,41.309,4.871,2.194,0.456,0.906,135.063,21.926,133,78,235,62.332,125.305,5018.903,132,314832,53.148,17.604,34,20,109,62.561,125.348,1974.98,53,123889,2.85,3.173,1,0,33,62.568,125.461,105.916,2,6644,118.708,55.654,51,15,255,62.615,125.255,4411.164,116,276709
18,9.294,110.237,126.208,14.231,108.331,128.659,4.04,4.924,6.177,1.916,54.971,0.577,6.113,108.583,5.429,51.71,2.073,3.225,0.31,0.891,128.125,11.269,123,96,160,110.273,126.237,1190.784,128,74697,41.835,7.039,42,25,64,110.289,126.283,388.814,42,24390,7.077,4.257,5,1,39,110.235,126.293,65.775,6,4126,31.16,7.824,29,16,82,110.346,126.325,289.594,30,18166
