 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,7.222,2.501,128.275,11.4,0.126,129.167,4.293,2.146,4.43,2.076,172.512,0.698,4.552,1,0,160.56,2.146,2.134,0.469,0.957,99.764,35.101,62,36,221,2.643,128.221,720.476,94,45193,80.536,52.21,26,10,228,2.44,128.501,581.62,68,36483,39.47,35.747,5,0,139,2.405,128.556,285.047,25,17880,34.706,15.976,24,11,98,2.493,128.36,250.643,32,15722
2,3.667,10.985,128.723,9.928,8.712,129.167,4.419,1.136,4.348,1.074,178.912,0.468,4.435,69,0,175.101,1.136,4.05,0.247,0.92,54.252,21.049,51,17,115,11.18,128.773,198.927,51,12478,22.77,9.037,16,10,55,11.212,128.779,83.489,21,5237,1.435,1.455,0,0,8,11.218,128.76,5.261,1,330,21.974,9.01,18,10,73,11.167,128.754,80.572,19,5054
3,25.874,19.186,126.247,19.774,16.288,129.167,5.808,6.187,6.504,5.065,128.085,0.832,6.954,132,1,119.358,5.432,1.284,0.779,0.942,115.797,43.399,86,30,255,19.026,126.235,2996.163,108,187939,134.018,53.092,151,19,251,19.203,126.459,3467.622,143,217512,40.14,26.311,13,0,172,19.214,126.567,1038.587,37,65147,38.151,16.751,23,8,171,19.116,126.351,987.126,35,61919
4,2.694,37.009,128.78,8.56,34.975,129.167,3.788,1.01,3.657,0.938,177.266,0.462,3.807,277,0,174.289,1.01,3.898,0.257,0.926,31.787,11.192,25,11,77,36.87,128.816,85.642,31,5372,13.834,3.625,13,6,24,37.07,128.814,37.273,13,2338,4.657,3.457,2,0,22,37.113,128.834,12.547,4,787,27.692,10.905,24,9,74,37.035,128.749,74.61,25,4680
5,1.53,44.511,128.804,5.426,43.434,129.167,2.273,0.884,2.212,0.881,3.507,0.653,2.304,344,0,170.538,0.884,2.512,0.398,0.941,77.823,31.349,47,20,157,44.631,128.857,119.104,77,7471,30.25,18.851,20,9,102,44.638,128.901,46.296,23,2904,7.24,4.306,5,0,18,44.619,128.884,11.08,7,695,21.594,4.323,19,12,33,44.462,128.808,33.048,21,2073
6,26.177,76.665,127.344,22.547,71.843,129.167,8.333,4.419,7.822,4.261,167.344,0.647,8.752,569,0,153.435,4.419,1.836,0.545,0.958,138.624,55.973,122,22,255,76.645,127.352,3628.766,141,227620,140.839,68.247,243,12,255,76.663,127.615,3686.764,135,231258,15.586,12.907,4,0,81,76.673,127.642,407.993,13,25592,56.284,36.64,27,10,255,76.714,127.514,1473.347,44,92418
7,6.393,84.306,128.567,13.167,81.439,129.167,5.808,1.515,5.507,1.478,0.597,0.463,5.83,645,0,175.03,1.515,3.726,0.268,0.906,88.571,42.946,79,21,249,83.97,128.606,566.219,80,35517,74.903,59.009,16,7,246,84.152,128.746,478.84,53,30036,6.107,5.931,4,0,29,84.144,128.749,39.042,4,2449,24.843,15.394,16,8,114,84.193,128.626,158.816,20,9962
8,11.351,93.351,128.144,14.953,90.278,129.167,6.061,2.525,5.908,2.446,177.581,0.638,6.082,715,5,4.764,2.525,2.415,0.414,0.925,122.104,47.654,85,39,255,93.232,128.214,1385.984,112,86938,140.081,71.701,185,13,255,93.442,128.299,1590.044,154,99738,9.517,8.326,2,0,50,93.458,128.281,108.024,7,6776,27.92,15.622,18,8,134,93.54,128.299,316.915,24,19879
9,10.458,104.41,127.847,14.121,102.146,129.167,4.672,3.409,4.103,3.246,5.711,0.659,4.699,809,4,6.17,3.409,1.264,0.791,0.896,108.329,45.728,91,35,247,104.512,127.89,1132.917,97,71064,104.034,52.789,41,21,233,104.442,128.058,1087.992,96,68246,38.407,26.61,20,1,173,104.429,128.065,401.664,34,25195,49.841,29.429,42,11,171,104.334,127.869,521.247,42,32696
10,22.686,112.882,127.485,20.243,109.217,129.167,7.449,3.914,7.203,4.01,2.698,0.696,7.476,865,6,4.844,3.914,1.796,0.557,0.936,87.817,40.289,66,15,255,113.268,127.411,1992.202,78,124964,141.273,74.883,255,10,255,113.016,127.742,3204.894,157,201032,53.882,34.898,3,0,177,113.007,127.73,1222.353,57,76674,34.404,24.615,17,8,252,112.867,127.79,780.483,27,48957
11,3.922,58.834,128.5,9.17,56.818,129.04,3.914,1.263,3.816,1.309,178.474,0.586,3.932,450,1,174.472,1.263,2.916,0.343,0.953,77.907,33.589,70,14,199,58.754,128.561,305.532,75,19165,59.48,38.506,27,10,155,58.914,128.635,233.266,46,14632,9,8.61,2,0,43,58.902,128.634,35.296,6,2214,25.301,11.451,26,8,94,58.767,128.577,99.224,24,6224
12,4.241,67.035,128.508,11.326,64.141,129.04,4.798,1.515,4.357,1.239,172.856,0.415,4.839,508,1,172.504,1.515,3.515,0.284,0.847,137.759,58.41,122,26,254,67.296,128.533,584.186,142,36644,98.098,19.121,82,54,158,67.163,128.507,415.996,98,26094,9.741,8.243,5,0,66,66.915,128.516,41.306,8,2591,27.598,11.536,20,8,69,66.753,128.497,117.032,25,7341
13,16.149,99.748,126.595,17.009,96.843,129.04,5.303,4.924,5.558,3.7,144.241,0.701,5.706,767,14,155.136,3.858,1.502,0.666,0.878,109.906,32.302,102,39,224,99.801,126.585,1774.926,105,111335,111.494,53.864,61,18,234,99.892,126.812,1800.561,104,112943,9.096,9.112,2,0,58,100.057,126.736,146.892,7,9214,33.576,13.124,28,11,101,99.744,126.644,542.226,31,34012
14,3.874,120.313,128.597,10.507,117.929,129.04,4.672,1.136,4.575,1.078,179.302,0.441,4.699,934,1,173.83,1.136,4.243,0.236,0.908,80.041,29.491,53,19,170,120.287,128.644,310.076,76,19450,27.621,17.287,13,6,94,120.209,128.698,107.004,22,6712,2.683,2.583,0,0,16,120.444,128.623,10.394,2,652,21.473,12.005,14,8,88,119.981,128.584,83.186,18,5218
15,2.455,128.438,128.284,6.466,127.273,129.04,1.894,1.894,2.215,1.411,131.857,0.738,2.678,1008,1,135,1.696,1.57,0.637,0.951,70.565,24.019,55,27,146,128.52,128.299,173.244,67,10867,49.474,30.972,27,15,149,128.529,128.496,121.464,39,7619,7.578,7.604,3,0,47,128.627,128.217,18.605,5,1167,22.474,6.709,22,11,48,128.497,128.334,55.176,22,3461
16,16.245,26.705,126.334,15.285,24.369,128.788,4.293,5.05,5.093,4.061,107.288,0.874,5.423,203,3,114.775,4.293,1.254,0.797,0.951,65.18,30.52,43,15,240,26.701,126.223,1058.85,60,66418,58.636,36.621,27,13,181,26.784,126.292,952.547,45,59750,12.012,9.143,6,0,68,26.848,126.322,195.133,9,12240,27.837,20.552,17,7,226,26.65,126.511,452.217,21,28366
17,24.87,47.642,125.749,20.353,45.328,128.788,5.177,6.818,7.013,4.515,75.819,0.754,7.153,374,57,69.326,4.809,1.553,0.644,0.926,100.224,37.883,71,31,251,47.524,125.838,2492.549,92,156349,129.663,62.616,178,12,247,47.687,125.997,3224.695,137,202274,28.131,20.514,9,0,126,47.782,126.043,699.624,25,43885,28.161,15.421,18,8,166,47.734,125.896,700.357,25,43931
18,19.641,14.89,124.989,19.09,12.626,128.535,4.672,6.818,7.219,3.464,112.012,0.677,7.513,110,5,114.842,3.801,2.084,0.48,0.917,95.264,34.68,68,22,253,14.789,124.922,1871.058,88,117365,100.459,50.586,27,11,206,15.021,125.216,1973.104,101,123766,44.215,30.331,9,1,180,15.076,125.146,868.42,40,54473,63.568,33.566,32,18,255,15.082,125.073,1248.53,58,78316
19,40.541,32.272,124.622,24.695,28.535,128.283,7.576,7.323,7.556,6.832,159.166,0.835,7.91,227,48,24.52,6.661,1.106,0.904,0.953,77.72,31.077,53,13,219,32.266,124.534,3150.85,73,197642,105.324,52.32,151,9,241,32.391,124.742,4269.946,113,267839,61.311,41.379,12,0,203,32.287,124.745,2485.63,59,155915,42.844,29.557,23,11,255,32.383,124.591,1736.952,34,108953
20,28.297,72,124.411,21.756,68.687,128.156,6.313,7.449,8.178,4.406,124.408,0.751,8.192,557,8,114.59,4.689,1.856,0.539,0.928,114.319,46.547,117,18,255,72.142,124.389,3234.93,110,202916,155.921,71.889,255,17,255,72.042,124.599,4412.15,163,276759,16.506,13.486,5,0,72,71.886,124.716,467.075,13,29298,34.814,22.348,24,8,228,72.025,124.592,985.149,28,61795
21,24.36,125.871,124.881,19.687,123.232,128.156,5.556,6.566,6.618,4.687,117.513,0.79,6.99,984,8,110.072,5.013,1.412,0.708,0.917,78.738,32.909,64,14,247,125.845,124.919,1918.039,73,120312,88.887,55.014,27,8,236,125.998,124.842,2165.255,82,135819,15.324,13.789,3,0,98,125.925,124.79,373.287,11,23415,27.735,15.26,18,8,117,126.082,124.773,675.615,24,42379
22,12.276,40.966,126.79,15.31,37.879,127.904,6.313,2.525,6.376,2.451,179.393,0.658,6.358,300,13,173.157,2.525,2.601,0.384,0.949,34.938,12.385,34,10,73,40.917,126.726,428.877,34,26902,18.264,6.642,18,4,39,40.807,126.762,224.195,18,14063,3.118,4.222,1,0,36,40.857,126.974,38.277,2,2401,26.377,13.414,22,10,129,40.977,126.862,323.786,23,20310
