 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,18.429,8.675,127.51,18.641,5.303,129.167,6.439,4.167,6.355,3.692,168.219,0.666,6.5,42,4,172.185,4.167,1.721,0.581,0.884,85.016,38.961,55,12,231,8.674,127.593,1566.785,78,98279,134.837,66.709,47,23,255,8.782,127.729,2484.944,134,155872,6.483,6.125,1,0,40,8.516,127.781,119.471,5,7494,53.325,13.789,52,17,128,8.747,127.474,982.742,52,61644
2,2.806,13.69,128.59,6.897,12.374,129.167,2.652,1.389,2.537,1.408,2.369,0.741,2.699,98,0,169.216,1.389,1.802,0.555,0.944,21.42,6.938,15,10,42,13.703,128.584,60.102,21,3770,40.653,9.717,34,20,85,13.592,128.601,114.067,39,7155,3.125,2.368,1,0,12,13.621,128.567,8.768,3,550,33,5.109,31,22,49,13.692,128.598,92.592,33,5808
3,2.359,22.395,128.661,6.288,21.086,129.167,2.525,1.136,2.613,1.15,173.573,0.75,2.636,167,0,163.301,1.136,2.272,0.44,0.949,28.48,10.153,23,11,55,22.382,128.697,67.196,27,4215,24.412,5.568,24,14,46,22.37,128.704,57.599,24,3613,4.068,3.693,1,0,19,22.451,128.668,9.597,3,602,39.419,21.935,29,21,160,22.48,128.718,93.007,34,5834
4,2.886,26.26,128.561,6.793,25,129.167,2.525,1.389,2.593,1.417,2.117,0.786,2.636,198,1,163.301,1.389,1.831,0.546,0.935,37.536,12.188,41,12,73,26.2,128.561,108.311,37,6794,33.171,7.631,30,15,61,26.19,128.581,95.717,32,6004,4.32,3.402,3,0,23,26.141,128.511,12.467,3,782,37.398,5.891,36,23,59,26.258,128.57,107.913,37,6769
5,5.962,57.634,128.409,11.104,55.177,129.167,4.545,1.894,4.045,1.877,178.139,0.608,4.589,437,0,172.093,1.894,2.156,0.464,0.923,99.024,36.489,77,21,209,57.636,128.458,590.42,98,37035,108.749,75.248,255,18,255,57.898,128.583,648.402,81,40672,4.348,3.937,2,0,20,57.96,128.587,25.922,3,1626,47.877,12.372,47,21,87,57.663,128.427,285.461,47,17906
6,7.7,70.77,128.264,12.04,68.055,129.167,4.798,2.146,4.79,2.047,170.386,0.668,5.032,539,0,162.474,2.146,2.34,0.427,0.95,82.335,35.935,70,21,227,70.454,128.309,633.99,74,39768,124.731,82.413,255,12,255,70.612,128.485,960.438,100,60245,4.957,5.18,0,0,31,70.659,128.525,38.166,3,2394,46.387,14.058,31,21,94,70.785,128.32,357.185,44,22405
7,13.376,77.125,127.323,15.131,74.621,129.167,4.924,3.662,5.005,3.403,143.983,0.734,5.989,591,0,145.305,3.662,1.471,0.68,0.934,108.871,35.591,81,28,215,76.993,127.385,1456.209,106,91343,149.01,70.356,255,28,255,77.205,127.544,1993.079,144,125019,6.518,6.407,2,0,44,76.985,127.573,87.188,5,5469,44.485,10.89,43,17,91,77.123,127.393,595.011,44,37323
8,11.957,88.004,127.587,14.94,85.48,129.167,4.672,4.167,4.069,3.741,117.388,0.673,5.152,677,0,126.027,4.167,1.088,0.919,0.915,27.343,8.172,27,10,63,88.047,127.643,326.927,27,20507,21.416,6.39,20,7,51,88.016,127.808,256.064,21,16062,3.601,2.766,3,0,15,87.998,127.773,43.06,3,2701,38.061,12.95,37,15,111,87.94,127.701,455.086,36,28546
9,20.183,107.41,127.558,19.134,103.409,129.167,7.323,4.167,6.802,3.778,170.765,0.693,7.411,819,5,171.18,4.167,1.8,0.555,0.931,104.668,33.356,83,30,241,107.455,127.602,2112.502,100,132510,153.015,77.594,255,18,255,107.419,127.83,3088.277,154,193717,6.308,5.576,1,0,35,107.289,127.856,127.314,5,7986,46.719,14.846,41,18,108,107.412,127.62,942.918,44,59146
10,14.778,33.525,127.984,21.832,27.904,129.04,8.965,3.157,8.277,2.273,169.326,0.39,9.163,221,1,168.071,3.157,3.641,0.275,0.823,74.953,28.831,58,22,187,33.125,128.139,1107.681,71,69481,74.374,46.241,19,12,219,33.587,128.237,1099.136,66,68945,3.686,3.898,1,0,26,33.322,128.262,54.475,3,3417,38.091,11.103,34,16,93,33.677,127.945,562.919,36,35310
