 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean-DAPI,StdDev-DAPI,Mode-DAPI,Min-DAPI,Max-DAPI,XM-DAPI,YM-DAPI,IntDen-DAPI,Median-DAPI,RawIntDen-DAPI,Mean-Sox2,StdDev-Sox2,Mode-Sox2,Min-Sox2,Max-Sox2,XM-Sox2,YM-Sox2,IntDen-Sox2,Median-Sox2,RawIntDen-Sox2,Mean-Klf4,StdDev-Klf4,Mode-Klf4,Min-Klf4,Max-Klf4,XM-Klf4,YM-Klf4,IntDen-Klf4,Median-Klf4,RawIntDen-Klf4,Mean-Sox9,StdDev-Sox9,Mode-Sox9,Min-Sox9,Max-Sox9,XM-Sox9,YM-Sox9,IntDen-Sox9,Median-Sox9,RawIntDen-Sox9
1,5.436,1.591,128.347,9.662,0,129.167,3.662,2.02,3.558,1.946,9.917,0.732,3.873,0,10,19.026,2.02,1.828,0.547,0.962,98.795,18.525,107,48,162,1.578,128.384,537.077,101,33689,31.587,15.259,20,9,76,1.519,128.491,171.714,28,10771,3.947,3.163,3,0,21,1.515,128.543,21.458,3,1346,17.056,10.007,12,5,89,1.56,128.436,92.72,15,5816
2,12.467,8.577,127.64,14.448,6.313,129.167,4.672,3.409,4.918,3.228,20.898,0.751,5.372,50,21,29.578,3.409,1.524,0.656,0.938,103.202,28.548,112,36,208,8.753,127.709,1286.6,104,80704,34.518,19.325,20,6,90,8.711,127.949,430.328,29,26993,30.633,28.782,4,0,120,8.742,128.145,381.896,19,23955,19.436,12.354,13,6,107,8.433,127.723,242.306,16,15199
3,12.833,14.422,127.928,14.866,11.364,129.167,5.808,3.03,5.469,2.988,175.625,0.73,5.875,90,2,171.347,3.03,1.83,0.546,0.957,129.417,41.162,119,45,254,14.428,127.982,1660.875,128,104181,40.606,21.605,13,6,108,14.236,128.177,521.119,36,32688,7.446,5.937,2,0,33,13.935,128.141,95.558,6,5994,36.325,18.9,17,5,98,14.249,128.119,466.182,34,29242
4,18.732,20.701,125.543,19.164,18.813,129.167,3.788,6.818,6.722,3.548,94.009,0.641,6.984,160,54,77.471,3.757,1.894,0.528,0.908,128.695,28.343,136,55,226,20.699,125.593,2410.733,128,151217,51.977,23.896,20,10,120,20.87,125.662,973.639,49,61073,5.729,5.896,2,0,60,20.887,125.665,107.307,4,6731,29.862,15.243,18,7,110,20.844,125.467,559.38,27,35088
5,14.635,24.225,126.601,16.764,22.727,129.167,3.283,5.934,6.257,2.978,79.7,0.654,6.552,184,47,64.916,3.187,2.101,0.476,0.941,158.841,35.592,171,59,245,24.31,126.751,2324.629,161,145816,48.454,15.503,61,12,99,24.225,126.746,709.125,48,44481,5.935,4.19,5,0,26,24.267,126.765,86.853,5,5448,31.542,14.247,21,8,91,24.167,126.73,461.623,28,28956
6,20.39,27.972,126.475,20.753,25.126,129.167,5.808,6.061,7.278,3.567,52.001,0.595,8.307,200,48,46.848,4.049,2.041,0.49,0.902,112.306,27.032,88,61,220,27.858,126.435,2289.939,106,143640,41.74,17.584,20,9,87,27.965,126.703,851.075,41,53385,47.468,35.583,10,0,164,28.054,126.894,967.868,39,60711,20.747,13.321,12,3,95,27.951,126.613,423.027,17,26535
7,2.933,33.283,128.703,8.055,31.439,129.167,3.409,1.136,3.352,1.114,176.317,0.568,3.446,249,0,171.573,1.136,3.008,0.332,0.925,90.734,17.031,100,44,137,33.228,128.726,266.155,94,16695,31.114,10.481,33,12,62,33.151,128.755,91.269,31,5725,6.19,5.214,3,0,25,32.879,128.765,18.158,5,1139,19.457,7.446,16,7,46,33.18,128.748,57.073,18,3580
8,3.077,40.567,128.523,7.15,39.268,129.167,2.652,1.515,2.503,1.565,3.166,0.756,2.678,311,0,171.87,1.515,1.599,0.625,0.935,74.109,22.216,56,40,137,40.569,128.614,228.021,67,14303,18.974,5.672,20,9,40,40.563,128.596,58.38,18,3662,3.648,2.521,3,0,11,40.527,128.561,11.223,3,704,29.845,15.191,19,7,72,40.677,128.472,91.827,27,5760
9,18.126,44.211,126.793,17.557,41.919,129.167,5.05,5.429,6.431,3.589,53.092,0.739,6.984,336,42,49.399,3.835,1.792,0.558,0.949,122.636,29.048,102,59,230,44.277,126.868,2222.934,119,139437,49.207,21.882,27,12,101,44.278,127.043,891.935,50,55948,11.2,7.545,6,0,41,44.156,126.917,203.008,10,12734,23.288,12.991,13,5,125,44.302,127.066,422.118,21,26478
10,4.894,51.535,128.441,9.379,49.747,129.167,3.662,1.768,3.541,1.76,1.061,0.699,3.696,394,0,172.147,1.768,2.012,0.497,0.942,100.033,27.783,80,50,167,51.558,128.511,489.585,94,30710,32.098,14.905,23,9,77,51.593,128.534,157.095,28,9854,32.801,31.536,5,0,141,51.559,128.61,160.538,19,10070,20.104,10.505,16,5,56,51.564,128.513,98.395,17,6172
11,16.787,62.52,126.955,17.256,60.353,129.167,4.293,5.05,5.429,3.937,92.533,0.708,5.956,478,0,122.005,4.293,1.379,0.725,0.936,119.651,21.016,128,63,221,62.517,126.946,2008.607,119,125993,45.324,21.088,20,10,107,62.532,127.304,760.858,43,47726,52.027,38.87,6,0,188,62.495,127.445,873.378,43,54784,20.744,10.665,15,4,78,62.445,127.12,348.226,18,21843
12,31.566,66.8,124.525,26.031,64.52,129.167,4.545,9.091,9.521,4.221,91.545,0.585,9.313,521,0,102.529,4.508,2.255,0.443,0.908,130.471,36.123,117,56,255,66.832,124.618,4118.383,122,258332,41.216,16.342,54,11,97,66.777,124.715,1301.012,41,81608,63.793,40.258,9,1,178,66.709,124.756,2013.661,63,126310,14.948,9.629,9,2,105,66.703,124.465,471.858,12,29598
13,16.835,71.77,127.1,16.886,69.571,129.167,4.924,4.672,5.25,4.083,56.627,0.742,6.082,554,32,41.634,4.282,1.286,0.778,0.93,117.7,32.693,94,59,249,71.931,127.098,1981.473,112,124291,36.767,16.122,20,10,82,71.779,127.303,618.972,34,38826,18.616,13.469,4,0,68,71.709,127.354,313.408,16,19659,17.495,13.18,13,3,140,71.657,127.083,294.532,14,18475
14,14.778,75.929,126.793,15.562,73.864,129.167,4.04,4.924,5.623,3.346,65.408,0.767,6.113,587,38,51.71,3.491,1.681,0.595,0.936,121.013,26.079,108,62,223,75.972,126.867,1788.381,119,112179,50.513,22.681,31,12,116,75.997,127.019,746.51,49,46826,6.863,6.79,1,0,56,76.016,127.139,101.424,5,6362,17.97,10.669,11,4,73,75.999,126.889,265.565,15,16658
