 ,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Mean+AC0-DAPI,StdDev+AC0-DAPI,Mode+AC0-DAPI,Min+AC0-DAPI,Max+AC0-DAPI,XM+AC0-DAPI,YM+AC0-DAPI,IntDen+AC0-DAPI,Median+AC0-DAPI,RawIntDen+AC0-DAPI,Mean+AC0-Sox2,StdDev+AC0-Sox2,Mode+AC0-Sox2,Min+AC0-Sox2,Max+AC0-Sox2,XM+AC0-Sox2,YM+AC0-Sox2,IntDen+AC0-Sox2,Median+AC0-Sox2,RawIntDen+AC0-Sox2,Mean+AC0-Klf4,StdDev+AC0-Klf4,Mode+AC0-Klf4,Min+AC0-Klf4,Max+AC0-Klf4,XM+AC0-Klf4,YM+AC0-Klf4,IntDen+AC0-Klf4,Median+AC0-Klf4,RawIntDen+AC0-Klf4,Mean+AC0-Sox9,StdDev+AC0-Sox9,Mode+AC0-Sox9,Min+AC0-Sox9,Max+AC0-Sox9,XM+AC0-Sox9,YM+AC0-Sox9,IntDen+AC0-Sox9,Median+AC0-Sox9,RawIntDen+AC0-Sox9
1,16.5,0.609,121.046,31.558,0,129.167,1.768,14.646,14.877,1.412,91.645,0.208,14.666,0,116,87.039,1.768,10.536,0.095,0.825,137.027,35.301,151,65,244,0.592,120.544,2260.972,137,141823,18.717,4.163,20,6,36,0.579,121.291,308.833,18,19372,1.219,1.7,0,0,12,0.523,121.796,20.119,1,1262,32.157,11.716,26,10,108,0.622,120.293,530.589,31,33282
2,7.317,7.058,128.133,11.03,5.177,129.167,3.914,2.525,3.678,2.533,5.391,0.756,3.987,41,6,10.954,2.525,1.452,0.689,0.953,160.974,32.317,171,76,245,7.168,128.148,1177.922,166,73887,28.976,11.926,20,11,69,7.214,128.232,212.031,26,13300,0.778,1.229,0,0,6,6.89,128.182,5.691,0,357,33.749,11.651,27,16,82,7.12,128.2,246.961,31,15491
3,7.046,11.88,127.693,10.747,10.354,129.167,2.652,3.535,3.77,2.38,113.213,0.767,4.203,82,0,122.735,2.652,1.584,0.631,0.957,137.903,27.695,142,80,240,11.865,127.766,971.726,134,60953,21.14,3.683,20,10,34,11.888,127.682,148.964,21,9344,0.731,1.473,0,0,22,11.867,127.651,5.149,0,323,48.957,24.706,43,22,249,11.755,127.679,344.973,45,21639
4,12.068,14.684,127.216,14.522,13.131,129.167,3.662,4.672,5.102,3.012,64.271,0.719,5.71,107,37,54.904,3.444,1.694,0.59,0.955,157.498,34.738,149,76,255,14.811,127.322,1900.726,152,119226,45.95,14.91,27,15,81,14.668,127.253,554.534,45,34784,0.948,1.348,0,0,9,14.541,127.371,11.447,0,718,63.015,22.001,47,21,134,14.706,127.236,760.475,62,47702
5,6.967,19.715,128.015,10.402,18.182,129.167,3.157,2.399,3.434,2.583,177.168,0.809,3.817,144,0,145.784,2.399,1.329,0.752,0.963,159.609,40.115,157,73,255,19.621,128.081,1111.953,162,69749,17.689,4.077,20,6,34,19.653,128.013,123.233,17,7730,0.455,0.824,0,0,5,19.648,128.032,3.172,0,199,33.487,14.14,24,13,83,19.673,128.22,233.298,29,14634
6,27.644,25.407,123.251,30.941,23.611,129.167,3.409,13.384,13.906,2.531,96.627,0.363,13.517,193,0,98.054,2.879,5.494,0.182,0.861,154.382,45.418,255,42,255,25.403,123.475,4267.714,160,267699,18.299,4.325,20,7,35,25.388,123.123,505.862,18,31731,0.522,1.337,0,0,20,25.19,124.084,14.444,0,906,38.935,15.015,23,10,90,25.294,123.568,1076.306,37,67513
7,24.232,28.954,125.563,20.039,26.768,129.167,4.419,7.449,7.645,4.036,101.439,0.758,7.628,219,0,102.426,4.104,1.894,0.528,0.957,117.936,44.671,82,41,255,28.814,125.893,2857.833,111,179262,16.249,4.755,13,6,38,28.941,125.734,393.741,16,24698,0.486,0.965,0,0,8,29.24,125.286,11.781,0,739,33.559,24.193,25,8,255,28.869,125.779,813.196,28,51009
8,2.391,31.827,128.32,5.931,31.061,129.167,1.515,1.894,2.031,1.499,103.206,0.854,2.276,246,0,123.69,1.515,1.355,0.738,0.94,61.327,13.735,59,39,102,31.818,128.408,146.652,59,9199,10.767,2.862,11,6,26,31.805,128.367,25.747,11,1615,0.54,1.309,0,0,11,31.998,128.644,1.291,0,81,17.473,5.826,16,8,43,31.864,128.411,41.785,16,2621
9,2.551,34.021,128.42,6.005,33.081,129.167,1.768,1.641,1.932,1.681,145.128,0.889,2.234,262,0,132.709,1.641,1.15,0.87,0.97,60.188,5.717,60,44,75,34.012,128.427,153.523,60,9630,11.613,3.237,10,5,22,34.033,128.377,29.621,11,1858,0.606,1.111,0,0,5,33.97,128.32,1.546,0,97,16.756,5.29,16,7,35,33.954,128.385,42.741,16,2681
10,15.384,38.376,126.921,16.782,36.364,129.167,3.914,5.177,5.513,3.553,99.503,0.686,5.89,288,0,120.964,3.914,1.552,0.645,0.921,147.592,41.305,151,67,255,38.319,127.089,2270.585,147,142426,17.748,5.134,15,5,38,38.342,126.885,273.042,17,17127,0.413,1.079,0,0,17,38.238,126.445,6.361,0,399,29.181,11.999,23,7,76,38.294,126.96,448.933,27,28160
