,P7,P14,P28,P49,P70
0,3.3900709219858154,14.496106785317018,7.558577405857741,14.59959349593496,17.618042226487525
1,2.4562647754137115,17.559510567296996,8.014644351464435,5.1554878048780495,66.89923224568139
2,2.397163120567376,6.869855394883203,14.870292887029288,20.046747967479675,18.48080614203455
3,4.491725768321513,10.17834631071561,3.3556485355648538,8.451219512195124,10.466410748560461
4,2.997635933806147,2.974786800148313,9.47071129707113,7.516260162601626,5.393474088291747
5,2.163120567375887,9.171301446051167,4.644351464435147,7.734756097560975,14.419385796545106
6,4.66193853427896,5.767890248424175,23.809623430962343,6.5894308943089435,5.294625719769674
7,2.1843971631205674,3.1868743047830925,2.0271966527196654,16.134146341463413,25.00767754318618
8,2.5082742316784867,4.421579532814238,8.809623430962343,10.178861788617887,10.27447216890595
9,3.9503546099290783,13.053763440860216,15.03347280334728,4.03150406504065,6.099808061420345
10,1.8794326241134753,4.118650352243233,24.732217573221757,10.793699186991871,26.105566218809983
11,2.4940898345153664,3.8783833889506862,14.232217573221758,17.820121951219512,15.848368522072935
12,4.054373522458629,9.230626622172784,5.018828451882846,16.227642276422763,15.629558541266796
13,2.513002364066194,4.657026325546904,5.416317991631799,35.180894308943095,60.69673704414587
14,2.709219858156028,9.872080088987763,10.106694560669457,8.575203252032521,10.801343570057583
15,6.468085106382979,3.7285873192436036,16.705020920502093,13.742886178861788,17.78214971209213
16,2.1843971631205674,5.2280311457174635,21.77824267782427,3.6036585365853657,16.321497120921308
17,4.269503546099291,3.10938079347423,10.00418410041841,24.307926829268293,8.482725527831095
18,2.479905437352246,6.081201334816463,6.658995815899582,9.571138211382113,16.561420345489445
19,4.222222222222222,3.192806822395254,13.01255230125523,10.283536585365853,28.523992322456813
20,2.191489361702128,10.524657026325547,14.644351464435147,9.252032520325203,40.92130518234165
21,2.2222222222222223,7.977382276603634,14.485355648535567,5.9400406504065035,11.032629558541267
22,9.650118203309693,3.210975157582499,11.970711297071132,12.1869918699187,15.674664107485603
23,2.6950354609929077,7.888023730070449,15.972803347280335,9.13109756097561,7.948176583493282
24,6.39952718676123,14.879866518353726,24.2092050209205,8.507113821138212,10.673704414587332
25,3.6052009456264775,28.589173155357805,27.32426778242678,25.836382113821138,10.298464491362763
26,2.683215130023641,9.516499814608824,7.895397489539749,11.575203252032521,44.40595009596929
