,Orientation,TR1,TR2,TR3
0,-89.5,1869.0,797.0,3816.0
1,-88.5,1941.0,838.0,3880.0
2,-87.5,1870.0,880.0,3915.0
3,-86.5,1878.0,863.0,3918.0
4,-85.5,1908.0,896.0,4165.0
5,-84.5,1910.0,932.0,4146.0
6,-83.5,1988.0,891.0,4286.0
7,-82.5,1910.0,941.0,4752.0
8,-81.5,2005.0,915.0,4632.0
9,-80.5,2075.0,1001.0,4907.0
10,-79.5,2124.0,1010.0,5068.0
11,-78.5,2124.0,1096.0,5523.0
12,-77.5,2297.0,1067.0,5770.0
13,-76.5,2259.0,1135.0,5794.0
14,-75.5,2324.0,1223.0,6281.0
15,-74.5,2408.0,1273.0,6254.0
16,-73.5,2379.0,1289.0,6635.0
17,-72.5,2423.0,1389.0,7263.0
18,-71.5,2562.0,1530.0,7247.0
19,-70.5,2603.0,1560.0,7521.0
20,-69.5,2702.0,1692.0,7793.0
21,-68.5,2729.0,1773.0,7751.0
22,-67.5,2948.0,1852.0,7829.0
23,-66.5,2986.0,2060.0,7955.0
24,-65.5,3166.0,2142.0,8218.0
25,-64.5,3267.0,2111.0,8623.0
26,-63.5,3553.0,2346.0,8927.0
27,-62.5,3608.0,2470.0,9247.0
28,-61.5,3712.0,2575.0,9734.0
29,-60.5,3699.0,2725.0,10017.0
30,-59.5,3849.0,2926.0,10235.0
31,-58.5,4059.0,3044.0,10461.0
32,-57.5,4416.0,3249.0,10595.0
33,-56.5,4535.0,3555.0,10692.0
34,-55.5,4939.0,3828.0,11044.0
35,-54.5,5086.0,4188.0,11641.0
36,-53.5,5255.0,4522.0,11764.0
37,-52.5,5510.0,4776.0,12531.0
38,-51.5,5764.0,5066.0,12936.0
39,-50.5,6150.0,5737.0,13360.0
40,-49.5,6425.0,5904.0,13976.0
41,-48.5,6750.0,6382.0,14200.0
42,-47.5,6787.0,6491.0,14925.0
43,-46.5,7254.0,6915.0,14580.0
44,-45.5,7106.0,7522.0,14895.0
45,-44.5,7404.0,8123.0,15402.0
46,-43.5,7579.0,8784.0,15513.0
47,-42.5,7552.0,9030.0,15607.0
48,-41.5,7985.0,9773.0,15093.0
49,-40.5,7990.0,10186.0,15259.0
50,-39.5,7901.0,10255.0,15358.0
51,-38.5,7977.0,10861.0,15043.0
52,-37.5,7980.0,10999.0,14602.0
53,-36.5,8043.0,10945.0,14151.0
54,-35.5,8052.0,11096.0,13774.0
55,-34.5,8452.0,11133.0,13705.0
56,-33.5,8248.0,11520.0,13425.0
57,-32.5,8378.0,11804.0,12910.0
58,-31.5,8311.0,11750.0,12456.0
59,-30.5,8642.0,11822.0,12385.0
60,-29.5,8442.0,12224.0,12240.0
61,-28.5,8397.0,12314.0,11755.0
62,-27.5,8060.0,12098.0,11267.0
63,-26.5,7931.0,12008.0,10624.0
64,-25.5,8011.0,12576.0,9812.0
65,-24.5,7888.0,12908.0,9560.0
66,-23.5,7751.0,12813.0,9178.0
67,-22.5,7737.0,12809.0,8725.0
68,-21.5,7786.0,12982.0,8374.0
69,-20.5,7801.0,12676.0,8064.0
70,-19.5,7896.0,12657.0,7706.0
71,-18.5,7937.0,12519.0,7349.0
72,-17.5,7695.0,12536.0,7066.0
73,-16.5,7722.0,12729.0,6944.0
74,-15.5,7600.0,12726.0,6494.0
75,-14.5,7885.0,12457.0,6338.0
76,-13.5,7824.0,12298.0,5880.0
77,-12.5,7658.0,11755.0,5764.0
78,-11.5,7621.0,11700.0,5494.0
79,-10.5,7425.0,11599.0,5237.0
80,-9.5,7430.0,11162.0,5150.0
81,-8.5,7632.0,11144.0,4996.0
82,-7.5,7469.0,10807.0,4862.0
83,-6.5,7436.0,10774.0,4668.0
84,-5.5,7362.0,10383.0,4522.0
85,-4.5,7309.0,10227.0,4432.0
86,-3.5,7167.0,10251.0,4212.0
87,-2.5,7124.0,10213.0,4089.0
88,-1.5,7129.0,10063.0,4034.0
89,-0.5,7236.0,9796.0,3957.0
90,0.5,7129.0,9600.0,3832.0
91,1.5,7238.0,9736.0,3749.0
92,2.5,7260.0,9689.0,3955.0
93,3.5,7239.0,9658.0,3886.0
94,4.5,7250.0,9769.0,3695.0
95,5.5,7272.0,9602.0,3625.0
96,6.5,7516.0,9510.0,3432.0
97,7.5,7574.0,9487.0,3518.0
98,8.5,7562.0,9367.0,3404.0
99,9.5,7545.0,9416.0,3417.0
100,10.5,7589.0,9438.0,3316.0
101,11.5,7804.0,9375.0,3147.0
102,12.5,8004.0,9219.0,3203.0
103,13.5,7985.0,9256.0,3148.0
104,14.5,8149.0,9037.0,3043.0
105,15.5,8471.0,8674.0,3124.0
106,16.5,8498.0,8615.0,3011.0
107,17.5,8425.0,8326.0,3025.0
108,18.5,8580.0,8249.0,3025.0
109,19.5,8691.0,8214.0,3026.0
110,20.5,8729.0,8129.0,2854.0
111,21.5,8743.0,7957.0,2839.0
112,22.5,9112.0,7759.0,2915.0
113,23.5,9257.0,7627.0,2782.0
114,24.5,9390.0,7703.0,2701.0
115,25.5,9523.0,7585.0,2616.0
116,26.5,9409.0,7217.0,2522.0
117,27.5,9461.0,7285.0,2536.0
118,28.5,9657.0,7093.0,2593.0
119,29.5,9794.0,6909.0,2545.0
120,30.5,9432.0,6720.0,2636.0
121,31.5,9321.0,6493.0,2544.0
122,32.5,9264.0,6437.0,2558.0
123,33.5,9207.0,6427.0,2438.0
124,34.5,9317.0,6420.0,2451.0
125,35.5,9080.0,6263.0,2386.0
126,36.5,8780.0,6070.0,2478.0
127,37.5,8378.0,5952.0,2375.0
128,38.5,8648.0,5572.0,2359.0
129,39.5,8599.0,5479.0,2311.0
130,40.5,8561.0,5203.0,2404.0
131,41.5,8442.0,4759.0,2394.0
132,42.5,7964.0,4375.0,2325.0
133,43.5,7591.0,4232.0,2377.0
