,P7,P28,P70
0,31.776,62.837,47.503
1,25.236,48.068,43.07
2,25.906,52.129,91.644
3,52.381,56.091,82.013
4,55.159,46.922,75.534
5,73.092,52.192,92.197
6,30.065,29.095,60.014
7,23.519,43.997,60.014
8,32.528,51.294,58.074
